time,Utah,pts.away,score,pts.home,San Antonio
3:34.0,E. Millsap makes free throw 1 of 1,1,63-86,,
3:14.0,,,63-86,,A. Baynes misses 2-pt shot from 19 ft
3:13.0,Defensive rebound by E. Millsap,,63-86,,
3:07.0,E. Kanter misses 2-pt shot from 3 ft,,63-86,,
3:06.0,,,63-86,,Defensive rebound by J. Ayres
2:44.0,,,63-86,,C. Joseph misses 2-pt shot from 18 ft
2:41.0,Defensive rebound by S. Novak,,63-86,,
2:35.0,E. Millsap misses 2-pt shot from 1 ft,,63-86,,
2:33.0,,,63-86,,Defensive rebound by J. Ayres
2:19.0,,,63-86,,Turnover by C. Joseph (bad pass; steal by J. Evans)
2:13.0,J. Evans makes 2-pt shot at rim (assist by D. Exum),2,65-86,,
1:43.0,,,65-86,,M. Bonner misses 3-pt shot from 24 ft
1:42.0,Defensive rebound by S. Novak,,65-86,,
1:25.0,E. Millsap misses 2-pt shot from 7 ft,,65-86,,
1:23.0,Offensive rebound by D. Exum,,65-86,,
1:10.0,J. Evans misses 2-pt shot from 2 ft,,65-86,,
1:09.0,,,65-86,,Defensive rebound by A. Baynes
0:59.0,,,65-86,,C. Joseph misses 2-pt shot at rim (block by J. Evans)
0:58.0,Defensive rebound by S. Novak,,65-86,,
0:54.0,D. Exum misses 2-pt shot from 3 ft,,65-86,,
0:53.0,Offensive rebound by E. Kanter,,65-86,,
0:53.0,E. Kanter makes 2-pt shot from 1 ft,2,67-86,,
0:34.0,,,67-86,,C. Joseph misses 2-pt shot at rim (block by J. Evans)
0:34.0,,,67-86,,Offensive rebound by A. Baynes
0:34.0,,,67-86,,Shooting foul by D. Exum (drawn by A. Baynes)
0:34.0,,,67-88,2,A. Baynes makes 2-pt shot at rim
0:34.0,Utah full timeout,,67-88,,
0:34.0,,,67-89,1,A. Baynes makes free throw 1 of 1
0:15.0,Shooting foul by J. Ayres (drawn by E. Millsap),,67-89,,
0:15.0,E. Millsap makes free throw 1 of 2,1,68-89,,
0:15.0,E. Millsap makes free throw 2 of 2,1,69-89,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
