time,San Antonio,pts.away,score,pts.home,LA Clippers
3:11.0,Shooting foul by B. Griffin (drawn by T. Duncan),,103-102,,
3:11.0,T. Duncan misses free throw 1 of 1,,103-102,,
3:09.0,Offensive rebound by B. Diaw,,103-102,,
2:51.0,T. Parker misses 3-pt shot from 23 ft,,103-102,,
2:50.0,Offensive rebound by K. Leonard,,103-102,,
2:48.0,K. Leonard makes 2-pt shot from 2 ft,2,105-102,,
2:31.0,,,105-102,,C. Paul misses 2-pt shot from 3 ft
2:29.0,Defensive rebound by T. Parker,,105-102,,
2:25.0,T. Parker misses 2-pt shot from 4 ft,,105-102,,
2:22.0,,,105-102,,Defensive rebound by M. Barnes
2:12.0,,,105-105,3,M. Barnes makes 3-pt shot from 25 ft (assist by J. Redick)
1:52.0,B. Diaw misses 2-pt shot from 2 ft,,105-105,,
1:51.0,,,105-105,,Defensive rebound by M. Barnes
1:33.0,,,105-105,,B. Griffin misses 2-pt shot from 4 ft (block by D. Green)
1:31.0,Defensive rebound by T. Parker,,105-105,,
1:27.0,T. Parker misses 2-pt shot at rim (block by J. Redick),,105-105,,
1:25.0,Offensive rebound by B. Diaw,,105-105,,
1:23.0,D. Green misses 3-pt shot from 24 ft,,105-105,,
1:23.0,Offensive rebound by T. Parker,,105-105,,
1:23.0,T. Parker makes 2-pt shot at rim,2,107-105,,
1:23.0,,,107-105,,LA Clippers full timeout
1:10.0,,,107-107,2,J. Crawford makes 2-pt shot from 1 ft (assist by B. Griffin)
0:56.0,K. Leonard misses 2-pt shot from 12 ft,,107-107,,
0:55.0,,,107-107,,Defensive rebound by B. Griffin
0:32.0,,,107-107,,B. Griffin misses 2-pt shot from 18 ft
0:30.0,,,107-107,,Offensive rebound by M. Barnes
0:30.0,,,107-107,,LA Clippers full timeout
0:13.0,,,107-107,,Shooting foul by T. Duncan (drawn by C. Paul)
0:13.0,,,107-108,1,C. Paul makes free throw 1 of 2
0:13.0,,,107-108,,D. Jordan enters the game for J. Crawford
0:13.0,,,107-109,1,C. Paul makes free throw 2 of 2
0:13.0,San Antonio full timeout,,107-109,,
0:13.0,M. Belinelli enters the game for B. Diaw,,107-109,,
0:09.0,Shooting foul by J. Redick (drawn by T. Duncan),,107-109,,
0:09.0,T. Duncan makes free throw 1 of 2,1,108-109,,
0:09.0,T. Duncan makes free throw 2 of 2,1,109-109,,
0:09.0,,,109-109,,LA Clippers full timeout
0:09.0,,,109-109,,J. Crawford enters the game for D. Jordan
0:09.0,M. Ginobili enters the game for M. Belinelli,,109-109,,
0:01.0,,,109-111,2,C. Paul makes 2-pt shot from 9 ft
0:01.0,San Antonio full timeout,,109-111,,
0:01.0,,,109-111,,D. Jordan enters the game for C. Paul
0:01.0,M. Bonner enters the game for T. Duncan,,109-111,,
0:01.0,M. Belinelli enters the game for T. Parker,,109-111,,
0:01.0,B. Diaw enters the game for M. Ginobili,,109-111,,
0:01.0,Turnover by B. Diaw (bad pass; steal by M. Barnes),,109-111,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
