time,Washington,pts.away,score,pts.home,Atlanta
3:47.0,,,95-91,,P. Antic misses 2-pt shot from 22 ft
3:45.0,,,95-91,,Offensive rebound by P. Millsap
3:36.0,,,95-91,,J. Teague misses 2-pt shot from 19 ft
3:34.0,Defensive rebound by O. Porter,,95-91,,
3:17.0,O. Porter makes 3-pt shot from 23 ft (assist by J. Wall),3,98-91,,
3:03.0,,,98-91,,J. Teague misses 2-pt shot from 7 ft
3:02.0,,,98-91,,Offensive rebound by P. Millsap
2:59.0,,,98-91,,P. Millsap misses 2-pt shot from 1 ft
2:59.0,Defensive rebound by M. Gortat,,98-91,,
2:59.0,,,98-91,,Personal foul by P. Millsap (drawn by M. Gortat)
2:59.0,,,98-91,,A. Horford enters the game for P. Antic
2:39.0,Turnover by J. Wall (bad pass; steal by P. Millsap),,98-91,,
2:36.0,,,98-93,2,P. Millsap makes 2-pt shot at rim
2:36.0,,,98-93,,Shooting foul by J. Wall (drawn by P. Millsap)
2:36.0,,,98-94,1,P. Millsap makes free throw 1 of 1
2:22.0,O. Porter misses 3-pt shot from 25 ft,,98-94,,
2:20.0,,,98-94,,Defensive rebound by D. Carroll
2:02.0,,,98-94,,A. Horford misses 2-pt shot from 17 ft
2:01.0,,,98-94,,Offensive rebound by P. Millsap
1:57.0,,,98-94,,J. Teague misses 3-pt shot from 25 ft
1:55.0,,,98-94,,Offensive rebound by A. Horford
1:55.0,,,98-94,,A. Horford misses 2-pt shot at rim
1:53.0,,,98-94,,Offensive rebound by A. Horford
1:51.0,,,98-94,,K. Korver misses 3-pt shot from 26 ft
1:49.0,,,98-94,,Offensive rebound by A. Horford
1:40.0,,,98-94,,J. Teague misses 2-pt shot from 3 ft
1:38.0,,,98-94,,Offensive rebound by A. Horford
1:38.0,,,98-94,,A. Horford misses 2-pt shot from 1 ft
1:37.0,Defensive rebound by P. Pierce,,98-94,,
1:26.0,J. Wall misses 2-pt shot from 2 ft,,98-94,,
1:24.0,,,98-94,,Defensive rebound by A. Horford
1:21.0,,,98-96,2,P. Millsap makes 2-pt shot at rim (assist by A. Horford)
1:21.0,Washington full timeout,,98-96,,
1:03.0,O. Porter makes 2-pt shot from 1 ft (assist by J. Wall),2,100-96,,
0:41.0,,,100-96,,K. Korver misses 3-pt shot from 30 ft
0:35.0,Defensive rebound by B. Beal,,100-96,,
0:15.0,M. Gortat makes 2-pt shot from 2 ft (assist by J. Wall),2,102-96,,
0:15.0,,,102-96,,Atlanta full timeout
0:15.0,R. Sessions enters the game for B. Beal,,102-96,,
0:08.0,,,102-98,2,A. Horford makes 2-pt shot from 7 ft
0:07.0,,,102-98,,Personal take foul by D. Carroll (drawn by J. Wall)
0:07.0,J. Wall makes free throw 1 of 2,1,103-98,,
0:07.0,J. Wall makes free throw 2 of 2,1,104-98,,
0:07.0,,,104-98,,Atlanta full timeout
0:05.0,,,104-98,,A. Horford misses 3-pt shot from 24 ft
0:03.0,Defensive rebound by J. Wall,,104-98,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
