time,Boston,pts.away,score,pts.home,Cleveland
3:32.0,Shooting foul by T. Mozgov (drawn by M. Smart),,86-91,,
3:32.0,M. Smart misses free throw 1 of 2,,86-91,,
3:32.0,Offensive rebound by Team,,86-91,,
3:32.0,M. Smart makes free throw 2 of 2,1,87-91,,
3:08.0,,,87-91,,Shooting foul by A. Bradley (drawn by K. Irving)
3:08.0,,,87-92,1,K. Irving makes free throw 1 of 2
3:08.0,,,87-93,1,K. Irving makes free throw 2 of 2
2:54.0,E. Turner misses 2-pt shot from 14 ft,,87-93,,
2:53.0,,,87-93,,Defensive rebound by K. Irving
2:38.0,,,87-95,2,L. James makes 2-pt shot from 5 ft
2:30.0,Shooting foul by T. Mozgov (drawn by I. Thomas),,87-95,,
2:30.0,,,87-95,,Cleveland full timeout
2:30.0,J. Crowder enters the game for E. Turner,,87-95,,
2:30.0,T. Zeller enters the game for J. Sullinger,,87-95,,
2:30.0,,,87-95,,T. Thompson enters the game for T. Mozgov
2:30.0,I. Thomas makes free throw 1 of 2,1,88-95,,
2:30.0,I. Thomas makes free throw 2 of 2,1,89-95,,
2:09.0,,,89-95,,Turnover by T. Thompson (3 sec)
1:52.0,T. Zeller misses 2-pt shot from 3 ft (block by L. James),,89-95,,
1:51.0,,,89-95,,Defensive rebound by I. Shumpert
1:32.0,,,89-95,,L. James misses 3-pt shot from 26 ft
1:32.0,,,89-95,,Offensive rebound by T. Thompson
1:13.0,,,89-97,2,L. James makes 2-pt shot at rim
1:08.0,Turnover by I. Thomas (lost ball),,89-97,,
0:44.0,,,89-97,,J. Smith misses 3-pt shot from 23 ft
0:44.0,,,89-97,,Offensive rebound by T. Thompson
0:40.0,Personal foul by M. Smart (drawn by K. Irving),,89-97,,
0:40.0,,,89-98,1,K. Irving makes free throw 1 of 2
0:40.0,,,89-99,1,K. Irving makes free throw 2 of 2
0:40.0,Boston full timeout,,89-99,,
0:40.0,J. Sullinger enters the game for T. Zeller,,89-99,,
0:40.0,K. Olynyk enters the game for M. Smart,,89-99,,
0:39.0,Turnover by K. Olynyk (bad pass),,89-99,,
0:17.0,,,89-99,,Turnover by K. Irving (traveling)
0:09.0,J. Sullinger makes 2-pt shot at rim (assist by I. Thomas),2,91-99,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
