time,Indiana,pts.away,score,pts.home,Toronto
4:46.0,Turnover by C. Watson (bad pass; steal by J. Valanciunas),,81-99,,
4:40.0,,,81-99,,G. Vasquez misses 3-pt shot from 26 ft
4:39.0,Defensive rebound by Team,,81-99,,
4:23.0,,,81-99,,Personal foul by G. Vasquez (drawn by S. Hill)
4:20.0,R. Stuckey makes 2-pt shot from 17 ft (assist by S. Hill),2,83-99,,
3:56.0,,,83-99,,Offensive foul by J. Valanciunas
3:56.0,,,83-99,,Turnover by J. Valanciunas (offensive foul)
3:56.0,D. West enters the game for L. Scola,,83-99,,
3:46.0,D. West makes 2-pt shot from 8 ft (assist by R. Stuckey),2,85-99,,
3:25.0,,,85-101,2,T. Ross makes 2-pt shot from 14 ft
3:07.0,R. Hibbert misses 2-pt shot from 4 ft,,85-101,,
3:06.0,,,85-101,,Defensive rebound by T. Ross
2:47.0,,,85-101,,J. Valanciunas misses 2-pt shot at rim (block by S. Hill)
2:45.0,Defensive rebound by D. West,,85-101,,
2:39.0,S. Hill makes 2-pt shot from 1 ft (assist by D. West),2,87-101,,
2:38.0,,,87-101,,Toronto full timeout
2:38.0,,,87-101,,P. Patterson enters the game for A. Johnson
2:21.0,,,87-104,3,L. Williams makes 3-pt shot from 25 ft
2:04.0,Turnover by S. Hill (bad pass),,87-104,,
2:04.0,Indiana full timeout,,87-104,,
2:04.0,,,87-104,,L. Nogueira enters the game for J. Valanciunas
2:04.0,S. Whittington enters the game for D. West,,87-104,,
2:04.0,D. Rudez enters the game for R. Hibbert,,87-104,,
2:04.0,L. Allen enters the game for R. Stuckey,,87-104,,
2:04.0,D. Sloan enters the game for C. Watson,,87-104,,
1:43.0,,,87-104,,L. Nogueira misses 2-pt shot from 19 ft
1:42.0,,,87-104,,Offensive rebound by P. Patterson
1:40.0,,,87-104,,Shooting foul by S. Whittington (drawn by P. Patterson)
1:40.0,,,87-105,1,P. Patterson makes free throw 1 of 2
1:40.0,,,87-106,1,P. Patterson makes free throw 2 of 2
1:25.0,Shooting foul by P. Patterson (drawn by S. Whittington),,87-106,,
1:25.0,S. Whittington makes free throw 1 of 2,1,88-106,,
1:25.0,,,88-106,,L. Fields enters the game for L. Williams
1:25.0,,,88-106,,G. Stiemsma enters the game for P. Patterson
1:25.0,S. Whittington makes free throw 2 of 2,1,89-106,,
1:10.0,,,89-106,,T. Ross misses 2-pt shot from 18 ft
1:09.0,Defensive rebound by D. Rudez,,89-106,,
0:57.0,D. Sloan misses 2-pt shot from 3 ft,,89-106,,
0:56.0,,,89-106,,Defensive rebound by L. Nogueira
0:43.0,,,89-106,,L. Nogueira misses 2-pt shot from 14 ft
0:42.0,Defensive rebound by S. Whittington,,89-106,,
0:33.0,S. Hill makes 3-pt shot from 25 ft (assist by D. Rudez),3,92-106,,
0:14.0,,,92-106,,L. Nogueira misses 2-pt shot at rim
0:12.0,Defensive rebound by D. Rudez,,92-106,,
0:08.0,D. Sloan makes 2-pt shot from 2 ft (assist by D. Rudez),2,94-106,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
