time,Milwaukee,pts.away,score,pts.home,Chicago
8:40.0,,,79-91,,A. Brooks misses free throw 2 of 2
8:38.0,Defensive rebound by Z. Pachulia,,79-91,,
8:25.0,Shooting foul by J. Noah (drawn by Z. Pachulia),,79-91,,
8:25.0,Z. Pachulia misses free throw 1 of 2,,79-91,,
8:25.0,Offensive rebound by Team,,79-91,,
8:25.0,,,79-91,,P. Gasol enters the game for J. Noah
8:25.0,Z. Pachulia misses free throw 2 of 2,,79-91,,
8:24.0,,,79-91,,Defensive rebound by N. Mirotic
8:12.0,,,79-91,,N. Mirotic misses 2-pt shot from 15 ft
8:11.0,Defensive rebound by Z. Pachulia,,79-91,,
7:48.0,G. Antetokounmpo misses 2-pt shot from 23 ft,,79-91,,
7:47.0,,,79-91,,Defensive rebound by P. Gasol
7:30.0,,,79-91,,Turnover by A. Brooks (bad pass; steal by K. Middleton)
7:25.0,O. Mayo misses 2-pt shot from 3 ft (block by T. Snell),,79-91,,
7:23.0,,,79-91,,Defensive rebound by T. Snell
7:20.0,,,79-91,,Turnover by T. Snell (bad pass)
7:07.0,J. Bayless misses 2-pt shot from 22 ft,,79-91,,
7:06.0,,,79-91,,Defensive rebound by N. Mirotic
6:50.0,,,79-91,,T. Snell misses 3-pt shot from 25 ft
6:49.0,,,79-91,,Offensive rebound by Team
6:48.0,M. Carter-Williams enters the game for K. Middleton,,79-91,,
6:48.0,,,79-91,,J. Butler enters the game for T. Snell
6:48.0,,,79-91,,D. Rose enters the game for A. Brooks
6:36.0,,,79-91,,Turnover by J. Butler (lost ball; steal by O. Mayo)
6:29.0,J. Bayless makes 2-pt shot from 18 ft (assist by O. Mayo),2,81-91,,
6:08.0,,,81-91,,J. Butler misses 2-pt shot from 17 ft
6:06.0,,,81-91,,Offensive rebound by Team
6:06.0,,,81-91,,M. Dunleavy enters the game for N. Mirotic
5:54.0,,,81-93,2,J. Butler makes 2-pt shot from 1 ft (assist by P. Gasol)
5:32.0,M. Carter-Williams misses 2-pt shot from 19 ft,,81-93,,
5:31.0,,,81-93,,Defensive rebound by P. Gasol
5:13.0,,,81-93,,P. Gasol misses 2-pt shot from 6 ft
5:12.0,Defensive rebound by Z. Pachulia,,81-93,,
5:05.0,G. Antetokounmpo makes 2-pt shot at rim (assist by J. Bayless),2,83-93,,
5:05.0,,,83-93,,Chicago full timeout
5:05.0,,,83-93,,J. Noah enters the game for T. Gibson
5:05.0,E. Ilyasova enters the game for O. Mayo,,83-93,,
4:48.0,,,83-96,3,M. Dunleavy makes 3-pt shot from 25 ft (assist by D. Rose)
4:21.0,E. Ilyasova makes 2-pt shot from 19 ft (assist by J. Bayless),2,85-96,,
4:00.0,,,85-99,3,M. Dunleavy makes 3-pt shot from 23 ft (assist by D. Rose)
3:46.0,,,85-99,,Personal foul by P. Gasol (drawn by Z. Pachulia)
3:39.0,E. Ilyasova misses 2-pt shot from 21 ft,,85-99,,
3:38.0,,,85-99,,Defensive rebound by P. Gasol
3:30.0,,,85-99,,Offensive foul by P. Gasol
3:30.0,,,85-99,,Turnover by P. Gasol (offensive foul)
3:10.0,Z. Pachulia misses 2-pt shot from 14 ft,,85-99,,
3:09.0,,,85-99,,Defensive rebound by J. Noah
3:04.0,,,85-101,2,J. Butler makes 2-pt shot from 2 ft (assist by D. Rose)
3:03.0,Milwaukee full timeout,,85-101,,
3:03.0,J. Henson enters the game for Z. Pachulia,,85-101,,
3:03.0,K. Middleton enters the game for J. Bayless,,85-101,,
2:41.0,J. Henson misses 2-pt shot from 11 ft,,85-101,,
2:40.0,,,85-101,,Defensive rebound by J. Noah
2:26.0,,,85-101,,Turnover by D. Rose (bad pass; steal by E. Ilyasova)
2:12.0,K. Middleton misses 3-pt shot from 25 ft,,85-101,,
2:11.0,Offensive rebound by E. Ilyasova,,85-101,,
2:05.0,E. Ilyasova makes 2-pt shot from 2 ft,2,87-101,,
1:43.0,,,87-103,2,P. Gasol makes 2-pt shot from 22 ft (assist by J. Butler)
1:29.0,K. Middleton makes 2-pt shot from 19 ft (assist by J. Henson),2,89-103,,
1:14.0,,,89-103,,D. Rose misses 3-pt shot from 25 ft
1:13.0,,,89-103,,Offensive rebound by P. Gasol
1:00.0,,,89-103,,P. Gasol misses 2-pt shot from 9 ft (block by K. Middleton)
0:59.0,Defensive rebound by G. Antetokounmpo,,89-103,,
0:56.0,G. Antetokounmpo misses 2-pt shot from 1 ft,,89-103,,
0:55.0,,,89-103,,Defensive rebound by J. Noah
0:51.0,Personal foul by K. Middleton (drawn by J. Butler),,89-103,,
0:51.0,,,89-103,,A. Brooks enters the game for D. Rose
0:51.0,,,89-103,,T. Snell enters the game for J. Butler
0:35.0,,,89-103,,T. Snell misses 2-pt shot from 17 ft
0:33.0,Defensive rebound by K. Middleton,,89-103,,
0:29.0,Shooting foul by M. Dunleavy (drawn by K. Middleton),,89-103,,
0:29.0,K. Middleton makes free throw 1 of 2,1,90-103,,
0:29.0,K. Middleton makes free throw 2 of 2,1,91-103,,
0:08.0,,,91-103,,A. Brooks misses 3-pt shot from 26 ft
0:07.0,Defensive rebound by G. Antetokounmpo,,91-103,,
0:01.0,G. Antetokounmpo misses 3-pt shot from 26 ft,,91-103,,
0:00.0,Offensive rebound by Team,,91-103,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
