time,Minnesota,pts.away,score,pts.home,Oklahoma City
6:11.0,,,83-98,3,D. Augustin makes 3-pt shot from 26 ft (assist by R. Westbrook)
5:45.0,G. Dieng makes 2-pt shot at rim (assist by J. Hamilton),2,85-98,,
5:34.0,,,85-98,,D. Augustin misses 2-pt shot from 5 ft
5:33.0,,,85-98,,Offensive rebound by Team
5:31.0,,,85-98,,Turnover by R. Westbrook (bad pass; steal by J. Hamilton)
5:25.0,A. Wiggins makes 2-pt shot at rim (assist by Z. LaVine),2,87-98,,
5:25.0,,,87-98,,Oklahoma City full timeout
5:25.0,,,87-98,,D. Waiters enters the game for K. Singler
5:25.0,,,87-98,,E. Kanter enters the game for S. Adams
5:05.0,,,87-100,2,R. Westbrook makes 2-pt shot from 14 ft (assist by D. Waiters)
4:51.0,,,87-100,,Def 3 sec tech foul by E. Kanter
4:51.0,K. Martin makes technical free throw,1,88-100,,
4:48.0,Turnover by G. Dieng (bad pass),,88-100,,
4:33.0,,,88-100,,D. Waiters misses 3-pt shot from 24 ft
4:33.0,,,88-100,,Offensive rebound by E. Kanter
4:11.0,,,88-100,,D. Waiters misses 2-pt shot from 5 ft
4:11.0,,,88-100,,Offensive rebound by R. Westbrook
4:11.0,Personal foul by G. Dieng (drawn by R. Westbrook),,88-100,,
4:02.0,,,88-102,2,R. Westbrook makes 2-pt shot at rim
4:01.0,Minnesota full timeout,,88-102,,
3:53.0,,,88-102,,Personal foul by D. Waiters (drawn by J. Hamilton)
3:53.0,J. Hamilton makes free throw 1 of 2,1,89-102,,
3:53.0,J. Hamilton makes free throw 2 of 2,1,90-102,,
3:31.0,,,90-105,3,R. Westbrook makes 3-pt shot from 25 ft (assist by D. Augustin)
3:31.0,,,90-105,,Shooting foul by Z. LaVine (drawn by R. Westbrook)
3:31.0,,,90-106,1,R. Westbrook makes free throw 1 of 1
3:22.0,J. Hamilton makes 2-pt shot from 14 ft (assist by Z. LaVine),2,92-106,,
3:06.0,Shooting block foul by J. Hamilton (drawn by R. Westbrook),,92-106,,
3:06.0,,,92-107,1,R. Westbrook makes free throw 1 of 2
3:06.0,,,92-108,1,R. Westbrook makes free throw 2 of 2
2:55.0,,,92-108,,Violation by M. McGary (kicked ball)
2:50.0,Turnover by Z. LaVine (lost ball),,92-108,,
2:36.0,,,92-108,,D. Augustin misses 3-pt shot from 24 ft
2:36.0,,,92-108,,Offensive rebound by R. Westbrook
2:36.0,,,92-108,,R. Westbrook misses 2-pt shot from 1 ft
2:35.0,Defensive rebound by J. Hamilton,,92-108,,
2:19.0,G. Dieng misses 2-pt shot from 13 ft,,92-108,,
2:17.0,,,92-108,,Defensive rebound by M. McGary
2:13.0,Violation by G. Dieng (def goaltending),,92-108,,
2:13.0,,,92-110,2,E. Kanter makes 2-pt shot from 1 ft (assist by M. McGary)
2:13.0,Minnesota full timeout,,92-110,,
2:13.0,,,92-110,,P. Jones enters the game for D. Waiters
2:13.0,,,92-110,,S. Novak enters the game for M. McGary
2:13.0,,,92-110,,J. Lamb enters the game for E. Kanter
2:13.0,,,92-110,,K. Singler enters the game for R. Westbrook
2:03.0,K. Martin misses 2-pt shot from 19 ft,,92-110,,
2:02.0,,,92-110,,Defensive rebound by P. Jones
1:48.0,,,92-110,,K. Singler misses 2-pt shot from 1 ft (block by G. Dieng)
1:48.0,,,92-110,,Offensive rebound by Team
1:48.0,C. Budinger enters the game for A. Wiggins,,92-110,,
1:48.0,A. Payne enters the game for K. Martin,,92-110,,
1:48.0,L. Brown enters the game for J. Hamilton,,92-110,,
1:42.0,,,92-110,,Turnover by J. Lamb (dbl dribble)
1:27.0,A. Payne misses 2-pt shot from 12 ft (block by P. Jones),,92-110,,
1:25.0,Offensive rebound by A. Payne,,92-110,,
1:19.0,Z. LaVine makes 2-pt shot from 2 ft,2,94-110,,
1:01.0,,,94-110,,P. Jones misses 2-pt shot from 20 ft
1:01.0,Defensive rebound by L. Brown,,94-110,,
0:48.0,G. Dieng makes 2-pt shot from 3 ft,2,96-110,,
0:48.0,Shooting foul by S. Novak (drawn by G. Dieng),,96-110,,
0:48.0,G. Dieng makes free throw 1 of 1,1,97-110,,
0:28.0,,,97-113,3,S. Novak makes 3-pt shot from 22 ft (assist by D. Augustin)
0:18.0,Turnover by G. Dieng (bad pass; steal by K. Singler),,97-113,,
0:12.0,,,97-113,,K. Singler misses 2-pt shot from 1 ft
0:11.0,Defensive rebound by Z. LaVine,,97-113,,
0:05.0,C. Budinger misses 3-pt shot from 22 ft,,97-113,,
0:04.0,Offensive rebound by L. Brown,,97-113,,
0:01.0,L. Brown makes 2-pt shot from 23 ft,2,99-113,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
