time,New Orleans,pts.away,score,pts.home,Golden State
2:59.0,A. Davis makes 2-pt shot at rim (assist by N. Cole),2,85-95,,
2:42.0,,,85-97,2,S. Curry makes 2-pt shot from 3 ft (assist by D. Green)
2:26.0,N. Cole misses 2-pt shot from 13 ft,,85-97,,
2:26.0,Offensive rebound by A. Davis,,85-97,,
2:26.0,Shooting foul by A. Iguodala (drawn by A. Davis),,85-97,,
2:26.0,A. Davis makes free throw 1 of 2,1,86-97,,
2:26.0,A. Davis makes free throw 2 of 2,1,87-97,,
2:22.0,Personal take foul by Q. Pondexter (drawn by A. Iguodala),,87-97,,
2:22.0,,,87-97,,A. Iguodala misses free throw 1 of 2
2:22.0,,,87-97,,Offensive rebound by Team
2:22.0,,,87-98,1,A. Iguodala makes free throw 2 of 2
2:12.0,N. Cole misses 2-pt shot from 3 ft (block by D. Green),,87-98,,
2:10.0,Offensive rebound by A. Davis,,87-98,,
2:10.0,A. Davis makes 2-pt shot at rim,2,89-98,,
2:05.0,Personal take foul by N. Cole (drawn by A. Iguodala),,89-98,,
2:05.0,,,89-98,,A. Iguodala misses free throw 1 of 2
2:05.0,,,89-98,,Offensive rebound by Team
2:05.0,,,89-98,,A. Bogut enters the game for H. Barnes
2:05.0,,,89-99,1,A. Iguodala makes free throw 2 of 2
1:55.0,Shooting foul by S. Curry (drawn by N. Cole),,89-99,,
1:55.0,A. Davis makes free throw 1 of 2,1,90-99,,
1:55.0,,,90-99,,H. Barnes enters the game for A. Bogut
1:55.0,A. Davis makes free throw 2 of 2,1,91-99,,
1:40.0,,,91-101,2,D. Green makes 2-pt shot from 4 ft (assist by S. Curry)
1:40.0,New Orleans full timeout,,91-101,,
1:40.0,,,91-101,,A. Bogut enters the game for H. Barnes
1:30.0,A. Davis makes 2-pt shot from 6 ft (assist by N. Cole),2,93-101,,
1:09.0,,,93-101,,D. Green misses 3-pt shot from 26 ft
1:08.0,Defensive rebound by Q. Pondexter,,93-101,,
0:55.0,A. Davis makes 2-pt shot from 12 ft,2,95-101,,
0:34.0,,,95-101,,Shooting foul by R. Anderson (drawn by D. Green)
0:34.0,,,95-102,1,D. Green makes free throw 1 of 2
0:34.0,,,95-102,,D. Green misses free throw 2 of 2
0:34.0,Defensive rebound by Q. Pondexter,,95-102,,
0:34.0,New Orleans full timeout,,95-102,,
0:28.0,E. Gordon misses 2-pt shot from 5 ft,,95-102,,
0:27.0,,,95-102,,Defensive rebound by A. Bogut
0:25.0,Personal foul by Q. Pondexter (drawn by K. Thompson),,95-102,,
0:25.0,,,95-102,,K. Thompson misses free throw 1 of 2
0:25.0,,,95-102,,Offensive rebound by Team
0:25.0,,,95-102,,K. Thompson misses free throw 2 of 2
0:25.0,Defensive rebound by A. Davis,,95-102,,
0:25.0,New Orleans full timeout,,95-102,,
0:20.0,E. Gordon makes 2-pt shot from 22 ft (assist by Q. Pondexter),2,97-102,,
0:20.0,,,97-102,,Golden State full timeout
0:20.0,D. Cunningham enters the game for R. Anderson,,97-102,,
0:20.0,,,97-102,,H. Barnes enters the game for A. Bogut
0:20.0,Personal foul by Q. Pondexter (drawn by K. Thompson),,97-102,,
0:20.0,,,97-103,1,K. Thompson makes free throw 1 of 2
0:20.0,R. Anderson enters the game for D. Cunningham,,97-103,,
0:20.0,,,97-103,,K. Thompson misses free throw 2 of 2
0:19.0,Defensive rebound by R. Anderson,,97-103,,
0:12.0,Q. Pondexter misses 2-pt shot from 4 ft,,97-103,,
0:10.0,Offensive rebound by R. Anderson,,97-103,,
0:10.0,R. Anderson misses 2-pt shot from 1 ft,,97-103,,
0:10.0,Offensive rebound by A. Davis,,97-103,,
0:10.0,,,97-103,,Personal foul by D. Green (drawn by A. Davis)
0:10.0,A. Davis makes free throw 1 of 2,1,98-103,,
0:10.0,D. Cunningham enters the game for R. Anderson,,98-103,,
0:10.0,A. Davis makes free throw 2 of 2,1,99-103,,
0:08.0,,,99-103,,Golden State full timeout
0:06.0,Personal foul by N. Cole (drawn by S. Curry),,99-103,,
0:06.0,,,99-104,1,S. Curry makes free throw 1 of 2
0:06.0,R. Anderson enters the game for D. Cunningham,,99-104,,
0:06.0,,,99-104,,S. Curry misses free throw 2 of 2
0:03.0,,,99-104,,Offensive rebound by H. Barnes
0:01.0,Personal foul by E. Gordon (drawn by H. Barnes),,99-104,,
0:01.0,,,99-105,1,H. Barnes makes free throw 1 of 2
0:01.0,,,99-106,1,H. Barnes makes free throw 2 of 2
0:00.0,End of 4th quarter,,,,End of 4th quarter
