time,Golden State,pts.away,score,pts.home,Memphis
5:59.0,,,34-46,2,J. Leuer makes 2-pt shot at rim (assist by T. Prince)
5:41.0,Offensive charge foul by D. Green,,34-46,,
5:41.0,Turnover by D. Green (offensive foul),,34-46,,
5:30.0,,,34-46,,Offensive charge foul by V. Carter
5:30.0,,,34-46,,Turnover by V. Carter (offensive foul)
5:30.0,A. Iguodala enters the game for D. Green,,34-46,,
5:30.0,,,34-46,,M. Conley enters the game for B. Udrih
5:17.0,M. Speights misses 2-pt shot from 18 ft,,34-46,,
5:16.0,,,34-46,,Defensive rebound by J. Leuer
5:03.0,,,34-48,2,V. Carter makes 2-pt shot from 7 ft
4:54.0,Offensive foul by H. Barnes,,34-48,,
4:54.0,Turnover by H. Barnes (offensive foul),,34-48,,
4:43.0,,,34-48,,Turnover by M. Conley (bad pass; steal by S. Curry)
4:37.0,K. Thompson makes 2-pt shot from 13 ft,2,36-48,,
4:21.0,,,36-48,,M. Conley misses 2-pt shot from 20 ft
4:20.0,Defensive rebound by A. Iguodala,,36-48,,
4:07.0,Turnover by K. Thompson (bad pass; steal by K. Koufos),,36-48,,
4:03.0,,,36-48,,Turnover by K. Koufos (bad pass; steal by K. Thompson)
3:58.0,M. Speights makes 2-pt shot at rim (assist by S. Curry),2,38-48,,
3:44.0,,,38-48,,Turnover by M. Conley (bad pass; steal by A. Iguodala)
3:36.0,H. Barnes misses 3-pt shot from 25 ft,,38-48,,
3:35.0,,,38-48,,Defensive rebound by K. Koufos
3:26.0,,,38-48,,M. Conley misses 2-pt shot from 1 ft
3:24.0,Defensive rebound by M. Speights,,38-48,,
3:05.0,H. Barnes misses 2-pt shot from 1 ft,,38-48,,
3:05.0,Offensive rebound by M. Speights,,38-48,,
3:05.0,Shooting foul by J. Leuer (drawn by M. Speights),,38-48,,
3:05.0,M. Speights makes free throw 1 of 2,1,39-48,,
3:05.0,,,39-48,,T. Allen enters the game for T. Prince
3:05.0,,,39-48,,M. Gasol enters the game for K. Koufos
3:05.0,M. Speights makes free throw 2 of 2,1,40-48,,
2:54.0,,,40-48,,M. Conley misses 2-pt shot from 1 ft
2:53.0,Defensive rebound by A. Iguodala,,40-48,,
2:43.0,S. Curry makes 2-pt shot at rim,2,42-48,,
2:18.0,,,42-50,2,M. Gasol makes 2-pt shot from 12 ft
2:09.0,S. Curry misses 3-pt shot from 25 ft,,42-50,,
2:08.0,,,42-50,,Defensive rebound by T. Allen
2:01.0,,,42-50,,M. Conley misses 3-pt shot from 24 ft
2:00.0,Defensive rebound by K. Thompson,,42-50,,
1:52.0,K. Thompson makes 3-pt shot from 24 ft,3,45-50,,
1:52.0,Shooting foul by M. Conley (drawn by K. Thompson),,45-50,,
1:52.0,Official timeout,,45-50,,
1:52.0,,,45-50,,Z. Randolph enters the game for J. Leuer
1:52.0,D. Green enters the game for H. Barnes,,45-50,,
1:52.0,F. Ezeli enters the game for M. Speights,,45-50,,
1:52.0,K. Thompson makes free throw 1 of 1,1,46-50,,
1:30.0,,,46-50,,M. Conley misses 3-pt shot from 24 ft
1:29.0,Defensive rebound by A. Iguodala,,46-50,,
1:22.0,S. Curry misses 3-pt shot from 24 ft,,46-50,,
1:20.0,,,46-50,,Defensive rebound by T. Allen
1:01.0,Personal foul by F. Ezeli (drawn by M. Gasol),,46-50,,
0:56.0,,,46-52,2,M. Gasol makes 2-pt shot from 19 ft (assist by M. Conley)
0:41.0,K. Thompson makes 3-pt shot from 26 ft,3,49-52,,
0:34.0,,,49-54,2,M. Conley makes 2-pt shot from 1 ft
0:34.0,,,49-54,,Shooting foul by F. Ezeli (drawn by M. Conley)
0:34.0,M. Speights enters the game for F. Ezeli,,49-54,,
0:34.0,,,49-54,,T. Prince enters the game for Z. Randolph
0:34.0,,,49-55,1,M. Conley makes free throw 1 of 1
0:17.0,D. Green misses 2-pt shot at rim,,49-55,,
0:16.0,,,49-55,,Defensive rebound by Team
0:16.0,H. Barnes enters the game for D. Green,,49-55,,
0:13.0,,,49-55,,Memphis full timeout
0:13.0,,,49-55,,C. Lee enters the game for T. Allen
0:13.0,,,49-55,,Z. Randolph enters the game for T. Prince
0:04.0,,,49-55,,Shooting foul by M. Speights (drawn by M. Conley)
0:04.0,,,49-56,1,M. Conley makes free throw 1 of 2
0:04.0,,,49-56,,T. Prince enters the game for Z. Randolph
0:04.0,,,49-56,,T. Allen enters the game for V. Carter
0:04.0,,,49-57,1,M. Conley makes free throw 2 of 2
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:45.0,Turnover by F. Ezeli (lost ball; steal by M. Conley),,49-57,,
11:39.0,,,49-57,,T. Allen misses 2-pt shot at rim
11:38.0,Defensive rebound by H. Barnes,,49-57,,
11:30.0,D. Green misses 3-pt shot from 25 ft,,49-57,,
11:29.0,,,49-57,,Defensive rebound by C. Lee
11:07.0,,,49-59,2,M. Gasol makes 2-pt shot from 15 ft
10:57.0,Turnover by S. Curry (bad pass; steal by M. Conley),,49-59,,
10:49.0,,,49-59,,T. Allen misses 2-pt shot from 1 ft
10:49.0,Defensive rebound by Team,,49-59,,
10:34.0,D. Green makes 2-pt shot from 13 ft,2,51-59,,
10:16.0,,,51-59,,M. Conley misses 3-pt shot from 25 ft
10:15.0,Defensive rebound by H. Barnes,,51-59,,
10:03.0,Turnover by D. Green (bad pass; steal by M. Conley),,51-59,,
9:59.0,,,51-59,,T. Allen misses 2-pt shot from 1 ft (block by D. Green)
9:59.0,,,51-59,,Offensive rebound by Team
9:59.0,Loose ball foul by F. Ezeli (drawn by Z. Randolph),,51-59,,
9:59.0,M. Speights enters the game for F. Ezeli,,51-59,,
9:47.0,,,51-59,,M. Conley misses 2-pt shot from 20 ft
9:46.0,,,51-59,,Offensive rebound by T. Allen
9:45.0,,,51-59,,T. Allen misses 2-pt shot at rim
9:42.0,Defensive rebound by D. Green,,51-59,,
9:33.0,,,51-59,,Personal foul by M. Conley (drawn by S. Curry)
9:29.0,Turnover by S. Curry (bad pass; steal by T. Allen),,51-59,,
9:24.0,,,51-61,2,M. Conley makes 2-pt shot at rim
9:24.0,Golden State full timeout,,51-61,,
9:05.0,K. Thompson misses 2-pt shot from 9 ft,,51-61,,
9:03.0,Offensive rebound by M. Speights,,51-61,,
9:03.0,M. Speights misses 2-pt shot at rim,,51-61,,
8:58.0,,,51-61,,Defensive rebound by M. Gasol
8:44.0,,,51-61,,Z. Randolph misses 2-pt shot from 5 ft (block by D. Green)
8:42.0,Defensive rebound by S. Curry,,51-61,,
8:36.0,Turnover by H. Barnes (bad pass; steal by T. Allen),,51-61,,
8:23.0,,,51-61,,Z. Randolph misses 2-pt shot from 8 ft
8:22.0,Defensive rebound by S. Curry,,51-61,,
8:16.0,S. Curry makes 2-pt shot from 11 ft,2,53-61,,
7:54.0,,,53-61,,Turnover by Z. Randolph (bad pass; steal by D. Green)
7:49.0,Turnover by K. Thompson (lost ball),,53-61,,
7:38.0,,,53-61,,Turnover by M. Conley (bad pass; steal by S. Curry)
7:33.0,S. Curry misses 2-pt shot at rim,,53-61,,
7:30.0,Offensive rebound by M. Speights,,53-61,,
7:30.0,M. Speights makes 2-pt shot at rim,2,55-61,,
7:30.0,,,55-61,,Memphis full timeout
7:18.0,,,55-61,,C. Lee misses 2-pt shot from 1 ft (block by K. Thompson)
7:15.0,Defensive rebound by H. Barnes,,55-61,,
7:06.0,S. Curry misses 3-pt shot from 25 ft,,55-61,,
7:06.0,,,55-61,,Defensive rebound by C. Lee
6:57.0,,,55-61,,M. Conley misses 2-pt shot at rim
6:56.0,,,55-61,,Offensive rebound by M. Gasol
6:56.0,,,55-63,2,M. Gasol makes 2-pt shot at rim
6:35.0,M. Speights misses 2-pt shot from 16 ft,,55-63,,
6:33.0,,,55-63,,Defensive rebound by Z. Randolph
6:11.0,,,55-63,,M. Gasol misses 2-pt shot from 21 ft
6:09.0,,,55-63,,Offensive rebound by Z. Randolph
6:09.0,,,55-65,2,Z. Randolph makes 2-pt shot from 1 ft
6:02.0,,,55-65,,Personal foul by M. Conley (drawn by S. Curry)
6:02.0,A. Iguodala enters the game for H. Barnes,,55-65,,
6:02.0,,,55-65,,B. Udrih enters the game for M. Conley
5:48.0,S. Curry misses 2-pt shot from 20 ft,,55-65,,
5:45.0,,,55-65,,Defensive rebound by Z. Randolph
5:32.0,,,55-65,,Shooting foul by M. Speights (drawn by M. Gasol)
5:32.0,,,55-65,,M. Gasol misses free throw 1 of 2
5:32.0,,,55-65,,Offensive rebound by Team
5:32.0,S. Livingston enters the game for K. Thompson,,55-65,,
5:32.0,,,55-65,,M. Gasol misses free throw 2 of 2
5:31.0,Defensive rebound by D. Green,,55-65,,
5:18.0,,,55-65,,Personal foul by Z. Randolph (drawn by D. Green)
5:18.0,,,55-65,,V. Carter enters the game for T. Allen
5:03.0,A. Iguodala makes 3-pt shot from 26 ft (assist by D. Green),3,58-65,,
4:48.0,,,58-67,2,M. Gasol makes 2-pt shot from 19 ft (assist by B. Udrih)
4:38.0,D. Green misses 3-pt shot from 25 ft,,58-67,,
4:36.0,Offensive rebound by M. Speights,,58-67,,
4:31.0,Shooting foul by M. Gasol (drawn by M. Speights),,58-67,,
4:31.0,M. Speights makes free throw 1 of 2,1,59-67,,
4:31.0,M. Speights makes free throw 2 of 2,1,60-67,,
4:15.0,,,60-67,,V. Carter misses 2-pt shot from 19 ft
4:14.0,Defensive rebound by S. Livingston,,60-67,,
3:58.0,Turnover by D. Green (bad pass; steal by B. Udrih),,60-67,,
3:46.0,,,60-67,,Z. Randolph misses 2-pt shot from 1 ft (block by D. Green)
3:44.0,,,60-67,,Offensive rebound by Z. Randolph
3:43.0,,,60-67,,Z. Randolph misses 2-pt shot from 1 ft (block by D. Green)
3:42.0,,,60-67,,Offensive rebound by Z. Randolph
3:42.0,,,60-69,2,Z. Randolph makes 2-pt shot from 1 ft
3:22.0,M. Speights misses 2-pt shot at rim,,60-69,,
3:20.0,,,60-69,,Defensive rebound by Z. Randolph
3:13.0,,,60-69,,Shooting foul by M. Speights (drawn by Z. Randolph)
3:13.0,,,60-70,1,Z. Randolph makes free throw 1 of 2
3:13.0,F. Ezeli enters the game for M. Speights,,60-70,,
3:13.0,,,60-70,,Z. Randolph misses free throw 2 of 2
3:13.0,Defensive rebound by F. Ezeli,,60-70,,
3:04.0,S. Livingston makes 2-pt shot at rim (assist by D. Green),2,62-70,,
2:42.0,,,62-70,,B. Udrih misses 2-pt shot from 13 ft
2:41.0,Defensive rebound by F. Ezeli,,62-70,,
2:34.0,S. Curry misses 2-pt shot from 1 ft,,62-70,,
2:32.0,,,62-70,,Defensive rebound by M. Gasol
2:25.0,,,62-72,2,Z. Randolph makes 2-pt shot from 1 ft (assist by M. Gasol)
2:15.0,S. Curry makes 3-pt shot from 25 ft,3,65-72,,
2:14.0,Technical foul by D. Green,,65-72,,
2:14.0,,,65-73,1,C. Lee makes technical free throw
2:14.0,,,65-73,,J. Leuer enters the game for Z. Randolph
2:01.0,,,65-73,,J. Leuer misses 3-pt shot from 24 ft (block by D. Green)
1:59.0,Defensive rebound by S. Curry,,65-73,,
1:51.0,Shooting foul by J. Leuer (drawn by F. Ezeli),,65-73,,
1:51.0,F. Ezeli misses free throw 1 of 2,,65-73,,
1:51.0,Offensive rebound by Team,,65-73,,
1:51.0,H. Barnes enters the game for D. Green,,65-73,,
1:51.0,F. Ezeli makes free throw 2 of 2,1,66-73,,
1:39.0,,,66-73,,Turnover by V. Carter (bad pass; steal by S. Curry)
1:30.0,S. Curry misses 3-pt shot from 25 ft,,66-73,,
1:29.0,Offensive rebound by F. Ezeli,,66-73,,
1:20.0,S. Curry misses 2-pt shot from 1 ft (block by M. Gasol),,66-73,,
1:18.0,,,66-73,,Defensive rebound by B. Udrih
1:12.0,Personal foul by S. Curry (drawn by B. Udrih),,66-73,,
1:12.0,K. Thompson enters the game for S. Curry,,66-73,,
1:12.0,,,66-73,,T. Prince enters the game for C. Lee
1:12.0,,,66-73,,K. Koufos enters the game for M. Gasol
1:05.0,,,66-73,,Shooting foul by A. Iguodala (drawn by V. Carter)
1:05.0,,,66-74,1,V. Carter makes free throw 1 of 2
1:05.0,,,66-75,1,V. Carter makes free throw 2 of 2
0:50.0,A. Iguodala makes 3-pt shot from 25 ft (assist by S. Livingston),3,69-75,,
0:40.0,,,69-78,3,V. Carter makes 3-pt shot from 25 ft (assist by B. Udrih)
0:26.0,S. Livingston misses 2-pt shot from 12 ft,,69-78,,
0:25.0,,,69-78,,Defensive rebound by V. Carter
0:02.0,,,69-80,2,B. Udrih makes 2-pt shot from 12 ft
0:01.0,A. Iguodala misses 3-pt shot from 49 ft,,69-80,,
0:00.0,Offensive rebound by Team,,69-80,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:43.0,,,69-82,2,K. Koufos makes 2-pt shot at rim (assist by T. Prince)
11:23.0,Shooting foul by J. Leuer (drawn by H. Barnes),,69-82,,
11:23.0,H. Barnes makes free throw 1 of 2,1,70-82,,
11:23.0,H. Barnes makes free throw 2 of 2,1,71-82,,
11:23.0,,,71-82,,Technical foul by V. Carter
11:23.0,K. Thompson makes technical free throw,1,72-82,,
11:15.0,,,72-82,,Shooting foul by D. Green (drawn by J. Leuer)
11:15.0,,,72-83,1,J. Leuer makes free throw 1 of 2
11:15.0,,,72-84,1,J. Leuer makes free throw 2 of 2
11:00.0,D. Green misses 2-pt shot at rim (block by K. Koufos),,72-84,,
10:59.0,,,72-84,,Defensive rebound by J. Leuer
10:48.0,,,72-86,2,J. Leuer makes 2-pt shot from 15 ft (assist by V. Carter)
10:31.0,K. Thompson misses 3-pt shot from 26 ft,,72-86,,
10:30.0,,,72-86,,Defensive rebound by V. Carter
10:20.0,,,72-86,,V. Carter misses 3-pt shot from 28 ft
10:19.0,Defensive rebound by K. Thompson,,72-86,,
10:15.0,K. Thompson makes 2-pt shot from 19 ft,2,74-86,,
9:51.0,,,74-86,,V. Carter misses 2-pt shot from 19 ft
9:50.0,Defensive rebound by H. Barnes,,74-86,,
9:44.0,A. Iguodala misses 3-pt shot from 25 ft,,74-86,,
9:43.0,Offensive rebound by S. Livingston,,74-86,,
9:38.0,S. Livingston makes 2-pt shot from 11 ft,2,76-86,,
9:15.0,,,76-86,,V. Carter misses 3-pt shot from 27 ft
9:14.0,Defensive rebound by D. Green,,76-86,,
9:07.0,S. Curry enters the game for H. Barnes,,76-86,,
9:04.0,K. Thompson makes 3-pt shot from 24 ft (assist by S. Livingston),3,79-86,,
8:45.0,,,79-86,,V. Carter misses 2-pt shot at rim
8:45.0,Defensive rebound by Team,,79-86,,
8:45.0,Official timeout,,79-86,,
8:45.0,,,79-86,,M. Gasol enters the game for V. Carter
8:45.0,,,79-86,,M. Conley enters the game for K. Koufos
8:45.0,,,79-86,,C. Lee enters the game for B. Udrih
8:35.0,A. Iguodala makes 3-pt shot from 24 ft,3,82-86,,
8:12.0,,,82-86,,M. Gasol misses 2-pt shot from 8 ft (block by S. Livingston)
8:10.0,Defensive rebound by D. Green,,82-86,,
8:05.0,Turnover by S. Curry (bad pass; steal by M. Conley),,82-86,,
7:56.0,,,82-88,2,M. Gasol makes 2-pt shot from 9 ft (assist by M. Conley)
7:42.0,D. Green misses 3-pt shot from 26 ft,,82-88,,
7:41.0,,,82-88,,Defensive rebound by C. Lee
7:19.0,,,82-88,,C. Lee misses 2-pt shot from 17 ft
7:17.0,Defensive rebound by S. Curry,,82-88,,
7:10.0,S. Curry makes 2-pt shot from 14 ft,2,84-88,,
6:52.0,,,84-88,,Turnover by J. Leuer (bad pass; steal by S. Curry)
6:44.0,S. Livingston makes 2-pt shot at rim (assist by D. Green),2,86-88,,
6:44.0,,,86-88,,Memphis full timeout
6:44.0,,,86-88,,T. Allen enters the game for J. Leuer
6:20.0,,,86-88,,T. Prince misses 2-pt shot from 19 ft
6:20.0,,,86-88,,Offensive rebound by Team
6:20.0,Loose ball foul by S. Livingston (drawn by T. Allen),,86-88,,
6:12.0,,,86-88,,Shooting foul by S. Curry (drawn by M. Conley)
6:12.0,,,86-89,1,M. Conley makes free throw 1 of 2
6:12.0,,,86-90,1,M. Conley makes free throw 2 of 2
5:55.0,S. Curry misses 3-pt shot from 25 ft,,86-90,,
5:54.0,,,86-90,,Defensive rebound by C. Lee
5:37.0,,,86-90,,T. Prince misses 2-pt shot from 20 ft
5:36.0,,,86-90,,Offensive rebound by T. Allen
5:18.0,,,86-90,,C. Lee misses 3-pt shot from 25 ft
5:16.0,Defensive rebound by S. Curry,,86-90,,
5:10.0,S. Livingston makes 2-pt shot at rim (assist by A. Iguodala),2,88-90,,
4:51.0,,,88-90,,M. Conley misses 2-pt shot from 19 ft
4:49.0,,,88-90,,Offensive rebound by T. Allen
4:39.0,,,88-93,3,T. Prince makes 3-pt shot from 23 ft (assist by C. Lee)
4:37.0,Golden State full timeout,,88-93,,
4:37.0,,,88-93,,Z. Randolph enters the game for T. Allen
4:24.0,K. Thompson misses 2-pt shot from 21 ft,,88-93,,
4:22.0,Offensive rebound by D. Green,,88-93,,
4:21.0,D. Green misses 2-pt shot from 1 ft,,88-93,,
4:19.0,,,88-93,,Defensive rebound by C. Lee
4:01.0,,,88-93,,T. Prince misses 2-pt shot from 3 ft
3:58.0,Defensive rebound by D. Green,,88-93,,
3:48.0,D. Green misses 3-pt shot from 25 ft,,88-93,,
3:47.0,,,88-93,,Defensive rebound by T. Prince
3:24.0,,,88-93,,Turnover by Z. Randolph (lost ball; steal by A. Iguodala)
3:15.0,S. Curry misses 2-pt shot from 20 ft,,88-93,,
3:14.0,,,88-93,,Defensive rebound by Z. Randolph
3:06.0,,,88-95,2,M. Conley makes 2-pt shot from 1 ft
3:05.0,Technical foul by Team,,88-95,,
