time,Atlanta,pts.away,score,pts.home,Washington
0:31.0,,,18-28,,P. Pierce misses 2-pt shot from 5 ft (block by A. Horford)
0:30.0,,,18-28,,Offensive rebound by Team
0:28.0,J. Teague enters the game for D. Schroder,,18-28,,
0:24.0,,,18-28,,G. Temple misses 2-pt shot from 5 ft
0:23.0,Defensive rebound by K. Bazemore,,18-28,,
0:04.0,Offensive foul by P. Millsap,,18-28,,
0:04.0,Turnover by P. Millsap (offensive foul),,18-28,,
0:01.0,,,18-28,,R. Sessions misses 3-pt shot from 39 ft
0:00.0,,,18-28,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:49.0,,,18-28,,Turnover by B. Beal (lost ball; steal by K. Korver)
11:41.0,Turnover by K. Korver (lost ball; steal by M. Gortat),,18-28,,
11:37.0,,,18-30,2,B. Beal makes 2-pt shot from 1 ft
11:09.0,Turnover by Team (shot clock),,18-30,,
11:09.0,,,18-30,,N. Hilario enters the game for M. Gortat
10:49.0,,,18-30,,Turnover by W. Bynum (bad pass; steal by D. Carroll)
10:45.0,,,18-30,,Personal foul by W. Bynum (drawn by D. Carroll)
10:29.0,J. Teague misses 2-pt shot from 4 ft,,18-30,,
10:28.0,Offensive rebound by Team,,18-30,,
10:19.0,K. Korver misses 2-pt shot from 16 ft,,18-30,,
10:18.0,,,18-30,,Defensive rebound by N. Hilario
10:18.0,Loose ball foul by P. Antic (drawn by N. Hilario),,18-30,,
10:06.0,,,18-30,,W. Bynum misses 2-pt shot from 21 ft
10:05.0,Defensive rebound by D. Carroll,,18-30,,
9:52.0,D. Carroll misses 3-pt shot from 25 ft,,18-30,,
9:51.0,,,18-30,,Defensive rebound by N. Hilario
9:37.0,,,18-30,,Turnover by B. Beal (bad pass)
9:25.0,D. Carroll makes 2-pt shot from 4 ft (assist by A. Horford),2,20-30,,
9:06.0,,,20-30,,P. Pierce misses 3-pt shot from 27 ft
9:05.0,,,20-30,,Offensive rebound by N. Hilario
9:01.0,,,20-30,,O. Porter misses 3-pt shot from 27 ft
9:00.0,,,20-30,,Offensive rebound by B. Beal
8:56.0,,,20-30,,B. Beal misses 2-pt shot from 3 ft
8:55.0,Defensive rebound by A. Horford,,20-30,,
8:45.0,D. Carroll misses 2-pt shot from 3 ft,,20-30,,
8:44.0,,,20-30,,Defensive rebound by P. Pierce
8:40.0,Personal foul by J. Teague (drawn by W. Bynum),,20-30,,
8:40.0,Official timeout,,20-30,,
8:40.0,P. Millsap enters the game for P. Antic,,20-30,,
8:33.0,,,20-30,,P. Pierce misses 2-pt shot from 3 ft
8:31.0,Defensive rebound by A. Horford,,20-30,,
8:27.0,J. Teague misses 2-pt shot from 2 ft (block by N. Hilario),,20-30,,
8:24.0,Offensive rebound by P. Millsap,,20-30,,
8:17.0,,,20-30,,Personal foul by W. Bynum (drawn by D. Carroll)
8:17.0,,,20-30,,D. Gooden enters the game for P. Pierce
8:08.0,Turnover by D. Carroll (bad pass),,20-30,,
7:56.0,,,20-30,,O. Porter misses 2-pt shot from 8 ft
7:55.0,,,20-30,,Offensive rebound by O. Porter
7:52.0,,,20-32,2,O. Porter makes 2-pt shot from 2 ft
7:27.0,A. Horford makes 2-pt shot from 15 ft (assist by P. Millsap),2,22-32,,
7:09.0,,,22-34,2,N. Hilario makes 2-pt shot from 2 ft (assist by O. Porter)
6:53.0,P. Millsap makes 2-pt shot from 3 ft,2,24-34,,
6:53.0,Shooting foul by D. Gooden (drawn by P. Millsap),,24-34,,
6:53.0,M. Scott enters the game for A. Horford,,24-34,,
6:53.0,P. Millsap misses free throw 1 of 1,,24-34,,
6:51.0,,,24-34,,Defensive rebound by D. Gooden
6:32.0,,,24-37,3,W. Bynum makes 3-pt shot from 24 ft (assist by B. Beal)
6:23.0,J. Teague makes 2-pt shot from 3 ft,2,26-37,,
6:23.0,Shooting foul by W. Bynum (drawn by J. Teague),,26-37,,
6:23.0,K. Bazemore enters the game for D. Carroll,,26-37,,
6:23.0,J. Teague makes free throw 1 of 1,1,27-37,,
6:07.0,,,27-39,2,N. Hilario makes 2-pt shot from 1 ft
6:07.0,,,27-39,,Shooting foul by P. Millsap (drawn by N. Hilario)
6:07.0,,,27-39,,R. Sessions enters the game for W. Bynum
6:07.0,Atlanta full timeout,,27-39,,
6:07.0,,,27-40,1,N. Hilario makes free throw 1 of 1
5:55.0,Turnover by J. Teague (bad pass; steal by N. Hilario),,27-40,,
5:38.0,,,27-40,,R. Sessions misses 3-pt shot from 23 ft
5:37.0,Defensive rebound by K. Korver,,27-40,,
5:26.0,M. Scott makes 2-pt shot from 3 ft (assist by J. Teague),2,29-40,,
5:06.0,,,29-40,,N. Hilario misses 2-pt shot from 16 ft
5:06.0,Defensive rebound by M. Scott,,29-40,,
4:46.0,J. Teague misses 2-pt shot from 1 ft (block by D. Gooden),,29-40,,
4:46.0,Offensive rebound by J. Teague,,29-40,,
4:46.0,Shooting foul by D. Gooden (drawn by J. Teague),,29-40,,
4:46.0,J. Teague makes free throw 1 of 2,1,30-40,,
4:46.0,,,30-40,,M. Gortat enters the game for N. Hilario
4:46.0,D. Carroll enters the game for K. Korver,,30-40,,
4:46.0,A. Horford enters the game for P. Millsap,,30-40,,
4:46.0,J. Teague makes free throw 2 of 2,1,31-40,,
4:37.0,,,31-42,2,B. Beal makes 2-pt shot from 21 ft
4:21.0,A. Horford misses 2-pt shot from 15 ft,,31-42,,
4:20.0,,,31-42,,Defensive rebound by R. Sessions
4:09.0,,,31-44,2,M. Gortat makes 2-pt shot from 3 ft (assist by B. Beal)
3:55.0,K. Bazemore misses 2-pt shot from 1 ft,,31-44,,
3:53.0,,,31-44,,Defensive rebound by O. Porter
3:51.0,,,31-45,1,B. Beal makes flagrant free throw 1 of 2
3:51.0,,,31-46,1,B. Beal makes flagrant free throw 2 of 2
3:51.0,D. Schroder enters the game for J. Teague,,31-46,,
3:41.0,,,31-49,3,O. Porter makes 3-pt shot from 23 ft (assist by R. Sessions)
3:40.0,Atlanta full timeout,,31-49,,
3:40.0,K. Korver enters the game for K. Bazemore,,31-49,,
3:30.0,A. Horford makes 2-pt shot from 2 ft (assist by D. Schroder),2,33-49,,
3:12.0,,,33-49,,B. Beal misses 3-pt shot from 26 ft
3:11.0,Defensive rebound by D. Carroll,,33-49,,
3:10.0,,,33-49,,Personal foul by D. Gooden (drawn by D. Carroll)
3:10.0,D. Carroll makes free throw 1 of 2,1,34-49,,
3:10.0,,,34-49,,P. Pierce enters the game for D. Gooden
3:10.0,P. Millsap enters the game for M. Scott,,34-49,,
3:10.0,D. Carroll makes free throw 2 of 2,1,35-49,,
2:54.0,,,35-51,2,M. Gortat makes 2-pt shot from 14 ft (assist by P. Pierce)
2:36.0,Shooting foul by P. Pierce (drawn by P. Millsap),,35-51,,
2:36.0,,,35-51,,Washington full timeout
2:36.0,J. Teague enters the game for D. Schroder,,35-51,,
2:36.0,P. Millsap makes free throw 1 of 2,1,36-51,,
2:36.0,P. Millsap misses free throw 2 of 2,,36-51,,
2:35.0,,,36-51,,Defensive rebound by P. Pierce
2:21.0,,,36-54,3,P. Pierce makes 3-pt shot from 27 ft (assist by R. Sessions)
2:09.0,A. Horford makes 2-pt shot from 2 ft (assist by J. Teague),2,38-54,,
1:44.0,,,38-56,2,M. Gortat makes 2-pt shot from 8 ft
1:33.0,J. Teague misses 2-pt shot from 7 ft (block by M. Gortat),,38-56,,
1:33.0,Offensive rebound by Team,,38-56,,
1:30.0,D. Carroll makes 2-pt shot from 18 ft (assist by K. Korver),2,40-56,,
1:15.0,,,40-56,,P. Pierce misses 3-pt shot from 24 ft
1:14.0,Defensive rebound by A. Horford,,40-56,,
1:04.0,,,40-56,,N. Hilario enters the game for P. Pierce
1:03.0,Jump ball: A. Horford vs. O. Porter,,,,Jump ball: A. Horford vs. O. Porter
0:56.0,Offensive foul by A. Horford,,40-56,,
0:56.0,Turnover by A. Horford (offensive foul),,40-56,,
0:42.0,,,40-56,,O. Porter misses 3-pt shot from 27 ft
0:41.0,Defensive rebound by K. Korver,,40-56,,
0:27.0,P. Millsap makes 3-pt shot from 27 ft (assist by J. Teague),3,43-56,,
0:08.0,,,43-56,,R. Sessions misses 2-pt shot from 1 ft (block by P. Millsap)
0:06.0,Defensive rebound by P. Millsap,,43-56,,
0:01.0,A. Horford misses 2-pt shot from 10 ft,,43-56,,
0:00.0,Offensive rebound by Team,,43-56,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:42.0,,,43-56,,P. Pierce misses 3-pt shot from 25 ft
11:41.0,Defensive rebound by J. Teague,,43-56,,
11:23.0,A. Horford makes 2-pt shot from 22 ft (assist by J. Teague),2,45-56,,
11:06.0,,,45-58,2,M. Gortat makes 2-pt shot from 4 ft (assist by N. Hilario)
10:42.0,D. Carroll misses 2-pt shot from 16 ft,,45-58,,
10:41.0,,,45-58,,Defensive rebound by M. Gortat
10:18.0,,,45-58,,M. Gortat misses 2-pt shot from 15 ft
10:17.0,,,45-58,,Offensive rebound by N. Hilario
10:14.0,,,45-61,3,B. Beal makes 3-pt shot from 26 ft (assist by N. Hilario)
10:03.0,A. Horford makes 2-pt shot from 21 ft (assist by J. Teague),2,47-61,,
9:47.0,,,47-61,,Shooting foul by J. Teague (drawn by R. Sessions)
9:47.0,,,47-61,,R. Sessions misses free throw 1 of 2
9:47.0,,,47-61,,Offensive rebound by Team
9:47.0,,,47-62,1,R. Sessions makes free throw 2 of 2
9:42.0,,,47-62,,Personal foul by B. Beal (drawn by J. Teague)
9:32.0,P. Millsap misses 2-pt shot from 3 ft,,47-62,,
9:31.0,,,47-62,,Defensive rebound by N. Hilario
9:27.0,,,47-62,,Turnover by R. Sessions (lost ball; steal by J. Teague)
9:23.0,J. Teague makes 2-pt shot from 1 ft,2,49-62,,
9:11.0,,,49-62,,B. Beal misses 3-pt shot from 23 ft
9:10.0,Defensive rebound by A. Horford,,49-62,,
9:04.0,J. Teague makes 2-pt shot at rim,2,51-62,,
8:43.0,,,51-62,,B. Beal misses 2-pt shot from 12 ft
8:41.0,Defensive rebound by A. Horford,,51-62,,
8:34.0,J. Teague misses 3-pt shot from 26 ft,,51-62,,
8:33.0,,,51-62,,Defensive rebound by M. Gortat
8:16.0,,,51-65,3,P. Pierce makes 3-pt shot from 27 ft (assist by N. Hilario)
8:09.0,,,51-65,,Personal foul by M. Gortat (drawn by A. Horford)
7:58.0,Shooting foul by N. Hilario (drawn by P. Millsap),,51-65,,
7:58.0,P. Millsap makes free throw 1 of 2,1,52-65,,
7:58.0,P. Antic enters the game for A. Horford,,52-65,,
7:58.0,P. Millsap makes free throw 2 of 2,1,53-65,,
7:41.0,,,53-65,,R. Sessions misses 3-pt shot from 28 ft
7:40.0,,,53-65,,Offensive rebound by Team
7:40.0,Loose ball foul by P. Millsap (drawn by M. Gortat),,53-65,,
7:40.0,A. Horford enters the game for P. Millsap,,53-65,,
7:33.0,Personal foul by K. Korver (drawn by P. Pierce),,53-65,,
7:31.0,Personal foul by K. Korver (drawn by B. Beal),,53-65,,
7:24.0,,,53-65,,Turnover by P. Pierce (lost ball)
7:20.0,D. Carroll makes 2-pt shot from 1 ft (assist by J. Teague),2,55-65,,
7:06.0,,,55-65,,Turnover by B. Beal (bad pass; steal by J. Teague)
7:04.0,Shooting foul by B. Beal (drawn by J. Teague),,55-65,,
7:04.0,Technical foul by J. Teague,,55-65,,
7:04.0,,,55-66,1,B. Beal makes technical free throw
7:04.0,J. Teague makes free throw 1 of 2,1,56-66,,
7:04.0,J. Teague makes free throw 2 of 2,1,57-66,,
6:51.0,,,57-69,3,B. Beal makes 3-pt shot from 26 ft (assist by R. Sessions)
6:42.0,,,57-69,,Personal foul by N. Hilario (drawn by P. Antic)
6:42.0,P. Antic misses free throw 1 of 2,,57-69,,
6:42.0,Offensive rebound by Team,,57-69,,
6:42.0,P. Antic makes free throw 2 of 2,1,58-69,,
6:31.0,Personal foul by P. Antic (drawn by N. Hilario),,58-69,,
6:31.0,,,58-70,1,N. Hilario makes free throw 1 of 2
6:31.0,,,58-70,,O. Porter enters the game for P. Pierce
6:31.0,,,58-70,,N. Hilario misses free throw 2 of 2
6:30.0,Defensive rebound by A. Horford,,58-70,,
6:18.0,D. Carroll misses 2-pt shot from 9 ft,,58-70,,
6:17.0,,,58-70,,Defensive rebound by R. Sessions
6:03.0,,,58-72,2,O. Porter makes 2-pt shot from 2 ft (assist by N. Hilario)
5:45.0,,,58-72,,Washington full timeout
5:37.0,J. Teague misses 2-pt shot from 6 ft,,58-72,,
5:36.0,Offensive rebound by A. Horford,,58-72,,
5:29.0,Turnover by J. Teague (bad pass; steal by O. Porter),,58-72,,
5:21.0,,,58-72,,R. Sessions misses 2-pt shot at rim
5:19.0,Defensive rebound by P. Antic,,58-72,,
5:16.0,Shooting foul by O. Porter (drawn by J. Teague),,58-72,,
5:16.0,J. Teague misses free throw 1 of 2,,58-72,,
5:16.0,Offensive rebound by Team,,58-72,,
5:16.0,,,58-72,,D. Gooden enters the game for N. Hilario
5:16.0,K. Bazemore enters the game for K. Korver,,58-72,,
5:16.0,P. Millsap enters the game for A. Horford,,58-72,,
5:16.0,J. Teague makes free throw 2 of 2,1,59-72,,
5:01.0,,,59-72,,O. Porter misses 2-pt shot from 1 ft
5:00.0,Defensive rebound by Team,,59-72,,
4:53.0,Offensive foul by P. Millsap,,59-72,,
4:53.0,Turnover by P. Millsap (offensive foul),,59-72,,
4:39.0,Personal foul by P. Antic (drawn by M. Gortat),,59-72,,
4:39.0,,,59-73,1,M. Gortat makes free throw 1 of 2
4:39.0,,,59-74,1,M. Gortat makes free throw 2 of 2
4:33.0,J. Teague makes 2-pt shot from 2 ft,2,61-74,,
4:16.0,,,61-76,2,D. Gooden makes 2-pt shot from 22 ft (assist by R. Sessions)
3:51.0,P. Millsap misses 3-pt shot from 26 ft,,61-76,,
3:50.0,,,61-76,,Defensive rebound by R. Sessions
3:44.0,,,61-78,2,O. Porter makes 2-pt shot at rim (assist by B. Beal)
3:43.0,Atlanta full timeout,,61-78,,
3:43.0,D. Schroder enters the game for J. Teague,,61-78,,
3:31.0,D. Schroder makes 2-pt shot from 2 ft (assist by P. Millsap),2,63-78,,
3:20.0,,,63-78,,Turnover by D. Gooden (bad pass; steal by P. Millsap)
3:15.0,D. Carroll makes 2-pt shot from 1 ft (assist by K. Bazemore),2,65-78,,
2:51.0,,,65-80,2,O. Porter makes 2-pt shot from 2 ft (assist by M. Gortat)
2:33.0,D. Schroder misses 3-pt shot from 26 ft,,65-80,,
2:32.0,,,65-80,,Defensive rebound by M. Gortat
2:15.0,,,65-80,,O. Porter misses 3-pt shot from 24 ft
2:14.0,Defensive rebound by K. Bazemore,,65-80,,
1:57.0,,,65-80,,Personal foul by B. Beal (drawn by K. Bazemore)
1:57.0,K. Bazemore misses free throw 1 of 2,,65-80,,
1:57.0,Offensive rebound by Team,,65-80,,
1:57.0,K. Korver enters the game for D. Carroll,,65-80,,
1:57.0,,,65-80,,G. Temple enters the game for B. Beal
1:57.0,K. Bazemore misses free throw 2 of 2,,65-80,,
1:56.0,,,65-80,,Defensive rebound by D. Gooden
1:40.0,,,65-83,3,D. Gooden makes 3-pt shot from 27 ft (assist by R. Sessions)
1:25.0,P. Antic misses 3-pt shot from 25 ft,,65-83,,
1:25.0,,,65-83,,Defensive rebound by Team
1:02.0,,,65-83,,D. Gooden misses 3-pt shot from 23 ft
1:00.0,Defensive rebound by K. Bazemore,,65-83,,
0:53.0,,,65-83,,Personal foul by M. Gortat (drawn by K. Bazemore)
0:53.0,K. Bazemore makes free throw 1 of 2,1,66-83,,
0:53.0,A. Horford enters the game for P. Antic,,66-83,,
0:53.0,M. Scott enters the game for P. Millsap,,66-83,,
0:53.0,,,66-83,,W. Bynum enters the game for R. Sessions
0:53.0,K. Bazemore misses free throw 2 of 2,,66-83,,
0:51.0,,,66-83,,Defensive rebound by O. Porter
0:32.0,Personal foul by D. Schroder (drawn by G. Temple),,66-83,,
0:32.0,,,66-84,1,G. Temple makes free throw 1 of 2
0:32.0,,,66-85,1,G. Temple makes free throw 2 of 2
0:11.0,D. Schroder misses 2-pt shot from 4 ft,,66-85,,
0:10.0,,,66-85,,Defensive rebound by D. Gooden
0:08.0,,,66-85,,Turnover by D. Gooden (bad pass; steal by M. Scott)
0:01.0,A. Horford misses 2-pt shot from 14 ft,,66-85,,
0:00.0,Offensive rebound by Team,,66-85,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:44.0,M. Scott misses 3-pt shot from 25 ft,,66-85,,
11:43.0,,,66-85,,Defensive rebound by O. Porter
11:20.0,,,66-85,,W. Bynum misses 3-pt shot from 24 ft
11:19.0,Defensive rebound by D. Schroder,,66-85,,
11:08.0,Shooting foul by M. Gortat (drawn by D. Schroder),,66-85,,
11:08.0,D. Schroder makes free throw 1 of 2,1,67-85,,
11:08.0,M. Muscala enters the game for A. Horford,,67-85,,
11:08.0,,,67-85,,N. Hilario enters the game for M. Gortat
11:08.0,D. Schroder makes free throw 2 of 2,1,68-85,,
10:55.0,Personal foul by K. Korver (drawn by N. Hilario),,68-85,,
10:43.0,,,68-85,,Shooting foul by J. Teague (drawn by W. Bynum)
10:43.0,,,68-86,1,W. Bynum makes free throw 1 of 2
10:43.0,,,68-87,1,W. Bynum makes free throw 2 of 2
10:34.0,,,68-87,,Violation by N. Hilario (kicked ball)
10:28.0,D. Schroder makes 2-pt shot from 1 ft,2,70-87,,
10:10.0,,,70-87,,Shooting foul by M. Scott (drawn by N. Hilario)
10:10.0,,,70-87,,N. Hilario misses free throw 1 of 2
10:10.0,,,70-87,,Offensive rebound by Team
10:10.0,,,70-87,,N. Hilario misses free throw 2 of 2
10:08.0,,,70-87,,Offensive rebound by N. Hilario
10:06.0,,,70-89,2,N. Hilario makes 2-pt shot from 2 ft
10:00.0,J. Teague misses 2-pt shot from 1 ft,,70-89,,
9:58.0,,,70-89,,Defensive rebound by D. Gooden
9:54.0,,,70-91,2,W. Bynum makes 2-pt shot from 1 ft
9:54.0,,,70-91,,Shooting foul by M. Muscala (drawn by W. Bynum)
9:54.0,Atlanta full timeout,,70-91,,
9:54.0,,,70-91,,W. Bynum misses free throw 1 of 1
9:53.0,Defensive rebound by M. Muscala,,70-91,,
9:41.0,,,70-91,,Personal foul by O. Porter (drawn by K. Korver)
9:35.0,M. Muscala makes 2-pt shot from 1 ft (assist by D. Schroder),2,72-91,,
9:17.0,,,72-91,,O. Porter misses 3-pt shot from 27 ft
9:16.0,Defensive rebound by M. Muscala,,72-91,,
9:04.0,M. Muscala misses 3-pt shot from 29 ft,,72-91,,
9:02.0,,,72-91,,Defensive rebound by G. Temple
8:53.0,,,72-91,,Turnover by G. Temple (lost ball; steal by D. Schroder)
8:48.0,D. Schroder misses 2-pt shot from 2 ft,,72-91,,
8:46.0,,,72-91,,Defensive rebound by D. Gooden
8:29.0,,,72-91,,W. Bynum misses 2-pt shot from 2 ft
8:27.0,Defensive rebound by J. Teague,,72-91,,
8:25.0,Shooting foul by G. Temple (drawn by J. Teague),,72-91,,
8:25.0,J. Teague makes free throw 1 of 2,1,73-91,,
8:25.0,K. Bazemore enters the game for K. Korver,,73-91,,
8:25.0,,,73-91,,B. Beal enters the game for G. Temple
8:25.0,J. Teague makes free throw 2 of 2,1,74-91,,
8:08.0,,,74-91,,Shooting foul by M. Scott (drawn by N. Hilario)
8:08.0,,,74-91,,N. Hilario misses free throw 1 of 2
8:08.0,,,74-91,,Offensive rebound by Team
8:08.0,,,74-91,,P. Pierce enters the game for D. Gooden
8:08.0,,,74-92,1,N. Hilario makes free throw 2 of 2
8:00.0,D. Schroder misses 2-pt shot from 17 ft,,74-92,,
7:59.0,,,74-92,,Defensive rebound by P. Pierce
7:38.0,,,74-94,2,O. Porter makes 2-pt shot at rim (assist by W. Bynum)
7:22.0,D. Schroder makes 2-pt shot at rim,2,76-94,,
7:03.0,J. Jenkins enters the game for D. Schroder,,76-94,,
7:03.0,S. Mack enters the game for J. Teague,,76-94,,
7:01.0,,,76-94,,Turnover by B. Beal (back court)
6:44.0,K. Bazemore makes 2-pt shot from 2 ft,2,78-94,,
6:20.0,,,78-94,,W. Bynum misses 2-pt shot from 15 ft
6:19.0,Defensive rebound by M. Scott,,78-94,,
6:13.0,M. Scott makes 3-pt shot from 26 ft (assist by S. Mack),3,81-94,,
6:11.0,,,81-94,,Washington full timeout
6:11.0,D. Schroder enters the game for J. Jenkins,,81-94,,
6:11.0,,,81-94,,R. Sessions enters the game for W. Bynum
5:48.0,,,81-94,,P. Pierce misses 2-pt shot from 16 ft
5:47.0,Defensive rebound by M. Muscala,,81-94,,
5:39.0,D. Schroder makes 3-pt shot from 25 ft,3,84-94,,
5:10.0,,,84-94,,P. Pierce misses 3-pt shot from 28 ft
5:09.0,Defensive rebound by D. Schroder,,84-94,,
