time,Cleveland,pts.away,score,pts.home,Golden State
4:37.0,L. James misses 2-pt shot from 9 ft,,98-98,,
4:36.0,,,98-98,,Defensive rebound by K. Thompson
4:23.0,,,98-98,,Turnover by S. Curry (bad pass; steal by K. Irving)
4:10.0,J. Smith misses 3-pt shot from 24 ft,,98-98,,
4:09.0,,,98-98,,Defensive rebound by F. Ezeli
3:49.0,,,98-98,,D. Green misses 2-pt shot from 2 ft
3:47.0,Defensive rebound by T. Mozgov,,98-98,,
3:31.0,K. Irving misses 2-pt shot from 2 ft,,98-98,,
3:30.0,,,98-98,,Defensive rebound by F. Ezeli
3:17.0,,,98-98,,Shooting foul by T. Thompson (drawn by S. Curry)
3:17.0,,,98-99,1,S. Curry makes free throw 1 of 2
3:17.0,,,98-99,,H. Barnes enters the game for F. Ezeli
3:17.0,,,98-100,1,S. Curry makes free throw 2 of 2
2:53.0,J. Smith misses 2-pt shot from 6 ft,,98-100,,
2:52.0,,,98-100,,Defensive rebound by D. Green
2:47.0,,,98-100,,K. Thompson misses 3-pt shot from 23 ft
2:46.0,Defensive rebound by L. James,,98-100,,
2:36.0,T. Mozgov misses 2-pt shot from 2 ft,,98-100,,
2:35.0,,,98-100,,Defensive rebound by H. Barnes
2:30.0,Personal foul by K. Irving (drawn by S. Curry),,98-100,,
2:30.0,,,98-101,1,S. Curry makes free throw 1 of 2
2:30.0,J. Jones enters the game for T. Mozgov,,98-101,,
2:30.0,,,98-102,1,S. Curry makes free throw 2 of 2
2:17.0,J. Smith misses 3-pt shot from 25 ft,,98-102,,
2:16.0,,,98-102,,Defensive rebound by D. Green
2:02.0,,,98-105,3,H. Barnes makes 3-pt shot from 23 ft (assist by A. Iguodala)
2:02.0,Cleveland full timeout,,98-105,,
2:02.0,M. Dellavedova enters the game for K. Irving,,98-105,,
1:52.0,Turnover by L. James (lost ball; steal by S. Curry),,98-105,,
1:52.0,Personal foul by J. Jones (drawn by A. Iguodala),,98-105,,
1:40.0,,,98-105,,Shooting foul by J. Jones (drawn by A. Iguodala)
1:40.0,,,98-105,,A. Iguodala misses free throw 1 of 2
1:40.0,,,98-105,,Offensive rebound by Team
1:40.0,,,98-106,1,A. Iguodala makes free throw 2 of 2
1:30.0,L. James misses 3-pt shot from 26 ft,,98-106,,
1:28.0,Offensive rebound by T. Thompson,,98-106,,
1:18.0,L. James misses 3-pt shot from 26 ft,,98-106,,
1:17.0,,,98-106,,Defensive rebound by D. Green
1:16.0,Personal foul by J. Smith (drawn by D. Green),,98-106,,
1:16.0,,,98-107,1,D. Green makes free throw 1 of 2
1:16.0,,,98-108,1,D. Green makes free throw 2 of 2
1:16.0,Cleveland full timeout,,98-108,,
1:10.0,Turnover by J. Jones (lost ball; steal by D. Green),,98-108,,
0:50.0,,,98-108,,S. Curry misses 3-pt shot from 27 ft
0:48.0,Defensive rebound by L. James,,98-108,,
0:40.0,Turnover by L. James (bad pass; steal by K. Thompson),,98-108,,
0:18.0,,,98-108,,H. Barnes misses 3-pt shot from 24 ft
0:17.0,Defensive rebound by L. James,,98-108,,
0:10.0,L. James makes 2-pt shot from 2 ft,2,100-108,,
0:00.0,End of 1st overtime,,,,End of 1st overtime
