time,LA Clippers,pts.away,score,pts.home,Portland
1:30.0,Shooting foul by L. Aldridge (drawn by B. Griffin),,118-110,,
1:30.0,B. Griffin makes free throw 1 of 2,1,119-110,,
1:30.0,,,119-110,,C. McCollum enters the game for R. Lopez
1:30.0,B. Griffin makes free throw 2 of 2,1,120-110,,
1:17.0,,,120-113,3,C. McCollum makes 3-pt shot from 24 ft (assist by A. Afflalo)
0:56.0,C. Paul makes 2-pt shot from 20 ft,2,122-113,,
0:48.0,,,122-113,,D. Lillard misses 3-pt shot from 24 ft
0:46.0,,,122-113,,Offensive rebound by Team
0:46.0,Loose ball foul by M. Barnes (drawn by D. Lillard),,122-113,,
0:46.0,,,122-114,1,D. Lillard makes free throw 1 of 2
0:46.0,,,122-114,,R. Lopez enters the game for C. McCollum
0:46.0,,,122-114,,D. Lillard misses free throw 2 of 2
0:45.0,,,122-114,,Offensive rebound by L. Aldridge
0:45.0,,,122-114,,L. Aldridge misses 2-pt shot at rim
0:44.0,,,122-114,,Offensive rebound by L. Aldridge
0:44.0,,,122-116,2,L. Aldridge makes 2-pt shot at rim
0:44.0,,,122-116,,Shooting foul by M. Barnes (drawn by L. Aldridge)
0:44.0,,,122-117,1,L. Aldridge makes free throw 1 of 1
0:23.0,C. Paul misses 3-pt shot from 24 ft,,122-117,,
0:20.0,,,122-117,,Defensive rebound by A. Afflalo
0:20.0,Loose ball foul by D. Jordan (drawn by L. Aldridge),,122-117,,
0:20.0,,,122-118,1,L. Aldridge makes free throw 1 of 2
0:20.0,,,122-118,,S. Blake enters the game for D. Lillard
0:20.0,,,122-119,1,L. Aldridge makes free throw 2 of 2
0:09.0,,,122-119,,Personal foul by L. Aldridge (drawn by C. Paul)
0:09.0,C. Paul makes free throw 1 of 2,1,123-119,,
0:09.0,,,123-119,,D. Lillard enters the game for S. Blake
0:09.0,C. Paul makes free throw 2 of 2,1,124-119,,
0:09.0,,,124-119,,Portland full timeout
0:09.0,,,124-119,,C. McCollum enters the game for R. Lopez
0:06.0,,,124-122,3,C. McCollum makes 3-pt shot from 25 ft (assist by N. Batum)
0:05.0,LA Clippers full timeout,,124-122,,
0:05.0,H. Turkoglu enters the game for D. Jordan,,124-122,,
0:05.0,,,124-122,,Personal foul by N. Batum (drawn by C. Paul)
0:05.0,C. Paul makes free throw 1 of 2,1,125-122,,
0:05.0,D. Jordan enters the game for H. Turkoglu,,125-122,,
0:05.0,,,125-122,,R. Lopez enters the game for C. McCollum
0:05.0,C. Paul makes free throw 2 of 2,1,126-122,,
0:05.0,,,126-122,,Portland full timeout
0:05.0,,,126-122,,C. McCollum enters the game for R. Lopez
0:02.0,,,126-122,,A. Afflalo misses 3-pt shot from 22 ft (block by M. Barnes)
0:01.0,,,126-122,,Offensive rebound by A. Afflalo
0:00.0,End of 4th quarter,,,,End of 4th quarter
