time,LA Clippers,pts.away,score,pts.home,Utah
3:35.0,,,16-18,,R. Gobert misses 2-pt shot from 4 ft
3:33.0,Defensive rebound by M. Barnes,,16-18,,
3:17.0,Shooting foul by G. Hayward (drawn by C. Paul),,16-18,,
3:17.0,C. Paul makes free throw 1 of 3,1,17-18,,
3:17.0,C. Paul makes free throw 2 of 3,1,18-18,,
3:17.0,S. Hawes enters the game for D. Jordan,,18-18,,
3:17.0,,,18-18,,T. Burke enters the game for D. Exum
3:17.0,C. Paul misses free throw 3 of 3,,18-18,,
3:15.0,,,18-18,,Defensive rebound by R. Gobert
2:51.0,,,18-20,2,T. Burke makes 2-pt shot from 20 ft
2:37.0,S. Hawes misses 3-pt shot from 25 ft,,18-20,,
2:37.0,Offensive rebound by B. Griffin,,18-20,,
2:37.0,,,18-20,,Personal foul by R. Gobert (drawn by B. Griffin)
2:37.0,LA Clippers full timeout,,18-20,,
2:37.0,J. Crawford enters the game for C. Paul,,18-20,,
2:37.0,,,18-20,,E. Millsap enters the game for J. Ingles
2:37.0,,,18-20,,T. Booker enters the game for D. Favors
2:23.0,B. Griffin makes 2-pt shot from 20 ft,2,20-20,,
1:56.0,,,20-22,2,G. Hayward makes 2-pt shot from 19 ft
1:45.0,A. Rivers makes 2-pt shot from 3 ft (assist by B. Griffin),2,22-22,,
1:20.0,,,22-24,2,R. Gobert makes 2-pt shot from 7 ft
1:10.0,,,22-24,,Personal foul by R. Gobert (drawn by B. Griffin)
1:10.0,,,22-24,,E. Kanter enters the game for R. Gobert
1:00.0,J. Crawford misses 2-pt shot from 10 ft,,22-24,,
1:00.0,,,22-24,,Defensive rebound by E. Millsap
0:52.0,,,22-24,,Shooting foul by S. Hawes (drawn by G. Hayward)
0:52.0,,,22-25,1,G. Hayward makes free throw 1 of 2
0:52.0,,,22-26,1,G. Hayward makes free throw 2 of 2
0:44.0,B. Griffin makes 2-pt shot from 1 ft,2,24-26,,
0:32.0,,,24-26,,T. Burke misses 2-pt shot from 19 ft
0:31.0,Defensive rebound by A. Rivers,,24-26,,
0:10.0,H. Turkoglu enters the game for M. Barnes,,24-26,,
0:07.0,A. Rivers misses 3-pt shot from 23 ft,,24-26,,
0:06.0,Offensive rebound by H. Turkoglu,,24-26,,
0:03.0,Turnover by B. Griffin (bad pass),,24-26,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:40.0,,,24-28,2,E. Kanter makes 2-pt shot from 1 ft (assist by E. Millsap)
11:19.0,A. Rivers makes 3-pt shot from 23 ft (assist by H. Turkoglu),3,27-28,,
10:57.0,,,27-31,3,T. Burke makes 3-pt shot from 26 ft (assist by E. Millsap)
10:41.0,J. Crawford misses 3-pt shot from 24 ft,,27-31,,
10:40.0,,,27-31,,Defensive rebound by T. Burke
10:31.0,,,27-31,,E. Kanter misses 2-pt shot from 3 ft (block by S. Hawes)
10:28.0,Defensive rebound by G. Davis,,27-31,,
10:20.0,S. Hawes misses 3-pt shot from 25 ft,,27-31,,
10:19.0,Offensive rebound by J. Crawford,,27-31,,
9:59.0,A. Rivers misses 3-pt shot from 25 ft,,27-31,,
9:57.0,,,27-31,,Defensive rebound by T. Booker
9:37.0,,,27-31,,D. Exum misses 3-pt shot from 23 ft
9:36.0,,,27-31,,Offensive rebound by T. Booker
9:33.0,,,27-31,,Turnover by T. Booker (bad pass; steal by G. Davis)
9:30.0,Shooting foul by T. Burke (drawn by J. Crawford),,27-31,,
9:30.0,J. Crawford makes free throw 1 of 2,1,28-31,,
9:30.0,J. Crawford makes free throw 2 of 2,1,29-31,,
9:09.0,,,29-33,2,T. Booker makes 2-pt shot from 3 ft
8:53.0,J. Crawford misses 2-pt shot from 7 ft,,29-33,,
8:52.0,Offensive rebound by Team,,29-33,,
8:52.0,Official timeout,,29-33,,
8:41.0,H. Turkoglu misses 2-pt shot from 19 ft,,29-33,,
8:40.0,,,29-33,,Defensive rebound by E. Kanter
8:16.0,,,29-35,2,T. Booker makes 2-pt shot from 1 ft
7:53.0,J. Crawford makes 3-pt shot from 23 ft (assist by G. Davis),3,32-35,,
7:37.0,Personal foul by G. Davis (drawn by T. Burke),,32-35,,
7:37.0,D. Jordan enters the game for S. Hawes,,32-35,,
7:37.0,C. Paul enters the game for A. Rivers,,32-35,,
7:37.0,,,32-35,,D. Favors enters the game for E. Kanter
7:28.0,,,32-35,,Shooting foul by G. Davis (drawn by D. Favors)
7:28.0,,,32-35,,D. Favors misses free throw 1 of 2
7:28.0,,,32-35,,Offensive rebound by Team
7:28.0,B. Griffin enters the game for G. Davis,,32-35,,
7:28.0,M. Barnes enters the game for H. Turkoglu,,32-35,,
7:28.0,,,32-35,,D. Favors misses free throw 2 of 2
7:26.0,Defensive rebound by J. Crawford,,32-35,,
7:12.0,Shooting foul by E. Millsap (drawn by J. Crawford),,32-35,,
7:12.0,J. Crawford makes free throw 1 of 3,1,33-35,,
7:12.0,J. Crawford makes free throw 2 of 3,1,34-35,,
7:12.0,J. Crawford makes free throw 3 of 3,1,35-35,,
6:52.0,,,35-35,,T. Burke misses 3-pt shot from 26 ft
6:50.0,Defensive rebound by D. Jordan,,35-35,,
6:41.0,C. Paul misses 3-pt shot from 24 ft,,35-35,,
6:40.0,,,35-35,,Defensive rebound by T. Booker
6:29.0,,,35-35,,J. Ingles enters the game for T. Burke
6:20.0,,,35-35,,T. Booker misses 3-pt shot from 25 ft
6:19.0,,,35-35,,Offensive rebound by J. Ingles
6:15.0,Personal foul by B. Griffin (drawn by T. Booker),,35-35,,
6:15.0,,,35-35,,Utah full timeout
6:15.0,,,35-35,,G. Hayward enters the game for E. Millsap
6:10.0,,,35-35,,D. Favors misses 2-pt shot from 2 ft
6:09.0,Defensive rebound by D. Jordan,,35-35,,
6:02.0,B. Griffin makes 2-pt shot from 1 ft (assist by C. Paul),2,37-35,,
5:48.0,Personal foul by M. Barnes (drawn by G. Hayward),,37-35,,
5:40.0,,,37-37,2,G. Hayward makes 2-pt shot from 2 ft (assist by J. Ingles)
5:23.0,Shooting foul by D. Favors (drawn by M. Barnes),,37-37,,
5:23.0,M. Barnes makes free throw 1 of 2,1,38-37,,
5:23.0,,,38-37,,R. Gobert enters the game for T. Booker
5:23.0,M. Barnes makes free throw 2 of 2,1,39-37,,
5:07.0,,,39-37,,Shooting foul by D. Jordan (drawn by R. Gobert)
5:07.0,,,39-38,1,R. Gobert makes free throw 1 of 2
5:07.0,,,39-38,,R. Gobert misses free throw 2 of 2
5:06.0,,,39-38,,Offensive rebound by Team
5:00.0,,,39-38,,G. Hayward misses 2-pt shot from 10 ft (block by D. Jordan)
5:00.0,,,39-38,,Offensive rebound by Team
4:57.0,,,39-38,,G. Hayward misses 2-pt shot from 10 ft
4:54.0,,,39-38,,Offensive rebound by D. Favors
4:54.0,,,39-40,2,D. Favors makes 2-pt shot at rim
4:34.0,,,39-40,,Personal foul by D. Favors (drawn by B. Griffin)
4:34.0,,,39-40,,E. Kanter enters the game for D. Favors
4:25.0,,,39-40,,Personal foul by R. Gobert (drawn by D. Jordan)
4:25.0,D. Jordan misses free throw 1 of 2,,39-40,,
4:25.0,Offensive rebound by Team,,39-40,,
4:25.0,,,39-40,,T. Booker enters the game for R. Gobert
4:25.0,D. Jordan misses free throw 2 of 2,,39-40,,
4:22.0,Offensive rebound by M. Barnes,,39-40,,
4:15.0,C. Paul makes 2-pt shot from 9 ft,2,41-40,,
3:55.0,,,41-40,,Turnover by G. Hayward (bad pass; steal by B. Griffin)
3:50.0,D. Jordan makes 2-pt shot at rim (assist by B. Griffin),2,43-40,,
3:36.0,,,43-40,,Shooting foul by D. Jordan (drawn by E. Kanter)
3:36.0,,,43-41,1,E. Kanter makes free throw 1 of 2
3:36.0,,,43-42,1,E. Kanter makes free throw 2 of 2
3:26.0,C. Paul makes 2-pt shot from 13 ft,2,45-42,,
3:05.0,,,45-42,,Turnover by T. Booker (bad pass)
2:56.0,D. Jordan misses 2-pt shot at rim,,45-42,,
2:55.0,,,45-42,,Defensive rebound by T. Booker
2:43.0,,,45-44,2,G. Hayward makes 2-pt shot from 2 ft
2:18.0,J. Crawford misses 2-pt shot from 16 ft,,45-44,,
2:17.0,Offensive rebound by D. Jordan,,45-44,,
2:13.0,D. Jordan makes 2-pt shot from 4 ft,2,47-44,,
2:09.0,,,47-44,,Utah full timeout
2:09.0,LA Clippers full timeout,,47-44,,
2:09.0,,,47-44,,T. Burke enters the game for D. Exum
1:56.0,,,47-47,3,T. Burke makes 3-pt shot from 22 ft (assist by E. Kanter)
1:39.0,C. Paul makes 2-pt shot from 1 ft,2,49-47,,
1:13.0,,,49-49,2,J. Ingles makes 2-pt shot from 16 ft
0:46.0,,,49-49,,Personal foul by J. Ingles (drawn by B. Griffin)
0:46.0,B. Griffin misses free throw 1 of 2,,49-49,,
0:46.0,Offensive rebound by Team,,49-49,,
0:46.0,S. Hawes enters the game for D. Jordan,,49-49,,
0:46.0,D. Jones enters the game for M. Barnes,,49-49,,
0:46.0,B. Griffin misses free throw 2 of 2,,49-49,,
0:46.0,,,49-49,,Defensive rebound by E. Kanter
0:33.0,,,49-49,,J. Ingles misses 3-pt shot from 24 ft
0:32.0,,,49-49,,Offensive rebound by Team
0:32.0,Personal foul by D. Jones (drawn by E. Kanter),,49-49,,
0:32.0,,,49-49,,E. Millsap enters the game for J. Ingles
0:32.0,,,49-49,,E. Kanter misses free throw 1 of 2
0:32.0,,,49-49,,Offensive rebound by Team
0:32.0,,,49-50,1,E. Kanter makes free throw 2 of 2
0:14.0,B. Griffin misses 2-pt shot from 20 ft,,49-50,,
0:13.0,,,49-50,,Defensive rebound by G. Hayward
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:48.0,Personal foul by J. Crawford (drawn by J. Ingles),,49-50,,
11:33.0,,,49-50,,Turnover by Team (shot clock)
11:13.0,B. Griffin misses 2-pt shot from 16 ft,,49-50,,
11:11.0,,,49-50,,Defensive rebound by D. Favors
10:56.0,,,49-50,,E. Kanter misses 2-pt shot from 5 ft
10:55.0,Defensive rebound by D. Jordan,,49-50,,
10:45.0,C. Paul makes 3-pt shot from 24 ft (assist by M. Barnes),3,52-50,,
10:30.0,,,52-50,,G. Hayward misses 3-pt shot from 23 ft
10:28.0,,,52-50,,Offensive rebound by E. Kanter
10:25.0,,,52-52,2,E. Kanter makes 2-pt shot from 1 ft
10:10.0,C. Paul misses 3-pt shot from 22 ft,,52-52,,
10:09.0,,,52-52,,Defensive rebound by J. Ingles
10:05.0,,,52-52,,Shooting foul by C. Paul (drawn by J. Ingles)
10:05.0,,,52-53,1,J. Ingles makes free throw 1 of 2
10:05.0,,,52-54,1,J. Ingles makes free throw 2 of 2
9:42.0,C. Paul makes 2-pt shot from 18 ft,2,54-54,,
9:21.0,,,54-57,3,J. Ingles makes 3-pt shot from 23 ft (assist by D. Exum)
8:56.0,M. Barnes makes 2-pt shot at rim,2,56-57,,
8:38.0,,,56-57,,D. Exum misses 3-pt shot from 24 ft
8:37.0,Defensive rebound by D. Jordan,,56-57,,
8:26.0,B. Griffin misses 2-pt shot from 19 ft,,56-57,,
8:25.0,,,56-57,,Defensive rebound by J. Ingles
8:21.0,,,56-57,,E. Kanter misses 2-pt shot from 1 ft (block by B. Griffin)
8:19.0,Defensive rebound by C. Paul,,56-57,,
8:14.0,J. Crawford misses 2-pt shot from 12 ft,,56-57,,
8:11.0,,,56-57,,Defensive rebound by D. Favors
8:03.0,,,56-57,,D. Exum misses 3-pt shot from 25 ft
8:01.0,Defensive rebound by C. Paul,,56-57,,
7:46.0,B. Griffin misses 2-pt shot from 7 ft (block by D. Favors),,56-57,,
7:44.0,Offensive rebound by Team,,56-57,,
7:44.0,LA Clippers full timeout,,56-57,,
7:44.0,,,56-57,,T. Burke enters the game for D. Exum
7:38.0,C. Paul misses 2-pt shot from 19 ft,,56-57,,
7:36.0,,,56-57,,Defensive rebound by E. Kanter
7:25.0,,,56-59,2,E. Kanter makes 2-pt shot from 2 ft (assist by G. Hayward)
7:08.0,M. Barnes misses 3-pt shot from 24 ft,,56-59,,
7:05.0,Offensive rebound by C. Paul,,56-59,,
7:02.0,C. Paul misses 2-pt shot from 15 ft,,56-59,,
7:02.0,Offensive rebound by D. Jordan,,56-59,,
7:02.0,Shooting foul by D. Favors (drawn by D. Jordan),,56-59,,
7:02.0,D. Jordan misses free throw 1 of 2,,56-59,,
7:02.0,Offensive rebound by Team,,56-59,,
7:02.0,A. Rivers enters the game for J. Crawford,,56-59,,
7:02.0,D. Jordan makes free throw 2 of 2,1,57-59,,
6:49.0,,,57-59,,D. Favors misses 2-pt shot from 6 ft
6:47.0,Defensive rebound by B. Griffin,,57-59,,
6:28.0,C. Paul misses 3-pt shot from 24 ft,,57-59,,
6:26.0,Offensive rebound by B. Griffin,,57-59,,
6:24.0,B. Griffin misses 2-pt shot from 4 ft,,57-59,,
6:23.0,Offensive rebound by D. Jordan,,57-59,,
6:23.0,D. Jordan misses 2-pt shot from 2 ft,,57-59,,
6:23.0,Offensive rebound by Team,,57-59,,
6:18.0,Turnover by B. Griffin (lost ball; steal by T. Burke),,57-59,,
6:05.0,,,57-59,,E. Kanter misses 2-pt shot from 13 ft
6:03.0,,,57-59,,Offensive rebound by D. Favors
5:50.0,,,57-59,,T. Burke misses 3-pt shot from 24 ft
5:48.0,Defensive rebound by D. Jordan,,57-59,,
5:44.0,M. Barnes misses 2-pt shot from 3 ft (block by G. Hayward),,57-59,,
5:41.0,,,57-59,,Defensive rebound by J. Ingles
5:36.0,,,57-61,2,D. Favors makes 2-pt shot at rim (assist by J. Ingles)
5:14.0,B. Griffin makes 2-pt shot from 1 ft,2,59-61,,
4:50.0,,,59-63,2,D. Favors makes 2-pt shot from 3 ft
4:29.0,Turnover by B. Griffin (lost ball; steal by J. Ingles),,59-63,,
4:24.0,,,59-65,2,E. Kanter makes 2-pt shot from 1 ft (assist by J. Ingles)
4:24.0,,,59-65,,Shooting foul by A. Rivers (drawn by E. Kanter)
4:24.0,,,59-66,1,E. Kanter makes free throw 1 of 1
4:13.0,C. Paul makes 2-pt shot from 16 ft,2,61-66,,
3:52.0,,,61-66,,D. Favors misses 2-pt shot from 19 ft
3:50.0,Defensive rebound by B. Griffin,,61-66,,
3:35.0,C. Paul misses 3-pt shot from 23 ft,,61-66,,
3:34.0,,,61-66,,Defensive rebound by E. Kanter
3:23.0,,,61-66,,J. Ingles misses 3-pt shot from 25 ft
3:22.0,Defensive rebound by M. Barnes,,61-66,,
3:09.0,M. Barnes misses 2-pt shot from 6 ft,,61-66,,
3:07.0,,,61-66,,Defensive rebound by E. Kanter
2:59.0,,,61-68,2,D. Favors makes 2-pt shot at rim (assist by G. Hayward)
2:41.0,A. Rivers makes 3-pt shot from 24 ft,3,64-68,,
2:38.0,,,64-68,,Utah full timeout
2:38.0,J. Crawford enters the game for M. Barnes,,64-68,,
2:38.0,S. Hawes enters the game for B. Griffin,,64-68,,
2:38.0,,,64-68,,E. Millsap enters the game for J. Ingles
2:38.0,,,64-68,,R. Gobert enters the game for D. Favors
2:21.0,,,64-68,,E. Kanter misses 2-pt shot from 2 ft
2:20.0,Defensive rebound by S. Hawes,,64-68,,
2:01.0,D. Jordan makes 2-pt shot from 1 ft (assist by A. Rivers),2,66-68,,
2:01.0,Shooting foul by E. Kanter (drawn by D. Jordan),,66-68,,
2:01.0,,,66-68,,T. Booker enters the game for E. Kanter
2:01.0,D. Jordan misses free throw 1 of 1,,66-68,,
1:59.0,Offensive rebound by Team,,66-68,,
1:53.0,,,66-68,,Personal foul by G. Hayward (drawn by S. Hawes)
1:48.0,A. Rivers misses 2-pt shot from 3 ft (block by R. Gobert),,66-68,,
1:46.0,,,66-68,,Defensive rebound by R. Gobert
1:43.0,Personal foul by C. Paul (drawn by G. Hayward),,66-68,,
1:34.0,,,66-68,,Turnover by T. Burke (bad pass; steal by J. Crawford)
1:21.0,Turnover by C. Paul (lost ball),,66-68,,
1:21.0,M. Barnes enters the game for C. Paul,,66-68,,
1:02.0,,,66-70,2,G. Hayward makes 2-pt shot from 11 ft
0:47.0,Turnover by D. Jordan (bad pass),,66-70,,
0:36.0,,,66-70,,Turnover by T. Booker (bad pass)
0:32.0,,,66-70,,Personal foul by E. Millsap (drawn by J. Crawford)
0:32.0,J. Crawford makes free throw 1 of 2,1,67-70,,
0:32.0,,,67-70,,J. Ingles enters the game for E. Millsap
0:32.0,J. Crawford makes free throw 2 of 2,1,68-70,,
0:21.0,,,68-70,,G. Hayward misses 2-pt shot from 9 ft
0:21.0,,,68-70,,Offensive rebound by T. Booker
0:21.0,,,68-72,2,T. Booker makes 2-pt shot from 1 ft
0:03.0,J. Crawford misses 2-pt shot from 7 ft (block by G. Hayward),,68-72,,
0:02.0,,,68-72,,Defensive rebound by T. Booker
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:40.0,J. Crawford makes 3-pt shot from 24 ft,3,71-72,,
11:12.0,,,71-72,,T. Burke misses 2-pt shot from 20 ft
11:10.0,,,71-72,,Offensive rebound by T. Booker
11:10.0,,,71-74,2,T. Booker makes 2-pt shot from 1 ft
10:48.0,A. Rivers makes 2-pt shot from 6 ft,2,73-74,,
10:24.0,,,73-74,,T. Booker misses 2-pt shot from 3 ft
10:24.0,,,73-74,,Offensive rebound by R. Gobert
10:24.0,,,73-76,2,R. Gobert makes 2-pt shot at rim
10:08.0,J. Crawford makes 2-pt shot from 11 ft,2,75-76,,
9:44.0,,,75-76,,D. Exum misses 3-pt shot from 23 ft
9:42.0,Defensive rebound by G. Davis,,75-76,,
9:34.0,J. Crawford misses 2-pt shot from 15 ft,,75-76,,
9:32.0,,,75-76,,Defensive rebound by T. Booker
9:21.0,Personal foul by G. Davis (drawn by R. Gobert),,75-76,,
9:21.0,,,75-76,,J. Ingles enters the game for E. Millsap
9:21.0,,,75-76,,D. Favors enters the game for R. Gobert
9:21.0,B. Griffin enters the game for S. Hawes,,75-76,,
9:14.0,,,75-76,,T. Burke misses 2-pt shot from 14 ft
9:13.0,,,75-76,,Offensive rebound by T. Booker
8:56.0,,,75-76,,T. Burke misses 2-pt shot from 11 ft
8:55.0,Defensive rebound by Team,,75-76,,
8:55.0,,,75-76,,Personal foul by T. Booker (drawn by B. Griffin)
8:55.0,Official timeout,,75-76,,
8:55.0,,,75-76,,E. Kanter enters the game for T. Booker
8:55.0,,,75-76,,E. Millsap enters the game for D. Exum
8:42.0,M. Barnes makes 3-pt shot from 23 ft,3,78-76,,
8:24.0,Personal foul by M. Barnes (drawn by J. Ingles),,78-76,,
8:16.0,,,78-76,,Turnover by J. Ingles (bad pass; steal by G. Davis)
7:59.0,B. Griffin misses 2-pt shot from 3 ft,,78-76,,
7:57.0,,,78-76,,Defensive rebound by T. Burke
7:48.0,,,78-76,,E. Kanter misses 3-pt shot from 23 ft
7:47.0,Defensive rebound by M. Barnes,,78-76,,
7:35.0,Offensive foul by J. Crawford,,78-76,,
7:35.0,Turnover by J. Crawford (offensive foul),,78-76,,
7:35.0,D. Jordan enters the game for G. Davis,,78-76,,
7:35.0,C. Paul enters the game for A. Rivers,,78-76,,
7:35.0,,,78-76,,G. Hayward enters the game for E. Millsap
7:16.0,,,78-76,,G. Hayward misses 3-pt shot from 24 ft
7:15.0,,,78-76,,Offensive rebound by D. Favors
7:14.0,,,78-76,,Shooting foul by B. Griffin (drawn by D. Favors)
7:14.0,,,78-77,1,D. Favors makes free throw 1 of 2
7:14.0,,,78-78,1,D. Favors makes free throw 2 of 2
7:01.0,J. Crawford misses 3-pt shot from 23 ft,,78-78,,
7:01.0,,,78-78,,Defensive rebound by Team
7:01.0,Loose ball foul by D. Jordan (drawn by E. Kanter),,78-78,,
6:43.0,,,78-80,2,D. Favors makes 2-pt shot at rim
6:23.0,M. Barnes makes 3-pt shot from 22 ft (assist by C. Paul),3,81-80,,
6:09.0,,,81-80,,Shooting foul by D. Jordan (drawn by G. Hayward)
6:09.0,,,81-80,,G. Hayward misses free throw 1 of 2
6:09.0,,,81-80,,Offensive rebound by Team
6:09.0,,,81-81,1,G. Hayward makes free throw 2 of 2
5:53.0,C. Paul misses 2-pt shot from 16 ft,,81-81,,
5:51.0,,,81-81,,Defensive rebound by E. Kanter
5:32.0,,,81-81,,G. Hayward misses 3-pt shot from 24 ft
5:31.0,Defensive rebound by J. Crawford,,81-81,,
5:19.0,M. Barnes misses 3-pt shot from 24 ft,,81-81,,
5:16.0,,,81-81,,Defensive rebound by T. Burke
5:12.0,,,81-83,2,T. Burke makes 2-pt shot from 2 ft
5:07.0,Shooting foul by J. Ingles (drawn by C. Paul),,81-83,,
5:07.0,,,81-83,,Utah full timeout
5:07.0,C. Paul makes free throw 1 of 2,1,82-83,,
5:07.0,C. Paul makes free throw 2 of 2,1,83-83,,
4:49.0,,,83-83,,Turnover by J. Ingles (bad pass; steal by J. Crawford)
4:43.0,M. Barnes makes 2-pt shot from 1 ft,2,85-83,,
4:22.0,,,85-83,,T. Burke misses 2-pt shot from 2 ft
4:21.0,,,85-83,,Offensive rebound by E. Kanter
4:21.0,,,85-85,2,E. Kanter makes 2-pt shot at rim
4:04.0,B. Griffin misses 2-pt shot from 4 ft,,85-85,,
4:02.0,Offensive rebound by B. Griffin,,85-85,,
4:02.0,B. Griffin makes 2-pt shot from 1 ft,2,87-85,,
3:46.0,,,87-85,,Turnover by D. Favors (lost ball; steal by C. Paul)
3:33.0,Shooting foul by E. Kanter (drawn by B. Griffin),,87-85,,
3:33.0,B. Griffin makes free throw 1 of 2,1,88-85,,
3:33.0,B. Griffin misses free throw 2 of 2,,88-85,,
3:32.0,,,88-85,,Defensive rebound by E. Kanter
3:18.0,,,88-85,,T. Burke misses 3-pt shot from 24 ft
3:16.0,Defensive rebound by D. Jordan,,88-85,,
3:06.0,C. Paul makes 2-pt shot from 17 ft,2,90-85,,
2:50.0,,,90-85,,G. Hayward misses 2-pt shot from 4 ft
2:50.0,,,90-85,,Offensive rebound by E. Kanter
2:50.0,,,90-85,,Shooting foul by B. Griffin (drawn by E. Kanter)
2:50.0,Technical foul by B. Griffin (drawn by E. Kanter),,90-85,,
2:50.0,LA Clippers full timeout,,90-85,,
2:50.0,,,90-86,1,T. Burke makes technical free throw
2:50.0,,,90-87,1,E. Kanter makes free throw 1 of 2
2:50.0,,,90-87,,E. Kanter misses free throw 2 of 2
2:49.0,Defensive rebound by D. Jordan,,90-87,,
2:34.0,Shooting foul by D. Favors (drawn by B. Griffin),,90-87,,
2:34.0,B. Griffin makes free throw 1 of 2,1,91-87,,
2:34.0,B. Griffin makes free throw 2 of 2,1,92-87,,
2:15.0,,,92-89,2,D. Favors makes 2-pt shot from 14 ft (assist by T. Burke)
1:44.0,B. Griffin makes 2-pt shot from 18 ft,2,94-89,,
1:31.0,,,94-89,,G. Hayward misses 3-pt shot from 24 ft
1:30.0,,,94-89,,Offensive rebound by T. Burke
1:24.0,,,94-89,,T. Burke misses 2-pt shot from 5 ft (block by D. Jordan)
1:21.0,Defensive rebound by D. Jordan,,94-89,,
1:07.0,B. Griffin misses 2-pt shot from 2 ft (block by D. Favors),,94-89,,
1:07.0,,,94-89,,Defensive rebound by Team
0:48.0,,,94-89,,E. Kanter misses 2-pt shot from 6 ft (block by M. Barnes)
0:48.0,,,94-89,,Offensive rebound by Team
0:48.0,,,94-89,,Utah full timeout
0:42.0,,,94-89,,T. Burke misses 3-pt shot from 24 ft
0:42.0,,,94-89,,Offensive rebound by Team
0:41.0,,,94-89,,Turnover by Team (shot clock)
0:20.0,C. Paul misses 3-pt shot from 26 ft,,94-89,,
0:18.0,,,94-89,,Defensive rebound by G. Hayward
0:12.0,,,94-89,,J. Ingles misses 3-pt shot from 24 ft
0:11.0,,,94-89,,Offensive rebound by D. Favors
0:06.0,,,94-89,,T. Burke misses 3-pt shot from 25 ft
0:05.0,,,94-89,,Offensive rebound by J. Ingles
0:02.0,,,94-89,,J. Ingles misses 2-pt shot from 3 ft (block by D. Jordan)
0:01.0,Defensive rebound by D. Jordan,,94-89,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
