time,Milwaukee,pts.away,score,pts.home,Brooklyn
8:21.0,J. Bayless misses 2-pt shot from 19 ft,,92-86,,
8:20.0,,,92-86,,Defensive rebound by C. Jefferson
8:07.0,,,92-86,,Turnover by C. Jefferson (lost ball)
7:45.0,J. Henson misses 2-pt shot from 2 ft (block by B. Bogdanovic),,92-86,,
7:44.0,Offensive rebound by J. Henson,,92-86,,
7:44.0,Turnover by J. Henson (lost ball; steal by C. Jefferson),,92-86,,
7:27.0,,,92-86,,A. Anderson misses 2-pt shot from 2 ft (block by J. Henson)
7:26.0,Defensive rebound by Team,,92-86,,
7:12.0,Turnover by J. Henson (traveling),,92-86,,
7:12.0,,,92-86,,J. Johnson enters the game for A. Anderson
7:12.0,,,92-86,,T. Young enters the game for C. Jefferson
7:02.0,,,92-88,2,J. Jack makes 2-pt shot from 14 ft (assist by B. Bogdanovic)
6:39.0,G. Antetokounmpo makes 2-pt shot at rim,2,94-88,,
6:25.0,,,94-91,3,T. Young makes 3-pt shot from 24 ft (assist by J. Jack)
6:13.0,Turnover by T. Ennis (bad pass; steal by M. Plumlee),,94-91,,
6:09.0,,,94-93,2,M. Plumlee makes 2-pt shot at rim
5:45.0,Turnover by G. Antetokounmpo (bad pass),,94-93,,
5:45.0,Official timeout,,94-93,,
5:45.0,M. Carter-Williams enters the game for T. Ennis,,94-93,,
5:45.0,E. Ilyasova enters the game for J. Henson,,94-93,,
5:45.0,Z. Pachulia enters the game for M. Plumlee,,94-93,,
5:39.0,,,94-95,2,J. Jack makes 2-pt shot from 6 ft
5:19.0,J. Bayless misses 2-pt shot from 21 ft,,94-95,,
5:18.0,,,94-95,,Defensive rebound by Team
5:05.0,,,94-97,2,T. Young makes 2-pt shot at rim (assist by J. Jack)
4:50.0,Offensive foul by Z. Pachulia,,94-97,,
4:50.0,Turnover by Z. Pachulia (offensive foul),,94-97,,
4:50.0,K. Middleton enters the game for J. Bayless,,94-97,,
4:32.0,,,94-97,,Turnover by T. Young (bad pass)
4:17.0,M. Carter-Williams misses 2-pt shot from 2 ft,,94-97,,
4:16.0,,,94-97,,Defensive rebound by J. Johnson
4:08.0,,,94-97,,Shooting foul by Z. Pachulia (drawn by B. Bogdanovic)
4:08.0,,,94-97,,B. Bogdanovic misses free throw 1 of 2
4:08.0,,,94-97,,Offensive rebound by Team
4:08.0,,,94-98,1,B. Bogdanovic makes free throw 2 of 2
3:43.0,G. Antetokounmpo misses 2-pt shot from 10 ft,,94-98,,
3:42.0,Offensive rebound by Z. Pachulia,,94-98,,
3:40.0,G. Antetokounmpo makes 2-pt shot from 5 ft (assist by Z. Pachulia),2,96-98,,
3:20.0,,,96-98,,B. Bogdanovic misses 3-pt shot from 25 ft
3:19.0,Defensive rebound by G. Antetokounmpo,,96-98,,
3:08.0,M. Carter-Williams misses 2-pt shot from 2 ft,,96-98,,
3:07.0,Offensive rebound by Z. Pachulia,,96-98,,
3:06.0,Z. Pachulia misses 2-pt shot from 1 ft,,96-98,,
3:05.0,Offensive rebound by Z. Pachulia,,96-98,,
3:00.0,E. Ilyasova makes 3-pt shot from 24 ft (assist by K. Middleton),3,99-98,,
2:32.0,,,99-98,,J. Jack misses 2-pt shot from 22 ft
2:30.0,Defensive rebound by G. Antetokounmpo,,99-98,,
2:24.0,Z. Pachulia misses 2-pt shot from 1 ft,,99-98,,
2:23.0,Offensive rebound by Z. Pachulia,,99-98,,
2:22.0,Z. Pachulia makes 2-pt shot from 1 ft,2,101-98,,
2:17.0,,,101-98,,Brooklyn full timeout
2:17.0,Milwaukee full timeout,,101-98,,
2:17.0,,,101-98,,B. Lopez enters the game for M. Plumlee
2:03.0,,,101-98,,T. Young misses 3-pt shot from 24 ft
2:02.0,Defensive rebound by E. Ilyasova,,101-98,,
1:54.0,G. Antetokounmpo misses 2-pt shot at rim,,101-98,,
1:53.0,Offensive rebound by Z. Pachulia,,101-98,,
1:30.0,Turnover by G. Antetokounmpo (lost ball),,101-98,,
1:19.0,,,101-101,3,J. Johnson makes 3-pt shot from 24 ft (assist by B. Lopez)
1:01.0,K. Middleton misses 2-pt shot from 12 ft,,101-101,,
1:00.0,,,101-101,,Defensive rebound by J. Jack
0:41.0,,,101-101,,B. Bogdanovic misses 3-pt shot from 23 ft
0:40.0,,,101-101,,Offensive rebound by J. Jack
0:22.0,,,101-101,,J. Jack misses 2-pt shot from 7 ft
0:21.0,Defensive rebound by G. Antetokounmpo,,101-101,,
0:04.0,,,101-101,,Personal foul by J. Johnson (drawn by G. Antetokounmpo)
0:04.0,Milwaukee full timeout,,101-101,,
0:04.0,J. Bayless enters the game for E. Ilyasova,,101-101,,
0:01.0,G. Antetokounmpo misses 2-pt shot from 8 ft,,101-101,,
0:00.0,Offensive rebound by Team,,101-101,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
5:00.0,Start of 1st overtime,,,,Start of 1st overtime
5:00.0,Jump ball: B. Lopez vs. Z. Pachulia (T. Young gains possession),,,,Jump ball: B. Lopez vs. Z. Pachulia (T. Young gains possession)
4:47.0,,,101-101,,T. Young misses 2-pt shot from 2 ft
4:46.0,Defensive rebound by Z. Pachulia,,101-101,,
4:31.0,K. Middleton makes 2-pt shot from 18 ft (assist by E. Ilyasova),2,103-101,,
4:10.0,,,103-103,2,J. Johnson makes 2-pt shot from 19 ft
3:43.0,M. Carter-Williams misses 3-pt shot from 24 ft,,103-103,,
3:42.0,Offensive rebound by Z. Pachulia,,103-103,,
3:39.0,Turnover by Z. Pachulia (bad pass; steal by T. Young),,103-103,,
3:22.0,,,103-103,,J. Johnson misses 2-pt shot from 18 ft
3:21.0,Defensive rebound by K. Middleton,,103-103,,
3:12.0,K. Middleton makes 2-pt shot from 12 ft (assist by Z. Pachulia),2,105-103,,
2:48.0,,,105-106,3,A. Anderson makes 3-pt shot from 22 ft (assist by J. Johnson)
2:35.0,K. Middleton misses 2-pt shot from 13 ft,,105-106,,
2:34.0,,,105-106,,Defensive rebound by J. Jack
2:11.0,,,105-106,,J. Johnson misses 2-pt shot from 3 ft
2:10.0,Defensive rebound by M. Carter-Williams,,105-106,,
1:51.0,Z. Pachulia misses 2-pt shot from 3 ft,,105-106,,
1:50.0,Offensive rebound by E. Ilyasova,,105-106,,
1:49.0,,,105-106,,Personal foul by A. Anderson (drawn by E. Ilyasova)
1:49.0,,,105-106,,B. Bogdanovic enters the game for A. Anderson
1:39.0,K. Middleton misses 2-pt shot from 7 ft,,105-106,,
1:38.0,Offensive rebound by Team,,105-106,,
1:36.0,E. Ilyasova misses 2-pt shot from 11 ft,,105-106,,
1:35.0,,,105-106,,Defensive rebound by B. Bogdanovic
1:14.0,,,105-106,,J. Jack misses 3-pt shot from 25 ft
1:13.0,Defensive rebound by M. Carter-Williams,,105-106,,
1:09.0,Shooting foul by J. Jack (drawn by G. Antetokounmpo),,105-106,,
1:09.0,G. Antetokounmpo makes free throw 1 of 2,1,106-106,,
1:09.0,G. Antetokounmpo makes free throw 2 of 2,1,107-106,,
0:55.0,,,107-106,,J. Johnson misses 2-pt shot from 10 ft
0:54.0,,,107-106,,Offensive rebound by B. Lopez
0:53.0,,,107-108,2,B. Lopez makes 2-pt shot from 2 ft
0:39.0,K. Middleton makes 2-pt shot from 16 ft,2,109-108,,
0:27.0,,,109-108,,T. Young misses 2-pt shot from 8 ft
0:26.0,,,109-108,,Offensive rebound by T. Young
0:20.0,,,109-111,3,B. Bogdanovic makes 3-pt shot from 23 ft (assist by J. Johnson)
0:20.0,Milwaukee full timeout,,109-111,,
0:16.0,G. Antetokounmpo makes 2-pt shot from 7 ft,2,111-111,,
0:16.0,,,111-111,,Brooklyn full timeout
0:01.0,,,111-111,,J. Johnson misses 2-pt shot from 14 ft
0:00.0,,,111-111,,Offensive rebound by Team
0:00.0,End of 1st overtime,,,,End of 1st overtime
5:00.0,Start of 2nd overtime,,,,Start of 2nd overtime
5:00.0,Jump ball: B. Lopez vs. Z. Pachulia (D. Williams gains possession),,,,Jump ball: B. Lopez vs. Z. Pachulia (D. Williams gains possession)
4:41.0,,,111-111,,D. Williams misses 3-pt shot from 25 ft
4:40.0,Defensive rebound by G. Antetokounmpo,,111-111,,
4:23.0,K. Middleton misses 2-pt shot from 18 ft,,111-111,,
4:22.0,,,111-111,,Defensive rebound by J. Johnson
4:03.0,,,111-111,,B. Lopez misses 2-pt shot from 22 ft
4:02.0,Defensive rebound by E. Ilyasova,,111-111,,
3:52.0,M. Carter-Williams misses 2-pt shot from 1 ft,,111-111,,
3:51.0,Offensive rebound by K. Middleton,,111-111,,
3:42.0,,,111-111,,Personal foul by D. Williams (drawn by K. Middleton)
3:33.0,Shooting foul by D. Williams (drawn by M. Carter-Williams),,111-111,,
3:33.0,M. Carter-Williams makes free throw 1 of 2,1,112-111,,
3:33.0,M. Carter-Williams misses free throw 2 of 2,,112-111,,
3:32.0,Offensive rebound by Z. Pachulia,,112-111,,
3:16.0,M. Carter-Williams misses 2-pt shot from 2 ft,,112-111,,
3:15.0,,,112-111,,Defensive rebound by B. Lopez
2:54.0,,,112-111,,Turnover by J. Johnson (bad pass; steal by G. Antetokounmpo)
2:38.0,,,112-111,,Personal foul by B. Lopez (drawn by G. Antetokounmpo)
2:38.0,,,112-111,,J. Jack enters the game for D. Williams
2:26.0,M. Carter-Williams misses 2-pt shot from 4 ft,,112-111,,
2:25.0,Offensive rebound by M. Carter-Williams,,112-111,,
2:08.0,G. Antetokounmpo misses 2-pt shot from 8 ft,,112-111,,
2:07.0,Offensive rebound by E. Ilyasova,,112-111,,
2:06.0,E. Ilyasova misses 2-pt shot at rim,,112-111,,
2:05.0,Offensive rebound by E. Ilyasova,,112-111,,
2:04.0,E. Ilyasova misses 2-pt shot at rim,,112-111,,
2:03.0,Offensive rebound by Z. Pachulia,,112-111,,
1:39.0,M. Carter-Williams misses 2-pt shot from 20 ft,,112-111,,
1:38.0,Offensive rebound by Z. Pachulia,,112-111,,
1:26.0,Shooting foul by J. Jack (drawn by G. Antetokounmpo),,112-111,,
1:26.0,G. Antetokounmpo makes free throw 1 of 2,1,113-111,,
1:26.0,G. Antetokounmpo misses free throw 2 of 2,,113-111,,
1:25.0,,,113-111,,Defensive rebound by B. Lopez
1:06.0,,,113-111,,Shooting foul by E. Ilyasova (drawn by T. Young)
1:06.0,,,113-112,1,T. Young makes free throw 1 of 2
1:06.0,,,113-113,1,T. Young makes free throw 2 of 2
0:52.0,M. Carter-Williams makes 2-pt shot from 3 ft,2,115-113,,
0:40.0,Personal foul by G. Antetokounmpo (drawn by J. Johnson),,115-113,,
0:40.0,,,115-113,,J. Johnson misses free throw 1 of 2
0:40.0,,,115-113,,Offensive rebound by Team
0:40.0,,,115-114,1,J. Johnson makes free throw 2 of 2
0:28.0,M. Carter-Williams makes 2-pt shot from 2 ft,2,117-114,,
0:21.0,,,117-114,,Brooklyn full timeout
0:18.0,,,117-117,3,J. Johnson makes 3-pt shot from 24 ft (assist by T. Young)
0:02.0,K. Middleton misses 2-pt shot from 14 ft,,117-117,,
0:01.0,,,117-117,,Defensive rebound by J. Jack
0:00.0,End of 2nd overtime,,,,End of 2nd overtime
5:00.0,Start of 3rd overtime,,,,Start of 3rd overtime
5:00.0,Jump ball: B. Lopez vs. Z. Pachulia (J. Jack gains possession),,,,Jump ball: B. Lopez vs. Z. Pachulia (J. Jack gains possession)
4:45.0,,,117-119,2,B. Lopez makes 2-pt shot at rim (assist by J. Johnson)
4:45.0,,,117-119,,Shooting foul by E. Ilyasova (drawn by B. Lopez)
4:45.0,J. Bayless enters the game for E. Ilyasova,,117-119,,
4:45.0,,,117-120,1,B. Lopez makes free throw 1 of 1
4:34.0,M. Carter-Williams misses 2-pt shot from 1 ft,,117-120,,
4:33.0,Offensive rebound by M. Carter-Williams,,117-120,,
4:32.0,M. Carter-Williams misses 2-pt shot at rim,,117-120,,
4:31.0,,,117-120,,Defensive rebound by Team
4:31.0,Loose ball foul by M. Carter-Williams (drawn by B. Lopez),,117-120,,
4:08.0,,,117-122,2,B. Lopez makes 2-pt shot from 5 ft (assist by T. Young)
3:50.0,K. Middleton misses 3-pt shot from 24 ft,,117-122,,
3:49.0,Offensive rebound by Z. Pachulia,,117-122,,
3:48.0,,,117-122,,Personal foul by B. Lopez (drawn by G. Antetokounmpo)
3:48.0,J. Henson enters the game for Z. Pachulia,,117-122,,
3:39.0,,,117-122,,Personal foul by T. Young (drawn by J. Henson)
3:33.0,M. Carter-Williams misses 2-pt shot from 1 ft (block by B. Lopez),,117-122,,
3:31.0,,,117-122,,Defensive rebound by T. Young
3:15.0,Personal foul by M. Carter-Williams (drawn by J. Jack),,117-122,,
3:02.0,,,117-122,,B. Bogdanovic misses 3-pt shot from 24 ft
3:01.0,Defensive rebound by G. Antetokounmpo,,117-122,,
2:46.0,K. Middleton misses 2-pt shot from 13 ft,,117-122,,
2:45.0,,,117-122,,Defensive rebound by B. Lopez
2:28.0,,,117-122,,T. Young misses 2-pt shot from 2 ft (block by G. Antetokounmpo)
2:27.0,Defensive rebound by G. Antetokounmpo,,117-122,,
2:24.0,G. Antetokounmpo makes 2-pt shot from 2 ft,2,119-122,,
2:24.0,Shooting foul by B. Bogdanovic (drawn by G. Antetokounmpo),,119-122,,
2:24.0,G. Antetokounmpo makes free throw 1 of 1,1,120-122,,
2:03.0,,,120-122,,J. Johnson misses 2-pt shot from 14 ft
2:02.0,Defensive rebound by M. Carter-Williams,,120-122,,
1:47.0,M. Carter-Williams misses 2-pt shot from 2 ft,,120-122,,
1:46.0,Offensive rebound by J. Henson,,120-122,,
1:45.0,J. Henson misses 2-pt shot at rim,,120-122,,
1:44.0,,,120-122,,Defensive rebound by T. Young
1:41.0,,,120-122,,Shooting foul by K. Middleton (drawn by T. Young)
1:41.0,,,120-122,,T. Young misses free throw 1 of 2
1:41.0,,,120-122,,Offensive rebound by Team
1:41.0,,,120-122,,T. Young misses free throw 2 of 2
1:40.0,Defensive rebound by J. Bayless,,120-122,,
1:18.0,M. Carter-Williams misses 2-pt shot from 17 ft,,120-122,,
1:17.0,,,120-122,,Defensive rebound by J. Johnson
1:07.0,,,120-122,,Brooklyn full timeout
0:56.0,,,120-122,,Shooting foul by G. Antetokounmpo (drawn by T. Young)
0:56.0,Z. Pachulia enters the game for G. Antetokounmpo,,120-122,,
0:56.0,,,120-123,1,T. Young makes free throw 1 of 2
0:56.0,,,120-124,1,T. Young makes free throw 2 of 2
0:56.0,Milwaukee full timeout,,120-124,,
0:46.0,K. Middleton makes 2-pt shot from 13 ft (assist by M. Carter-Williams),2,122-124,,
0:25.0,,,122-126,2,J. Johnson makes 2-pt shot from 17 ft
0:25.0,Milwaukee full timeout,,122-126,,
0:20.0,K. Middleton makes 3-pt shot from 25 ft (assist by J. Henson),3,125-126,,
0:19.0,Personal take foul by M. Carter-Williams (drawn by J. Jack),,125-126,,
0:19.0,,,125-127,1,J. Jack makes free throw 1 of 2
0:19.0,,,125-128,1,J. Jack makes free throw 2 of 2
0:19.0,Milwaukee full timeout,,125-128,,
0:19.0,,,125-128,,A. Anderson enters the game for B. Lopez
0:16.0,K. Middleton misses 3-pt shot from 25 ft,,125-128,,
0:15.0,Offensive rebound by K. Middleton,,125-128,,
0:09.0,K. Middleton misses 3-pt shot from 25 ft,,125-128,,
0:08.0,,,125-128,,Defensive rebound by J. Johnson
0:08.0,Personal take foul by J. Bayless (drawn by J. Johnson),,125-128,,
0:08.0,,,125-128,,J. Johnson misses free throw 1 of 2
0:08.0,,,125-128,,Offensive rebound by Team
0:08.0,,,125-129,1,J. Johnson makes free throw 2 of 2
0:03.0,K. Middleton makes 2-pt shot from 2 ft,2,127-129,,
0:00.0,End of 3rd overtime,,,,End of 3rd overtime
