time,New Orleans,pts.away,score,pts.home,Golden State
7:13.0,,,14-11,,H. Barnes misses 2-pt shot from 20 ft
7:11.0,Defensive rebound by J. Holiday,,14-11,,
7:04.0,T. Evans misses 2-pt shot from 2 ft,,14-11,,
7:03.0,,,14-11,,Defensive rebound by A. Bogut
6:57.0,,,14-11,,K. Thompson misses 2-pt shot from 1 ft
6:52.0,Defensive rebound by L. Babbitt,,14-11,,
6:35.0,A. Davis makes 2-pt shot from 1 ft (assist by J. Holiday),2,16-11,,
6:26.0,,,16-11,,K. Thompson misses 2-pt shot from 13 ft
6:25.0,Defensive rebound by O. Asik,,16-11,,
6:23.0,Turnover by T. Evans (lost ball),,16-11,,
6:08.0,,,16-11,,S. Curry misses 2-pt shot from 3 ft
6:07.0,Defensive rebound by O. Asik,,16-11,,
5:57.0,A. Davis makes 2-pt shot from 18 ft (assist by J. Holiday),2,18-11,,
5:46.0,,,18-11,,D. Green misses 3-pt shot from 22 ft
5:45.0,Defensive rebound by O. Asik,,18-11,,
5:21.0,J. Holiday misses 2-pt shot from 14 ft,,18-11,,
5:20.0,,,18-11,,Defensive rebound by D. Green
5:12.0,,,18-13,2,A. Bogut makes 2-pt shot from 5 ft (assist by K. Thompson)
4:56.0,T. Evans misses 2-pt shot from 17 ft,,18-13,,
4:55.0,,,18-13,,Defensive rebound by H. Barnes
4:49.0,,,18-16,3,K. Thompson makes 3-pt shot from 24 ft (assist by S. Curry)
4:48.0,New Orleans full timeout,,18-16,,
4:48.0,,,18-16,,A. Iguodala enters the game for H. Barnes
4:23.0,T. Evans misses 3-pt shot from 23 ft,,18-16,,
4:22.0,,,18-16,,Defensive rebound by S. Curry
4:09.0,R. Anderson enters the game for O. Asik,,18-16,,
4:09.0,J. Salmons enters the game for L. Babbitt,,18-16,,
4:06.0,,,18-16,,A. Iguodala misses 3-pt shot from 23 ft
4:05.0,Defensive rebound by T. Evans,,18-16,,
3:50.0,R. Anderson misses 3-pt shot from 27 ft,,18-16,,
3:49.0,,,18-16,,Defensive rebound by S. Curry
3:39.0,,,18-18,2,S. Curry makes 2-pt shot from 1 ft
3:25.0,Turnover by J. Holiday (bad pass; steal by A. Iguodala),,18-18,,
3:13.0,,,18-18,,K. Thompson misses 2-pt shot from 2 ft (block by A. Davis)
3:12.0,,,18-18,,Offensive rebound by K. Thompson
3:09.0,,,18-18,,D. Green misses 3-pt shot from 23 ft
3:08.0,Defensive rebound by T. Evans,,18-18,,
2:59.0,T. Evans misses 2-pt shot from 1 ft (block by A. Bogut),,18-18,,
2:57.0,,,18-18,,Defensive rebound by A. Iguodala
2:52.0,,,18-18,,K. Thompson misses 3-pt shot from 24 ft
2:51.0,Defensive rebound by A. Davis,,18-18,,
2:35.0,J. Holiday misses 2-pt shot from 1 ft,,18-18,,
2:34.0,Offensive rebound by A. Davis,,18-18,,
2:34.0,A. Davis makes 2-pt shot at rim,2,20-18,,
2:22.0,,,20-18,,S. Curry misses 2-pt shot from 10 ft
2:21.0,,,20-18,,Offensive rebound by D. Green
2:21.0,,,20-18,,D. Green misses 2-pt shot from 1 ft
2:20.0,,,20-18,,Offensive rebound by D. Green
2:20.0,,,20-20,2,D. Green makes 2-pt shot from 1 ft
2:05.0,J. Holiday misses 2-pt shot from 9 ft (block by S. Curry),,20-20,,
2:04.0,Offensive rebound by Team,,20-20,,
2:04.0,,,20-20,,L. Barbosa enters the game for K. Thompson
2:04.0,,,20-20,,M. Speights enters the game for A. Bogut
1:54.0,A. Davis makes 2-pt shot from 18 ft (assist by J. Holiday),2,22-20,,
1:35.0,,,22-20,,D. Green misses 2-pt shot from 18 ft
1:34.0,Defensive rebound by J. Salmons,,22-20,,
1:26.0,R. Anderson misses 3-pt shot from 29 ft,,22-20,,
1:25.0,,,22-20,,Defensive rebound by A. Iguodala
1:16.0,,,22-20,,Turnover by M. Speights (bad pass; steal by R. Anderson)
1:10.0,J. Holiday makes 2-pt shot from 1 ft,2,24-20,,
0:50.0,,,24-20,,L. Barbosa misses 2-pt shot from 2 ft
0:48.0,Defensive rebound by A. Davis,,24-20,,
0:42.0,T. Evans makes 2-pt shot from 3 ft,2,26-20,,
0:33.0,,,26-20,,M. Speights misses 2-pt shot from 18 ft
0:32.0,Defensive rebound by Team,,26-20,,
0:30.0,D. Cunningham enters the game for T. Evans,,26-20,,
0:30.0,A. Rivers enters the game for J. Holiday,,26-20,,
0:30.0,,,26-20,,H. Barnes enters the game for D. Green
0:30.0,,,26-20,,S. Livingston enters the game for S. Curry
0:14.0,,,26-20,,Violation by H. Barnes (def goaltending)
0:14.0,A. Rivers makes 2-pt shot from 6 ft,2,28-20,,
0:02.0,,,28-22,2,S. Livingston makes 2-pt shot from 13 ft
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:42.0,,,28-22,,M. Speights misses 2-pt shot from 15 ft
11:41.0,Defensive rebound by D. Cunningham,,28-22,,
11:20.0,O. Asik makes 2-pt shot from 3 ft (assist by A. Rivers),2,30-22,,
11:02.0,,,30-22,,A. Iguodala misses 2-pt shot from 20 ft
11:01.0,Defensive rebound by O. Asik,,30-22,,
10:50.0,R. Anderson misses 2-pt shot from 3 ft,,30-22,,
10:49.0,,,30-22,,Defensive rebound by Team
10:49.0,Loose ball foul by O. Asik (drawn by M. Speights),,30-22,,
10:26.0,,,30-24,2,L. Barbosa makes 2-pt shot from 18 ft
10:08.0,R. Anderson misses 3-pt shot from 28 ft,,30-24,,
10:07.0,Offensive rebound by D. Cunningham,,30-24,,
9:53.0,A. Rivers misses 2-pt shot from 19 ft,,30-24,,
9:52.0,,,30-24,,Defensive rebound by M. Speights
9:48.0,,,30-26,2,A. Iguodala makes 2-pt shot from 2 ft (assist by L. Barbosa)
9:27.0,D. Cunningham misses 2-pt shot from 18 ft,,30-26,,
9:26.0,,,30-26,,Defensive rebound by S. Livingston
9:20.0,,,30-28,2,M. Speights makes 2-pt shot from 2 ft (assist by S. Livingston)
9:03.0,Turnover by D. Cunningham (bad pass; steal by L. Barbosa),,30-28,,
9:00.0,,,30-30,2,L. Barbosa makes 2-pt shot from 1 ft
9:00.0,New Orleans full timeout,,30-30,,
8:47.0,J. Salmons misses 2-pt shot from 19 ft,,30-30,,
8:46.0,Offensive rebound by Team,,30-30,,
8:38.0,O. Asik misses 2-pt shot from 2 ft (block by M. Speights),,30-30,,
8:36.0,Offensive rebound by Team,,30-30,,
8:24.0,J. Salmons misses 3-pt shot from 25 ft,,30-30,,
8:23.0,Offensive rebound by O. Asik,,30-30,,
8:18.0,Turnover by O. Asik (bad pass; steal by M. Speights),,30-30,,
8:13.0,,,30-30,,Shooting foul by J. Salmons (drawn by M. Speights)
8:13.0,,,30-31,1,M. Speights makes free throw 1 of 2
8:13.0,T. Evans enters the game for D. Cunningham,,30-31,,
8:13.0,,,30-31,,K. Thompson enters the game for L. Barbosa
8:13.0,,,30-32,1,M. Speights makes free throw 2 of 2
7:52.0,Offensive foul by T. Evans,,30-32,,
7:52.0,Turnover by T. Evans (offensive foul),,30-32,,
7:31.0,,,30-34,2,M. Speights makes 2-pt shot from 18 ft (assist by S. Livingston)
7:04.0,R. Anderson makes 2-pt shot from 14 ft (assist by J. Salmons),2,32-34,,
6:52.0,,,32-36,2,S. Livingston makes 2-pt shot from 12 ft
6:32.0,O. Asik makes 2-pt shot from 2 ft (assist by A. Rivers),2,34-36,,
6:19.0,,,34-36,,M. Speights misses 2-pt shot from 19 ft
6:18.0,,,34-36,,Offensive rebound by H. Barnes
6:18.0,,,34-36,,Shooting foul by J. Salmons (drawn by H. Barnes)
6:18.0,,,34-37,1,H. Barnes makes free throw 1 of 2
6:18.0,,,34-37,,A. Bogut enters the game for M. Speights
6:18.0,A. Davis enters the game for O. Asik,,34-37,,
6:18.0,L. Babbitt enters the game for J. Salmons,,34-37,,
6:18.0,,,34-37,,H. Barnes misses free throw 2 of 2
6:16.0,Defensive rebound by L. Babbitt,,34-37,,
5:59.0,T. Evans misses 2-pt shot from 11 ft,,34-37,,
5:57.0,Offensive rebound by A. Davis,,34-37,,
5:57.0,A. Davis misses 2-pt shot at rim (block by A. Bogut),,34-37,,
5:55.0,,,34-37,,Defensive rebound by A. Bogut
5:52.0,,,34-40,3,K. Thompson makes 3-pt shot from 26 ft (assist by S. Livingston)
5:29.0,A. Rivers misses 2-pt shot from 5 ft,,34-40,,
5:27.0,,,34-40,,Defensive rebound by H. Barnes
5:18.0,,,34-40,,S. Livingston misses 2-pt shot from 2 ft
5:18.0,Defensive rebound by A. Davis,,34-40,,
5:03.0,R. Anderson misses 2-pt shot from 13 ft,,34-40,,
5:02.0,,,34-40,,Defensive rebound by A. Iguodala
4:44.0,,,34-40,,A. Bogut misses 2-pt shot from 2 ft (block by T. Evans)
4:43.0,Defensive rebound by A. Davis,,34-40,,
4:40.0,Offensive foul by T. Evans,,34-40,,
4:40.0,Turnover by T. Evans (offensive foul),,34-40,,
4:40.0,Official timeout,,34-40,,
4:40.0,,,34-40,,D. Green enters the game for S. Livingston
4:40.0,,,34-40,,S. Curry enters the game for A. Iguodala
4:40.0,J. Holiday enters the game for A. Rivers,,34-40,,
4:18.0,,,34-42,2,D. Green makes 2-pt shot from 12 ft (assist by S. Curry)
4:03.0,J. Holiday misses 2-pt shot from 8 ft,,34-42,,
4:02.0,Offensive rebound by J. Holiday,,34-42,,
3:59.0,A. Davis makes 2-pt shot from 8 ft (assist by R. Anderson),2,36-42,,
3:51.0,,,36-42,,Turnover by S. Curry (bad pass; steal by A. Davis)
3:44.0,J. Holiday misses 3-pt shot from 26 ft,,36-42,,
3:43.0,,,36-42,,Defensive rebound by D. Green
3:36.0,,,36-42,,S. Curry misses 2-pt shot from 12 ft
3:35.0,,,36-42,,Offensive rebound by H. Barnes
3:30.0,,,36-42,,D. Green misses 3-pt shot from 23 ft
3:28.0,Defensive rebound by A. Davis,,36-42,,
3:07.0,T. Evans misses 2-pt shot from 2 ft,,36-42,,
3:06.0,,,36-42,,Defensive rebound by A. Bogut
3:00.0,,,36-44,2,K. Thompson makes 2-pt shot from 7 ft
3:00.0,,,36-44,,Shooting foul by L. Babbitt (drawn by K. Thompson)
3:00.0,,,36-44,,K. Thompson misses free throw 1 of 1
2:59.0,Defensive rebound by A. Davis,,36-44,,
2:48.0,A. Davis makes 2-pt shot at rim (assist by J. Holiday),2,38-44,,
2:38.0,,,38-46,2,S. Curry makes 2-pt shot from 1 ft
2:28.0,Offensive foul by A. Davis,,38-46,,
2:28.0,Turnover by A. Davis (offensive foul),,38-46,,
2:28.0,O. Asik enters the game for R. Anderson,,38-46,,
2:28.0,,,38-46,,Golden State full timeout
2:15.0,,,38-46,,A. Bogut misses 2-pt shot from 1 ft
2:14.0,Defensive rebound by O. Asik,,38-46,,
1:54.0,A. Davis misses 2-pt shot from 2 ft,,38-46,,
1:53.0,,,38-46,,Defensive rebound by S. Curry
1:47.0,J. Salmons enters the game for T. Evans,,38-46,,
1:36.0,,,38-49,3,S. Curry makes 3-pt shot from 27 ft (assist by K. Thompson)
1:22.0,L. Babbitt misses 3-pt shot from 25 ft,,38-49,,
1:21.0,Offensive rebound by A. Davis,,38-49,,
1:21.0,A. Davis makes 2-pt shot at rim,2,40-49,,
1:10.0,,,40-49,,S. Curry misses 3-pt shot from 26 ft (block by A. Davis)
1:08.0,Defensive rebound by J. Salmons,,40-49,,
0:52.0,Turnover by A. Davis (lost ball; steal by S. Curry),,40-49,,
0:47.0,,,40-51,2,K. Thompson makes 2-pt shot at rim (assist by D. Green)
0:27.0,A. Davis misses 2-pt shot from 19 ft,,40-51,,
0:26.0,,,40-51,,Defensive rebound by H. Barnes
0:04.0,,,40-51,,D. Green misses 2-pt shot at rim (block by A. Davis)
0:03.0,,,40-51,,Offensive rebound by D. Green
0:02.0,,,40-53,2,D. Green makes 2-pt shot from 1 ft
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:47.0,,,40-56,3,D. Green makes 3-pt shot from 25 ft (assist by K. Thompson)
11:31.0,Turnover by O. Asik (lost ball),,40-56,,
11:15.0,,,40-56,,H. Barnes misses 2-pt shot from 8 ft
11:14.0,Defensive rebound by O. Asik,,40-56,,
11:09.0,T. Evans misses 2-pt shot from 1 ft (block by K. Thompson),,40-56,,
11:08.0,Offensive rebound by Team,,40-56,,
11:00.0,Shooting foul by D. Green (drawn by A. Davis),,40-56,,
11:00.0,A. Davis misses free throw 1 of 2,,40-56,,
11:00.0,Offensive rebound by Team,,40-56,,
11:00.0,A. Davis makes free throw 2 of 2,1,41-56,,
10:41.0,,,41-56,,K. Thompson misses 3-pt shot from 26 ft
10:40.0,,,41-56,,Offensive rebound by A. Bogut
10:40.0,,,41-56,,A. Bogut misses 2-pt shot at rim
10:38.0,,,41-56,,Offensive rebound by A. Bogut
10:31.0,,,41-56,,H. Barnes misses 2-pt shot from 21 ft
10:30.0,Defensive rebound by A. Davis,,41-56,,
10:22.0,Turnover by J. Holiday (bad pass; steal by S. Curry),,41-56,,
10:17.0,,,41-58,2,D. Green makes 2-pt shot from 1 ft (assist by S. Curry)
9:56.0,A. Davis makes 2-pt shot from 1 ft (assist by T. Evans),2,43-58,,
9:47.0,,,43-58,,S. Curry misses 3-pt shot from 28 ft
9:46.0,Defensive rebound by O. Asik,,43-58,,
9:37.0,T. Evans misses 2-pt shot from 3 ft,,43-58,,
9:35.0,,,43-58,,Defensive rebound by K. Thompson
9:28.0,,,43-58,,Turnover by K. Thompson (lost ball; steal by T. Evans)
9:11.0,A. Davis misses 2-pt shot from 7 ft,,43-58,,
9:10.0,,,43-58,,Defensive rebound by D. Green
9:03.0,,,43-61,3,K. Thompson makes 3-pt shot from 27 ft
8:41.0,L. Babbitt makes 3-pt shot from 28 ft (assist by T. Evans),3,46-61,,
8:24.0,,,46-63,2,A. Bogut makes 2-pt shot from 7 ft
8:13.0,O. Asik misses 2-pt shot from 2 ft (block by A. Bogut),,46-63,,
8:11.0,Offensive rebound by O. Asik,,46-63,,
8:04.0,Shooting foul by A. Bogut (drawn by T. Evans),,46-63,,
8:04.0,T. Evans makes free throw 1 of 2,1,47-63,,
8:04.0,R. Anderson enters the game for A. Davis,,47-63,,
8:04.0,T. Evans makes free throw 2 of 2,1,48-63,,
7:38.0,,,48-63,,A. Bogut misses 2-pt shot from 7 ft
7:33.0,,,48-63,,Offensive rebound by H. Barnes
7:33.0,,,48-65,2,H. Barnes makes 2-pt shot at rim
7:33.0,Turnover by T. Evans (lost ball; steal by K. Thompson),,48-65,,
7:33.0,Jump ball: T. Evans vs. K. Thompson (S. Curry gains possession),,,,Jump ball: T. Evans vs. K. Thompson (S. Curry gains possession)
7:20.0,,,48-65,,H. Barnes misses 2-pt shot from 1 ft
7:19.0,,,48-65,,Offensive rebound by H. Barnes
7:09.0,,,48-65,,S. Curry misses 2-pt shot from 2 ft
7:08.0,,,48-65,,Offensive rebound by A. Bogut
7:08.0,,,48-65,,A. Bogut misses 2-pt shot at rim
7:08.0,,,48-65,,Offensive rebound by Team
7:04.0,,,48-67,2,H. Barnes makes 2-pt shot at rim (assist by S. Curry)
7:04.0,New Orleans full timeout,,48-67,,
7:04.0,J. Salmons enters the game for L. Babbitt,,48-67,,
6:44.0,J. Holiday misses 2-pt shot from 17 ft,,48-67,,
6:43.0,Offensive rebound by O. Asik,,48-67,,
6:43.0,O. Asik misses 2-pt shot at rim,,48-67,,
6:42.0,,,48-67,,Defensive rebound by A. Bogut
6:26.0,,,48-70,3,K. Thompson makes 3-pt shot from 27 ft (assist by S. Curry)
6:01.0,,,48-70,,Violation by A. Bogut (def goaltending)
6:01.0,T. Evans makes 2-pt shot from 1 ft (assist by J. Salmons),2,50-70,,
5:37.0,,,50-70,,S. Curry misses 2-pt shot from 3 ft
5:36.0,Defensive rebound by O. Asik,,50-70,,
5:19.0,A. Davis enters the game for O. Asik,,50-70,,
5:19.0,,,50-70,,A. Iguodala enters the game for H. Barnes
5:16.0,R. Anderson misses 3-pt shot from 27 ft,,50-70,,
5:15.0,,,50-70,,Defensive rebound by K. Thompson
5:00.0,,,50-72,2,S. Curry makes 2-pt shot from 14 ft (assist by D. Green)
4:45.0,J. Salmons makes 3-pt shot from 26 ft (assist by A. Davis),3,53-72,,
4:36.0,,,53-72,,Turnover by D. Green (traveling)
4:36.0,,,53-72,,M. Speights enters the game for A. Bogut
4:36.0,A. Rivers enters the game for T. Evans,,53-72,,
4:09.0,J. Salmons makes 2-pt shot from 12 ft,2,55-72,,
3:54.0,,,55-72,,Turnover by S. Curry (bad pass; steal by A. Davis)
3:49.0,A. Rivers makes 2-pt shot at rim (assist by A. Davis),2,57-72,,
3:48.0,,,57-72,,Golden State full timeout
3:33.0,,,57-74,2,A. Iguodala makes 2-pt shot from 19 ft (assist by M. Speights)
3:18.0,J. Holiday misses 2-pt shot from 8 ft,,57-74,,
3:17.0,Offensive rebound by J. Holiday,,57-74,,
3:16.0,J. Holiday makes 2-pt shot from 2 ft,2,59-74,,
3:05.0,,,59-76,2,S. Curry makes 2-pt shot from 1 ft
2:52.0,A. Rivers makes 2-pt shot from 15 ft,2,61-76,,
2:46.0,Personal foul by A. Rivers (drawn by D. Green),,61-76,,
2:46.0,,,61-76,,L. Barbosa enters the game for K. Thompson
2:40.0,,,61-76,,Shooting foul by J. Holiday (drawn by A. Iguodala)
2:40.0,,,61-76,,A. Iguodala misses free throw 1 of 3
2:40.0,,,61-76,,Offensive rebound by Team
2:40.0,,,61-76,,A. Iguodala misses free throw 2 of 3
2:40.0,,,61-76,,Offensive rebound by Team
2:40.0,,,61-76,,A. Iguodala misses free throw 3 of 3
2:38.0,,,61-76,,Offensive rebound by D. Green
2:38.0,,,61-76,,D. Green misses 2-pt shot from 1 ft
2:36.0,,,61-76,,Offensive rebound by D. Green
2:32.0,,,61-76,,M. Speights misses 2-pt shot from 17 ft
2:31.0,Defensive rebound by Team,,61-76,,
2:14.0,J. Holiday misses 2-pt shot from 11 ft,,61-76,,
2:13.0,,,61-76,,Defensive rebound by D. Green
2:07.0,,,61-78,2,M. Speights makes 2-pt shot from 1 ft (assist by A. Iguodala)
2:00.0,Shooting foul by M. Speights (drawn by J. Holiday),,61-78,,
2:00.0,J. Holiday makes free throw 1 of 2,1,62-78,,
2:00.0,,,62-78,,S. Livingston enters the game for S. Curry
2:00.0,,,62-78,,H. Barnes enters the game for D. Green
2:00.0,J. Holiday makes free throw 2 of 2,1,63-78,,
1:53.0,,,63-78,,L. Barbosa misses 3-pt shot from 28 ft
1:52.0,Defensive rebound by A. Davis,,63-78,,
1:43.0,R. Anderson misses 3-pt shot from 26 ft,,63-78,,
1:41.0,,,63-78,,Defensive rebound by S. Livingston
1:34.0,,,63-80,2,M. Speights makes 2-pt shot at rim (assist by A. Iguodala)
1:14.0,A. Rivers misses 2-pt shot from 10 ft,,63-80,,
1:13.0,,,63-80,,Defensive rebound by M. Speights
1:10.0,D. Cunningham enters the game for J. Holiday,,63-80,,
1:01.0,,,63-80,,H. Barnes misses 3-pt shot from 27 ft
1:00.0,Defensive rebound by J. Salmons,,63-80,,
0:45.0,,,63-80,,Personal foul by L. Barbosa (drawn by A. Rivers)
0:45.0,A. Rivers misses free throw 1 of 2,,63-80,,
0:45.0,Offensive rebound by Team,,63-80,,
0:45.0,A. Rivers makes free throw 2 of 2,1,64-80,,
0:34.0,,,64-80,,S. Livingston misses 2-pt shot from 12 ft
0:33.0,Defensive rebound by A. Davis,,64-80,,
0:12.0,D. Cunningham makes 2-pt shot from 18 ft (assist by A. Rivers),2,66-80,,
0:04.0,,,66-80,,S. Livingston misses 2-pt shot from 16 ft
0:03.0,Defensive rebound by D. Cunningham,,66-80,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:44.0,Turnover by T. Evans (bad pass; steal by S. Livingston),,66-80,,
11:22.0,,,66-80,,M. Speights misses 2-pt shot from 16 ft
11:21.0,,,66-80,,Offensive rebound by S. Livingston
11:21.0,,,66-80,,S. Livingston misses 2-pt shot from 1 ft
11:20.0,,,66-80,,Offensive rebound by H. Barnes
11:20.0,,,66-80,,Shooting foul by A. Rivers (drawn by H. Barnes)
11:20.0,,,66-81,1,H. Barnes makes free throw 1 of 2
11:20.0,,,66-82,1,H. Barnes makes free throw 2 of 2
11:01.0,R. Anderson makes 2-pt shot from 20 ft (assist by T. Evans),2,68-82,,
10:42.0,,,68-82,,Turnover by H. Barnes (bad pass; steal by D. Cunningham)
10:37.0,T. Evans misses 2-pt shot from 2 ft,,68-82,,
10:36.0,Offensive rebound by Team,,68-82,,
10:28.0,A. Rivers misses 2-pt shot from 18 ft,,68-82,,
10:27.0,,,68-82,,Defensive rebound by M. Speights
10:18.0,,,68-84,2,H. Barnes makes 2-pt shot at rim (assist by S. Livingston)
9:54.0,A. Rivers misses 3-pt shot from 26 ft,,68-84,,
9:53.0,,,68-84,,Defensive rebound by A. Iguodala
9:42.0,,,68-86,2,M. Speights makes 2-pt shot at rim (assist by A. Iguodala)
9:24.0,Turnover by R. Anderson (lost ball; steal by A. Iguodala),,68-86,,
9:19.0,,,68-88,2,L. Barbosa makes 2-pt shot from 1 ft
9:19.0,New Orleans full timeout,,68-88,,
9:19.0,O. Asik enters the game for R. Anderson,,68-88,,
8:59.0,T. Evans misses 3-pt shot from 29 ft,,68-88,,
8:58.0,Offensive rebound by O. Asik,,68-88,,
8:54.0,O. Asik makes 2-pt shot from 2 ft,2,70-88,,
8:32.0,,,70-88,,M. Speights misses 2-pt shot from 18 ft
8:31.0,Defensive rebound by A. Davis,,70-88,,
8:16.0,D. Cunningham misses 2-pt shot from 17 ft,,70-88,,
8:15.0,,,70-88,,Defensive rebound by L. Barbosa
8:06.0,,,70-88,,L. Barbosa misses 2-pt shot from 11 ft
8:05.0,,,70-88,,Offensive rebound by M. Speights
8:05.0,,,70-88,,M. Speights misses 2-pt shot from 1 ft
8:04.0,,,70-88,,Offensive rebound by M. Speights
8:04.0,,,70-88,,M. Speights misses 2-pt shot from 1 ft
8:02.0,Defensive rebound by O. Asik,,70-88,,
7:44.0,D. Cunningham misses 2-pt shot from 19 ft,,70-88,,
7:43.0,,,70-88,,Defensive rebound by M. Speights
7:32.0,,,70-88,,M. Speights misses 2-pt shot from 2 ft
7:31.0,Defensive rebound by A. Davis,,70-88,,
7:28.0,T. Evans makes 2-pt shot from 1 ft,2,72-88,,
7:28.0,Shooting foul by A. Iguodala (drawn by T. Evans),,72-88,,
7:28.0,,,72-88,,A. Bogut enters the game for M. Speights
7:28.0,,,72-88,,K. Thompson enters the game for L. Barbosa
7:28.0,J. Holiday enters the game for D. Cunningham,,72-88,,
7:28.0,T. Evans misses free throw 1 of 1,,72-88,,
7:26.0,,,72-88,,Defensive rebound by H. Barnes
7:12.0,,,72-90,2,A. Iguodala makes 2-pt shot from 2 ft (assist by K. Thompson)
6:55.0,A. Davis makes 2-pt shot from 14 ft (assist by J. Holiday),2,74-90,,
6:31.0,,,74-90,,A. Iguodala misses 2-pt shot from 9 ft
6:30.0,Defensive rebound by T. Evans,,74-90,,
6:26.0,A. Davis makes 2-pt shot at rim (assist by T. Evans),2,76-90,,
6:17.0,,,76-90,,Golden State full timeout
6:17.0,,,76-90,,S. Curry enters the game for A. Iguodala
6:17.0,,,76-90,,D. Green enters the game for S. Livingston
6:07.0,Personal foul by A. Rivers (drawn by D. Green),,76-90,,
6:00.0,,,76-92,2,K. Thompson makes 2-pt shot from 18 ft (assist by S. Curry)
5:38.0,Turnover by T. Evans (dbl dribble),,76-92,,
5:23.0,,,76-95,3,S. Curry makes 3-pt shot from 23 ft (assist by K. Thompson)
5:13.0,Shooting foul by D. Green (drawn by A. Davis),,76-95,,
5:13.0,A. Davis makes 2-pt shot from 8 ft (assist by J. Holiday),2,78-95,,
5:13.0,A. Davis misses free throw 1 of 1,,78-95,,
5:12.0,,,78-95,,Defensive rebound by A. Bogut
4:59.0,,,78-95,,Turnover by D. Green (lost ball; steal by T. Evans)
4:49.0,J. Holiday misses 3-pt shot from 26 ft,,78-95,,
4:47.0,,,78-95,,Defensive rebound by D. Green
4:35.0,,,78-95,,S. Curry misses 3-pt shot from 27 ft
4:34.0,Defensive rebound by O. Asik,,78-95,,
4:28.0,Turnover by J. Holiday (bad pass; steal by S. Curry),,78-95,,
4:20.0,,,78-97,2,H. Barnes makes 2-pt shot from 1 ft (assist by S. Curry)
4:04.0,A. Davis makes 2-pt shot from 8 ft,2,80-97,,
3:57.0,,,80-97,,Shooting foul by J. Holiday (drawn by K. Thompson)
3:57.0,,,80-98,1,K. Thompson makes free throw 1 of 3
3:57.0,,,80-98,,K. Thompson misses free throw 2 of 3
3:57.0,,,80-98,,Offensive rebound by Team
3:57.0,,,80-99,1,K. Thompson makes free throw 3 of 3
3:42.0,T. Evans misses 2-pt shot from 18 ft,,80-99,,
3:41.0,,,80-99,,Defensive rebound by D. Green
3:26.0,Personal foul by A. Davis (drawn by S. Curry),,80-99,,
