time,Golden State,pts.away,score,pts.home,Cleveland
5:31.0,,,31-34,,M. Dellavedova misses 3-pt shot from 26 ft
5:31.0,,,31-34,,Offensive rebound by Team
5:31.0,Loose ball foul by A. Bogut (drawn by T. Thompson),,31-34,,
5:31.0,Official timeout,,31-34,,
5:31.0,D. Lee enters the game for A. Bogut,,31-34,,
5:31.0,,,31-34,,I. Shumpert enters the game for J. Smith
5:31.0,,,31-34,,T. Thompson misses free throw 1 of 2
5:31.0,,,31-34,,Offensive rebound by Team
5:31.0,,,31-35,1,T. Thompson makes free throw 2 of 2
5:21.0,D. Green misses 2-pt shot from 7 ft,,31-35,,
5:18.0,,,31-35,,Defensive rebound by L. James
5:01.0,,,31-35,,T. Mozgov misses 2-pt shot from 15 ft
4:58.0,Defensive rebound by K. Thompson,,31-35,,
4:50.0,A. Iguodala misses 3-pt shot from 25 ft,,31-35,,
4:49.0,,,31-35,,Defensive rebound by T. Mozgov
4:37.0,,,31-38,3,I. Shumpert makes 3-pt shot from 25 ft (assist by L. James)
4:21.0,D. Lee makes 2-pt shot at rim (assist by A. Iguodala),2,33-38,,
4:09.0,Violation by A. Iguodala (kicked ball),,33-38,,
4:01.0,,,33-38,,Turnover by M. Dellavedova (bad pass; steal by D. Lee)
3:52.0,Shooting foul by T. Mozgov (drawn by D. Green),,33-38,,
3:52.0,D. Green misses free throw 1 of 2,,33-38,,
3:52.0,Offensive rebound by Team,,33-38,,
3:52.0,,,33-38,,J. Smith enters the game for T. Mozgov
3:52.0,D. Green makes free throw 2 of 2,1,34-38,,
3:30.0,,,34-38,,Turnover by T. Thompson (offensive goaltending)
3:19.0,S. Curry misses 3-pt shot from 26 ft,,34-38,,
3:18.0,,,34-38,,Defensive rebound by I. Shumpert
2:55.0,,,34-38,,L. James misses 2-pt shot from 3 ft (block by A. Iguodala)
2:51.0,,,34-38,,Offensive rebound by L. James
2:51.0,,,34-40,2,L. James makes 2-pt shot from 1 ft
2:44.0,Shooting foul by J. Smith (drawn by A. Iguodala),,34-40,,
2:44.0,,,34-40,,Cleveland full timeout
2:44.0,F. Ezeli enters the game for D. Green,,34-40,,
2:44.0,H. Barnes enters the game for D. Lee,,34-40,,
2:44.0,A. Iguodala makes free throw 1 of 2,1,35-40,,
2:44.0,A. Iguodala misses free throw 2 of 2,,35-40,,
2:40.0,,,35-40,,Defensive rebound by I. Shumpert
2:21.0,,,35-40,,J. Smith misses 2-pt shot from 20 ft
2:20.0,Defensive rebound by A. Iguodala,,35-40,,
2:16.0,A. Iguodala makes 2-pt shot at rim,2,37-40,,
2:00.0,,,37-40,,Shooting foul by K. Thompson (drawn by M. Dellavedova)
2:00.0,,,37-41,1,M. Dellavedova makes free throw 1 of 2
2:00.0,,,37-41,,M. Dellavedova misses free throw 2 of 2
1:59.0,Defensive rebound by A. Iguodala,,37-41,,
1:41.0,F. Ezeli misses 2-pt shot from 8 ft,,37-41,,
1:41.0,,,37-41,,Defensive rebound by Team
1:20.0,,,37-41,,L. James misses 2-pt shot from 7 ft
1:19.0,Defensive rebound by A. Iguodala,,37-41,,
1:11.0,H. Barnes misses 2-pt shot from 20 ft,,37-41,,
1:10.0,,,37-41,,Defensive rebound by L. James
0:58.0,,,37-41,,I. Shumpert misses 3-pt shot from 22 ft
0:56.0,Defensive rebound by K. Thompson,,37-41,,
0:49.0,H. Barnes misses 2-pt shot from 7 ft,,37-41,,
0:48.0,Offensive rebound by F. Ezeli,,37-41,,
0:48.0,F. Ezeli misses 2-pt shot from 1 ft,,37-41,,
0:45.0,Offensive rebound by H. Barnes,,37-41,,
0:42.0,Turnover by H. Barnes (lost ball; steal by I. Shumpert),,37-41,,
0:26.0,,,37-41,,L. James misses 2-pt shot from 3 ft
0:25.0,Defensive rebound by A. Iguodala,,37-41,,
0:19.0,K. Thompson misses 3-pt shot from 24 ft,,37-41,,
0:17.0,Offensive rebound by S. Curry,,37-41,,
0:15.0,Turnover by S. Curry (bad pass),,37-41,,
0:15.0,,,37-41,,Cleveland full timeout
0:15.0,S. Livingston enters the game for K. Thompson,,37-41,,
0:15.0,,,37-41,,J. Jones enters the game for T. Thompson
0:01.0,,,37-44,3,J. Jones makes 3-pt shot from 24 ft (assist by L. James)
0:00.0,S. Livingston misses 3-pt shot from 73 ft,,37-44,,
0:00.0,Offensive rebound by Team,,37-44,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:47.0,A. Bogut misses 2-pt shot from 1 ft,,37-44,,
11:45.0,Offensive rebound by A. Bogut,,37-44,,
11:45.0,A. Bogut makes 2-pt shot at rim,2,39-44,,
11:24.0,,,39-46,2,L. James makes 2-pt shot from 1 ft (assist by T. Thompson)
11:14.0,S. Curry misses 2-pt shot from 9 ft,,39-46,,
11:13.0,,,39-46,,Defensive rebound by T. Mozgov
11:01.0,,,39-46,,Turnover by T. Mozgov (lost ball; steal by D. Green)
10:49.0,A. Bogut makes 2-pt shot from 7 ft (assist by S. Curry),2,41-46,,
10:33.0,,,41-49,3,M. Dellavedova makes 3-pt shot from 27 ft (assist by L. James)
10:15.0,K. Thompson misses 3-pt shot from 26 ft,,41-49,,
10:14.0,,,41-49,,Defensive rebound by T. Mozgov
10:00.0,,,41-51,2,M. Dellavedova makes 2-pt shot from 11 ft
10:00.0,Golden State full timeout,,41-51,,
9:36.0,K. Thompson makes 2-pt shot at rim,2,43-51,,
9:11.0,Personal foul by D. Green (drawn by L. James),,43-51,,
8:58.0,,,43-51,,L. James misses 3-pt shot from 24 ft
8:57.0,Defensive rebound by Team,,43-51,,
8:41.0,Offensive foul by D. Green,,43-51,,
8:41.0,Turnover by D. Green (offensive foul),,43-51,,
8:23.0,,,43-53,2,L. James makes 2-pt shot from 15 ft (assist by M. Dellavedova)
8:06.0,Turnover by K. Thompson (lost ball; steal by I. Shumpert),,43-53,,
7:42.0,,,43-53,,L. James misses 2-pt shot from 16 ft
7:41.0,Defensive rebound by A. Bogut,,43-53,,
7:31.0,D. Green misses 2-pt shot from 14 ft (block by T. Mozgov),,43-53,,
7:29.0,Offensive rebound by D. Green,,43-53,,
7:24.0,K. Thompson makes 3-pt shot from 24 ft (assist by D. Green),3,46-53,,
7:06.0,,,46-53,,M. Dellavedova misses 3-pt shot from 26 ft
7:06.0,Defensive rebound by D. Green,,46-53,,
7:00.0,H. Barnes misses 3-pt shot from 26 ft,,46-53,,
6:57.0,,,46-53,,Defensive rebound by T. Thompson
6:36.0,,,46-56,3,M. Dellavedova makes 3-pt shot from 26 ft (assist by L. James)
6:22.0,S. Curry makes 2-pt shot from 18 ft (assist by D. Green),2,48-56,,
5:58.0,,,48-56,,T. Thompson misses 2-pt shot from 10 ft
5:57.0,Defensive rebound by A. Bogut,,48-56,,
5:51.0,Turnover by S. Curry (lost ball; steal by I. Shumpert),,48-56,,
5:44.0,,,48-59,3,L. James makes 3-pt shot from 25 ft (assist by M. Dellavedova)
5:29.0,D. Green misses 2-pt shot from 7 ft (block by T. Mozgov),,48-59,,
5:29.0,,,48-59,,Defensive rebound by T. Thompson
5:29.0,Personal foul by A. Bogut (drawn by M. Dellavedova),,48-59,,
5:29.0,,,48-59,,J. Smith enters the game for I. Shumpert
5:29.0,A. Iguodala enters the game for D. Green,,48-59,,
5:07.0,,,48-61,2,L. James makes 2-pt shot from 7 ft
4:49.0,H. Barnes misses 2-pt shot from 19 ft,,48-61,,
4:47.0,,,48-61,,Defensive rebound by L. James
4:41.0,,,48-61,,Cleveland full timeout
4:41.0,S. Livingston enters the game for H. Barnes,,48-61,,
4:41.0,F. Ezeli enters the game for A. Bogut,,48-61,,
4:31.0,,,48-61,,L. James misses 3-pt shot from 25 ft
4:29.0,Defensive rebound by F. Ezeli,,48-61,,
4:11.0,F. Ezeli misses 2-pt shot from 6 ft (block by T. Mozgov),,48-61,,
4:09.0,Offensive rebound by S. Livingston,,48-61,,
4:07.0,S. Livingston misses 2-pt shot from 3 ft,,48-61,,
4:06.0,,,48-61,,Defensive rebound by T. Thompson
3:50.0,,,48-61,,T. Mozgov misses 2-pt shot from 4 ft (block by F. Ezeli)
3:49.0,,,48-61,,Offensive rebound by M. Dellavedova
3:48.0,,,48-63,2,M. Dellavedova makes 2-pt shot from 8 ft
3:35.0,S. Curry misses 2-pt shot from 8 ft,,48-63,,
3:33.0,,,48-63,,Defensive rebound by M. Dellavedova
3:27.0,,,48-66,3,J. Smith makes 3-pt shot from 23 ft (assist by L. James)
3:13.0,K. Thompson misses 2-pt shot from 5 ft (block by L. James),,48-66,,
3:10.0,,,48-66,,Defensive rebound by T. Mozgov
2:52.0,,,48-68,2,T. Mozgov makes 2-pt shot at rim (assist by L. James)
2:40.0,S. Curry makes 3-pt shot from 28 ft,3,51-68,,
2:22.0,,,51-68,,Turnover by M. Dellavedova (lost ball; steal by S. Curry)
2:17.0,L. Barbosa enters the game for K. Thompson,,51-68,,
2:17.0,,,51-68,,J. Jones enters the game for M. Dellavedova
2:17.0,,,51-68,,I. Shumpert enters the game for T. Mozgov
2:07.0,Turnover by F. Ezeli (lost ball; steal by L. James),,51-68,,
2:02.0,Personal foul by S. Livingston (drawn by L. James),,51-68,,
1:53.0,Personal foul by L. Barbosa (drawn by J. Smith),,51-68,,
1:41.0,,,51-70,2,L. James makes 2-pt shot from 6 ft
1:29.0,S. Curry makes 2-pt shot from 9 ft,2,53-70,,
1:17.0,,,53-70,,Offensive charge foul by I. Shumpert
1:17.0,,,53-70,,Turnover by I. Shumpert (offensive foul)
1:06.0,L. Barbosa makes 2-pt shot from 20 ft (assist by S. Curry),2,55-70,,
0:42.0,,,55-70,,Shooting foul by S. Livingston (drawn by L. James)
0:42.0,,,55-71,1,L. James makes free throw 1 of 2
0:42.0,,,55-72,1,L. James makes free throw 2 of 2
0:33.0,L. Barbosa misses 2-pt shot from 20 ft,,55-72,,
0:30.0,Offensive rebound by F. Ezeli,,55-72,,
0:28.0,F. Ezeli misses 2-pt shot at rim (block by L. James),,55-72,,
0:26.0,,,55-72,,Defensive rebound by T. Thompson
0:06.0,,,55-72,,L. James misses 3-pt shot from 26 ft
0:05.0,Defensive rebound by F. Ezeli,,55-72,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:37.0,,,55-72,,M. Dellavedova misses 2-pt shot from 13 ft (block by L. Barbosa)
11:35.0,Defensive rebound by L. Barbosa,,55-72,,
11:31.0,L. Barbosa misses 2-pt shot from 1 ft (block by J. Smith),,55-72,,
11:28.0,Offensive rebound by A. Iguodala,,55-72,,
11:27.0,A. Iguodala makes 2-pt shot at rim,2,57-72,,
11:06.0,,,57-72,,M. Dellavedova misses 2-pt shot from 20 ft
11:06.0,Defensive rebound by Team,,57-72,,
10:57.0,,,57-72,,Personal foul by M. Dellavedova (drawn by D. Lee)
10:57.0,,,57-72,,L. James enters the game for M. Dellavedova
10:43.0,K. Thompson makes 3-pt shot from 27 ft,3,60-72,,
10:23.0,,,60-72,,Turnover by L. James (bad pass; steal by L. Barbosa)
10:18.0,K. Thompson misses 3-pt shot from 25 ft,,60-72,,
10:17.0,,,60-72,,Defensive rebound by L. James
10:05.0,,,60-72,,Turnover by L. James (bad pass)
9:52.0,A. Iguodala makes 3-pt shot from 23 ft (assist by D. Lee),3,63-72,,
9:52.0,,,63-72,,Cleveland full timeout
9:40.0,,,63-74,2,T. Mozgov makes 2-pt shot from 1 ft (assist by L. James)
9:29.0,D. Lee makes 2-pt shot at rim (assist by S. Curry),2,65-74,,
9:29.0,,,65-74,,Shooting block foul by L. James (drawn by D. Lee)
9:29.0,,,65-74,,Violation by T. Mozgov (def goaltending)
9:29.0,D. Lee makes free throw 1 of 1,1,66-74,,
9:19.0,,,66-74,,Offensive foul by T. Mozgov
9:19.0,,,66-74,,Turnover by T. Mozgov (offensive foul)
9:19.0,,,66-74,,T. Thompson enters the game for T. Mozgov
9:10.0,,,66-74,,Personal foul by I. Shumpert (drawn by S. Curry)
9:10.0,,,66-74,,M. Dellavedova enters the game for J. Jones
9:00.0,L. Barbosa makes 2-pt shot from 8 ft (assist by D. Lee),2,68-74,,
8:47.0,Shooting block foul by D. Lee (drawn by L. James),,68-74,,
8:47.0,,,68-74,,L. James misses free throw 1 of 2
8:47.0,,,68-74,,Offensive rebound by Team
8:47.0,,,68-75,1,L. James makes free throw 2 of 2
8:26.0,L. Barbosa misses 2-pt shot from 11 ft,,68-75,,
8:25.0,Offensive rebound by D. Lee,,68-75,,
8:25.0,D. Lee makes 2-pt shot at rim,2,70-75,,
7:52.0,,,70-75,,J. Smith misses 3-pt shot from 27 ft
7:52.0,,,70-75,,Offensive rebound by Team
7:52.0,Loose ball foul by D. Lee (drawn by T. Thompson),,70-75,,
7:37.0,,,70-75,,L. James misses 2-pt shot from 7 ft
7:35.0,,,70-75,,Offensive rebound by T. Thompson
7:35.0,,,70-77,2,T. Thompson makes 2-pt shot at rim
7:24.0,S. Curry makes 3-pt shot from 25 ft,3,73-77,,
7:10.0,,,73-79,2,L. James makes 2-pt shot from 1 ft
6:54.0,L. Barbosa misses 2-pt shot from 7 ft,,73-79,,
6:54.0,,,73-79,,Defensive rebound by M. Dellavedova
6:30.0,,,73-79,,L. James misses 3-pt shot from 25 ft
6:30.0,,,73-79,,Offensive rebound by Team
6:30.0,,,73-79,,Turnover by Team (shot clock)
6:30.0,Golden State full timeout,,73-79,,
6:18.0,Shooting foul by I. Shumpert (drawn by D. Lee),,73-79,,
6:18.0,D. Lee makes free throw 1 of 2,1,74-79,,
6:18.0,D. Green enters the game for L. Barbosa,,74-79,,
6:18.0,D. Lee misses free throw 2 of 2,,74-79,,
6:17.0,,,74-79,,Defensive rebound by J. Smith
5:53.0,,,74-79,,L. James misses 2-pt shot from 12 ft
5:52.0,Defensive rebound by D. Lee,,74-79,,
5:40.0,S. Curry makes 2-pt shot from 1 ft,2,76-79,,
5:18.0,Shooting block foul by D. Lee (drawn by I. Shumpert),,76-79,,
5:18.0,,,76-79,,I. Shumpert misses free throw 1 of 2
5:18.0,,,76-79,,Offensive rebound by Team
5:18.0,F. Ezeli enters the game for D. Lee,,76-79,,
5:18.0,,,76-79,,I. Shumpert misses free throw 2 of 2
5:17.0,Defensive rebound by D. Green,,76-79,,
4:58.0,S. Curry misses 3-pt shot from 25 ft,,76-79,,
4:57.0,,,76-79,,Defensive rebound by T. Thompson
4:33.0,,,76-79,,J. Smith misses 3-pt shot from 25 ft
4:32.0,Defensive rebound by K. Thompson,,76-79,,
4:24.0,K. Thompson misses 2-pt shot from 5 ft,,76-79,,
4:20.0,,,76-79,,Defensive rebound by L. James
4:10.0,,,76-81,2,L. James makes 2-pt shot at rim (assist by M. Dellavedova)
3:56.0,A. Iguodala misses 3-pt shot from 23 ft,,76-81,,
3:55.0,,,76-81,,Defensive rebound by J. Smith
3:51.0,,,76-81,,Cleveland full timeout
3:51.0,,,76-81,,T. Mozgov enters the game for I. Shumpert
3:51.0,D. Lee enters the game for F. Ezeli,,76-81,,
3:31.0,,,76-81,,L. James misses 2-pt shot from 14 ft
3:29.0,Defensive rebound by S. Curry,,76-81,,
3:17.0,,,76-81,,Personal foul by M. Dellavedova (drawn by D. Lee)
3:17.0,D. Lee makes free throw 1 of 2,1,77-81,,
3:17.0,D. Lee misses free throw 2 of 2,,77-81,,
3:14.0,,,77-81,,Defensive rebound by J. Smith
2:57.0,,,77-81,,J. Smith misses 2-pt shot from 22 ft (block by K. Thompson)
2:55.0,Defensive rebound by D. Lee,,77-81,,
2:45.0,S. Curry makes 3-pt shot from 25 ft (assist by D. Green),3,80-81,,
2:27.0,,,80-83,2,M. Dellavedova makes 2-pt shot from 12 ft
2:27.0,,,80-83,,Shooting foul by S. Curry (drawn by M. Dellavedova)
2:27.0,,,80-83,,I. Shumpert enters the game for J. Smith
2:27.0,,,80-84,1,M. Dellavedova makes free throw 1 of 1
2:14.0,D. Green misses 2-pt shot from 9 ft,,80-84,,
2:11.0,Offensive rebound by D. Green,,80-84,,
2:04.0,Turnover by S. Curry (bad pass),,80-84,,
1:44.0,,,80-87,3,L. James makes 3-pt shot from 26 ft
1:40.0,Golden State full timeout,,80-87,,
1:31.0,D. Green misses 3-pt shot from 26 ft,,80-87,,
1:31.0,,,80-87,,Defensive rebound by Team
1:31.0,Loose ball foul by D. Lee (drawn by T. Thompson),,80-87,,
1:31.0,,,80-87,,T. Thompson misses free throw 1 of 2
1:31.0,,,80-87,,Offensive rebound by Team
1:31.0,,,80-88,1,T. Thompson makes free throw 2 of 2
1:24.0,S. Curry makes 3-pt shot from 29 ft,3,83-88,,
1:00.0,,,83-88,,L. James misses 2-pt shot from 14 ft
1:00.0,Defensive rebound by S. Curry,,83-88,,
0:54.0,Turnover by S. Curry (lost ball; steal by L. James),,83-88,,
0:52.0,Personal foul by D. Lee (drawn by M. Dellavedova),,83-88,,
0:52.0,,,83-89,1,M. Dellavedova makes free throw 1 of 2
0:52.0,,,83-90,1,M. Dellavedova makes free throw 2 of 2
0:52.0,Golden State full timeout,,83-90,,
0:51.0,Turnover by S. Curry (bad pass; steal by L. James),,83-90,,
0:51.0,Personal foul by K. Thompson (drawn by L. James),,83-90,,
0:51.0,,,83-91,1,L. James makes free throw 1 of 2
0:51.0,,,83-92,1,L. James makes free throw 2 of 2
