time,Philadelphia,pts.away,score,pts.home,Chicago
8:30.0,Shooting foul by N. Mirotic (drawn by J. Grant),,87-96,,
8:30.0,J. Grant makes free throw 1 of 2,1,88-96,,
8:30.0,J. Grant makes free throw 2 of 2,1,89-96,,
8:19.0,,,89-96,,T. Snell misses 3-pt shot from 24 ft
8:18.0,Defensive rebound by R. Covington,,89-96,,
8:08.0,J. Grant makes 2-pt shot from 2 ft (assist by R. Covington),2,91-96,,
7:55.0,,,91-96,,A. Brooks misses 3-pt shot from 24 ft
7:54.0,Defensive rebound by R. Covington,,91-96,,
7:33.0,G. Robinson makes 2-pt shot from 14 ft (assist by J. Grant),2,93-96,,
7:14.0,,,93-98,2,A. Brooks makes 2-pt shot from 8 ft
6:57.0,R. Covington makes 2-pt shot from 1 ft,2,95-98,,
6:43.0,J. Sampson enters the game for J. Grant,,95-98,,
6:43.0,,,95-98,,D. Rose enters the game for M. Dunleavy
6:43.0,,,95-98,,J. Butler enters the game for A. Brooks
6:35.0,,,95-98,,N. Mirotic misses 3-pt shot from 24 ft
6:34.0,Defensive rebound by H. Sims,,95-98,,
6:21.0,H. Sims misses 2-pt shot from 2 ft,,95-98,,
6:20.0,,,95-98,,Defensive rebound by J. Noah
5:59.0,,,95-100,2,N. Mirotic makes 2-pt shot from 7 ft
5:47.0,R. Covington misses 3-pt shot from 25 ft,,95-100,,
5:46.0,,,95-100,,Defensive rebound by J. Butler
5:35.0,,,95-103,3,N. Mirotic makes 3-pt shot from 24 ft (assist by D. Rose)
5:33.0,Philadelphia full timeout,,95-103,,
5:33.0,J. Richardson enters the game for G. Robinson,,95-103,,
5:21.0,H. Thompson makes 3-pt shot from 25 ft (assist by J. Richardson),3,98-103,,
5:03.0,,,98-103,,N. Mirotic misses 2-pt shot from 1 ft
5:00.0,Jump ball: J. Noah vs. H. Sims (D. Rose gains possession),,,,Jump ball: J. Noah vs. H. Sims (D. Rose gains possession)
5:00.0,,,98-103,,Offensive rebound by Team
4:52.0,,,98-103,,D. Rose misses 3-pt shot from 24 ft
4:51.0,Defensive rebound by R. Covington,,98-103,,
4:44.0,J. Richardson makes 3-pt shot from 24 ft (assist by R. Covington),3,101-103,,
4:44.0,,,101-103,,Chicago full timeout
4:44.0,,,101-103,,T. Gibson enters the game for J. Noah
4:44.0,,,101-103,,P. Gasol enters the game for N. Mirotic
4:44.0,J. Grant enters the game for H. Sims,,101-103,,
4:35.0,,,101-105,2,D. Rose makes 2-pt shot from 1 ft
4:35.0,,,101-105,,Shooting foul by J. Richardson (drawn by D. Rose)
4:35.0,,,101-105,,D. Rose misses free throw 1 of 1
4:32.0,,,101-105,,Offensive rebound by T. Gibson
4:32.0,,,101-105,,Turnover by T. Gibson (lost ball)
4:21.0,J. Sampson makes 2-pt shot from 2 ft,2,103-105,,
4:01.0,,,103-105,,J. Butler misses 2-pt shot from 3 ft
3:59.0,,,103-105,,Offensive rebound by J. Butler
3:52.0,,,103-107,2,D. Rose makes 2-pt shot from 1 ft
3:32.0,J. Sampson misses 3-pt shot from 23 ft,,103-107,,
3:31.0,,,103-107,,Defensive rebound by T. Snell
3:09.0,,,103-107,,J. Butler misses 2-pt shot from 15 ft
3:07.0,Defensive rebound by J. Richardson,,103-107,,
2:58.0,J. Grant misses 3-pt shot from 25 ft,,103-107,,
2:57.0,,,103-107,,Defensive rebound by T. Snell
2:47.0,,,103-107,,D. Rose misses 3-pt shot from 25 ft
2:46.0,Defensive rebound by J. Grant,,103-107,,
2:39.0,R. Covington misses 2-pt shot from 2 ft (block by P. Gasol),,103-107,,
2:39.0,,,103-107,,Defensive rebound by Team
2:39.0,G. Robinson enters the game for J. Richardson,,103-107,,
2:23.0,,,103-107,,D. Rose misses 2-pt shot from 11 ft
2:22.0,Defensive rebound by J. Sampson,,103-107,,
2:18.0,Turnover by J. Sampson (lost ball; steal by D. Rose),,103-107,,
1:57.0,Personal foul by J. Grant (drawn by T. Gibson),,103-107,,
1:57.0,F. Aldemir enters the game for R. Covington,,103-107,,
1:56.0,,,103-107,,Turnover by T. Snell (lost ball)
1:56.0,,,103-107,,J. Noah enters the game for P. Gasol
1:41.0,H. Thompson misses 2-pt shot from 20 ft,,103-107,,
1:39.0,,,103-107,,Defensive rebound by T. Snell
1:25.0,,,103-107,,Shooting foul by J. Sampson (drawn by J. Butler)
1:25.0,,,103-107,,J. Butler misses free throw 1 of 2
1:25.0,,,103-107,,Offensive rebound by Team
1:25.0,,,103-108,1,J. Butler makes free throw 2 of 2
1:16.0,Shooting foul by J. Butler (drawn by J. Sampson),,103-108,,
1:16.0,J. Sampson makes free throw 1 of 2,1,104-108,,
1:16.0,,,104-108,,P. Gasol enters the game for J. Noah
1:16.0,J. Sampson makes free throw 2 of 2,1,105-108,,
1:00.0,,,105-110,2,D. Rose makes 2-pt shot from 5 ft
1:00.0,Philadelphia full timeout,,105-110,,
1:00.0,,,105-110,,J. Noah enters the game for P. Gasol
0:43.0,Shooting foul by T. Snell (drawn by G. Robinson),,105-110,,
0:43.0,G. Robinson misses free throw 1 of 2,,105-110,,
0:43.0,Offensive rebound by Team,,105-110,,
0:43.0,,,105-110,,P. Gasol enters the game for J. Noah
0:43.0,G. Robinson makes free throw 2 of 2,1,106-110,,
0:29.0,,,106-112,2,T. Gibson makes 2-pt shot from 1 ft (assist by D. Rose)
0:23.0,Shooting foul by P. Gasol (drawn by J. Grant),,106-112,,
0:23.0,J. Grant misses free throw 1 of 2,,106-112,,
0:23.0,Offensive rebound by Team,,106-112,,
0:23.0,J. Grant makes free throw 2 of 2,1,107-112,,
0:17.0,,,107-114,2,T. Gibson makes 2-pt shot at rim (assist by T. Snell)
0:09.0,G. Robinson misses 3-pt shot from 24 ft,,107-114,,
0:08.0,Offensive rebound by J. Sampson,,107-114,,
0:01.0,H. Thompson misses 2-pt shot from 13 ft,,107-114,,
0:00.0,,,107-114,,Defensive rebound by D. Rose
0:00.0,End of 4th quarter,,,,End of 4th quarter
