time,Houston,pts.away,score,pts.home,Oklahoma City
2:04.0,,,23-12,,E. Kanter misses 2-pt shot from 5 ft
2:03.0,Defensive rebound by J. Dorsey,,23-12,,
1:56.0,Offensive foul by J. Harden,,23-12,,
1:56.0,Turnover by J. Harden (offensive foul),,23-12,,
1:45.0,,,23-12,,R. Westbrook misses 2-pt shot from 1 ft
1:44.0,,,23-12,,Offensive rebound by E. Kanter
1:44.0,,,23-12,,E. Kanter misses 2-pt shot from 3 ft
1:42.0,Defensive rebound by J. Smith,,23-12,,
1:36.0,J. Smith misses 2-pt shot from 4 ft,,23-12,,
1:35.0,,,23-12,,Defensive rebound by R. Westbrook
1:35.0,Personal foul by C. Brewer (drawn by R. Westbrook),,23-12,,
1:35.0,,,23-13,1,R. Westbrook makes free throw 1 of 2
1:35.0,,,23-13,,M. McGary enters the game for E. Kanter
1:35.0,,,23-14,1,R. Westbrook makes free throw 2 of 2
1:16.0,P. Prigioni misses 3-pt shot from 23 ft,,23-14,,
1:15.0,,,23-14,,Defensive rebound by M. McGary
1:09.0,,,23-17,3,K. Singler makes 3-pt shot from 22 ft (assist by R. Westbrook)
0:55.0,J. Smith misses 3-pt shot from 24 ft,,23-17,,
0:54.0,Offensive rebound by J. Dorsey,,23-17,,
0:44.0,,,23-17,,Personal block foul by M. McGary (drawn by J. Harden)
0:44.0,J. Harden makes free throw 1 of 2,1,24-17,,
0:44.0,J. Harden makes free throw 2 of 2,1,25-17,,
0:32.0,,,25-17,,R. Westbrook misses 3-pt shot from 24 ft
0:31.0,,,25-17,,Offensive rebound by Team
0:31.0,,,25-17,,Technical foul by R. Westbrook
0:31.0,Technical foul by J. Dorsey,,25-17,,
0:31.0,,,25-17,,D. Augustin misses 3-pt shot from 25 ft
0:08.0,,,25-17,,Offensive rebound by K. Singler
0:04.0,,,25-17,,Turnover by K. Singler (lost ball; steal by P. Prigioni)
0:01.0,,,25-17,,Violation by M. McGary (def goaltending)
0:01.0,C. Brewer makes 2-pt shot at rim (assist by J. Smith),2,27-17,,
0:01.0,,,27-17,,Turnover by K. Singler (bad pass; steal by J. Harden)
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:43.0,D. Howard makes 2-pt shot from 6 ft,2,29-17,,
11:27.0,,,29-19,2,D. Waiters makes 2-pt shot from 1 ft (assist by A. Morrow)
11:18.0,C. Brewer misses 2-pt shot from 6 ft,,29-19,,
11:17.0,,,29-19,,Defensive rebound by D. Waiters
11:11.0,,,29-21,2,D. Waiters makes 2-pt shot from 1 ft
10:57.0,Turnover by J. Smith (bad pass; steal by A. Morrow),,29-21,,
10:42.0,,,29-21,,K. Singler misses 3-pt shot from 23 ft
10:40.0,Defensive rebound by D. Howard,,29-21,,
10:31.0,T. Ariza misses 3-pt shot from 22 ft,,29-21,,
10:31.0,,,29-21,,Defensive rebound by A. Morrow
10:16.0,,,29-21,,Turnover by D. Waiters (bad pass)
10:02.0,T. Ariza misses 3-pt shot from 24 ft,,29-21,,
10:01.0,,,29-21,,Defensive rebound by M. McGary
9:54.0,,,29-21,,Turnover by D. Augustin (lost ball; steal by J. Smith)
9:49.0,T. Ariza makes 2-pt shot at rim (assist by J. Smith),2,31-21,,
9:31.0,,,31-21,,D. Waiters misses 2-pt shot from 6 ft
9:30.0,,,31-21,,Offensive rebound by M. McGary
9:23.0,,,31-23,2,D. Waiters makes 2-pt shot from 13 ft
9:09.0,D. Howard makes 2-pt shot from 7 ft,2,33-23,,
8:53.0,Violation by P. Prigioni (kicked ball),,33-23,,
8:53.0,Official timeout,,33-23,,
8:43.0,,,33-25,2,D. Waiters makes 2-pt shot from 17 ft
8:29.0,D. Howard makes 2-pt shot at rim (assist by J. Smith),2,35-25,,
8:11.0,,,35-25,,A. Morrow misses 3-pt shot from 23 ft
8:10.0,Defensive rebound by P. Prigioni,,35-25,,
8:04.0,,,35-25,,Personal foul by K. Singler (drawn by D. Howard)
8:04.0,,,35-25,,S. Adams enters the game for K. Singler
8:01.0,Shooting foul by M. McGary (drawn by D. Howard),,35-25,,
8:01.0,D. Howard misses free throw 1 of 2,,35-25,,
8:01.0,Offensive rebound by Team,,35-25,,
8:01.0,D. Howard misses free throw 2 of 2,,35-25,,
8:00.0,,,35-25,,Defensive rebound by M. McGary
7:46.0,,,35-25,,Turnover by S. Adams (lost ball)
7:35.0,D. Howard makes 2-pt shot at rim (assist by J. Smith),2,37-25,,
7:29.0,,,37-25,,Oklahoma City full timeout
7:29.0,J. Harden enters the game for T. Ariza,,37-25,,
7:29.0,J. Dorsey enters the game for D. Howard,,37-25,,
7:29.0,J. Terry enters the game for P. Prigioni,,37-25,,
7:29.0,T. Jones enters the game for J. Smith,,37-25,,
7:29.0,,,37-25,,E. Kanter enters the game for A. Morrow
7:29.0,,,37-25,,R. Westbrook enters the game for M. McGary
7:14.0,,,37-27,2,D. Waiters makes 2-pt shot from 1 ft
6:58.0,Turnover by J. Harden (bad pass; steal by D. Augustin),,37-27,,
6:51.0,,,37-27,,D. Augustin misses 3-pt shot from 24 ft
6:51.0,,,37-27,,Offensive rebound by Team
6:51.0,Loose ball foul by J. Dorsey (drawn by E. Kanter),,37-27,,
6:44.0,,,37-27,,Offensive foul by E. Kanter
6:44.0,,,37-27,,Turnover by E. Kanter (offensive foul)
6:32.0,Shooting foul by S. Adams (drawn by T. Jones),,37-27,,
6:32.0,T. Jones makes free throw 1 of 2,1,38-27,,
6:32.0,,,38-27,,M. McGary enters the game for S. Adams
6:32.0,T. Jones makes free throw 2 of 2,1,39-27,,
6:13.0,,,39-29,2,E. Kanter makes 2-pt shot from 1 ft (assist by R. Westbrook)
5:58.0,J. Terry makes 3-pt shot from 23 ft (assist by T. Jones),3,42-29,,
5:40.0,,,42-29,,E. Kanter misses 2-pt shot from 1 ft
5:39.0,,,42-29,,Offensive rebound by Team
5:38.0,Personal foul by J. Harden (drawn by D. Waiters),,42-29,,
5:33.0,,,42-29,,R. Westbrook misses 2-pt shot from 15 ft
5:32.0,Defensive rebound by J. Harden,,42-29,,
5:20.0,Turnover by C. Brewer (lost ball; steal by D. Waiters),,42-29,,
5:16.0,,,42-31,2,R. Westbrook makes 2-pt shot at rim (assist by D. Waiters)
4:57.0,Turnover by J. Harden (lost ball; steal by M. McGary),,42-31,,
4:54.0,,,42-33,2,R. Westbrook makes 2-pt shot at rim (assist by D. Augustin)
4:53.0,Houston full timeout,,42-33,,
4:30.0,J. Harden misses 3-pt shot from 24 ft,,42-33,,
4:26.0,Offensive rebound by Team,,42-33,,
4:26.0,,,42-33,,Loose ball foul by M. McGary (drawn by J. Dorsey)
4:26.0,,,42-33,,A. Morrow enters the game for M. McGary
4:17.0,J. Harden makes 2-pt shot from 10 ft (assist by T. Jones),2,44-33,,
4:04.0,,,44-33,,D. Waiters misses 2-pt shot from 2 ft
4:03.0,,,44-33,,Offensive rebound by E. Kanter
4:03.0,,,44-35,2,E. Kanter makes 2-pt shot from 2 ft
3:46.0,J. Terry misses 3-pt shot from 24 ft,,44-35,,
3:44.0,,,44-35,,Defensive rebound by R. Westbrook
3:37.0,,,44-37,2,R. Westbrook makes 2-pt shot at rim
3:18.0,C. Brewer misses 3-pt shot from 22 ft,,44-37,,
3:17.0,,,44-37,,Defensive rebound by D. Augustin
3:03.0,,,44-37,,D. Waiters misses 2-pt shot from 1 ft
3:01.0,,,44-37,,Offensive rebound by E. Kanter
3:01.0,,,44-37,,E. Kanter misses 2-pt shot at rim
3:00.0,Defensive rebound by J. Dorsey,,44-37,,
2:53.0,J. Terry makes 2-pt shot from 1 ft (assist by C. Brewer),2,46-37,,
2:32.0,,,46-39,2,E. Kanter makes 2-pt shot at rim (assist by R. Westbrook)
2:06.0,T. Jones makes 2-pt shot at rim (assist by J. Harden),2,48-39,,
1:54.0,,,48-39,,E. Kanter misses 2-pt shot from 3 ft
1:53.0,Defensive rebound by J. Terry,,48-39,,
1:48.0,J. Harden makes 2-pt shot at rim,2,50-39,,
1:31.0,,,50-41,2,E. Kanter makes 2-pt shot from 2 ft (assist by R. Westbrook)
1:20.0,J. Harden makes 2-pt shot at rim,2,52-41,,
1:02.0,,,52-44,3,A. Morrow makes 3-pt shot from 22 ft (assist by R. Westbrook)
0:43.0,J. Harden misses 2-pt shot from 1 ft,,52-44,,
0:42.0,,,52-44,,Defensive rebound by E. Kanter
0:36.0,,,52-47,3,D. Augustin makes 3-pt shot from 22 ft (assist by R. Westbrook)
0:14.0,J. Harden makes 3-pt shot from 25 ft,3,55-47,,
0:00.0,,,55-47,,R. Westbrook misses 3-pt shot from 25 ft
0:00.0,,,55-47,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:48.0,,,55-47,,Personal foul by S. Adams (drawn by D. Howard)
11:48.0,,,55-47,,M. McGary enters the game for S. Adams
11:37.0,D. Howard makes 2-pt shot from 2 ft (assist by T. Ariza),2,57-47,,
11:37.0,Shooting foul by M. McGary (drawn by D. Howard),,57-47,,
11:37.0,D. Howard makes free throw 1 of 1,1,58-47,,
11:23.0,,,58-47,,E. Kanter misses 2-pt shot from 12 ft
11:22.0,Defensive rebound by J. Terry,,58-47,,
11:03.0,D. Howard misses 2-pt shot from 2 ft,,58-47,,
11:02.0,Offensive rebound by T. Jones,,58-47,,
11:02.0,T. Jones misses 2-pt shot from 2 ft,,58-47,,
11:01.0,,,58-47,,Defensive rebound by R. Westbrook
10:55.0,,,58-50,3,D. Waiters makes 3-pt shot from 22 ft (assist by R. Westbrook)
10:33.0,T. Ariza misses 3-pt shot from 22 ft,,58-50,,
10:33.0,,,58-50,,Defensive rebound by M. McGary
10:27.0,,,58-50,,R. Westbrook misses 2-pt shot from 16 ft
10:25.0,Defensive rebound by T. Ariza,,58-50,,
10:07.0,D. Howard misses 2-pt shot from 1 ft,,58-50,,
10:06.0,,,58-50,,Defensive rebound by R. Westbrook
10:01.0,,,58-52,2,R. Westbrook makes 2-pt shot at rim
9:39.0,Shooting foul by M. McGary (drawn by J. Harden),,58-52,,
9:39.0,J. Harden makes free throw 1 of 2,1,59-52,,
9:39.0,,,59-52,,A. Morrow enters the game for M. McGary
9:39.0,J. Harden makes free throw 2 of 2,1,60-52,,
9:28.0,,,60-52,,K. Singler misses 2-pt shot at rim (block by T. Jones)
9:27.0,Defensive rebound by J. Harden,,60-52,,
9:22.0,T. Ariza makes 3-pt shot from 23 ft (assist by J. Harden),3,63-52,,
9:21.0,,,63-52,,Oklahoma City full timeout
9:21.0,,,63-52,,Technical foul by D. Waiters
9:21.0,J. Harden misses technical free throw,,63-52,,
9:21.0,,,63-52,,Offensive rebound by Team
9:02.0,,,63-52,,K. Singler misses 3-pt shot from 23 ft
9:01.0,Defensive rebound by T. Ariza,,63-52,,
9:01.0,Turnover by T. Ariza (traveling),,63-52,,
8:51.0,,,63-52,,A. Morrow misses 2-pt shot from 14 ft (block by J. Terry)
8:50.0,,,63-52,,Offensive rebound by E. Kanter
8:49.0,,,63-52,,Turnover by E. Kanter (lost ball; steal by J. Harden)
8:36.0,D. Howard misses 2-pt shot from 1 ft,,63-52,,
8:34.0,Offensive rebound by D. Howard,,63-52,,
8:15.0,J. Terry misses 3-pt shot from 22 ft,,63-52,,
8:15.0,,,63-52,,Defensive rebound by R. Westbrook
8:08.0,,,63-55,3,A. Morrow makes 3-pt shot from 24 ft (assist by R. Westbrook)
7:43.0,D. Howard misses 2-pt shot from 2 ft (block by K. Singler),,63-55,,
7:41.0,,,63-55,,Defensive rebound by E. Kanter
7:38.0,,,63-55,,Shooting foul by T. Ariza (drawn by R. Westbrook)
7:38.0,,,63-56,1,R. Westbrook makes free throw 1 of 2
7:38.0,J. Smith enters the game for D. Howard,,63-56,,
7:38.0,,,63-57,1,R. Westbrook makes free throw 2 of 2
7:21.0,J. Smith misses 3-pt shot from 23 ft,,63-57,,
7:20.0,,,63-57,,Defensive rebound by D. Waiters
7:10.0,,,63-57,,R. Westbrook misses 3-pt shot from 24 ft
7:08.0,Defensive rebound by J. Harden,,63-57,,
7:05.0,Shooting foul by A. Morrow (drawn by J. Harden),,63-57,,
7:05.0,J. Harden makes free throw 1 of 2,1,64-57,,
7:05.0,J. Harden makes free throw 2 of 2,1,65-57,,
6:50.0,,,65-57,,Turnover by E. Kanter (lost ball; steal by J. Smith)
6:44.0,T. Ariza misses 3-pt shot from 22 ft,,65-57,,
6:43.0,,,65-57,,Defensive rebound by A. Morrow
6:37.0,,,65-57,,Turnover by K. Singler (bad pass; steal by J. Terry)
6:27.0,Jump ball: T. Jones vs. A. Morrow (J. Smith gains possession),,,,Jump ball: T. Jones vs. A. Morrow (J. Smith gains possession)
6:24.0,J. Smith misses 3-pt shot from 24 ft,,65-57,,
6:23.0,,,65-57,,Defensive rebound by E. Kanter
6:23.0,Loose ball foul by T. Jones (drawn by E. Kanter),,65-57,,
6:13.0,,,65-57,,K. Singler misses 3-pt shot from 24 ft
6:12.0,Defensive rebound by T. Jones,,65-57,,
6:03.0,J. Smith makes 2-pt shot from 5 ft,2,67-57,,
5:43.0,,,67-57,,R. Westbrook misses 2-pt shot from 2 ft
5:42.0,Defensive rebound by T. Ariza,,67-57,,
5:38.0,Shooting foul by K. Singler (drawn by J. Harden),,67-57,,
5:38.0,J. Harden makes free throw 1 of 2,1,68-57,,
5:38.0,,,68-57,,S. Novak enters the game for K. Singler
5:38.0,P. Prigioni enters the game for J. Terry,,68-57,,
5:38.0,J. Dorsey enters the game for T. Jones,,68-57,,
5:38.0,J. Harden makes free throw 2 of 2,1,69-57,,
5:20.0,,,69-59,2,A. Morrow makes 2-pt shot from 13 ft
5:00.0,J. Smith makes 2-pt shot from 7 ft,2,71-59,,
4:49.0,,,71-59,,Shooting foul by J. Smith (drawn by E. Kanter)
4:49.0,,,71-59,,E. Kanter misses free throw 1 of 2
4:49.0,,,71-59,,Offensive rebound by Team
4:49.0,,,71-60,1,E. Kanter makes free throw 2 of 2
4:27.0,J. Harden misses 3-pt shot from 22 ft,,71-60,,
4:26.0,,,71-60,,Defensive rebound by R. Westbrook
4:19.0,,,71-63,3,A. Morrow makes 3-pt shot from 24 ft (assist by R. Westbrook)
4:00.0,P. Prigioni misses 3-pt shot from 24 ft,,71-63,,
3:59.0,,,71-63,,Defensive rebound by S. Novak
3:45.0,,,71-63,,D. Waiters misses 2-pt shot from 4 ft
3:44.0,Defensive rebound by J. Smith,,71-63,,
3:29.0,Shooting foul by E. Kanter (drawn by J. Harden),,71-63,,
3:29.0,J. Harden makes free throw 1 of 2,1,72-63,,
3:29.0,C. Brewer enters the game for T. Ariza,,72-63,,
3:29.0,J. Harden makes free throw 2 of 2,1,73-63,,
3:17.0,,,73-63,,A. Morrow misses 3-pt shot from 23 ft
3:16.0,,,73-63,,Offensive rebound by E. Kanter
3:13.0,,,73-65,2,E. Kanter makes 2-pt shot from 5 ft
3:00.0,J. Smith misses 2-pt shot from 2 ft,,73-65,,
2:59.0,,,73-65,,Defensive rebound by R. Westbrook
2:48.0,,,73-65,,A. Morrow misses 2-pt shot from 17 ft
2:47.0,,,73-65,,Offensive rebound by E. Kanter
2:47.0,,,73-65,,E. Kanter misses 2-pt shot from 2 ft
2:46.0,Defensive rebound by Team,,73-65,,
2:46.0,Houston full timeout,,73-65,,
2:46.0,,,73-65,,D. Augustin enters the game for D. Waiters
2:43.0,,,73-65,,Personal take foul by S. Novak (drawn by J. Dorsey)
2:43.0,J. Dorsey misses free throw 1 of 2,,73-65,,
2:43.0,Offensive rebound by Team,,73-65,,
2:43.0,J. Dorsey misses free throw 2 of 2,,73-65,,
2:40.0,Offensive rebound by P. Prigioni,,73-65,,
2:34.0,J. Harden makes 3-pt shot from 24 ft,3,76-65,,
2:19.0,,,76-68,3,R. Westbrook makes 3-pt shot from 24 ft (assist by S. Novak)
2:11.0,,,76-68,,Personal take foul by S. Novak (drawn by J. Dorsey)
2:11.0,J. Dorsey misses free throw 1 of 2,,76-68,,
2:11.0,Offensive rebound by Team,,76-68,,
2:11.0,J. Dorsey makes free throw 2 of 2,1,77-68,,
2:00.0,,,77-71,3,A. Morrow makes 3-pt shot from 22 ft (assist by R. Westbrook)
1:53.0,,,77-71,,Personal take foul by R. Westbrook (drawn by J. Dorsey)
1:53.0,J. Dorsey misses free throw 1 of 2,,77-71,,
1:53.0,Offensive rebound by Team,,77-71,,
1:53.0,J. Dorsey makes free throw 2 of 2,1,78-71,,
1:50.0,Personal take foul by C. Brewer (drawn by R. Westbrook),,78-71,,
1:50.0,T. Ariza enters the game for J. Dorsey,,78-71,,
1:47.0,,,78-71,,Shooting foul by J. Smith (drawn by R. Westbrook)
1:47.0,,,78-72,1,R. Westbrook makes free throw 1 of 2
1:47.0,,,78-73,1,R. Westbrook makes free throw 2 of 2
1:24.0,J. Harden makes 3-pt shot from 24 ft (assist by C. Brewer),3,81-73,,
1:11.0,,,81-73,,R. Westbrook misses 2-pt shot from 2 ft
1:11.0,,,81-73,,Offensive rebound by E. Kanter
1:08.0,,,81-75,2,E. Kanter makes 2-pt shot from 1 ft
0:52.0,,,81-75,,Personal foul by S. Novak (drawn by T. Ariza)
0:52.0,T. Ariza misses free throw 1 of 2,,81-75,,
0:52.0,Offensive rebound by Team,,81-75,,
0:52.0,T. Ariza makes free throw 2 of 2,1,82-75,,
0:46.0,,,82-75,,Turnover by R. Westbrook (bad pass; steal by P. Prigioni)
0:42.0,Shooting foul by S. Novak (drawn by T. Ariza),,82-75,,
0:42.0,T. Ariza makes free throw 1 of 2,1,83-75,,
0:42.0,T. Ariza misses free throw 2 of 2,,83-75,,
0:42.0,,,83-75,,Defensive rebound by R. Westbrook
0:31.0,,,83-75,,R. Westbrook misses 2-pt shot from 2 ft
0:30.0,Defensive rebound by Team,,83-75,,
0:09.0,J. Smith misses 2-pt shot from 6 ft,,83-75,,
0:08.0,,,83-75,,Defensive rebound by Team
0:08.0,Loose ball foul by J. Smith (drawn by R. Westbrook),,83-75,,
0:08.0,,,83-76,1,R. Westbrook makes free throw 1 of 2
0:08.0,,,83-76,,D. Waiters enters the game for S. Novak
0:08.0,,,83-77,1,R. Westbrook makes free throw 2 of 2
0:00.0,J. Harden misses 3-pt shot from 24 ft,,83-77,,
0:00.0,Offensive rebound by Team,,83-77,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:39.0,,,83-77,,Turnover by D. Augustin (lost ball; steal by P. Prigioni)
11:18.0,J. Smith makes 2-pt shot from 6 ft,2,85-77,,
10:56.0,,,85-77,,S. Adams misses 2-pt shot from 5 ft
10:55.0,Defensive rebound by T. Ariza,,85-77,,
10:42.0,P. Prigioni misses 3-pt shot from 24 ft,,85-77,,
10:41.0,,,85-77,,Defensive rebound by K. Singler
10:36.0,Personal foul by J. Smith (drawn by D. Waiters),,85-77,,
10:25.0,,,85-77,,D. Waiters misses 2-pt shot from 17 ft
10:24.0,Defensive rebound by D. Howard,,85-77,,
10:15.0,J. Smith misses 2-pt shot at rim,,85-77,,
10:14.0,Offensive rebound by J. Smith,,85-77,,
10:14.0,J. Smith makes 2-pt shot at rim,2,87-77,,
9:58.0,,,87-80,3,A. Morrow makes 3-pt shot from 24 ft (assist by S. Adams)
9:34.0,J. Smith misses 2-pt shot from 5 ft,,87-80,,
9:33.0,Offensive rebound by D. Howard,,87-80,,
9:32.0,D. Howard makes 2-pt shot from 3 ft,2,89-80,,
9:11.0,,,89-80,,D. Augustin misses 3-pt shot from 24 ft
9:10.0,Defensive rebound by T. Ariza,,89-80,,
9:04.0,Offensive foul by D. Howard,,89-80,,
9:04.0,Turnover by D. Howard (offensive foul),,89-80,,
9:04.0,,,89-80,,R. Westbrook enters the game for K. Singler
8:50.0,,,89-80,,A. Morrow misses 2-pt shot from 13 ft
8:50.0,Defensive rebound by Team,,89-80,,
8:50.0,Official timeout,,89-80,,
8:37.0,J. Smith misses 2-pt shot from 4 ft,,89-80,,
8:36.0,Offensive rebound by D. Howard,,89-80,,
8:36.0,D. Howard makes 2-pt shot from 2 ft,2,91-80,,
8:24.0,,,91-80,,Turnover by D. Waiters (lost ball; steal by D. Howard)
8:06.0,J. Smith makes 2-pt shot from 10 ft,2,93-80,,
7:51.0,,,93-80,,Shooting foul by D. Howard (drawn by D. Waiters)
7:51.0,,,93-81,1,D. Waiters makes free throw 1 of 2
7:51.0,,,93-81,,E. Kanter enters the game for D. Augustin
7:51.0,,,93-81,,D. Waiters misses free throw 2 of 2
7:51.0,,,93-81,,Offensive rebound by D. Waiters
7:45.0,,,93-81,,R. Westbrook misses 3-pt shot from 24 ft
7:44.0,,,93-81,,Offensive rebound by R. Westbrook
7:33.0,,,93-81,,E. Kanter misses 2-pt shot from 2 ft
7:32.0,,,93-81,,Offensive rebound by S. Adams
7:32.0,,,93-83,2,S. Adams makes 2-pt shot from 1 ft
7:17.0,J. Smith misses 2-pt shot from 15 ft,,93-83,,
7:17.0,,,93-83,,Defensive rebound by S. Adams
7:11.0,,,93-83,,R. Westbrook misses 2-pt shot at rim
7:10.0,Defensive rebound by T. Ariza,,93-83,,
7:08.0,Shooting foul by A. Morrow (drawn by D. Howard),,93-83,,
7:08.0,D. Howard misses free throw 1 of 2,,93-83,,
