time,Toronto,pts.away,score,pts.home,Cleveland
5:05.0,G. Vasquez misses 3-pt shot from 25 ft,,98-84,,
5:04.0,,,98-84,,Defensive rebound by M. Miller
4:58.0,,,98-84,,Shooting foul by D. DeRozan (drawn by K. Irving)
4:58.0,,,98-84,,K. Irving misses free throw 1 of 2
4:58.0,,,98-84,,Offensive rebound by Team
4:58.0,J. Valanciunas enters the game for P. Patterson,,98-84,,
4:58.0,,,98-85,1,K. Irving makes free throw 2 of 2
4:44.0,Shooting foul by K. Love (drawn by K. Lowry),,98-85,,
4:44.0,K. Lowry makes free throw 1 of 2,1,99-85,,
4:44.0,L. Williams enters the game for G. Vasquez,,99-85,,
4:44.0,K. Lowry makes free throw 2 of 2,1,100-85,,
4:42.0,,,100-85,,Cleveland full timeout
4:37.0,,,100-85,,Offensive foul by T. Thompson
4:37.0,,,100-85,,Turnover by T. Thompson (offensive foul)
4:24.0,Shooting foul by J. Harris (drawn by L. Williams),,100-85,,
4:24.0,L. Williams makes free throw 1 of 2,1,101-85,,
4:24.0,,,101-85,,D. Waiters enters the game for K. Irving
4:24.0,,,101-85,,L. Amundson enters the game for K. Love
4:24.0,L. Williams makes free throw 2 of 2,1,102-85,,
4:09.0,,,102-85,,J. Harris misses 2-pt shot from 19 ft
4:08.0,Defensive rebound by D. DeRozan,,102-85,,
3:50.0,A. Johnson misses 2-pt shot from 3 ft (block by T. Thompson),,102-85,,
3:48.0,Offensive rebound by A. Johnson,,102-85,,
3:46.0,A. Johnson misses 2-pt shot at rim,,102-85,,
3:45.0,,,102-85,,Defensive rebound by L. Amundson
3:41.0,,,102-87,2,M. Miller makes 2-pt shot at rim
3:22.0,D. DeRozan misses 2-pt shot from 15 ft,,102-87,,
3:21.0,,,102-87,,Defensive rebound by L. Amundson
3:11.0,,,102-89,2,D. Waiters makes 2-pt shot at rim
2:52.0,,,102-89,,Personal foul by L. Amundson (drawn by K. Lowry)
2:52.0,K. Lowry makes free throw 1 of 2,1,103-89,,
2:52.0,,,103-89,,W. Cherry enters the game for J. Harris
2:52.0,K. Lowry makes free throw 2 of 2,1,104-89,,
2:29.0,,,104-89,,Turnover by L. Amundson (offensive goaltending)
2:19.0,Offensive foul by J. Valanciunas,,104-89,,
2:19.0,Turnover by J. Valanciunas (offensive foul),,104-89,,
2:14.0,Personal foul by J. Valanciunas (drawn by T. Thompson),,104-89,,
2:14.0,,,104-89,,T. Thompson misses free throw 1 of 2
2:14.0,,,104-89,,Offensive rebound by Team
2:14.0,P. Patterson enters the game for J. Valanciunas,,104-89,,
2:14.0,,,104-90,1,T. Thompson makes free throw 2 of 2
2:00.0,Shooting foul by L. Amundson (drawn by D. DeRozan),,104-90,,
2:00.0,D. DeRozan makes free throw 1 of 2,1,105-90,,
2:00.0,D. DeRozan makes free throw 2 of 2,1,106-90,,
1:49.0,,,106-90,,D. Waiters misses 3-pt shot from 25 ft
1:48.0,,,106-90,,Offensive rebound by Team
1:48.0,Loose ball foul by A. Johnson (drawn by T. Thompson),,106-90,,
1:48.0,,,106-90,,T. Thompson misses free throw 1 of 2
1:48.0,,,106-90,,Offensive rebound by Team
1:48.0,G. Vasquez enters the game for D. DeRozan,,106-90,,
1:48.0,,,106-91,1,T. Thompson makes free throw 2 of 2
1:30.0,Shooting foul by W. Cherry (drawn by L. Williams),,106-91,,
1:30.0,L. Williams makes free throw 1 of 2,1,107-91,,
1:30.0,T. Ross enters the game for K. Lowry,,107-91,,
1:30.0,L. Williams makes free throw 2 of 2,1,108-91,,
1:30.0,,,108-91,,Cleveland full timeout
1:30.0,G. Stiemsma enters the game for A. Johnson,,108-91,,
1:25.0,,,108-91,,W. Cherry misses 2-pt shot at rim
1:23.0,Defensive rebound by P. Patterson,,108-91,,
1:14.0,L. Williams misses 3-pt shot from 25 ft,,108-91,,
1:13.0,,,108-91,,Defensive rebound by L. Amundson
0:58.0,,,108-93,2,T. Thompson makes 2-pt shot at rim
0:35.0,L. Williams misses 3-pt shot from 25 ft,,108-93,,
0:33.0,Offensive rebound by G. Stiemsma,,108-93,,
0:32.0,Shooting foul by T. Thompson (drawn by P. Patterson),,108-93,,
0:32.0,P. Patterson makes free throw 1 of 2,1,109-93,,
0:32.0,P. Patterson makes free throw 2 of 2,1,110-93,,
0:24.0,,,110-93,,Turnover by D. Waiters (lost ball; steal by L. Williams)
0:00.0,End of 4th quarter,,,,End of 4th quarter
