time,Cleveland,pts.away,score,pts.home,Boston
9:13.0,,,72-64,,Personal foul by J. Jerebko (drawn by J. Jones)
9:13.0,,,72-64,,I. Thomas enters the game for P. Pressey
9:00.0,K. Irving makes 3-pt shot from 25 ft (assist by L. James),3,75-64,,
9:00.0,,,75-64,,Boston full timeout
8:47.0,,,75-64,,J. Sullinger misses 3-pt shot from 25 ft
8:46.0,,,75-64,,Offensive rebound by A. Bradley
8:32.0,,,75-64,,M. Smart misses 3-pt shot from 25 ft
8:31.0,Defensive rebound by K. Irving,,75-64,,
8:16.0,L. James makes 2-pt shot from 2 ft,2,77-64,,
7:56.0,,,77-64,,I. Thomas misses 2-pt shot from 15 ft
7:55.0,,,77-64,,Offensive rebound by J. Sullinger
7:55.0,,,77-66,2,J. Sullinger makes 2-pt shot from 1 ft
7:55.0,,,77-66,,Shooting foul by I. Shumpert (drawn by J. Sullinger)
7:55.0,,,77-66,,B. Bass enters the game for J. Jerebko
7:55.0,,,77-67,1,J. Sullinger makes free throw 1 of 1
7:44.0,K. Irving makes 2-pt shot from 4 ft,2,79-67,,
7:32.0,,,79-67,,Shooting foul by I. Shumpert (drawn by A. Bradley)
7:32.0,,,79-67,,A. Bradley misses free throw 1 of 2
7:32.0,,,79-67,,Offensive rebound by Team
7:32.0,,,79-67,,K. Olynyk enters the game for J. Sullinger
7:32.0,,,79-68,1,A. Bradley makes free throw 2 of 2
7:09.0,J. Jones misses 3-pt shot from 24 ft,,79-68,,
7:08.0,,,79-68,,Defensive rebound by M. Smart
6:51.0,,,79-70,2,M. Smart makes 2-pt shot from 2 ft (assist by I. Thomas)
6:26.0,K. Irving makes 2-pt shot from 20 ft,2,81-70,,
6:03.0,,,81-72,2,B. Bass makes 2-pt shot from 4 ft
6:03.0,,,81-72,,Shooting foul by J. Jones (drawn by B. Bass)
6:03.0,Cleveland full timeout,,81-72,,
6:03.0,T. Mozgov enters the game for J. Jones,,81-72,,
6:03.0,,,81-72,,B. Bass misses free throw 1 of 1
6:02.0,Defensive rebound by T. Mozgov,,81-72,,
5:46.0,Shooting foul by K. Olynyk (drawn by I. Shumpert),,81-72,,
5:46.0,I. Shumpert makes free throw 1 of 2,1,82-72,,
5:46.0,I. Shumpert makes free throw 2 of 2,1,83-72,,
5:35.0,,,83-72,,B. Bass misses 2-pt shot from 18 ft
5:33.0,Defensive rebound by I. Shumpert,,83-72,,
5:11.0,I. Shumpert makes 2-pt shot from 11 ft,2,85-72,,
4:58.0,,,85-72,,K. Olynyk misses 2-pt shot from 4 ft
4:57.0,Defensive rebound by L. James,,85-72,,
4:42.0,Shooting foul by M. Smart (drawn by T. Thompson),,85-72,,
4:42.0,T. Thompson makes free throw 1 of 2,1,86-72,,
4:42.0,,,86-72,,J. Sullinger enters the game for K. Olynyk
4:42.0,,,86-72,,J. Jerebko enters the game for B. Bass
4:42.0,T. Thompson makes free throw 2 of 2,1,87-72,,
4:26.0,,,87-75,3,A. Bradley makes 3-pt shot from 24 ft (assist by I. Thomas)
4:06.0,K. Irving misses 2-pt shot from 16 ft,,87-75,,
4:05.0,,,87-75,,Defensive rebound by I. Thomas
3:59.0,,,87-75,,Turnover by J. Jerebko (bad pass; steal by L. James)
3:58.0,,,87-75,,Personal foul by J. Jerebko (drawn by L. James)
3:58.0,L. James makes free throw 1 of 2,1,88-75,,
3:58.0,L. James makes free throw 2 of 2,1,89-75,,
3:40.0,,,89-75,,M. Smart misses 3-pt shot from 28 ft
3:39.0,Defensive rebound by L. James,,89-75,,
3:14.0,L. James makes 2-pt shot from 13 ft,2,91-75,,
2:52.0,,,91-75,,A. Bradley misses 3-pt shot from 25 ft
2:50.0,,,91-75,,Offensive rebound by M. Smart
2:47.0,,,91-75,,Shooting foul by T. Mozgov (drawn by M. Smart)
2:47.0,Official timeout,,91-75,,
2:47.0,,,91-75,,L. Datome enters the game for J. Jerebko
2:47.0,,,91-76,1,M. Smart makes free throw 1 of 2
2:47.0,M. Dellavedova enters the game for T. Mozgov,,91-76,,
2:47.0,,,91-77,1,M. Smart makes free throw 2 of 2
2:25.0,M. Dellavedova misses 3-pt shot from 24 ft,,91-77,,
2:24.0,,,91-77,,Defensive rebound by L. Datome
2:07.0,,,91-77,,Shooting foul by M. Dellavedova (drawn by I. Thomas)
2:07.0,,,91-78,1,I. Thomas makes free throw 1 of 2
2:07.0,,,91-79,1,I. Thomas makes free throw 2 of 2
2:06.0,,,91-79,,Personal take foul by L. Datome (drawn by T. Thompson)
2:06.0,T. Thompson misses free throw 1 of 2,,91-79,,
2:06.0,Offensive rebound by Team,,91-79,,
2:06.0,T. Thompson makes free throw 2 of 2,1,92-79,,
1:59.0,,,92-81,2,I. Thomas makes 2-pt shot from 2 ft
1:38.0,Offensive foul by L. James,,92-81,,
1:38.0,Turnover by L. James (offensive foul),,92-81,,
1:32.0,,,92-83,2,J. Sullinger makes 2-pt shot from 1 ft (assist by I. Thomas)
1:10.0,L. James makes 2-pt shot from 3 ft,2,94-83,,
1:10.0,,,94-83,,Boston full timeout
1:04.0,,,94-85,2,M. Smart makes 2-pt shot from 2 ft
1:00.0,,,94-85,,Personal take foul by I. Thomas (drawn by I. Shumpert)
1:00.0,I. Shumpert makes free throw 1 of 2,1,95-85,,
1:00.0,I. Shumpert makes free throw 2 of 2,1,96-85,,
1:00.0,,,96-85,,Boston full timeout
0:54.0,,,96-87,2,L. Datome makes 2-pt shot from 2 ft (assist by I. Thomas)
0:53.0,,,96-87,,Personal take foul by L. Datome (drawn by I. Shumpert)
0:53.0,I. Shumpert makes free throw 1 of 2,1,97-87,,
0:53.0,I. Shumpert makes free throw 2 of 2,1,98-87,,
0:49.0,,,98-87,,Shooting foul by I. Shumpert (drawn by I. Thomas)
0:49.0,,,98-88,1,I. Thomas makes free throw 1 of 2
0:49.0,,,98-89,1,I. Thomas makes free throw 2 of 2
0:49.0,Cleveland full timeout,,98-89,,
0:49.0,,,98-89,,B. Bass enters the game for L. Datome
0:45.0,,,98-89,,Personal take foul by I. Thomas (drawn by K. Irving)
0:45.0,K. Irving misses free throw 1 of 2,,98-89,,
0:45.0,Offensive rebound by Team,,98-89,,
0:45.0,K. Irving makes free throw 2 of 2,1,99-89,,
0:38.0,,,99-91,2,I. Thomas makes 2-pt shot from 3 ft
0:37.0,Turnover by L. James (bad pass; steal by A. Bradley),,99-91,,
0:37.0,,,99-91,,Shooting foul by K. Irving (drawn by A. Bradley)
0:37.0,,,99-92,1,A. Bradley makes free throw 1 of 2
0:37.0,,,99-93,1,A. Bradley makes free throw 2 of 2
0:36.0,Turnover by L. James (bad pass),,99-93,,
0:36.0,,,99-93,,L. Datome enters the game for B. Bass
0:31.0,,,99-93,,L. Datome misses 3-pt shot from 25 ft
0:30.0,Defensive rebound by K. Irving,,99-93,,
0:30.0,,,99-93,,Personal take foul by J. Sullinger (drawn by K. Irving)
0:30.0,K. Irving makes free throw 1 of 2,1,100-93,,
0:30.0,K. Irving makes free throw 2 of 2,1,101-93,,
0:24.0,,,101-93,,Turnover by I. Thomas (offensive foul)
0:24.0,,,101-93,,Offensive foul by I. Thomas
0:24.0,,,101-93,,J. Jerebko enters the game for I. Thomas
0:24.0,J. Jones enters the game for T. Thompson,,101-93,,
0:24.0,,,101-93,,P. Pressey enters the game for L. Datome
0:24.0,Cleveland full timeout,,101-93,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
