time,Milwaukee,pts.away,score,pts.home,Indiana
7:23.0,E. Ilyasova makes 2-pt shot at rim (assist by T. Ennis),2,85-88,,
7:09.0,,,85-88,,I. Mahinmi enters the game for L. Allen
6:58.0,,,85-88,,Turnover by I. Mahinmi (3 sec)
6:37.0,T. Ennis makes 2-pt shot from 19 ft,2,87-88,,
6:36.0,,,87-88,,Indiana full timeout
6:36.0,,,87-88,,D. West enters the game for L. Scola
6:36.0,,,87-88,,G. Hill enters the game for C. Watson
6:16.0,,,87-88,,Shooting foul by Z. Pachulia (drawn by R. Stuckey)
6:16.0,,,87-89,1,R. Stuckey makes free throw 1 of 2
6:16.0,,,87-90,1,R. Stuckey makes free throw 2 of 2
6:02.0,Z. Pachulia misses 2-pt shot from 5 ft (block by D. West),,87-90,,
6:01.0,Offensive rebound by Z. Pachulia,,87-90,,
5:58.0,T. Ennis misses 3-pt shot from 25 ft,,87-90,,
5:56.0,Offensive rebound by Z. Pachulia,,87-90,,
5:47.0,,,87-90,,Personal foul by I. Mahinmi (drawn by Z. Pachulia)
5:37.0,E. Ilyasova misses 2-pt shot from 5 ft (block by I. Mahinmi),,87-90,,
5:34.0,Offensive rebound by Z. Pachulia,,87-90,,
5:33.0,Z. Pachulia makes 2-pt shot from 1 ft,2,89-90,,
5:16.0,,,89-92,2,D. West makes 2-pt shot from 18 ft (assist by G. Hill)
5:00.0,T. Ennis misses 2-pt shot from 17 ft,,89-92,,
4:59.0,,,89-92,,Defensive rebound by R. Stuckey
4:51.0,,,89-94,2,R. Stuckey makes 2-pt shot from 1 ft
4:35.0,E. Ilyasova misses 3-pt shot from 25 ft,,89-94,,
4:33.0,Offensive rebound by T. Ennis,,89-94,,
4:33.0,,,89-94,,Loose ball foul by I. Mahinmi (drawn by T. Ennis)
4:33.0,,,89-94,,C. Miles enters the game for S. Hill
4:33.0,,,89-94,,L. Scola enters the game for I. Mahinmi
4:33.0,M. Carter-Williams enters the game for T. Ennis,,89-94,,
4:28.0,K. Middleton misses 2-pt shot from 19 ft,,89-94,,
4:27.0,,,89-94,,Defensive rebound by C. Miles
4:16.0,,,89-94,,R. Stuckey misses 3-pt shot from 24 ft
4:15.0,Defensive rebound by Team,,89-94,,
4:03.0,G. Antetokounmpo misses 2-pt shot from 3 ft,,89-94,,
4:01.0,,,89-94,,Defensive rebound by R. Stuckey
3:53.0,,,89-94,,Offensive charge foul by G. Hill
3:53.0,,,89-94,,Turnover by G. Hill (offensive foul)
3:53.0,,,89-94,,Indiana full timeout
3:53.0,,,89-94,,C. Watson enters the game for G. Hill
3:45.0,M. Carter-Williams misses 2-pt shot from 16 ft,,89-94,,
3:44.0,Offensive rebound by Z. Pachulia,,89-94,,
3:32.0,G. Antetokounmpo makes 2-pt shot from 6 ft,2,91-94,,
3:17.0,,,91-94,,D. West misses 2-pt shot from 20 ft
3:15.0,Defensive rebound by M. Carter-Williams,,91-94,,
3:03.0,K. Middleton misses 3-pt shot from 25 ft,,91-94,,
3:02.0,,,91-94,,Defensive rebound by D. West
2:45.0,,,91-96,2,D. West makes 2-pt shot from 17 ft (assist by C. Watson)
2:18.0,G. Antetokounmpo misses 2-pt shot from 10 ft,,91-96,,
2:15.0,Offensive rebound by Z. Pachulia,,91-96,,
2:13.0,Z. Pachulia misses 2-pt shot from 3 ft,,91-96,,
2:12.0,,,91-96,,Defensive rebound by D. West
1:59.0,,,91-96,,D. West misses 2-pt shot from 19 ft
1:57.0,Defensive rebound by E. Ilyasova,,91-96,,
1:43.0,E. Ilyasova makes 2-pt shot from 3 ft (assist by Z. Pachulia),2,93-96,,
1:30.0,,,93-96,,R. Stuckey misses 3-pt shot from 25 ft
1:28.0,Defensive rebound by E. Ilyasova,,93-96,,
1:11.0,E. Ilyasova makes 2-pt shot from 15 ft (assist by G. Antetokounmpo),2,95-96,,
0:52.0,,,95-96,,R. Stuckey misses 2-pt shot from 18 ft
0:50.0,Defensive rebound by M. Carter-Williams,,95-96,,
0:43.0,,,95-96,,Personal foul by D. West (drawn by E. Ilyasova)
0:43.0,Milwaukee full timeout,,95-96,,
0:43.0,,,95-96,,G. Hill enters the game for C. Watson
0:43.0,E. Ilyasova makes free throw 1 of 2,1,96-96,,
0:43.0,E. Ilyasova misses free throw 2 of 2,,96-96,,
0:42.0,,,96-96,,Defensive rebound by L. Scola
0:22.0,,,96-96,,G. Hill misses 2-pt shot from 19 ft
0:20.0,Defensive rebound by K. Middleton,,96-96,,
0:02.0,K. Middleton misses 2-pt shot from 17 ft,,96-96,,
0:01.0,,,96-96,,Defensive rebound by L. Scola
0:00.0,End of 4th quarter,,,,End of 4th quarter
5:00.0,Start of 1st overtime,,,,Start of 1st overtime
5:00.0,Jump ball: I. Mahinmi vs. Z. Pachulia (M. Carter-Williams gains possession),,,,Jump ball: I. Mahinmi vs. Z. Pachulia (M. Carter-Williams gains possession)
4:49.0,M. Carter-Williams misses 2-pt shot from 19 ft,,96-96,,
4:48.0,Offensive rebound by Team,,96-96,,
4:48.0,Z. Pachulia makes flagrant free throw 1 of 2,1,97-96,,
4:48.0,Z. Pachulia makes flagrant free throw 2 of 2,1,98-96,,
4:48.0,,,98-96,,L. Scola enters the game for I. Mahinmi
4:36.0,E. Ilyasova misses 2-pt shot from 17 ft,,98-96,,
4:35.0,,,98-96,,Defensive rebound by Team
4:20.0,,,98-99,3,C. Miles makes 3-pt shot from 25 ft (assist by G. Hill)
4:08.0,Offensive foul by K. Middleton,,98-99,,
4:08.0,Turnover by K. Middleton (offensive foul),,98-99,,
3:45.0,,,98-99,,C. Miles misses 3-pt shot from 26 ft
3:44.0,Defensive rebound by G. Antetokounmpo,,98-99,,
3:31.0,G. Antetokounmpo misses 2-pt shot from 8 ft,,98-99,,
3:31.0,,,98-99,,Defensive rebound by G. Hill
3:31.0,Personal foul by G. Antetokounmpo (drawn by G. Hill),,98-99,,
3:08.0,,,98-101,2,L. Scola makes 2-pt shot from 16 ft (assist by D. West)
3:07.0,Milwaukee full timeout,,98-101,,
2:54.0,G. Antetokounmpo misses 3-pt shot from 23 ft,,98-101,,
2:53.0,,,98-101,,Defensive rebound by L. Scola
2:36.0,,,98-103,2,D. West makes 2-pt shot from 20 ft (assist by G. Hill)
2:13.0,M. Carter-Williams misses 3-pt shot from 25 ft,,98-103,,
2:10.0,Offensive rebound by Z. Pachulia,,98-103,,
2:10.0,Z. Pachulia misses 2-pt shot at rim,,98-103,,
2:09.0,Offensive rebound by K. Middleton,,98-103,,
2:02.0,M. Carter-Williams misses 2-pt shot from 3 ft,,98-103,,
2:02.0,,,98-103,,Defensive rebound by Team
2:02.0,Loose ball foul by Z. Pachulia (drawn by G. Hill),,98-103,,
1:49.0,,,98-105,2,R. Stuckey makes 2-pt shot from 19 ft
1:29.0,K. Middleton makes 3-pt shot from 22 ft (assist by E. Ilyasova),3,101-105,,
1:16.0,,,101-105,,Shooting foul by Z. Pachulia (drawn by R. Stuckey)
1:16.0,,,101-106,1,R. Stuckey makes free throw 1 of 2
1:16.0,,,101-107,1,R. Stuckey makes free throw 2 of 2
1:16.0,Milwaukee full timeout,,101-107,,
1:11.0,M. Carter-Williams makes 2-pt shot from 7 ft,2,103-107,,
0:53.0,,,103-107,,Turnover by G. Hill (lost ball; steal by E. Ilyasova)
0:45.0,K. Middleton misses 2-pt shot from 11 ft,,103-107,,
0:44.0,,,103-107,,Defensive rebound by C. Miles
0:22.0,,,103-107,,G. Hill misses 3-pt shot from 24 ft
0:20.0,Defensive rebound by K. Middleton,,103-107,,
0:17.0,Turnover by K. Middleton (bad pass),,103-107,,
0:17.0,Personal foul by M. Carter-Williams (drawn by G. Hill),,103-107,,
0:17.0,,,103-108,1,G. Hill makes free throw 1 of 2
0:17.0,,,103-108,,S. Hill enters the game for L. Scola
0:17.0,,,103-109,1,G. Hill makes free throw 2 of 2
0:17.0,Milwaukee full timeout,,103-109,,
0:11.0,K. Middleton misses 3-pt shot from 24 ft,,103-109,,
0:10.0,,,103-109,,Defensive rebound by G. Hill
0:00.0,End of 1st overtime,,,,End of 1st overtime
