time,New Orleans,pts.away,score,pts.home,Portland
0:29.0,,,93-96,,Shooting foul by A. Davis (drawn by R. Lopez)
0:29.0,,,93-97,1,R. Lopez makes free throw 1 of 2
0:29.0,,,93-98,1,R. Lopez makes free throw 2 of 2
0:29.0,New Orleans full timeout,,93-98,,
0:22.0,J. Holiday misses 3-pt shot from 25 ft,,93-98,,
0:20.0,Offensive rebound by A. Davis,,93-98,,
0:18.0,A. Davis misses 3-pt shot from 23 ft,,93-98,,
0:17.0,,,93-98,,Defensive rebound by L. Aldridge
0:15.0,Personal take foul by T. Evans (drawn by L. Aldridge),,93-98,,
0:15.0,,,93-99,1,L. Aldridge makes free throw 1 of 2
0:15.0,,,93-100,1,L. Aldridge makes free throw 2 of 2
0:15.0,New Orleans full timeout,,93-100,,
0:06.0,J. Holiday misses 3-pt shot from 24 ft,,93-100,,
0:05.0,,,93-100,,Defensive rebound by D. Lillard
0:03.0,Personal take foul by R. Anderson (drawn by D. Lillard),,93-100,,
0:03.0,,,93-101,1,D. Lillard makes free throw 1 of 2
0:03.0,,,93-102,1,D. Lillard makes free throw 2 of 2
0:00.0,End of 4th quarter,,,,End of 4th quarter
