time,Oklahoma City,pts.away,score,pts.home,LA Clippers
5:38.0,,,17-11,,Turnover by D. Jordan (offensive foul)
5:38.0,,,17-11,,S. Hawes enters the game for D. Jordan
5:31.0,,,17-11,,Personal foul by S. Hawes (drawn by S. Adams)
5:23.0,S. Adams misses 2-pt shot from 7 ft,,17-11,,
5:21.0,Offensive rebound by S. Ibaka,,17-11,,
5:16.0,A. Roberson misses 3-pt shot from 24 ft,,17-11,,
5:14.0,,,17-11,,Defensive rebound by S. Hawes
5:07.0,Personal foul by A. Roberson (drawn by C. Paul),,17-11,,
5:07.0,,,17-12,1,C. Paul makes free throw 1 of 2
5:07.0,,,17-12,,C. Paul misses free throw 2 of 2
5:06.0,Defensive rebound by S. Adams,,17-12,,
4:41.0,P. Jones makes 3-pt shot from 23 ft (assist by A. Roberson),3,20-12,,
4:35.0,,,20-14,2,M. Barnes makes 2-pt shot from 2 ft (assist by C. Paul)
4:13.0,P. Jones misses 3-pt shot from 25 ft,,20-14,,
4:12.0,,,20-14,,Defensive rebound by S. Hawes
3:57.0,,,20-16,2,M. Barnes makes 2-pt shot from 1 ft
3:32.0,,,20-16,,Personal foul by B. Griffin (drawn by S. Telfair)
3:32.0,S. Telfair makes free throw 1 of 2,1,21-16,,
3:32.0,,,21-16,,J. Crawford enters the game for J. Redick
3:32.0,,,21-16,,E. Udoh enters the game for B. Griffin
3:32.0,S. Telfair makes free throw 2 of 2,1,22-16,,
3:14.0,,,22-18,2,C. Paul makes 2-pt shot from 2 ft
3:06.0,Oklahoma City full timeout,,22-18,,
3:06.0,N. Collison enters the game for S. Ibaka,,22-18,,
3:06.0,Violation by Team (delay of game),,22-18,,
2:49.0,N. Collison misses 2-pt shot from 2 ft,,22-18,,
2:48.0,Offensive rebound by S. Adams,,22-18,,
2:48.0,Turnover by Team (shot clock),,22-18,,
2:36.0,Def 3 sec tech foul by S. Adams,,22-18,,
2:36.0,,,22-19,1,J. Crawford makes technical free throw
2:36.0,,,22-19,,C. Douglas-Roberts enters the game for M. Barnes
2:29.0,Personal foul by S. Telfair (drawn by C. Paul),,22-19,,
2:29.0,,,22-19,,C. Paul misses free throw 1 of 2
2:29.0,,,22-19,,Offensive rebound by Team
2:29.0,K. Perkins enters the game for S. Adams,,22-19,,
2:29.0,,,22-20,1,C. Paul makes free throw 2 of 2
2:14.0,Shooting foul by E. Udoh (drawn by P. Jones),,22-20,,
2:14.0,P. Jones makes free throw 1 of 2,1,23-20,,
2:14.0,,,23-20,,J. Farmar enters the game for C. Paul
2:14.0,P. Jones makes free throw 2 of 2,1,24-20,,
2:01.0,,,24-20,,J. Crawford misses 2-pt shot from 18 ft
2:00.0,Defensive rebound by K. Perkins,,24-20,,
1:51.0,,,24-20,,Personal foul by C. Douglas-Roberts (drawn by P. Jones)
1:51.0,P. Jones makes free throw 1 of 2,1,25-20,,
1:51.0,L. Thomas enters the game for A. Roberson,,25-20,,
1:51.0,P. Jones makes free throw 2 of 2,1,26-20,,
1:30.0,,,26-20,,C. Douglas-Roberts misses 2-pt shot from 13 ft
1:28.0,Defensive rebound by N. Collison,,26-20,,
1:19.0,Turnover by N. Collison (bad pass),,26-20,,
1:08.0,,,26-20,,J. Crawford misses 2-pt shot from 14 ft
1:05.0,Defensive rebound by N. Collison,,26-20,,
0:51.0,N. Collison makes 2-pt shot from 9 ft (assist by S. Telfair),2,28-20,,
0:32.0,,,28-20,,S. Hawes misses 3-pt shot from 27 ft
0:31.0,,,28-20,,Offensive rebound by C. Douglas-Roberts
0:11.0,,,28-22,2,S. Hawes makes 2-pt shot from 1 ft (assist by J. Farmar)
0:01.0,P. Jones misses 3-pt shot from 25 ft,,28-22,,
0:00.0,Offensive rebound by Team,,28-22,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:44.0,,,28-22,,J. Farmar misses 3-pt shot from 22 ft
11:43.0,Defensive rebound by N. Collison,,28-22,,
11:26.0,S. Telfair misses 3-pt shot from 26 ft,,28-22,,
11:25.0,,,28-22,,Defensive rebound by Team
11:16.0,,,28-24,2,J. Crawford makes 2-pt shot from 19 ft
10:59.0,L. Thomas misses 2-pt shot from 4 ft (block by S. Hawes),,28-24,,
10:56.0,,,28-24,,Defensive rebound by C. Douglas-Roberts
10:55.0,,,28-24,,C. Douglas-Roberts misses 2-pt shot from 3 ft (block by N. Collison)
10:55.0,,,28-24,,Offensive rebound by Team
10:55.0,Jump ball: N. Collison vs. C. Douglas-Roberts (S. Hawes gains possession),,,,Jump ball: N. Collison vs. C. Douglas-Roberts (S. Hawes gains possession)
10:49.0,,,28-24,,J. Crawford misses 3-pt shot from 27 ft
10:48.0,Defensive rebound by N. Collison,,28-24,,
10:35.0,S. Telfair misses 3-pt shot from 26 ft,,28-24,,
10:34.0,,,28-24,,Defensive rebound by D. Jordan
10:12.0,,,28-26,2,J. Crawford makes 2-pt shot from 6 ft
9:50.0,Shooting foul by J. Crawford (drawn by L. Thomas),,28-26,,
9:50.0,L. Thomas makes free throw 1 of 2,1,29-26,,
9:50.0,R. Westbrook enters the game for S. Telfair,,29-26,,
9:50.0,A. Roberson enters the game for P. Jones,,29-26,,
9:50.0,L. Thomas makes free throw 2 of 2,1,30-26,,
9:37.0,,,30-26,,C. Douglas-Roberts misses 3-pt shot from 22 ft
9:36.0,Defensive rebound by N. Collison,,30-26,,
9:21.0,,,30-26,,Turnover by J. Crawford (bad pass; steal by R. Westbrook)
9:19.0,A. Roberson makes 2-pt shot from 2 ft (assist by R. Westbrook),2,32-26,,
9:19.0,Shooting foul by J. Crawford (drawn by A. Roberson),,32-26,,
9:19.0,A. Roberson misses free throw 1 of 1,,32-26,,
9:19.0,,,32-26,,Defensive rebound by Team
8:59.0,,,32-29,3,J. Farmar makes 3-pt shot from 23 ft (assist by S. Hawes)
8:47.0,Turnover by L. Thomas (bad pass; steal by J. Crawford),,32-29,,
8:44.0,,,32-29,,Shooting foul by L. Thomas (drawn by C. Douglas-Roberts)
8:44.0,Official timeout,,32-29,,
8:44.0,,,32-29,,B. Griffin enters the game for S. Hawes
8:44.0,,,32-30,1,C. Douglas-Roberts makes free throw 1 of 2
8:44.0,,,32-31,1,C. Douglas-Roberts makes free throw 2 of 2
8:32.0,Turnover by N. Collison (bad pass),,32-31,,
8:23.0,,,32-31,,Turnover by J. Crawford (traveling)
8:09.0,R. Westbrook misses 2-pt shot from 2 ft,,32-31,,
8:07.0,Offensive rebound by L. Thomas,,32-31,,
8:03.0,Turnover by A. Roberson (lost ball),,32-31,,
8:03.0,,,32-31,,C. Paul enters the game for J. Farmar
7:46.0,,,32-34,3,J. Crawford makes 3-pt shot from 26 ft (assist by C. Douglas-Roberts)
7:30.0,N. Collison makes 2-pt shot from 21 ft (assist by L. Thomas),2,34-34,,
7:15.0,,,34-34,,Shooting foul by A. Roberson (drawn by J. Crawford)
7:15.0,,,34-35,1,J. Crawford makes free throw 1 of 2
7:15.0,,,34-36,1,J. Crawford makes free throw 2 of 2
7:07.0,Offensive foul by K. Perkins,,34-36,,
7:07.0,Turnover by K. Perkins (offensive foul),,34-36,,
7:07.0,,,34-36,,M. Barnes enters the game for C. Douglas-Roberts
7:07.0,S. Ibaka enters the game for N. Collison,,34-36,,
6:56.0,,,34-36,,J. Crawford misses 3-pt shot from 25 ft
6:55.0,Defensive rebound by K. Perkins,,34-36,,
6:43.0,K. Perkins misses 2-pt shot from 8 ft,,34-36,,
6:40.0,,,34-36,,Defensive rebound by M. Barnes
6:37.0,,,34-36,,Turnover by J. Crawford (bad pass; steal by A. Roberson)
6:35.0,Turnover by R. Westbrook (lost ball),,34-36,,
6:35.0,,,34-36,,J. Redick enters the game for J. Crawford
6:35.0,P. Jones enters the game for R. Westbrook,,34-36,,
6:35.0,Oklahoma City full timeout,,34-36,,
6:35.0,S. Telfair enters the game for L. Thomas,,34-36,,
6:19.0,,,34-36,,J. Redick misses 3-pt shot from 23 ft
6:18.0,Defensive rebound by K. Perkins,,34-36,,
6:00.0,S. Ibaka misses 3-pt shot from 26 ft,,34-36,,
5:59.0,,,34-36,,Defensive rebound by M. Barnes
5:49.0,,,34-36,,M. Barnes misses 3-pt shot from 25 ft
5:47.0,Defensive rebound by A. Roberson,,34-36,,
5:37.0,Turnover by P. Jones (bad pass),,34-36,,
5:15.0,,,34-36,,M. Barnes misses 2-pt shot from 3 ft
5:13.0,Defensive rebound by P. Jones,,34-36,,
5:00.0,P. Jones misses 2-pt shot from 8 ft (block by M. Barnes),,34-36,,
4:58.0,,,34-36,,Defensive rebound by B. Griffin
4:48.0,,,34-36,,C. Paul misses 2-pt shot from 11 ft
4:46.0,Defensive rebound by S. Ibaka,,34-36,,
4:29.0,P. Jones misses 3-pt shot from 27 ft,,34-36,,
4:28.0,,,34-36,,Defensive rebound by Team
4:28.0,S. Adams enters the game for K. Perkins,,34-36,,
4:28.0,,,34-36,,LA Clippers full timeout
4:11.0,,,34-36,,B. Griffin misses 2-pt shot from 3 ft
4:08.0,Defensive rebound by S. Adams,,34-36,,
3:48.0,S. Adams misses 3-pt shot from 29 ft,,34-36,,
3:48.0,Offensive rebound by Team,,34-36,,
3:48.0,Turnover by Team (shot clock),,34-36,,
3:38.0,Personal foul by A. Roberson (drawn by J. Redick),,34-36,,
3:38.0,L. Thomas enters the game for A. Roberson,,34-36,,
3:34.0,,,34-38,2,D. Jordan makes 2-pt shot at rim (assist by C. Paul)
3:11.0,S. Adams misses 2-pt shot from 7 ft,,34-38,,
3:10.0,,,34-38,,Defensive rebound by D. Jordan
3:06.0,Personal foul by S. Ibaka (drawn by B. Griffin),,34-38,,
3:00.0,,,34-38,,J. Redick misses 2-pt shot from 8 ft
2:58.0,Defensive rebound by S. Telfair,,34-38,,
2:39.0,P. Jones makes 2-pt shot from 6 ft (assist by S. Ibaka),2,36-38,,
2:23.0,,,36-38,,Shooting foul by S. Adams (drawn by B. Griffin)
2:23.0,,,36-38,,B. Griffin misses free throw 1 of 2
2:23.0,,,36-38,,Offensive rebound by Team
2:23.0,,,36-38,,B. Griffin misses free throw 2 of 2
2:22.0,Defensive rebound by P. Jones,,36-38,,
2:06.0,,,36-38,,Personal foul by C. Paul (drawn by S. Telfair)
2:00.0,P. Jones makes 3-pt shot from 26 ft (assist by S. Ibaka),3,39-38,,
1:48.0,,,39-38,,J. Redick misses 2-pt shot from 5 ft
1:45.0,,,39-38,,Offensive rebound by D. Jordan
1:45.0,,,39-40,2,D. Jordan makes 2-pt shot at rim
1:21.0,S. Telfair misses 3-pt shot from 27 ft,,39-40,,
1:20.0,,,39-40,,Defensive rebound by M. Barnes
1:14.0,,,39-42,2,B. Griffin makes 2-pt shot from 8 ft (assist by C. Paul)
0:57.0,S. Ibaka makes 2-pt shot from 17 ft (assist by S. Telfair),2,41-42,,
0:45.0,,,41-44,2,B. Griffin makes 2-pt shot from 15 ft (assist by C. Paul)
0:32.0,S. Telfair misses 3-pt shot from 25 ft,,41-44,,
0:31.0,,,41-44,,Defensive rebound by C. Paul
0:27.0,,,41-46,2,C. Paul makes 2-pt shot from 3 ft
0:04.0,Oklahoma City full timeout,,41-46,,
0:03.0,P. Jones misses 2-pt shot from 1 ft,,41-46,,
0:00.0,Offensive rebound by P. Jones,,41-46,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:49.0,,,41-46,,Turnover by J. Redick (step out of bounds)
11:35.0,P. Jones makes 2-pt shot from 9 ft (assist by A. Roberson),2,43-46,,
11:16.0,,,43-48,2,B. Griffin makes 2-pt shot from 18 ft (assist by C. Paul)
10:53.0,,,43-48,,Personal foul by C. Paul (drawn by S. Telfair)
10:43.0,Shooting foul by M. Barnes (drawn by P. Jones),,43-48,,
10:43.0,P. Jones misses free throw 1 of 2,,43-48,,
10:43.0,Offensive rebound by Team,,43-48,,
10:43.0,P. Jones makes free throw 2 of 2,1,44-48,,
10:28.0,,,44-48,,J. Redick misses 2-pt shot from 1 ft
10:26.0,,,44-48,,Offensive rebound by D. Jordan
10:26.0,,,44-48,,D. Jordan misses 2-pt shot from 3 ft
10:23.0,Defensive rebound by S. Adams,,44-48,,
10:19.0,Turnover by A. Roberson (bad pass; steal by M. Barnes),,44-48,,
9:58.0,,,44-48,,B. Griffin misses 2-pt shot from 19 ft
9:56.0,Defensive rebound by P. Jones,,44-48,,
9:49.0,Turnover by S. Adams (bad pass; steal by C. Paul),,44-48,,
9:42.0,,,44-48,,C. Paul misses 3-pt shot from 27 ft
9:42.0,,,44-48,,Offensive rebound by B. Griffin
9:42.0,Loose ball foul by S. Adams (drawn by B. Griffin),,44-48,,
9:28.0,,,44-48,,C. Paul misses 2-pt shot from 2 ft
9:27.0,,,44-48,,Offensive rebound by C. Paul
9:27.0,,,44-48,,C. Paul misses 2-pt shot from 2 ft
9:24.0,Defensive rebound by S. Adams,,44-48,,
9:02.0,Turnover by Team (shot clock),,44-48,,
8:56.0,,,44-48,,Turnover by J. Redick (lost ball; steal by S. Telfair)
8:50.0,P. Jones makes 2-pt shot from 2 ft (assist by S. Telfair),2,46-48,,
8:25.0,,,46-50,2,B. Griffin makes 2-pt shot from 19 ft
8:05.0,Turnover by S. Telfair (bad pass; steal by B. Griffin),,46-50,,
8:01.0,,,46-50,,Shooting foul by S. Ibaka (drawn by B. Griffin)
8:01.0,,,46-51,1,B. Griffin makes free throw 1 of 2
8:01.0,,,46-51,,B. Griffin misses free throw 2 of 2
8:01.0,Defensive rebound by Team,,46-51,,
8:01.0,,,46-51,,Loose ball foul by M. Barnes (drawn by S. Adams)
7:38.0,S. Adams misses 2-pt shot at rim,,46-51,,
7:37.0,Offensive rebound by S. Adams,,46-51,,
7:37.0,S. Adams makes 2-pt shot at rim,2,48-51,,
7:20.0,,,48-53,2,C. Paul makes 2-pt shot from 13 ft (assist by B. Griffin)
6:57.0,S. Telfair makes 2-pt shot from 2 ft,2,50-53,,
6:31.0,,,50-55,2,B. Griffin makes 2-pt shot from 21 ft (assist by M. Barnes)
6:17.0,Shooting foul by J. Redick (drawn by A. Roberson),,50-55,,
6:17.0,A. Roberson makes free throw 1 of 2,1,51-55,,
6:17.0,,,51-55,,J. Crawford enters the game for J. Redick
6:17.0,A. Roberson makes free throw 2 of 2,1,52-55,,
6:08.0,,,52-55,,B. Griffin misses 2-pt shot from 20 ft
6:06.0,Defensive rebound by S. Ibaka,,52-55,,
6:00.0,S. Adams makes 2-pt shot at rim (assist by S. Telfair),2,54-55,,
5:42.0,,,54-55,,C. Paul misses 3-pt shot from 27 ft
5:41.0,Defensive rebound by A. Roberson,,54-55,,
5:36.0,,,54-55,,Personal take foul by B. Griffin (drawn by S. Adams)
5:36.0,,,54-55,,LA Clippers full timeout
5:36.0,S. Adams makes free throw 1 of 2,1,55-55,,
5:36.0,S. Adams makes free throw 2 of 2,1,56-55,,
5:21.0,,,56-57,2,B. Griffin makes 2-pt shot from 17 ft
5:05.0,S. Ibaka misses 2-pt shot from 18 ft,,56-57,,
5:04.0,,,56-57,,Defensive rebound by Team
4:55.0,Def 3 sec tech foul by S. Ibaka,,56-57,,
4:55.0,,,56-58,1,J. Crawford makes technical free throw
4:44.0,,,56-58,,B. Griffin misses 2-pt shot from 13 ft
4:43.0,Defensive rebound by P. Jones,,56-58,,
4:42.0,Turnover by P. Jones (lost ball; steal by C. Paul),,56-58,,
4:38.0,,,56-60,2,C. Paul makes 2-pt shot from 11 ft
4:21.0,S. Ibaka misses 2-pt shot from 2 ft,,56-60,,
4:20.0,,,56-60,,Defensive rebound by Team
4:20.0,Loose ball foul by S. Adams (drawn by C. Paul),,56-60,,
4:20.0,K. Perkins enters the game for S. Adams,,56-60,,
4:13.0,,,56-62,2,D. Jordan makes 2-pt shot at rim (assist by B. Griffin)
4:03.0,Oklahoma City full timeout,,56-62,,
3:46.0,K. Perkins misses 2-pt shot from 6 ft,,56-62,,
3:44.0,,,56-62,,Defensive rebound by D. Jordan
3:38.0,,,56-62,,J. Crawford misses 3-pt shot from 24 ft
3:37.0,Defensive rebound by K. Perkins,,56-62,,
3:22.0,,,56-62,,Personal foul by C. Paul (drawn by S. Telfair)
3:22.0,S. Telfair makes free throw 1 of 2,1,57-62,,
3:22.0,S. Telfair makes free throw 2 of 2,1,58-62,,
3:06.0,,,58-62,,J. Crawford misses 2-pt shot from 17 ft
3:04.0,Defensive rebound by K. Perkins,,58-62,,
2:47.0,P. Jones misses 2-pt shot from 4 ft (block by M. Barnes),,58-62,,
2:45.0,,,58-62,,Defensive rebound by J. Crawford
2:41.0,,,58-64,2,C. Paul makes 2-pt shot from 13 ft
2:41.0,,,58-64,,Shooting foul by S. Telfair (drawn by C. Paul)
2:41.0,,,58-64,,S. Hawes enters the game for B. Griffin
2:41.0,N. Collison enters the game for S. Ibaka,,58-64,,
2:41.0,,,58-65,1,C. Paul makes free throw 1 of 1
2:20.0,Turnover by N. Collison (offensive goaltending),,58-65,,
2:20.0,,,58-65,,C. Douglas-Roberts enters the game for M. Barnes
2:00.0,,,58-65,,C. Douglas-Roberts misses 3-pt shot from 23 ft
1:58.0,Defensive rebound by N. Collison,,58-65,,
1:51.0,Shooting foul by C. Douglas-Roberts (drawn by P. Jones),,58-65,,
1:51.0,P. Jones makes free throw 1 of 2,1,59-65,,
1:51.0,P. Jones makes free throw 2 of 2,1,60-65,,
1:41.0,,,60-65,,J. Crawford misses 3-pt shot from 23 ft
1:40.0,Defensive rebound by P. Jones,,60-65,,
1:36.0,Offensive foul by P. Jones,,60-65,,
1:36.0,Turnover by P. Jones (offensive foul),,60-65,,
1:36.0,,,60-65,,J. Farmar enters the game for C. Paul
1:36.0,L. Thomas enters the game for S. Telfair,,60-65,,
1:24.0,,,60-65,,Turnover by D. Jordan (traveling)
1:24.0,,,60-65,,Technical foul by D. Jordan
1:24.0,P. Jones misses technical free throw,,60-65,,
1:24.0,Offensive rebound by Team,,60-65,,
1:06.0,L. Thomas misses 2-pt shot from 18 ft,,60-65,,
1:01.0,,,60-65,,Defensive rebound by S. Hawes
1:00.0,,,60-65,,Turnover by S. Hawes (bad pass; steal by A. Roberson)
0:52.0,Turnover by A. Roberson (lost ball; steal by J. Farmar),,60-65,,
0:46.0,,,60-65,,S. Hawes misses 3-pt shot from 26 ft
0:45.0,Defensive rebound by K. Perkins,,60-65,,
0:31.0,,,60-65,,Personal foul by C. Douglas-Roberts (drawn by P. Jones)
0:31.0,P. Jones makes free throw 1 of 2,1,61-65,,
0:31.0,P. Jones makes free throw 2 of 2,1,62-65,,
0:14.0,,,62-68,3,J. Farmar makes 3-pt shot from 23 ft (assist by J. Crawford)
0:05.0,Turnover by P. Jones (bad pass; steal by J. Crawford),,62-68,,
0:02.0,,,62-70,2,J. Crawford makes 2-pt shot from 1 ft
0:00.0,A. Roberson misses 3-pt shot from 46 ft,,62-70,,
0:00.0,Offensive rebound by Team,,62-70,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:47.0,N. Collison misses 3-pt shot from 25 ft,,62-70,,
11:45.0,,,62-70,,Defensive rebound by C. Douglas-Roberts
11:24.0,,,62-70,,Turnover by Team (shot clock)
11:19.0,,,62-70,,Personal foul by J. Farmar (drawn by S. Telfair)
11:11.0,Shooting foul by C. Douglas-Roberts (drawn by K. Perkins),,62-70,,
11:11.0,K. Perkins misses free throw 1 of 2,,62-70,,
11:11.0,Offensive rebound by Team,,62-70,,
11:11.0,K. Perkins makes free throw 2 of 2,1,63-70,,
10:51.0,,,63-70,,J. Farmar misses 3-pt shot from 23 ft
10:50.0,Defensive rebound by A. Roberson,,63-70,,
10:37.0,L. Thomas makes 2-pt shot from 2 ft (assist by S. Telfair),2,65-70,,
10:25.0,,,65-70,,Turnover by B. Griffin (bad pass; steal by N. Collison)
10:09.0,N. Collison misses 2-pt shot from 20 ft,,65-70,,
10:08.0,,,65-70,,Defensive rebound by J. Crawford
9:55.0,,,65-70,,S. Hawes misses 3-pt shot from 26 ft
9:54.0,,,65-70,,Offensive rebound by B. Griffin
9:50.0,,,65-70,,J. Crawford misses 3-pt shot from 24 ft
9:49.0,,,65-70,,Offensive rebound by S. Hawes
9:48.0,,,65-72,2,S. Hawes makes 2-pt shot from 2 ft
9:23.0,Shooting foul by J. Farmar (drawn by S. Telfair),,65-72,,
9:23.0,S. Telfair misses free throw 1 of 3,,65-72,,
9:23.0,Offensive rebound by Team,,65-72,,
9:23.0,S. Telfair makes free throw 2 of 3,1,66-72,,
9:23.0,,,66-72,,J. Redick enters the game for C. Douglas-Roberts
9:23.0,,,66-72,,C. Paul enters the game for J. Farmar
9:23.0,S. Telfair makes free throw 3 of 3,1,67-72,,
9:05.0,,,67-75,3,J. Crawford makes 3-pt shot from 26 ft (assist by B. Griffin)
8:57.0,Oklahoma City full timeout,,67-75,,
8:57.0,P. Jones enters the game for A. Roberson,,67-75,,
8:44.0,Shooting foul by S. Hawes (drawn by K. Perkins),,67-75,,
8:44.0,K. Perkins makes free throw 1 of 2,1,68-75,,
8:44.0,K. Perkins makes free throw 2 of 2,1,69-75,,
8:35.0,Personal foul by N. Collison (drawn by B. Griffin),,69-75,,
8:29.0,,,69-77,2,B. Griffin makes 2-pt shot from 20 ft (assist by C. Paul)
8:04.0,P. Jones makes 2-pt shot from 12 ft (assist by K. Perkins),2,71-77,,
7:56.0,,,71-80,3,C. Paul makes 3-pt shot from 26 ft (assist by J. Crawford)
7:37.0,P. Jones makes 3-pt shot from 25 ft (assist by L. Thomas),3,74-80,,
7:24.0,Personal foul by N. Collison (drawn by B. Griffin),,74-80,,
7:24.0,S. Adams enters the game for K. Perkins,,74-80,,
7:24.0,S. Ibaka enters the game for N. Collison,,74-80,,
7:23.0,,,74-80,,Offensive foul by B. Griffin
7:23.0,,,74-80,,Turnover by B. Griffin (offensive foul)
7:08.0,S. Adams misses 2-pt shot from 13 ft,,74-80,,
7:06.0,Offensive rebound by S. Adams,,74-80,,
7:04.0,Turnover by S. Adams (lost ball),,74-80,,
7:04.0,Violation by L. Thomas (kicked ball),,74-80,,
6:52.0,,,74-80,,C. Paul misses 2-pt shot from 14 ft
6:51.0,,,74-80,,Offensive rebound by C. Paul
6:48.0,,,74-82,2,C. Paul makes 2-pt shot from 2 ft
6:24.0,P. Jones misses 2-pt shot from 7 ft,,74-82,,
6:22.0,Offensive rebound by S. Ibaka,,74-82,,
6:21.0,Turnover by Team (shot clock),,74-82,,
6:21.0,,,74-82,,D. Jordan enters the game for S. Hawes
6:04.0,,,74-84,2,B. Griffin makes 2-pt shot from 2 ft
5:49.0,,,74-84,,Def 3 sec tech foul by D. Jordan
5:49.0,Official timeout,,74-84,,
5:49.0,A. Roberson enters the game for L. Thomas,,74-84,,
5:49.0,S. Telfair misses technical free throw,,74-84,,
5:49.0,Offensive rebound by Team,,74-84,,
5:34.0,P. Jones makes 2-pt shot from 2 ft (assist by S. Adams),2,76-84,,
5:16.0,,,76-84,,J. Redick misses 3-pt shot from 26 ft
5:15.0,Defensive rebound by A. Roberson,,76-84,,
5:03.0,P. Jones makes 2-pt shot from 13 ft,2,78-84,,
5:03.0,,,78-84,,Away from play foul by B. Griffin (drawn by S. Ibaka)
5:03.0,S. Ibaka makes free throw 1 of 1,1,79-84,,
4:44.0,,,79-86,2,C. Paul makes 2-pt shot from 4 ft
4:29.0,S. Ibaka makes 3-pt shot from 25 ft (assist by P. Jones),3,82-86,,
4:11.0,,,82-86,,C. Paul misses 2-pt shot from 18 ft
4:10.0,,,82-86,,Offensive rebound by D. Jordan
4:03.0,,,82-86,,J. Crawford misses 3-pt shot from 24 ft
