time,Dallas,pts.away,score,pts.home,Oklahoma City
6:43.0,,,14-10,,D. Waiters misses 3-pt shot from 24 ft
6:42.0,Defensive rebound by T. Chandler,,14-10,,
6:28.0,T. Chandler makes 2-pt shot from 1 ft (assist by D. Nowitzki),2,16-10,,
6:28.0,Violation by Team (delay of game),,16-10,,
6:12.0,,,16-12,2,E. Kanter makes 2-pt shot from 4 ft
6:11.0,Dallas full timeout,,16-12,,
6:11.0,C. Villanueva enters the game for D. Nowitzki,,16-12,,
5:58.0,,,16-12,,Personal foul by K. Singler (drawn by C. Parsons)
5:54.0,Turnover by C. Parsons (traveling),,16-12,,
5:41.0,,,16-14,2,E. Kanter makes 2-pt shot from 4 ft
5:26.0,T. Chandler makes 2-pt shot at rim (assist by R. Rondo),2,18-14,,
5:10.0,,,18-17,3,E. Kanter makes 3-pt shot from 22 ft (assist by R. Westbrook)
5:01.0,,,18-17,,Personal block foul by K. Singler (drawn by C. Parsons)
5:01.0,,,18-17,,A. Morrow enters the game for K. Singler
5:01.0,A. Stoudemire enters the game for T. Chandler,,18-17,,
5:01.0,,,18-17,,M. McGary enters the game for S. Adams
4:51.0,A. Stoudemire makes 2-pt shot from 2 ft (assist by M. Ellis),2,20-17,,
4:51.0,Shooting foul by M. McGary (drawn by A. Stoudemire),,20-17,,
4:51.0,A. Stoudemire makes free throw 1 of 1,1,21-17,,
4:36.0,Jump ball: M. McGary vs. R. Rondo,,,,Jump ball: M. McGary vs. R. Rondo
4:36.0,,,21-17,,Turnover by D. Waiters (lost ball; steal by M. Ellis)
4:31.0,C. Parsons makes 2-pt shot at rim (assist by M. Ellis),2,23-17,,
4:26.0,,,23-17,,Oklahoma City full timeout
4:20.0,Personal foul by M. Ellis (drawn by R. Westbrook),,23-17,,
4:08.0,,,23-17,,D. Waiters misses 2-pt shot from 1 ft
4:06.0,,,23-17,,Offensive rebound by E. Kanter
4:06.0,,,23-17,,E. Kanter misses 2-pt shot from 1 ft
4:05.0,Defensive rebound by M. Ellis,,23-17,,
4:01.0,C. Parsons misses 3-pt shot from 24 ft,,23-17,,
4:00.0,,,23-17,,Defensive rebound by Team
3:45.0,,,23-17,,A. Morrow misses 3-pt shot from 25 ft
3:45.0,Defensive rebound by A. Stoudemire,,23-17,,
3:31.0,C. Villanueva misses 3-pt shot from 24 ft,,23-17,,
3:30.0,,,23-17,,Defensive rebound by M. McGary
3:24.0,,,23-19,2,R. Westbrook makes 2-pt shot from 15 ft
3:08.0,,,23-19,,Personal foul by E. Kanter (drawn by A. Stoudemire)
3:08.0,A. Stoudemire makes free throw 1 of 2,1,24-19,,
3:08.0,D. Harris enters the game for R. Rondo,,24-19,,
3:08.0,,,24-19,,D. Augustin enters the game for D. Waiters
3:08.0,A. Stoudemire misses free throw 2 of 2,,24-19,,
3:08.0,,,24-19,,Defensive rebound by M. McGary
2:51.0,,,24-19,,Shooting foul by C. Villanueva (drawn by E. Kanter)
2:51.0,,,24-20,1,E. Kanter makes free throw 1 of 2
2:51.0,D. Nowitzki enters the game for C. Parsons,,24-20,,
2:51.0,J. Barea enters the game for M. Ellis,,24-20,,
2:51.0,A. Aminu enters the game for C. Villanueva,,24-20,,
2:51.0,,,24-21,1,E. Kanter makes free throw 2 of 2
2:36.0,A. Stoudemire misses 2-pt shot from 3 ft,,24-21,,
2:35.0,,,24-21,,Defensive rebound by M. McGary
2:21.0,,,24-21,,R. Westbrook misses 2-pt shot from 4 ft
2:21.0,Defensive rebound by D. Nowitzki,,24-21,,
2:12.0,D. Nowitzki misses 3-pt shot from 25 ft,,24-21,,
2:11.0,,,24-21,,Defensive rebound by R. Westbrook
1:59.0,,,24-23,2,E. Kanter makes 2-pt shot from 16 ft (assist by R. Westbrook)
1:39.0,A. Stoudemire makes 2-pt shot from 1 ft,2,26-23,,
1:22.0,,,26-23,,D. Augustin misses 2-pt shot from 12 ft
1:21.0,,,26-23,,Offensive rebound by M. McGary
1:21.0,,,26-25,2,M. McGary makes 2-pt shot from 1 ft
1:08.0,D. Nowitzki misses 2-pt shot from 19 ft,,26-25,,
1:07.0,,,26-25,,Defensive rebound by E. Kanter
1:01.0,,,26-25,,R. Westbrook misses 3-pt shot from 24 ft
1:00.0,Defensive rebound by A. Aminu,,26-25,,
0:41.0,J. Barea misses 3-pt shot from 24 ft,,26-25,,
0:39.0,,,26-25,,Defensive rebound by R. Westbrook
0:33.0,,,26-25,,R. Westbrook misses 2-pt shot from 2 ft
0:32.0,Defensive rebound by D. Nowitzki,,26-25,,
0:09.0,Shooting foul by M. McGary (drawn by J. Barea),,26-25,,
0:09.0,J. Barea makes free throw 1 of 2,1,27-25,,
0:09.0,R. Rondo enters the game for D. Nowitzki,,27-25,,
0:09.0,J. Barea makes free throw 2 of 2,1,28-25,,
0:01.0,,,28-25,,R. Westbrook misses 2-pt shot from 1 ft
0:00.0,,,28-25,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:38.0,,,28-27,2,A. Morrow makes 2-pt shot from 17 ft (assist by S. Adams)
11:25.0,D. Harris misses 2-pt shot from 1 ft,,28-27,,
11:23.0,Offensive rebound by A. Stoudemire,,28-27,,
11:23.0,A. Stoudemire makes 2-pt shot from 1 ft,2,30-27,,
11:12.0,,,30-27,,Shooting foul by A. Stoudemire (drawn by D. Waiters)
11:12.0,,,30-28,1,D. Waiters makes free throw 1 of 2
11:12.0,,,30-29,1,D. Waiters makes free throw 2 of 2
10:52.0,A. Stoudemire makes 2-pt shot from 4 ft,2,32-29,,
10:35.0,,,32-31,2,S. Adams makes 2-pt shot from 1 ft (assist by D. Waiters)
10:13.0,D. Harris misses 2-pt shot from 11 ft,,32-31,,
10:13.0,,,32-31,,Defensive rebound by Team
10:13.0,Loose ball foul by A. Aminu (drawn by A. Morrow),,32-31,,
10:02.0,,,32-31,,D. Waiters misses 2-pt shot from 20 ft
10:02.0,Defensive rebound by D. Nowitzki,,32-31,,
9:53.0,A. Aminu makes 2-pt shot at rim (assist by J. Barea),2,34-31,,
9:32.0,,,34-31,,M. McGary misses 2-pt shot at rim
9:31.0,,,34-31,,Offensive rebound by M. McGary
9:31.0,,,34-33,2,M. McGary makes 2-pt shot at rim
9:19.0,D. Nowitzki makes 3-pt shot from 25 ft (assist by J. Barea),3,37-33,,
8:56.0,,,37-35,2,A. Morrow makes 2-pt shot from 13 ft
8:50.0,D. Harris makes 2-pt shot from 1 ft,2,39-35,,
8:31.0,Official timeout,,39-35,,
8:31.0,,,39-35,,K. Singler enters the game for M. McGary
8:31.0,C. Parsons enters the game for D. Nowitzki,,39-35,,
8:31.0,T. Chandler enters the game for A. Stoudemire,,39-35,,
8:31.0,M. Ellis enters the game for J. Barea,,39-35,,
8:30.0,,,39-35,,Shooting foul by M. Ellis (drawn by A. Morrow)
8:30.0,,,39-36,1,A. Morrow makes free throw 1 of 2
8:30.0,,,39-37,1,A. Morrow makes free throw 2 of 2
8:20.0,A. Aminu makes 2-pt shot at rim (assist by C. Parsons),2,41-37,,
8:05.0,,,41-39,2,K. Singler makes 2-pt shot at rim (assist by D. Waiters)
7:50.0,Shooting foul by S. Adams (drawn by M. Ellis),,41-39,,
7:50.0,M. Ellis makes free throw 1 of 2,1,42-39,,
7:50.0,,,42-39,,R. Westbrook enters the game for A. Morrow
7:50.0,R. Rondo enters the game for D. Harris,,42-39,,
7:50.0,M. Ellis makes free throw 2 of 2,1,43-39,,
7:33.0,,,43-39,,R. Westbrook misses 2-pt shot from 14 ft
7:32.0,Defensive rebound by A. Aminu,,43-39,,
7:25.0,M. Ellis misses 2-pt shot from 9 ft,,43-39,,
7:24.0,,,43-39,,Defensive rebound by K. Singler
7:14.0,,,43-42,3,D. Augustin makes 3-pt shot from 22 ft (assist by D. Waiters)
7:00.0,T. Chandler makes 2-pt shot at rim (assist by M. Ellis),2,45-42,,
6:43.0,,,45-44,2,S. Adams makes 2-pt shot at rim (assist by R. Westbrook)
6:30.0,A. Aminu makes 3-pt shot from 22 ft (assist by R. Rondo),3,48-44,,
6:16.0,,,48-44,,Offensive charge foul by S. Adams
6:16.0,,,48-44,,Turnover by S. Adams (offensive foul)
6:02.0,,,48-44,,Personal foul by S. Adams (drawn by T. Chandler)
6:02.0,Personal foul by T. Chandler,,48-44,,
6:02.0,,,48-44,,E. Kanter enters the game for S. Adams
5:55.0,Shooting foul by K. Singler (drawn by A. Aminu),,48-44,,
5:55.0,,,48-44,,Oklahoma City full timeout
5:55.0,A. Aminu makes free throw 1 of 2,1,49-44,,
5:55.0,,,49-44,,A. Morrow enters the game for K. Singler
5:55.0,A. Aminu misses free throw 2 of 2,,49-44,,
5:54.0,Offensive rebound by Team,,49-44,,
5:49.0,C. Parsons misses 3-pt shot from 22 ft,,49-44,,
5:48.0,,,49-44,,Defensive rebound by A. Morrow
5:37.0,,,49-44,,R. Westbrook misses 2-pt shot from 2 ft
5:37.0,Defensive rebound by Team,,49-44,,
5:22.0,C. Parsons misses 3-pt shot from 24 ft,,49-44,,
5:21.0,,,49-44,,Defensive rebound by R. Westbrook
5:17.0,,,49-44,,D. Waiters misses 2-pt shot from 2 ft
5:16.0,Defensive rebound by A. Aminu,,49-44,,
5:09.0,Shooting foul by A. Morrow (drawn by A. Aminu),,49-44,,
5:09.0,A. Aminu makes free throw 1 of 2,1,50-44,,
5:09.0,A. Aminu misses free throw 2 of 2,,50-44,,
5:09.0,,,50-44,,Defensive rebound by A. Morrow
4:51.0,,,50-44,,E. Kanter misses 2-pt shot from 2 ft
4:50.0,,,50-44,,Offensive rebound by E. Kanter
4:49.0,,,50-46,2,E. Kanter makes 2-pt shot from 1 ft
4:43.0,C. Parsons makes 2-pt shot at rim (assist by R. Rondo),2,52-46,,
4:26.0,,,52-46,,D. Augustin misses 2-pt shot from 14 ft
4:25.0,,,52-46,,Offensive rebound by Team
4:18.0,,,52-46,,R. Westbrook misses 2-pt shot from 18 ft
4:18.0,Defensive rebound by M. Ellis,,52-46,,
4:13.0,,,52-46,,Shooting block foul by R. Westbrook (drawn by M. Ellis)
4:13.0,M. Ellis makes free throw 1 of 2,1,53-46,,
4:13.0,A. Stoudemire enters the game for T. Chandler,,53-46,,
4:13.0,D. Nowitzki enters the game for A. Aminu,,53-46,,
4:13.0,,,53-46,,S. Novak enters the game for D. Augustin
4:13.0,M. Ellis makes free throw 2 of 2,1,54-46,,
4:04.0,,,54-46,,Shooting foul by C. Parsons (drawn by E. Kanter)
4:04.0,,,54-47,1,E. Kanter makes free throw 1 of 2
4:04.0,,,54-48,1,E. Kanter makes free throw 2 of 2
3:48.0,R. Rondo makes 2-pt shot from 19 ft,2,56-48,,
3:34.0,,,56-50,2,A. Morrow makes 2-pt shot from 14 ft
3:17.0,R. Rondo makes 2-pt shot from 17 ft (assist by A. Stoudemire),2,58-50,,
2:54.0,,,58-52,2,R. Westbrook makes 2-pt shot from 4 ft
2:44.0,Dallas full timeout,,58-52,,
2:31.0,D. Nowitzki misses 2-pt shot from 5 ft,,58-52,,
2:30.0,,,58-52,,Defensive rebound by S. Novak
2:15.0,,,58-55,3,A. Morrow makes 3-pt shot from 25 ft (assist by S. Novak)
1:58.0,D. Nowitzki misses 2-pt shot from 11 ft,,58-55,,
1:57.0,,,58-55,,Defensive rebound by R. Westbrook
1:46.0,,,58-55,,R. Westbrook misses 2-pt shot from 1 ft
1:46.0,,,58-55,,Offensive rebound by E. Kanter
1:46.0,,,58-55,,Shooting foul by A. Stoudemire (drawn by E. Kanter)
1:46.0,,,58-55,,E. Kanter misses free throw 1 of 2
1:46.0,,,58-55,,Offensive rebound by Team
1:46.0,T. Chandler enters the game for A. Stoudemire,,58-55,,
1:46.0,,,58-56,1,E. Kanter makes free throw 2 of 2
1:29.0,D. Nowitzki makes 2-pt shot from 14 ft (assist by C. Parsons),2,60-56,,
1:14.0,,,60-59,3,A. Morrow makes 3-pt shot from 23 ft (assist by R. Westbrook)
1:02.0,M. Ellis makes 2-pt shot from 14 ft,2,62-59,,
0:52.0,Personal block foul by R. Rondo (drawn by R. Westbrook),,62-59,,
0:52.0,,,62-59,,R. Westbrook misses free throw 1 of 2
0:52.0,,,62-59,,Offensive rebound by Team
0:52.0,,,62-60,1,R. Westbrook makes free throw 2 of 2
0:35.0,D. Nowitzki makes 2-pt shot from 11 ft,2,64-60,,
0:31.0,,,64-60,,R. Westbrook misses 3-pt shot from 25 ft
0:30.0,Defensive rebound by T. Chandler,,64-60,,
0:08.0,D. Nowitzki makes 2-pt shot from 14 ft (assist by R. Rondo),2,66-60,,
0:00.0,,,66-63,3,A. Morrow makes 3-pt shot from 24 ft (assist by R. Westbrook)
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:40.0,,,66-63,,D. Waiters misses 2-pt shot from 16 ft
11:39.0,,,66-63,,Offensive rebound by E. Kanter
11:36.0,,,66-65,2,E. Kanter makes 2-pt shot from 4 ft
11:28.0,,,66-65,,Personal foul by S. Adams (drawn by T. Chandler)
11:28.0,,,66-65,,M. McGary enters the game for S. Adams
11:19.0,R. Rondo misses 2-pt shot at rim,,66-65,,
11:18.0,,,66-65,,Defensive rebound by E. Kanter
11:12.0,,,66-67,2,R. Westbrook makes 2-pt shot from 18 ft
10:56.0,D. Nowitzki misses 3-pt shot from 24 ft,,66-67,,
10:55.0,,,66-67,,Defensive rebound by E. Kanter
10:47.0,,,66-70,3,D. Waiters makes 3-pt shot from 23 ft (assist by R. Westbrook)
10:46.0,Dallas full timeout,,66-70,,
10:28.0,M. Ellis makes 2-pt shot from 15 ft (assist by R. Rondo),2,68-70,,
10:06.0,,,68-72,2,E. Kanter makes 2-pt shot from 1 ft (assist by M. McGary)
9:49.0,R. Rondo misses 2-pt shot from 1 ft,,68-72,,
9:48.0,Offensive rebound by T. Chandler,,68-72,,
9:48.0,T. Chandler makes 2-pt shot at rim,2,70-72,,
9:36.0,,,70-72,,K. Singler misses 2-pt shot from 5 ft
9:35.0,,,70-72,,Offensive rebound by E. Kanter
9:34.0,,,70-74,2,E. Kanter makes 2-pt shot from 1 ft
9:22.0,R. Rondo misses 2-pt shot from 16 ft,,70-74,,
9:21.0,,,70-74,,Defensive rebound by E. Kanter
9:15.0,,,70-76,2,R. Westbrook makes 2-pt shot at rim
8:54.0,R. Rondo misses 2-pt shot from 18 ft,,70-76,,
8:53.0,,,70-76,,Defensive rebound by M. McGary
8:47.0,,,70-79,3,K. Singler makes 3-pt shot from 22 ft (assist by R. Westbrook)
8:26.0,D. Nowitzki misses 2-pt shot from 15 ft,,70-79,,
8:25.0,,,70-79,,Defensive rebound by E. Kanter
8:20.0,,,70-79,,D. Waiters misses 3-pt shot from 24 ft
8:18.0,,,70-79,,Offensive rebound by M. McGary
8:08.0,,,70-79,,R. Westbrook misses 2-pt shot from 17 ft
8:08.0,Defensive rebound by T. Chandler,,70-79,,
7:57.0,D. Nowitzki makes 3-pt shot from 24 ft (assist by M. Ellis),3,73-79,,
7:44.0,,,73-79,,Shooting foul by D. Nowitzki (drawn by R. Westbrook)
7:44.0,,,73-81,2,R. Westbrook makes 2-pt shot from 1 ft
7:44.0,,,73-81,,R. Westbrook misses free throw 1 of 1
7:43.0,Defensive rebound by C. Parsons,,73-81,,
7:30.0,M. Ellis misses 3-pt shot from 25 ft,,73-81,,
7:29.0,,,73-81,,Defensive rebound by E. Kanter
7:22.0,,,73-81,,Shooting foul by C. Parsons (drawn by E. Kanter)
7:22.0,,,73-82,1,E. Kanter makes free throw 1 of 2
7:22.0,D. Harris enters the game for R. Rondo,,73-82,,
7:22.0,,,73-83,1,E. Kanter makes free throw 2 of 2
7:06.0,D. Nowitzki makes 2-pt shot from 11 ft,2,75-83,,
6:56.0,,,75-83,,R. Westbrook misses 3-pt shot from 24 ft
6:54.0,Defensive rebound by M. Ellis,,75-83,,
6:48.0,M. Ellis misses 2-pt shot from 10 ft,,75-83,,
6:47.0,,,75-83,,Defensive rebound by M. McGary
6:39.0,,,75-83,,Turnover by R. Westbrook (bad pass; steal by M. Ellis)
6:39.0,,,75-83,,Personal foul by M. McGary (drawn by D. Nowitzki)
6:27.0,D. Nowitzki makes 2-pt shot from 18 ft (assist by M. Ellis),2,77-83,,
6:07.0,,,77-83,,K. Singler misses 3-pt shot from 22 ft
6:06.0,Defensive rebound by M. Ellis,,77-83,,
6:00.0,,,77-83,,Personal block foul by M. McGary (drawn by D. Nowitzki)
6:00.0,,,77-83,,P. Jones enters the game for M. McGary
5:43.0,M. Ellis makes 2-pt shot from 16 ft,2,79-83,,
5:29.0,,,79-83,,P. Jones misses 3-pt shot from 24 ft
5:29.0,Defensive rebound by Team,,79-83,,
5:29.0,A. Aminu enters the game for D. Nowitzki,,79-83,,
5:19.0,C. Parsons makes 2-pt shot from 8 ft,2,81-83,,
5:18.0,,,81-83,,Oklahoma City full timeout
5:03.0,,,81-86,3,D. Waiters makes 3-pt shot from 22 ft (assist by P. Jones)
4:45.0,C. Parsons misses 2-pt shot from 2 ft,,81-86,,
4:44.0,Offensive rebound by T. Chandler,,81-86,,
4:44.0,T. Chandler makes 2-pt shot from 1 ft,2,83-86,,
4:25.0,,,83-86,,Turnover by R. Westbrook (lost ball; steal by D. Harris)
4:22.0,Shooting foul by K. Singler (drawn by C. Parsons),,83-86,,
4:22.0,C. Parsons makes free throw 1 of 2,1,84-86,,
4:22.0,A. Stoudemire enters the game for T. Chandler,,84-86,,
4:22.0,C. Parsons misses free throw 2 of 2,,84-86,,
4:21.0,,,84-86,,Defensive rebound by E. Kanter
4:09.0,Shooting block foul by M. Ellis (drawn by E. Kanter),,84-86,,
4:09.0,,,84-87,1,E. Kanter makes free throw 1 of 2
4:09.0,,,84-87,,A. Morrow enters the game for K. Singler
4:09.0,,,84-88,1,E. Kanter makes free throw 2 of 2
3:50.0,Turnover by A. Stoudemire (bad pass; steal by R. Westbrook),,84-88,,
3:49.0,,,84-88,,Turnover by R. Westbrook (bad pass; steal by C. Parsons)
3:41.0,M. Ellis makes 2-pt shot from 20 ft (assist by C. Parsons),2,86-88,,
3:33.0,Def 3 sec tech foul by A. Stoudemire,,86-88,,
3:33.0,,,86-89,1,R. Westbrook makes technical free throw
3:23.0,,,86-92,3,A. Morrow makes 3-pt shot from 24 ft (assist by E. Kanter)
3:04.0,D. Harris makes 3-pt shot from 22 ft (assist by C. Parsons),3,89-92,,
2:49.0,,,89-92,,R. Westbrook misses 2-pt shot from 19 ft
2:48.0,Defensive rebound by A. Aminu,,89-92,,
2:29.0,A. Stoudemire makes 2-pt shot from 2 ft,2,91-92,,
2:08.0,,,91-92,,Turnover by D. Waiters (lost ball; steal by M. Ellis)
2:04.0,A. Aminu makes 2-pt shot from 1 ft (assist by D. Harris),2,93-92,,
2:04.0,Shooting foul by R. Westbrook (drawn by A. Aminu),,93-92,,
2:04.0,,,93-92,,D. Augustin enters the game for D. Waiters
2:04.0,A. Aminu makes free throw 1 of 1,1,94-92,,
1:46.0,,,94-95,3,R. Westbrook makes 3-pt shot from 24 ft (assist by D. Augustin)
1:25.0,M. Ellis makes 2-pt shot from 1 ft (assist by A. Stoudemire),2,96-95,,
1:25.0,Shooting foul by R. Westbrook (drawn by M. Ellis),,96-95,,
1:25.0,M. Ellis makes free throw 1 of 1,1,97-95,,
1:09.0,,,97-98,3,R. Westbrook makes 3-pt shot from 22 ft (assist by P. Jones)
1:00.0,C. Parsons makes 2-pt shot at rim (assist by D. Harris),2,99-98,,
0:41.0,,,99-98,,R. Westbrook misses 3-pt shot from 24 ft
0:39.0,Defensive rebound by A. Stoudemire,,99-98,,
0:32.0,D. Harris makes 2-pt shot from 1 ft,2,101-98,,
0:17.0,,,101-98,,A. Morrow misses 2-pt shot from 12 ft
0:16.0,,,101-98,,Offensive rebound by R. Westbrook
0:04.0,,,101-98,,Shooting foul by D. Harris (drawn by R. Westbrook)
0:04.0,,,101-99,1,R. Westbrook makes free throw 1 of 3
0:04.0,,,101-100,1,R. Westbrook makes free throw 2 of 3
0:04.0,,,101-100,,D. Waiters enters the game for A. Morrow
0:04.0,,,101-101,1,R. Westbrook makes free throw 3 of 3
0:01.0,D. Harris misses 3-pt shot from 48 ft,,101-101,,
0:00.0,Offensive rebound by Team,,101-101,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:42.0,A. Stoudemire makes 2-pt shot from 4 ft (assist by D. Harris),2,103-101,,
11:25.0,,,103-101,,R. Westbrook misses 3-pt shot from 25 ft
11:25.0,Defensive rebound by A. Stoudemire,,103-101,,
11:14.0,A. Stoudemire makes 2-pt shot from 15 ft (assist by A. Aminu),2,105-101,,
10:50.0,,,105-101,,E. Kanter misses 2-pt shot from 4 ft
10:49.0,Defensive rebound by A. Aminu,,105-101,,
10:32.0,D. Harris makes 2-pt shot at rim (assist by D. Nowitzki),2,107-101,,
10:32.0,,,107-101,,Oklahoma City full timeout
10:32.0,,,107-101,,S. Adams enters the game for K. Singler
10:32.0,,,107-101,,A. Morrow enters the game for D. Waiters
10:25.0,,,107-101,,Turnover by R. Westbrook (bad pass; steal by A. Aminu)
10:20.0,J. Barea makes 2-pt shot at rim (assist by A. Aminu),2,109-101,,
10:04.0,Personal foul by J. Barea (drawn by S. Adams),,109-101,,
9:56.0,,,109-101,,S. Adams misses 2-pt shot at rim
9:55.0,Defensive rebound by J. Barea,,109-101,,
9:48.0,J. Barea makes 2-pt shot at rim,2,111-101,,
9:34.0,,,111-101,,R. Westbrook misses 2-pt shot from 1 ft
9:33.0,,,111-101,,Offensive rebound by R. Westbrook
9:33.0,,,111-103,2,R. Westbrook makes 2-pt shot from 1 ft
9:05.0,J. Barea misses 3-pt shot from 28 ft,,111-103,,
9:04.0,,,111-103,,Defensive rebound by R. Westbrook
8:55.0,,,111-103,,Oklahoma City full timeout
8:55.0,,,111-103,,M. McGary enters the game for E. Kanter
8:52.0,,,111-103,,R. Westbrook misses 3-pt shot from 24 ft
8:51.0,Defensive rebound by Team,,111-103,,
8:31.0,A. Stoudemire makes 2-pt shot at rim (assist by J. Barea),2,113-103,,
8:20.0,Personal foul by J. Barea (drawn by D. Augustin),,113-103,,
8:16.0,Personal foul by D. Harris (drawn by R. Westbrook),,113-103,,
8:11.0,,,113-103,,Shooting foul by A. Stoudemire (drawn by R. Westbrook)
8:11.0,,,113-104,1,R. Westbrook makes free throw 1 of 2
8:11.0,,,113-105,1,R. Westbrook makes free throw 2 of 2
7:58.0,J. Barea misses 2-pt shot from 7 ft,,113-105,,
7:57.0,,,113-105,,Defensive rebound by M. McGary
7:49.0,,,113-108,3,A. Morrow makes 3-pt shot from 24 ft (assist by R. Westbrook)
7:48.0,Dallas full timeout,,113-108,,
7:48.0,C. Parsons enters the game for D. Nowitzki,,113-108,,
7:48.0,T. Chandler enters the game for A. Stoudemire,,113-108,,
7:48.0,M. Ellis enters the game for D. Harris,,113-108,,
7:48.0,R. Rondo enters the game for J. Barea,,113-108,,
7:31.0,A. Aminu misses 2-pt shot from 3 ft,,113-108,,
7:30.0,Offensive rebound by T. Chandler,,113-108,,
7:30.0,Shooting foul by M. McGary (drawn by T. Chandler),,113-108,,
7:30.0,T. Chandler makes free throw 1 of 2,1,114-108,,
7:30.0,,,114-108,,D. Waiters enters the game for M. McGary
7:30.0,T. Chandler makes free throw 2 of 2,1,115-108,,
7:25.0,,,115-108,,D. Augustin misses 3-pt shot from 24 ft
7:24.0,Defensive rebound by T. Chandler,,115-108,,
7:11.0,Turnover by R. Rondo (bad pass; steal by S. Adams),,115-108,,
7:06.0,,,115-108,,R. Westbrook misses 2-pt shot from 2 ft (block by A. Aminu)
7:04.0,Defensive rebound by T. Chandler,,115-108,,
7:02.0,Turnover by T. Chandler (bad pass; steal by A. Morrow),,115-108,,
6:43.0,,,115-110,2,S. Adams makes 2-pt shot at rim (assist by R. Westbrook)
6:24.0,M. Ellis misses 2-pt shot from 17 ft,,115-110,,
6:23.0,,,115-110,,Defensive rebound by R. Westbrook
6:21.0,,,115-110,,Turnover by R. Westbrook (lost ball; steal by R. Rondo)
6:15.0,M. Ellis makes 2-pt shot from 23 ft (assist by R. Rondo),2,117-110,,
5:54.0,,,117-112,2,D. Waiters makes 2-pt shot from 19 ft
5:37.0,Turnover by M. Ellis (bad pass; steal by S. Adams),,117-112,,
5:33.0,,,117-112,,D. Waiters misses 2-pt shot from 1 ft
5:31.0,,,117-112,,Offensive rebound by A. Morrow
5:31.0,,,117-112,,A. Morrow misses 2-pt shot at rim
5:29.0,,,117-112,,Offensive rebound by A. Morrow
5:28.0,,,117-114,2,A. Morrow makes 2-pt shot from 4 ft
