time,New Orleans,pts.away,score,pts.home,Sacramento
1:09.0,,,100-97,1,D. Cousins makes free throw 1 of 1
0:47.0,T. Evans makes 2-pt shot from 8 ft,2,102-97,,
0:37.0,,,102-97,,Turnover by O. Casspi (lost ball; steal by J. Holiday)
0:29.0,,,102-97,,Personal take foul by R. Gay (drawn by A. Davis)
0:29.0,A. Davis misses free throw 1 of 2,,102-97,,
0:29.0,Offensive rebound by Team,,102-97,,
0:29.0,A. Davis makes free throw 2 of 2,1,103-97,,
0:29.0,,,103-97,,Sacramento full timeout
0:28.0,Personal foul by J. Holiday (drawn by D. Cousins),,103-97,,
0:28.0,,,103-97,,D. Cousins misses free throw 1 of 2
0:28.0,,,103-97,,Offensive rebound by Team
0:28.0,,,103-98,1,D. Cousins makes free throw 2 of 2
0:28.0,New Orleans full timeout,,103-98,,
0:22.0,,,103-98,,Personal take foul by R. Gay (drawn by T. Evans)
0:22.0,T. Evans makes free throw 1 of 2,1,104-98,,
0:22.0,T. Evans makes free throw 2 of 2,1,105-98,,
0:13.0,,,105-98,,R. Gay misses 3-pt shot from 22 ft
0:12.0,,,105-98,,Offensive rebound by D. Cousins
0:12.0,,,105-98,,D. Cousins misses 2-pt shot at rim
0:11.0,Defensive rebound by Team,,105-98,,
0:11.0,,,105-98,,Personal take foul by O. Casspi (drawn by A. Davis)
0:11.0,A. Davis makes free throw 1 of 2,1,106-98,,
0:11.0,A. Davis misses free throw 2 of 2,,106-98,,
0:10.0,,,106-98,,Defensive rebound by D. Cousins
0:03.0,,,106-100,2,D. Cousins makes 2-pt shot at rim
0:00.0,End of 4th quarter,,,,End of 4th quarter
