time,Phoenix,pts.away,score,pts.home,Golden State
5:23.0,,,79-89,,D. Green misses 2-pt shot from 1 ft
5:21.0,Defensive rebound by M. Morris,,79-89,,
5:06.0,M. Morris misses 2-pt shot from 5 ft,,79-89,,
5:05.0,,,79-89,,Defensive rebound by A. Bogut
4:52.0,,,79-91,2,S. Curry makes 2-pt shot from 16 ft (assist by A. Bogut)
4:28.0,E. Bledsoe misses 2-pt shot from 4 ft (block by D. Green),,79-91,,
4:27.0,Offensive rebound by I. Thomas,,79-91,,
4:25.0,I. Thomas misses 2-pt shot from 21 ft,,79-91,,
4:24.0,Offensive rebound by Team,,79-91,,
4:24.0,Turnover by Team (shot clock),,79-91,,
4:24.0,,,79-91,,H. Barnes enters the game for A. Bogut
4:06.0,,,79-93,2,K. Thompson makes 2-pt shot from 19 ft (assist by H. Barnes)
4:06.0,Away from play foul by M. Morris (drawn by A. Iguodala),,79-93,,
4:06.0,G. Dragic enters the game for I. Thomas,,79-93,,
4:06.0,,,79-94,1,A. Iguodala makes free throw 1 of 1
3:49.0,M. Morris misses 2-pt shot from 13 ft,,79-94,,
3:48.0,,,79-94,,Defensive rebound by S. Curry
3:32.0,,,79-97,3,H. Barnes makes 3-pt shot from 23 ft (assist by S. Curry)
3:32.0,Phoenix full timeout,,79-97,,
3:12.0,G. Dragic misses 2-pt shot from 4 ft (block by D. Green),,79-97,,
3:12.0,,,79-97,,Defensive rebound by Team
3:12.0,Personal foul by G. Dragic (drawn by A. Iguodala),,79-97,,
3:12.0,,,79-98,1,A. Iguodala makes free throw 1 of 2
3:12.0,T. Ennis enters the game for E. Bledsoe,,79-98,,
3:12.0,Z. Dragic enters the game for G. Dragic,,79-98,,
3:12.0,T. Warren enters the game for M. Morris,,79-98,,
3:12.0,,,79-99,1,A. Iguodala makes free throw 2 of 2
2:56.0,P. Tucker makes 2-pt shot from 2 ft (assist by T. Ennis),2,81-99,,
2:29.0,,,81-99,,S. Curry misses 2-pt shot from 21 ft
2:28.0,Defensive rebound by P. Tucker,,81-99,,
2:22.0,M. Morris makes 3-pt shot from 25 ft (assist by T. Ennis),3,84-99,,
1:59.0,,,84-99,,H. Barnes misses 2-pt shot from 14 ft
1:58.0,Defensive rebound by T. Warren,,84-99,,
1:52.0,T. Ennis misses 2-pt shot from 18 ft,,84-99,,
1:51.0,,,84-99,,Defensive rebound by A. Iguodala
1:46.0,,,84-99,,Golden State full timeout
1:46.0,,,84-99,,L. Barbosa enters the game for D. Green
1:46.0,,,84-99,,J. Holiday enters the game for K. Thompson
1:46.0,,,84-99,,O. Kuzmic enters the game for S. Curry
1:46.0,,,84-99,,S. Livingston enters the game for A. Iguodala
1:37.0,,,84-102,3,H. Barnes makes 3-pt shot from 23 ft
1:24.0,T. Warren makes 2-pt shot from 10 ft (assist by T. Ennis),2,86-102,,
1:10.0,,,86-102,,L. Barbosa misses 2-pt shot from 17 ft
1:09.0,,,86-102,,Offensive rebound by O. Kuzmic
0:58.0,,,86-104,2,L. Barbosa makes 2-pt shot from 2 ft
0:52.0,M. Morris misses 3-pt shot from 26 ft,,86-104,,
0:50.0,Offensive rebound by Z. Dragic,,86-104,,
0:35.0,Z. Dragic misses 3-pt shot from 26 ft,,86-104,,
0:32.0,Offensive rebound by Z. Dragic,,86-104,,
0:29.0,P. Tucker misses 3-pt shot from 25 ft,,86-104,,
0:28.0,,,86-104,,Defensive rebound by Team
0:17.0,,,86-106,2,L. Barbosa makes 2-pt shot from 9 ft
0:14.0,,,86-106,,Personal foul by J. Holiday (drawn by Z. Dragic)
0:14.0,Z. Dragic misses free throw 1 of 2,,86-106,,
0:14.0,Offensive rebound by Team,,86-106,,
0:14.0,Z. Dragic makes free throw 2 of 2,1,87-106,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
