time,Indiana,pts.away,score,pts.home,Oklahoma City
4:39.0,,,82-103,,M. McGary misses 2-pt shot from 1 ft
4:38.0,,,82-103,,Offensive rebound by M. McGary
4:38.0,Personal foul by C. Copeland (drawn by M. McGary),,82-103,,
4:24.0,,,82-103,,D. Waiters misses 2-pt shot from 2 ft
4:23.0,Defensive rebound by D. Sloan,,82-103,,
4:16.0,D. Rudez misses 3-pt shot from 22 ft,,82-103,,
4:15.0,,,82-103,,Defensive rebound by P. Jones
4:01.0,,,82-103,,P. Jones misses 2-pt shot from 4 ft (block by L. Allen)
3:59.0,Defensive rebound by D. Rudez,,82-103,,
3:40.0,S. Hill makes 3-pt shot from 22 ft (assist by D. Rudez),3,85-103,,
3:21.0,,,85-103,,J. Lamb misses 2-pt shot from 10 ft
3:20.0,,,85-103,,Offensive rebound by P. Jones
3:20.0,Personal foul by C. Copeland (drawn by P. Jones),,85-103,,
3:12.0,,,85-103,,D. Augustin misses 3-pt shot from 24 ft
3:11.0,Defensive rebound by Team,,85-103,,
2:53.0,C. Copeland makes 3-pt shot from 24 ft (assist by L. Allen),3,88-103,,
2:34.0,,,88-103,,J. Lamb misses 3-pt shot from 22 ft
2:33.0,Defensive rebound by D. Sloan,,88-103,,
2:26.0,Turnover by D. Sloan (lost ball; steal by P. Jones),,88-103,,
2:06.0,,,88-103,,M. McGary misses 2-pt shot from 2 ft (block by C. Copeland)
2:04.0,Defensive rebound by L. Allen,,88-103,,
1:59.0,S. Hill misses 3-pt shot from 22 ft,,88-103,,
1:57.0,,,88-103,,Defensive rebound by J. Lamb
1:36.0,,,88-103,,J. Lamb misses 2-pt shot from 17 ft
1:35.0,Defensive rebound by S. Hill,,88-103,,
1:30.0,S. Hill misses 2-pt shot from 2 ft,,88-103,,
1:29.0,,,88-103,,Defensive rebound by D. Augustin
1:24.0,,,88-103,,D. Waiters misses 2-pt shot at rim
1:22.0,Defensive rebound by C. Copeland,,88-103,,
1:22.0,,,88-103,,Oklahoma City full timeout
1:08.0,L. Allen makes 2-pt shot from 4 ft (assist by S. Hill),2,90-103,,
0:48.0,,,90-103,,D. Waiters misses 3-pt shot from 22 ft
0:47.0,Defensive rebound by L. Allen,,90-103,,
0:33.0,S. Hill makes 2-pt shot from 21 ft,2,92-103,,
0:14.0,,,92-105,2,J. Lamb makes 2-pt shot from 9 ft
0:00.0,End of 4th quarter,,,,End of 4th quarter
