time,Minnesota,pts.away,score,pts.home,New Orleans
0:53.0,C. Budinger misses 2-pt shot from 4 ft,,86-108,,
0:52.0,Offensive rebound by C. Budinger,,86-108,,
0:51.0,C. Budinger makes 2-pt shot from 2 ft,2,88-108,,
0:37.0,,,88-108,,Turnover by N. Cole (bad pass)
0:30.0,A. Bennett misses 2-pt shot from 16 ft,,88-108,,
0:28.0,,,88-108,,Defensive rebound by N. Cole
0:20.0,,,88-108,,T. Douglas misses 3-pt shot from 22 ft
0:18.0,,,88-108,,Offensive rebound by A. Ajinca
0:16.0,,,88-110,2,L. Babbitt makes 2-pt shot from 5 ft (assist by A. Ajinca)
0:09.0,Z. LaVine misses 3-pt shot from 25 ft,,88-110,,
0:08.0,,,88-110,,Defensive rebound by D. Cunningham
0:00.0,End of 4th quarter,,,,End of 4th quarter
