time,Indiana,pts.away,score,pts.home,Washington
1:50.0,D. Sloan makes 2-pt shot from 4 ft,2,80-82,,
1:33.0,,,80-82,,P. Pierce misses 3-pt shot from 25 ft
1:32.0,Defensive rebound by D. Sloan,,80-82,,
1:20.0,D. Sloan makes 2-pt shot from 1 ft,2,82-82,,
1:03.0,Personal block foul by S. Hill (drawn by P. Pierce),,82-82,,
1:03.0,,,82-83,1,P. Pierce makes free throw 1 of 2
1:03.0,,,82-84,1,P. Pierce makes free throw 2 of 2
0:51.0,C. Copeland misses 3-pt shot from 22 ft,,82-84,,
0:49.0,,,82-84,,Defensive rebound by J. Wall
0:27.0,,,82-84,,J. Wall misses 2-pt shot from 17 ft
0:25.0,Defensive rebound by R. Hibbert,,82-84,,
0:21.0,Indiana full timeout,,82-84,,
0:07.0,D. Sloan makes 2-pt shot at rim,2,84-84,,
0:06.0,,,84-84,,Washington full timeout
0:06.0,,,84-84,,D. Gooden enters the game for N. Hilario
0:01.0,,,84-84,,P. Pierce misses 3-pt shot from 25 ft
0:00.0,,,84-84,,Offensive rebound by Team
0:00.0,End of 4th quarter,,,,End of 4th quarter
5:00.0,Start of 1st overtime,,,,Start of 1st overtime
5:00.0,Jump ball: M. Gortat vs. R. Hibbert (N. Hilario gains possession),,,,Jump ball: M. Gortat vs. R. Hibbert (N. Hilario gains possession)
4:39.0,,,84-84,,G. Temple misses 2-pt shot from 7 ft (block by R. Hibbert)
4:38.0,,,84-84,,Offensive rebound by Team
4:34.0,,,84-84,,J. Wall misses 2-pt shot from 11 ft
4:33.0,Defensive rebound by S. Hill,,84-84,,
4:18.0,C. Copeland misses 2-pt shot from 11 ft,,84-84,,
4:17.0,,,84-84,,Defensive rebound by P. Pierce
4:03.0,,,84-86,2,P. Pierce makes 2-pt shot at rim (assist by J. Wall)
4:03.0,,,84-86,,Shooting foul by L. Allen (drawn by P. Pierce)
4:03.0,,,84-87,1,P. Pierce makes free throw 1 of 1
3:46.0,L. Allen makes 2-pt shot from 2 ft (assist by C. Copeland),2,86-87,,
3:30.0,,,86-87,,N. Hilario misses 2-pt shot from 13 ft
3:29.0,Defensive rebound by S. Hill,,86-87,,
3:24.0,Shooting foul by M. Gortat (drawn by R. Hibbert),,86-87,,
3:24.0,R. Hibbert makes free throw 1 of 2,1,87-87,,
3:24.0,R. Hibbert makes free throw 2 of 2,1,88-87,,
3:15.0,,,88-89,2,J. Wall makes 2-pt shot from 12 ft
2:52.0,Turnover by S. Hill (lost ball),,88-89,,
2:39.0,,,88-91,2,J. Wall makes 2-pt shot from 18 ft
2:22.0,Turnover by D. Sloan (lost ball; steal by J. Wall),,88-91,,
2:17.0,,,88-93,2,J. Wall makes 2-pt shot at rim (assist by G. Temple)
2:16.0,Indiana full timeout,,88-93,,
2:01.0,S. Hill makes 2-pt shot at rim (assist by R. Hibbert),2,90-93,,
1:43.0,,,90-93,,Shooting foul by L. Allen (drawn by M. Gortat)
1:43.0,,,90-94,1,M. Gortat makes free throw 1 of 2
1:43.0,,,90-95,1,M. Gortat makes free throw 2 of 2
1:26.0,D. Sloan misses 3-pt shot from 26 ft,,90-95,,
1:25.0,,,90-95,,Defensive rebound by N. Hilario
1:06.0,,,90-95,,P. Pierce misses 2-pt shot from 20 ft
1:05.0,Defensive rebound by R. Hibbert,,90-95,,
0:58.0,C. Copeland misses 3-pt shot from 28 ft,,90-95,,
0:56.0,Offensive rebound by R. Hibbert,,90-95,,
0:50.0,C. Copeland makes 2-pt shot from 4 ft (assist by R. Hibbert),2,92-95,,
0:26.0,,,92-95,,P. Pierce misses 2-pt shot from 13 ft
0:25.0,Defensive rebound by C. Copeland,,92-95,,
0:20.0,Indiana full timeout,,92-95,,
0:20.0,,,92-95,,O. Porter enters the game for M. Gortat
0:16.0,Shooting foul by N. Hilario (drawn by D. Sloan),,92-95,,
0:16.0,D. Sloan makes free throw 1 of 2,1,93-95,,
0:16.0,,,93-95,,M. Gortat enters the game for O. Porter
0:16.0,D. Sloan makes free throw 2 of 2,1,94-95,,
0:16.0,,,94-95,,Washington full timeout
0:16.0,,,94-95,,O. Porter enters the game for M. Gortat
0:16.0,L. Scola enters the game for R. Hibbert,,94-95,,
0:16.0,C. Miles enters the game for L. Allen,,94-95,,
0:12.0,Personal take foul by D. Sloan (drawn by J. Wall),,94-95,,
0:12.0,,,94-95,,J. Wall misses free throw 1 of 2
0:12.0,,,94-95,,Offensive rebound by Team
0:12.0,,,94-95,,M. Gortat enters the game for O. Porter
0:12.0,R. Hibbert enters the game for C. Miles,,94-95,,
0:12.0,L. Allen enters the game for L. Scola,,94-95,,
0:12.0,,,94-96,1,J. Wall makes free throw 2 of 2
0:12.0,Indiana full timeout,,94-96,,
0:12.0,,,94-96,,O. Porter enters the game for M. Gortat
0:02.0,R. Hibbert misses 3-pt shot from 26 ft,,94-96,,
0:01.0,Offensive rebound by C. Copeland,,94-96,,
0:01.0,C. Copeland misses 2-pt shot from 6 ft,,94-96,,
0:00.0,Offensive rebound by Team,,94-96,,
0:00.0,End of 1st overtime,,,,End of 1st overtime
