time,Washington,pts.away,score,pts.home,Atlanta
2:08.0,,,88-98,,Offensive rebound by P. Millsap
1:50.0,,,88-100,2,P. Millsap makes 2-pt shot from 18 ft (assist by A. Horford)
1:50.0,Washington full timeout,,88-100,,
1:50.0,D. Gooden enters the game for N. Hilario,,88-100,,
1:44.0,P. Pierce misses 3-pt shot from 24 ft,,88-100,,
1:43.0,Offensive rebound by Team,,88-100,,
1:43.0,,,88-100,,Loose ball foul by A. Horford (drawn by D. Gooden)
1:43.0,D. Gooden misses free throw 1 of 2,,88-100,,
1:43.0,Offensive rebound by Team,,88-100,,
1:43.0,D. Gooden makes free throw 2 of 2,1,89-100,,
1:20.0,,,89-100,,Shooting foul by O. Porter (drawn by A. Horford)
1:20.0,,,89-101,1,A. Horford makes free throw 1 of 2
1:20.0,,,89-102,1,A. Horford makes free throw 2 of 2
1:10.0,,,89-102,,Personal foul by P. Millsap (drawn by B. Beal)
1:10.0,B. Beal misses free throw 1 of 2,,89-102,,
1:10.0,Offensive rebound by Team,,89-102,,
1:10.0,,,89-102,,D. Schroder enters the game for K. Korver
1:10.0,B. Beal makes free throw 2 of 2,1,90-102,,
0:59.0,,,90-102,,Atlanta full timeout
0:59.0,,,90-102,,K. Korver enters the game for D. Schroder
0:51.0,,,90-104,2,D. Carroll makes 2-pt shot from 2 ft (assist by K. Korver)
0:40.0,Turnover by B. Beal (lost ball; steal by K. Korver),,90-104,,
0:16.0,,,90-106,2,J. Teague makes 2-pt shot from 4 ft
0:00.0,End of 4th quarter,,,,End of 4th quarter
