time,Minnesota,pts.away,score,pts.home,Houston
10:59.0,N. Pekovic makes free throw 1 of 1,1,78-86,,
10:36.0,,,78-86,,Shooting foul by Z. LaVine (drawn by C. Brewer)
10:36.0,,,78-87,1,C. Brewer makes free throw 1 of 2
10:36.0,,,78-87,,C. Brewer misses free throw 2 of 2
10:36.0,,,78-87,,Offensive rebound by J. Smith
10:31.0,,,78-87,,C. Brewer misses 2-pt shot from 6 ft
10:29.0,Defensive rebound by A. Payne,,78-87,,
10:11.0,A. Payne misses 2-pt shot from 19 ft,,78-87,,
10:09.0,,,78-87,,Defensive rebound by D. Motiejunas
9:54.0,,,78-90,3,J. Smith makes 3-pt shot from 25 ft (assist by P. Prigioni)
9:36.0,Turnover by K. Martin (lost ball; steal by T. Ariza),,78-90,,
9:30.0,,,78-92,2,P. Prigioni makes 2-pt shot from 2 ft (assist by C. Brewer)
9:30.0,Minnesota full timeout,,78-92,,
9:30.0,G. Dieng enters the game for A. Payne,,78-92,,
9:30.0,R. Rubio enters the game for C. Budinger,,78-92,,
9:30.0,A. Wiggins enters the game for Z. LaVine,,78-92,,
9:09.0,N. Pekovic misses 2-pt shot from 8 ft,,78-92,,
9:09.0,Offensive rebound by Team,,78-92,,
9:09.0,,,78-92,,Loose ball foul by D. Motiejunas (drawn by G. Dieng)
8:54.0,K. Martin misses 2-pt shot from 18 ft,,78-92,,
8:52.0,,,78-92,,Defensive rebound by C. Brewer
8:47.0,,,78-92,,Turnover by C. Brewer (bad pass; steal by R. Rubio)
8:41.0,K. Martin makes 3-pt shot from 25 ft (assist by R. Rubio),3,81-92,,
8:21.0,,,81-92,,D. Motiejunas misses 2-pt shot from 5 ft
8:19.0,Defensive rebound by G. Dieng,,81-92,,
8:10.0,N. Pekovic misses 2-pt shot from 8 ft,,81-92,,
8:08.0,,,81-92,,Defensive rebound by T. Ariza
8:02.0,,,81-92,,Turnover by J. Smith (traveling)
7:52.0,Shooting foul by C. Brewer (drawn by A. Wiggins),,81-92,,
7:52.0,A. Wiggins makes free throw 1 of 2,1,82-92,,
7:52.0,,,82-92,,T. Jones enters the game for D. Motiejunas
7:52.0,A. Payne enters the game for N. Pekovic,,82-92,,
7:52.0,A. Wiggins makes free throw 2 of 2,1,83-92,,
7:41.0,,,83-92,,Turnover by C. Brewer (traveling)
7:41.0,,,83-92,,J. Harden enters the game for C. Brewer
7:31.0,A. Wiggins makes 2-pt shot from 16 ft,2,85-92,,
7:06.0,,,85-92,,J. Harden misses 2-pt shot from 4 ft
7:05.0,,,85-92,,Offensive rebound by T. Jones
7:02.0,,,85-92,,T. Jones misses 2-pt shot from 2 ft
7:01.0,Defensive rebound by G. Dieng,,85-92,,
6:57.0,K. Martin misses 2-pt shot from 17 ft,,85-92,,
6:54.0,Offensive rebound by G. Dieng,,85-92,,
6:52.0,K. Martin misses 3-pt shot from 24 ft,,85-92,,
6:48.0,,,85-92,,Defensive rebound by J. Harden
6:43.0,,,85-92,,J. Smith misses 2-pt shot from 5 ft
6:42.0,,,85-92,,Offensive rebound by T. Jones
6:41.0,,,85-92,,J. Smith misses 2-pt shot from 2 ft
6:37.0,Defensive rebound by A. Payne,,85-92,,
6:28.0,R. Rubio misses 2-pt shot from 20 ft,,85-92,,
6:27.0,,,85-92,,Defensive rebound by T. Jones
6:21.0,,,85-92,,T. Ariza misses 3-pt shot from 25 ft
6:19.0,Defensive rebound by A. Wiggins,,85-92,,
6:12.0,A. Wiggins makes 3-pt shot from 24 ft (assist by G. Dieng),3,88-92,,
6:12.0,,,88-92,,Houston full timeout
6:12.0,,,88-92,,J. Terry enters the game for P. Prigioni
5:50.0,,,88-92,,Shooting foul by A. Wiggins (drawn by J. Harden)
5:50.0,,,88-93,1,J. Harden makes free throw 1 of 2
5:50.0,,,88-94,1,J. Harden makes free throw 2 of 2
5:35.0,A. Wiggins misses 2-pt shot from 5 ft,,88-94,,
5:32.0,,,88-94,,Defensive rebound by J. Harden
5:26.0,,,88-94,,J. Smith misses 3-pt shot from 25 ft
5:24.0,Defensive rebound by K. Martin,,88-94,,
5:18.0,K. Martin misses 2-pt shot from 7 ft,,88-94,,
5:16.0,,,88-94,,Defensive rebound by J. Terry
5:10.0,,,88-94,,T. Ariza misses 3-pt shot from 26 ft
5:09.0,Defensive rebound by A. Payne,,88-94,,
5:09.0,,,88-94,,Personal foul by T. Jones (drawn by A. Payne)
5:09.0,A. Payne misses free throw 1 of 2,,88-94,,
5:09.0,Offensive rebound by Team,,88-94,,
5:09.0,A. Payne makes free throw 2 of 2,1,89-94,,
4:56.0,,,89-97,3,J. Terry makes 3-pt shot from 25 ft (assist by J. Smith)
4:27.0,A. Payne misses 2-pt shot from 4 ft,,89-97,,
4:26.0,,,89-97,,Defensive rebound by J. Smith
4:08.0,,,89-97,,J. Harden misses 2-pt shot from 15 ft
4:06.0,Defensive rebound by R. Rubio,,89-97,,
4:03.0,A. Wiggins makes 2-pt shot at rim (assist by R. Rubio),2,91-97,,
4:03.0,Shooting foul by J. Smith (drawn by A. Wiggins),,91-97,,
4:03.0,N. Pekovic enters the game for A. Payne,,91-97,,
4:03.0,A. Wiggins makes free throw 1 of 1,1,92-97,,
3:51.0,,,92-97,,J. Smith misses 3-pt shot from 25 ft
3:49.0,Defensive rebound by R. Rubio,,92-97,,
3:41.0,,,92-97,,Personal foul by J. Smith (drawn by R. Rubio)
3:41.0,,,92-97,,D. Motiejunas enters the game for J. Smith
3:41.0,R. Rubio makes free throw 1 of 2,1,93-97,,
3:41.0,R. Rubio makes free throw 2 of 2,1,94-97,,
3:32.0,,,94-97,,Turnover by T. Ariza (lost ball)
3:21.0,,,94-97,,Personal foul by D. Motiejunas (drawn by N. Pekovic)
3:21.0,N. Pekovic makes free throw 1 of 2,1,95-97,,
3:21.0,N. Pekovic makes free throw 2 of 2,1,96-97,,
3:06.0,,,96-97,,J. Terry misses 3-pt shot from 22 ft
3:05.0,,,96-97,,Offensive rebound by T. Jones
3:05.0,,,96-99,2,T. Jones makes 2-pt shot from 1 ft
2:51.0,R. Rubio misses 2-pt shot from 21 ft,,96-99,,
2:49.0,,,96-99,,Defensive rebound by T. Jones
2:42.0,,,96-99,,J. Harden misses 2-pt shot from 18 ft
2:40.0,,,96-99,,Offensive rebound by T. Jones
2:39.0,,,96-99,,Shooting foul by G. Dieng (drawn by T. Jones)
2:39.0,Official timeout,,96-99,,
2:39.0,,,96-100,1,T. Jones makes free throw 1 of 2
2:39.0,,,96-101,1,T. Jones makes free throw 2 of 2
2:31.0,Offensive foul by N. Pekovic,,96-101,,
2:31.0,Turnover by N. Pekovic (offensive foul),,96-101,,
2:10.0,,,96-104,3,T. Ariza makes 3-pt shot from 23 ft (assist by D. Motiejunas)
1:56.0,,,96-104,,Personal foul by T. Ariza (drawn by K. Martin)
1:56.0,K. Martin makes free throw 1 of 2,1,97-104,,
1:56.0,K. Martin makes free throw 2 of 2,1,98-104,,
1:33.0,,,98-107,3,J. Harden makes 3-pt shot from 24 ft
1:33.0,Minnesota full timeout,,98-107,,
1:33.0,Z. LaVine enters the game for G. Dieng,,98-107,,
1:33.0,,,98-107,,C. Brewer enters the game for D. Motiejunas
1:27.0,K. Martin misses 2-pt shot from 4 ft (block by T. Jones),,98-107,,
1:26.0,Offensive rebound by Team,,98-107,,
1:21.0,Turnover by K. Martin (bad pass),,98-107,,
1:01.0,,,98-107,,Shooting foul by A. Wiggins (drawn by J. Harden)
1:01.0,,,98-108,1,J. Harden makes free throw 1 of 3
1:01.0,,,98-108,,J. Harden misses free throw 2 of 3
1:01.0,,,98-108,,Offensive rebound by Team
1:01.0,,,98-109,1,J. Harden makes free throw 3 of 3
1:01.0,Minnesota full timeout,,98-109,,
1:00.0,Turnover by R. Rubio (bad pass; steal by J. Terry),,98-109,,
0:55.0,,,98-109,,C. Brewer misses 2-pt shot from 3 ft
0:53.0,,,98-109,,Offensive rebound by T. Jones
0:53.0,,,98-109,,C. Brewer misses 2-pt shot from 1 ft
0:53.0,,,98-109,,Offensive rebound by C. Brewer
0:51.0,,,98-111,2,T. Jones makes 2-pt shot at rim
0:48.0,Shooting foul by J. Harden (drawn by A. Wiggins),,98-111,,
0:48.0,A. Wiggins makes free throw 1 of 2,1,99-111,,
0:48.0,,,99-111,,K. McDaniels enters the game for J. Harden
0:48.0,L. Brown enters the game for N. Pekovic,,99-111,,
0:48.0,G. Robinson enters the game for R. Rubio,,99-111,,
0:48.0,A. Wiggins makes free throw 2 of 2,1,100-111,,
0:31.0,,,100-111,,K. McDaniels misses 2-pt shot from 8 ft
0:30.0,,,100-111,,Offensive rebound by C. Brewer
0:30.0,,,100-113,2,C. Brewer makes 2-pt shot from 2 ft
0:16.0,A. Wiggins makes 2-pt shot from 1 ft,2,102-113,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
