time,Chicago,pts.away,score,pts.home,Cleveland
7:21.0,D. Rose makes free throw 2 of 2,1,14-4,,
7:00.0,,,14-6,2,K. Irving makes 2-pt shot from 1 ft
6:38.0,T. Gibson makes 2-pt shot from 12 ft (assist by J. Butler),2,16-6,,
6:25.0,,,16-6,,K. Irving misses 2-pt shot from 20 ft
6:24.0,Defensive rebound by M. Dunleavy,,16-6,,
6:10.0,J. Noah misses 2-pt shot from 18 ft,,16-6,,
6:10.0,Offensive rebound by Team,,16-6,,
6:10.0,,,16-6,,Loose ball foul by T. Thompson (drawn by M. Dunleavy)
6:05.0,Turnover by D. Rose (bad pass; steal by L. James),,16-6,,
5:59.0,,,16-8,2,L. James makes 2-pt shot at rim
5:44.0,J. Butler makes 2-pt shot from 18 ft,2,18-8,,
5:16.0,,,18-10,2,I. Shumpert makes 2-pt shot from 18 ft
4:46.0,J. Butler misses 2-pt shot from 20 ft,,18-10,,
4:45.0,,,18-10,,Defensive rebound by L. James
4:44.0,Personal foul by J. Butler (drawn by L. James),,18-10,,
4:44.0,,,18-10,,J. Smith enters the game for I. Shumpert
4:44.0,T. Snell enters the game for J. Butler,,18-10,,
4:22.0,,,18-12,2,L. James makes 2-pt shot from 16 ft (assist by K. Irving)
4:02.0,T. Gibson misses 2-pt shot from 5 ft,,18-12,,
4:01.0,,,18-12,,Defensive rebound by K. Irving
3:54.0,,,18-14,2,K. Irving makes 2-pt shot from 1 ft
3:42.0,J. Noah misses 2-pt shot from 4 ft (block by T. Mozgov),,18-14,,
3:40.0,,,18-14,,Defensive rebound by L. James
3:35.0,,,18-14,,T. Mozgov misses 2-pt shot at rim
3:34.0,Defensive rebound by T. Gibson,,18-14,,
3:26.0,D. Rose misses 2-pt shot from 5 ft,,18-14,,
3:24.0,,,18-14,,Defensive rebound by T. Mozgov
3:15.0,,,18-14,,Turnover by J. Smith (lost ball)
3:15.0,N. Mirotic enters the game for J. Noah,,18-14,,
3:15.0,K. Hinrich enters the game for M. Dunleavy,,18-14,,
3:04.0,D. Rose makes 2-pt shot from 17 ft,2,20-14,,
2:39.0,,,20-17,3,J. Smith makes 3-pt shot from 27 ft
2:25.0,D. Rose makes 2-pt shot from 1 ft,2,22-17,,
2:17.0,,,22-17,,Cleveland full timeout
2:17.0,Chicago full timeout,,22-17,,
2:17.0,,,22-17,,I. Shumpert enters the game for L. James
2:08.0,,,22-17,,J. Smith misses 3-pt shot from 25 ft
2:07.0,Defensive rebound by D. Rose,,22-17,,
2:01.0,D. Rose misses 2-pt shot from 15 ft,,22-17,,
2:00.0,,,22-17,,Defensive rebound by T. Thompson
1:51.0,,,22-17,,Turnover by K. Irving (bad pass)
1:51.0,,,22-17,,J. Jones enters the game for T. Mozgov
1:35.0,T. Snell misses 3-pt shot from 24 ft,,22-17,,
1:34.0,,,22-17,,Defensive rebound by I. Shumpert
1:27.0,,,22-19,2,I. Shumpert makes 2-pt shot from 18 ft
1:09.0,,,22-19,,Personal foul by J. Smith (drawn by T. Gibson)
1:09.0,T. Gibson makes free throw 1 of 2,1,23-19,,
1:09.0,T. Gibson makes free throw 2 of 2,1,24-19,,
0:58.0,,,24-22,3,I. Shumpert makes 3-pt shot from 26 ft
0:42.0,K. Hinrich misses 2-pt shot from 2 ft,,24-22,,
0:40.0,,,24-22,,Defensive rebound by T. Thompson
0:35.0,,,24-22,,I. Shumpert misses 3-pt shot from 25 ft
0:34.0,,,24-22,,Offensive rebound by I. Shumpert
0:30.0,,,24-22,,K. Irving misses 3-pt shot from 25 ft
0:29.0,,,24-22,,Offensive rebound by T. Thompson
0:23.0,,,24-25,3,K. Irving makes 3-pt shot from 26 ft (assist by I. Shumpert)
0:01.0,D. Rose misses 2-pt shot from 19 ft,,24-25,,
0:00.0,Offensive rebound by T. Gibson,,24-25,,
0:00.0,T. Gibson misses 2-pt shot from 1 ft,,24-25,,
0:00.0,Offensive rebound by Team,,24-25,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:46.0,,,24-27,2,L. James makes 2-pt shot from 16 ft (assist by M. Dellavedova)
11:29.0,A. Brooks makes 2-pt shot from 13 ft,2,26-27,,
11:08.0,,,26-29,2,L. James makes 2-pt shot from 15 ft
10:45.0,A. Brooks misses 3-pt shot from 26 ft,,26-29,,
10:44.0,,,26-29,,Defensive rebound by T. Mozgov
10:26.0,,,26-29,,L. James misses 2-pt shot from 2 ft (block by J. Noah)
10:23.0,Defensive rebound by J. Butler,,26-29,,
10:04.0,N. Mirotic misses 2-pt shot from 8 ft,,26-29,,
10:02.0,,,26-29,,Defensive rebound by T. Mozgov
9:50.0,,,26-31,2,L. James makes 2-pt shot from 7 ft
9:26.0,A. Brooks misses 2-pt shot from 1 ft,,26-31,,
9:25.0,Offensive rebound by N. Mirotic,,26-31,,
9:25.0,Shooting foul by M. Dellavedova (drawn by N. Mirotic),,26-31,,
9:25.0,N. Mirotic makes free throw 1 of 2,1,27-31,,
9:25.0,,,27-31,,J. Jones enters the game for I. Shumpert
9:25.0,N. Mirotic misses free throw 2 of 2,,27-31,,
9:23.0,,,27-31,,Defensive rebound by J. Smith
9:12.0,,,27-33,2,L. James makes 2-pt shot at rim (assist by M. Dellavedova)
8:50.0,J. Butler misses 3-pt shot from 26 ft,,27-33,,
8:48.0,,,27-33,,Defensive rebound by J. Smith
8:42.0,Official timeout,,27-33,,
8:35.0,,,27-33,,Turnover by M. Dellavedova (bad pass)
8:16.0,Turnover by A. Brooks (bad pass; steal by J. Smith),,27-33,,
8:14.0,,,27-35,2,L. James makes 2-pt shot at rim (assist by J. Smith)
8:14.0,,,27-35,,Shooting foul by N. Mirotic (drawn by L. James)
8:14.0,,,27-35,,L. James misses free throw 1 of 1
8:11.0,Defensive rebound by A. Brooks,,27-35,,
7:58.0,Shooting foul by J. Jones (drawn by N. Mirotic),,27-35,,
7:58.0,N. Mirotic makes free throw 1 of 3,1,28-35,,
7:58.0,D. Rose enters the game for A. Brooks,,28-35,,
7:58.0,N. Mirotic makes free throw 2 of 3,1,29-35,,
7:58.0,N. Mirotic makes free throw 3 of 3,1,30-35,,
7:45.0,,,30-37,2,L. James makes 2-pt shot from 1 ft
7:19.0,J. Butler misses 3-pt shot from 26 ft,,30-37,,
7:18.0,,,30-37,,Defensive rebound by L. James
7:15.0,,,30-37,,Shooting foul by K. Hinrich (drawn by T. Mozgov)
7:15.0,,,30-37,,T. Mozgov misses free throw 1 of 2
7:15.0,,,30-37,,Offensive rebound by Team
7:15.0,M. Dunleavy enters the game for N. Mirotic,,30-37,,
7:15.0,,,30-37,,I. Shumpert enters the game for L. James
7:15.0,,,30-37,,K. Irving enters the game for M. Dellavedova
7:15.0,,,30-38,1,T. Mozgov makes free throw 2 of 2
7:00.0,Turnover by J. Noah (bad pass),,30-38,,
6:43.0,,,30-40,2,J. Smith makes 2-pt shot at rim
6:33.0,K. Hinrich misses 3-pt shot from 26 ft,,30-40,,
6:32.0,,,30-40,,Defensive rebound by J. Jones
6:28.0,,,30-40,,J. Smith misses 3-pt shot from 26 ft
6:27.0,Defensive rebound by J. Noah,,30-40,,
6:19.0,D. Rose misses 2-pt shot from 14 ft,,30-40,,
6:18.0,Offensive rebound by J. Noah,,30-40,,
6:18.0,J. Noah makes 2-pt shot from 1 ft,2,32-40,,
5:58.0,,,32-40,,J. Smith misses 3-pt shot from 25 ft
5:56.0,Defensive rebound by J. Noah,,32-40,,
5:53.0,Shooting foul by J. Jones (drawn by M. Dunleavy),,32-40,,
5:53.0,,,32-40,,Cleveland full timeout
5:53.0,T. Gibson enters the game for J. Noah,,32-40,,
5:53.0,,,32-40,,T. Thompson enters the game for J. Smith
5:53.0,,,32-40,,L. James enters the game for J. Jones
5:53.0,M. Dunleavy makes free throw 1 of 2,1,33-40,,
5:53.0,M. Dunleavy makes free throw 2 of 2,1,34-40,,
5:33.0,,,34-40,,Offensive charge foul by T. Mozgov
5:33.0,,,34-40,,Turnover by T. Mozgov (offensive foul)
5:21.0,M. Dunleavy misses 3-pt shot from 24 ft,,34-40,,
5:19.0,,,34-40,,Defensive rebound by L. James
5:10.0,,,34-43,3,K. Irving makes 3-pt shot from 27 ft (assist by L. James)
4:57.0,T. Gibson misses 2-pt shot from 8 ft,,34-43,,
4:55.0,,,34-43,,Defensive rebound by T. Thompson
4:45.0,,,34-43,,T. Mozgov misses 2-pt shot from 3 ft (block by T. Gibson)
4:44.0,Defensive rebound by T. Gibson,,34-43,,
4:39.0,Shooting foul by T. Thompson (drawn by J. Butler),,34-43,,
4:39.0,J. Butler makes free throw 1 of 2,1,35-43,,
4:39.0,J. Noah enters the game for K. Hinrich,,35-43,,
4:39.0,J. Butler makes free throw 2 of 2,1,36-43,,
4:22.0,,,36-45,2,I. Shumpert makes 2-pt shot from 19 ft (assist by K. Irving)
3:59.0,D. Rose makes 2-pt shot at rim (assist by M. Dunleavy),2,38-45,,
3:50.0,,,38-45,,K. Irving misses 2-pt shot from 9 ft
3:49.0,,,38-45,,Offensive rebound by T. Thompson
3:49.0,,,38-47,2,T. Thompson makes 2-pt shot from 1 ft
3:49.0,,,38-47,,Shooting foul by T. Gibson (drawn by T. Thompson)
3:49.0,,,38-48,1,T. Thompson makes free throw 1 of 1
3:39.0,D. Rose misses 3-pt shot from 25 ft,,38-48,,
3:37.0,Offensive rebound by D. Rose,,38-48,,
3:29.0,J. Butler makes 2-pt shot from 12 ft (assist by D. Rose),2,40-48,,
3:04.0,,,40-48,,I. Shumpert misses 3-pt shot from 29 ft
3:03.0,Defensive rebound by M. Dunleavy,,40-48,,
2:59.0,J. Butler misses 3-pt shot from 26 ft,,40-48,,
2:58.0,,,40-48,,Defensive rebound by K. Irving
2:57.0,Personal foul by J. Noah (drawn by K. Irving),,40-48,,
2:57.0,Chicago full timeout,,40-48,,
2:57.0,,,40-48,,J. Smith enters the game for T. Thompson
2:37.0,,,40-50,2,L. James makes 2-pt shot from 1 ft
2:12.0,T. Gibson misses 2-pt shot from 4 ft (block by K. Irving),,40-50,,
2:12.0,Offensive rebound by Team,,40-50,,
2:10.0,J. Butler misses 2-pt shot from 14 ft (block by J. Smith),,40-50,,
2:10.0,Offensive rebound by Team,,40-50,,
2:10.0,Turnover by Team (shot clock),,40-50,,
1:53.0,,,40-52,2,I. Shumpert makes 2-pt shot from 18 ft
1:33.0,T. Gibson misses 2-pt shot at rim,,40-52,,
1:32.0,Offensive rebound by J. Butler,,40-52,,
1:31.0,,,40-52,,Personal foul by T. Mozgov (drawn by J. Butler)
1:31.0,J. Butler makes free throw 1 of 2,1,41-52,,
1:31.0,,,41-52,,K. Perkins enters the game for T. Mozgov
1:31.0,J. Butler makes free throw 2 of 2,1,42-52,,
1:17.0,,,42-52,,K. Perkins misses 2-pt shot from 6 ft
1:16.0,Defensive rebound by J. Noah,,42-52,,
1:09.0,J. Butler misses 2-pt shot from 7 ft,,42-52,,
1:09.0,Offensive rebound by J. Noah,,42-52,,
1:09.0,,,42-52,,Loose ball foul by K. Perkins (drawn by J. Noah)
1:09.0,J. Noah makes free throw 1 of 2,1,43-52,,
1:09.0,J. Noah makes free throw 2 of 2,1,44-52,,
1:03.0,Personal foul by J. Noah (drawn by L. James),,44-52,,
1:03.0,,,44-53,1,L. James makes free throw 1 of 2
1:03.0,N. Mirotic enters the game for J. Noah,,44-53,,
1:03.0,,,44-54,1,L. James makes free throw 2 of 2
0:45.0,N. Mirotic misses 3-pt shot from 26 ft,,44-54,,
0:44.0,Offensive rebound by J. Butler,,44-54,,
0:34.0,T. Gibson misses 2-pt shot from 1 ft,,44-54,,
0:31.0,Offensive rebound by N. Mirotic,,44-54,,
0:25.0,N. Mirotic misses 2-pt shot from 3 ft (block by K. Perkins),,44-54,,
0:23.0,,,44-54,,Defensive rebound by J. Smith
0:11.0,,,44-54,,K. Perkins misses 2-pt shot from 2 ft
0:10.0,,,44-54,,Offensive rebound by I. Shumpert
0:04.0,,,44-54,,K. Perkins misses 2-pt shot from 3 ft (block by N. Mirotic)
0:01.0,Defensive rebound by Team,,44-54,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:46.0,,,44-54,,Turnover by T. Mozgov (traveling)
11:35.0,D. Rose makes 2-pt shot from 13 ft,2,46-54,,
11:15.0,,,46-54,,Turnover by T. Thompson (lost ball; steal by J. Noah)
10:56.0,T. Gibson makes 2-pt shot from 7 ft,2,48-54,,
10:44.0,Personal foul by T. Gibson (drawn by T. Thompson),,48-54,,
10:28.0,,,48-54,,T. Mozgov misses 2-pt shot from 14 ft
10:27.0,Defensive rebound by J. Butler,,48-54,,
10:13.0,D. Rose misses 3-pt shot from 27 ft,,48-54,,
10:12.0,,,48-54,,Defensive rebound by L. James
10:02.0,,,48-54,,T. Mozgov misses 2-pt shot from 2 ft
9:58.0,Defensive rebound by J. Noah,,48-54,,
9:58.0,Turnover by J. Noah (bad pass),,48-54,,
9:43.0,,,48-54,,Turnover by T. Thompson (bad pass; steal by D. Rose)
9:37.0,J. Butler makes 2-pt shot from 1 ft (assist by D. Rose),2,50-54,,
9:37.0,,,50-54,,Cleveland full timeout
9:37.0,,,50-54,,J. Jones enters the game for T. Mozgov
9:15.0,,,50-54,,L. James misses 2-pt shot from 13 ft
9:10.0,Defensive rebound by D. Rose,,50-54,,
9:07.0,,,50-54,,Personal foul by J. Jones (drawn by T. Gibson)
8:50.0,D. Rose misses 2-pt shot from 20 ft,,50-54,,
8:50.0,Offensive rebound by Team,,50-54,,
8:50.0,,,50-54,,Loose ball foul by J. Jones (drawn by J. Noah)
8:41.0,J. Noah makes 2-pt shot at rim (assist by D. Rose),2,52-54,,
8:29.0,,,52-56,2,T. Thompson makes 2-pt shot from 1 ft (assist by K. Irving)
8:08.0,Offensive foul by T. Gibson,,52-56,,
8:08.0,Turnover by T. Gibson (offensive foul),,52-56,,
8:08.0,,,52-56,,J. Smith enters the game for J. Jones
7:54.0,,,52-58,2,K. Irving makes 2-pt shot from 18 ft
7:33.0,D. Rose misses 2-pt shot from 19 ft,,52-58,,
7:32.0,Offensive rebound by T. Gibson,,52-58,,
7:31.0,,,52-58,,Personal foul by L. James (drawn by T. Gibson)
7:24.0,Turnover by J. Noah (bad pass; steal by L. James),,52-58,,
7:18.0,,,52-60,2,K. Irving makes 2-pt shot at rim
7:10.0,J. Butler makes 2-pt shot from 1 ft (assist by M. Dunleavy),2,54-60,,
6:52.0,Personal foul by D. Rose (drawn by K. Irving),,54-60,,
6:38.0,,,54-60,,L. James misses 3-pt shot from 29 ft
6:36.0,,,54-60,,Offensive rebound by T. Thompson
6:32.0,,,54-60,,I. Shumpert misses 3-pt shot from 24 ft
6:31.0,Defensive rebound by T. Gibson,,54-60,,
6:18.0,M. Dunleavy makes 3-pt shot from 25 ft (assist by J. Noah),3,57-60,,
5:49.0,,,57-60,,L. James misses 3-pt shot from 23 ft
5:48.0,Defensive rebound by D. Rose,,57-60,,
5:48.0,Chicago full timeout,,57-60,,
5:35.0,Turnover by J. Butler (bad pass; steal by L. James),,57-60,,
5:35.0,Personal foul by T. Gibson (drawn by L. James),,57-60,,
5:35.0,N. Mirotic enters the game for T. Gibson,,57-60,,
5:16.0,,,57-60,,L. James misses 2-pt shot from 7 ft (block by J. Butler)
5:14.0,,,57-60,,Offensive rebound by T. Thompson
5:11.0,,,57-60,,T. Thompson misses 2-pt shot from 4 ft
5:10.0,,,57-60,,Offensive rebound by L. James
5:06.0,,,57-60,,Shooting foul by J. Noah (drawn by L. James)
5:06.0,Technical foul by J. Noah (drawn by L. James),,57-60,,
5:06.0,,,57-60,,K. Irving misses technical free throw
5:06.0,,,57-60,,Offensive rebound by Team
5:06.0,,,57-60,,L. James misses free throw 1 of 2
5:06.0,,,57-60,,Offensive rebound by Team
5:06.0,,,57-61,1,L. James makes free throw 2 of 2
4:55.0,M. Dunleavy makes 2-pt shot from 18 ft (assist by D. Rose),2,59-61,,
4:27.0,,,59-63,2,L. James makes 2-pt shot from 8 ft (assist by K. Irving)
4:10.0,J. Butler makes 3-pt shot from 24 ft (assist by N. Mirotic),3,62-63,,
3:48.0,,,62-63,,J. Smith misses 2-pt shot from 15 ft
3:46.0,Defensive rebound by D. Rose,,62-63,,
3:34.0,D. Rose misses 2-pt shot from 13 ft,,62-63,,
3:31.0,,,62-63,,Defensive rebound by L. James
3:21.0,,,62-66,3,K. Irving makes 3-pt shot from 26 ft (assist by L. James)
3:07.0,M. Dunleavy misses 3-pt shot from 26 ft,,62-66,,
3:05.0,,,62-66,,Defensive rebound by L. James
3:00.0,,,62-68,2,K. Irving makes 2-pt shot from 21 ft (assist by L. James)
2:48.0,D. Rose misses 2-pt shot from 5 ft (block by L. James),,62-68,,
2:48.0,Offensive rebound by Team,,62-68,,
2:47.0,Shooting foul by K. Irving (drawn by M. Dunleavy),,62-68,,
2:47.0,M. Dunleavy makes free throw 1 of 2,1,63-68,,
2:47.0,M. Dunleavy makes free throw 2 of 2,1,64-68,,
2:28.0,,,64-70,2,I. Shumpert makes 2-pt shot from 1 ft
2:11.0,M. Dunleavy makes 2-pt shot from 14 ft,2,66-70,,
1:52.0,,,66-72,2,J. Smith makes 2-pt shot from 11 ft (assist by L. James)
1:43.0,,,66-72,,Personal foul by K. Irving (drawn by M. Dunleavy)
1:43.0,M. Dunleavy makes free throw 1 of 2,1,67-72,,
1:43.0,,,67-72,,M. Dellavedova enters the game for K. Irving
1:43.0,M. Dunleavy makes free throw 2 of 2,1,68-72,,
1:23.0,,,68-74,2,J. Smith makes 2-pt shot from 18 ft (assist by L. James)
1:00.0,N. Mirotic misses 2-pt shot from 3 ft (block by L. James),,68-74,,
1:00.0,Offensive rebound by Team,,68-74,,
1:00.0,A. Brooks enters the game for D. Rose,,68-74,,
0:57.0,J. Butler misses 2-pt shot from 5 ft (block by I. Shumpert),,68-74,,
0:56.0,Offensive rebound by Team,,68-74,,
0:56.0,Turnover by Team (shot clock),,68-74,,
0:42.0,,,68-76,2,L. James makes 2-pt shot from 13 ft
0:42.0,,,68-76,,Shooting foul by N. Mirotic (drawn by L. James)
0:42.0,,,68-77,1,L. James makes free throw 1 of 1
0:26.0,N. Mirotic misses 3-pt shot from 24 ft,,68-77,,
0:25.0,,,68-77,,Defensive rebound by T. Thompson
0:02.0,,,68-80,3,M. Dellavedova makes 3-pt shot from 24 ft (assist by I. Shumpert)
0:00.0,N. Mirotic makes 3-pt shot from 48 ft (assist by M. Dunleavy),3,71-80,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:38.0,T. Gibson misses 2-pt shot from 5 ft (block by I. Shumpert),,71-80,,
11:36.0,,,71-80,,Defensive rebound by I. Shumpert
11:32.0,,,71-82,2,T. Thompson makes 2-pt shot at rim (assist by I. Shumpert)
11:32.0,,,71-82,,Shooting foul by K. Hinrich (drawn by T. Thompson)
11:32.0,D. Rose enters the game for M. Dunleavy,,71-82,,
11:32.0,,,71-83,1,T. Thompson makes free throw 1 of 1
11:14.0,A. Brooks misses 3-pt shot from 24 ft,,71-83,,
11:13.0,,,71-83,,Defensive rebound by T. Thompson
11:04.0,,,71-83,,Turnover by K. Irving (bad pass; steal by D. Rose)
11:03.0,,,71-83,,Personal foul by M. Dellavedova (drawn by D. Rose)
10:50.0,T. Gibson misses 2-pt shot at rim (block by T. Thompson),,71-83,,
10:48.0,,,71-83,,Defensive rebound by I. Shumpert
10:44.0,,,71-83,,K. Irving misses 3-pt shot from 25 ft
10:42.0,Defensive rebound by A. Brooks,,71-83,,
10:26.0,A. Brooks makes 2-pt shot from 4 ft,2,73-83,,
10:25.0,T. Gibson ejected from game,,73-83,,
10:25.0,J. Noah enters the game for T. Gibson,,73-83,,
10:25.0,,,73-84,1,M. Dellavedova makes flagrant free throw 1 of 2
10:25.0,,,73-85,1,M. Dellavedova makes flagrant free throw 2 of 2
10:12.0,,,73-87,2,K. Irving makes 2-pt shot at rim (assist by M. Dellavedova)
9:54.0,A. Brooks misses 3-pt shot from 28 ft,,73-87,,
9:52.0,,,73-87,,Defensive rebound by T. Thompson
9:52.0,Personal foul by K. Hinrich (drawn by T. Thompson),,73-87,,
9:52.0,J. Butler enters the game for A. Brooks,,73-87,,
9:31.0,,,73-87,,K. Irving misses 2-pt shot from 16 ft (block by D. Rose)
9:31.0,,,73-87,,Offensive rebound by Team
9:27.0,,,73-90,3,J. Smith makes 3-pt shot from 24 ft (assist by K. Irving)
9:13.0,D. Rose misses 2-pt shot from 7 ft,,73-90,,
9:10.0,Offensive rebound by J. Butler,,73-90,,
9:10.0,J. Butler makes 2-pt shot from 1 ft,2,75-90,,
8:47.0,,,75-92,2,T. Thompson makes 2-pt shot at rim (assist by M. Dellavedova)
8:35.0,N. Mirotic makes 2-pt shot at rim (assist by J. Noah),2,77-92,,
8:35.0,Shooting foul by J. Smith (drawn by N. Mirotic),,77-92,,
8:35.0,Official timeout,,77-92,,
8:35.0,,,77-92,,L. James enters the game for I. Shumpert
8:35.0,N. Mirotic makes free throw 1 of 1,1,78-92,,
8:23.0,Personal foul by J. Butler (drawn by L. James),,78-92,,
8:23.0,M. Dunleavy enters the game for N. Mirotic,,78-92,,
8:08.0,,,78-92,,J. Smith misses 3-pt shot from 26 ft
8:07.0,Defensive rebound by D. Rose,,78-92,,
7:57.0,Shooting foul by L. James (drawn by J. Butler),,78-92,,
7:57.0,J. Butler makes free throw 1 of 2,1,79-92,,
7:57.0,J. Butler makes free throw 2 of 2,1,80-92,,
7:41.0,,,80-92,,Turnover by K. Irving (bad pass; steal by K. Hinrich)
7:38.0,Shooting foul by M. Dellavedova (drawn by J. Butler),,80-92,,
7:38.0,J. Butler makes free throw 1 of 2,1,81-92,,
7:38.0,J. Butler makes free throw 2 of 2,1,82-92,,
7:20.0,,,82-94,2,L. James makes 2-pt shot from 1 ft
7:05.0,D. Rose misses 3-pt shot from 25 ft,,82-94,,
7:04.0,,,82-94,,Defensive rebound by L. James
7:04.0,,,82-94,,I. Shumpert enters the game for K. Irving
7:04.0,Jump ball: L. James vs. J. Noah (J. Smith gains possession),,,,Jump ball: L. James vs. J. Noah (J. Smith gains possession)
6:39.0,,,82-97,3,L. James makes 3-pt shot from 25 ft
6:23.0,M. Dunleavy makes 2-pt shot from 1 ft (assist by K. Hinrich),2,84-97,,
6:23.0,Shooting foul by J. Smith (drawn by M. Dunleavy),,84-97,,
6:23.0,M. Dunleavy makes free throw 1 of 1,1,85-97,,
5:58.0,,,85-97,,L. James misses 2-pt shot from 22 ft
5:55.0,,,85-97,,Offensive rebound by I. Shumpert
5:51.0,,,85-97,,J. Smith misses 3-pt shot from 26 ft
5:50.0,Defensive rebound by J. Butler,,85-97,,
5:42.0,K. Hinrich makes 3-pt shot from 23 ft (assist by M. Dunleavy),3,88-97,,
5:34.0,,,88-97,,Cleveland full timeout
5:09.0,,,88-97,,L. James misses 2-pt shot from 15 ft
5:08.0,Defensive rebound by J. Noah,,88-97,,
4:57.0,D. Rose misses 2-pt shot from 8 ft (block by I. Shumpert),,88-97,,
4:57.0,Offensive rebound by Team,,88-97,,
4:57.0,,,88-97,,K. Irving enters the game for M. Dellavedova
4:55.0,M. Dunleavy makes 3-pt shot from 23 ft (assist by K. Hinrich),3,91-97,,
4:32.0,,,91-97,,Shooting foul by K. Hinrich (drawn by T. Thompson)
4:32.0,,,91-97,,T. Thompson misses free throw 1 of 2
4:32.0,,,91-97,,Offensive rebound by Team
4:32.0,,,91-97,,M. Dellavedova enters the game for J. Smith
4:32.0,,,91-97,,T. Thompson misses free throw 2 of 2
4:30.0,Defensive rebound by J. Noah,,91-97,,
4:10.0,J. Noah makes 2-pt shot from 6 ft (assist by J. Butler),2,93-97,,
3:50.0,,,93-99,2,T. Thompson makes 2-pt shot at rim (assist by L. James)
3:33.0,K. Hinrich misses 2-pt shot from 1 ft (block by T. Thompson),,93-99,,
3:31.0,Offensive rebound by D. Rose,,93-99,,
3:30.0,D. Rose misses 2-pt shot from 12 ft,,93-99,,
3:28.0,,,93-99,,Defensive rebound by L. James
3:12.0,,,93-99,,Shooting foul by J. Butler (drawn by L. James)
3:12.0,,,93-100,1,L. James makes free throw 1 of 2
3:12.0,,,93-101,1,L. James makes free throw 2 of 2
2:56.0,J. Butler makes 3-pt shot from 23 ft (assist by K. Hinrich),3,96-101,,
2:27.0,,,96-101,,L. James misses 3-pt shot from 23 ft
2:25.0,Defensive rebound by M. Dunleavy,,96-101,,
2:16.0,Chicago full timeout,,96-101,,
2:04.0,J. Butler misses 3-pt shot from 25 ft,,96-101,,
2:02.0,Offensive rebound by Team,,96-101,,
2:02.0,Turnover by Team (shot clock),,96-101,,
1:49.0,,,96-101,,Turnover by M. Dellavedova (lost ball)
1:28.0,D. Rose misses 3-pt shot from 26 ft,,96-101,,
1:28.0,Offensive rebound by Team,,96-101,,
1:18.0,J. Butler makes 3-pt shot from 27 ft (assist by D. Rose),3,99-101,,
0:54.0,,,99-101,,K. Irving misses 3-pt shot from 23 ft
