time,New York,pts.away,score,pts.home,Philadelphia
6:29.0,Defensive rebound by L. Thomas,,80-75,,
6:22.0,C. Anthony misses 2-pt shot from 1 ft,,80-75,,
6:19.0,,,80-75,,Defensive rebound by R. Covington
6:14.0,,,80-75,,Shooting foul by J. Smith (drawn by R. Covington)
6:14.0,,,80-76,1,R. Covington makes free throw 1 of 2
6:14.0,,,80-76,,F. Aldemir enters the game for J. Grant
6:14.0,,,80-77,1,R. Covington makes free throw 2 of 2
5:52.0,C. Anthony misses 2-pt shot from 1 ft,,80-77,,
5:51.0,Offensive rebound by C. Anthony,,80-77,,
5:39.0,J. Smith makes 2-pt shot from 4 ft,2,82-77,,
5:38.0,,,82-77,,Philadelphia full timeout
5:38.0,,,82-77,,L. Drew enters the game for H. Thompson
5:38.0,L. Amundson enters the game for L. Thomas,,82-77,,
5:22.0,,,82-77,,R. Covington misses 3-pt shot from 25 ft
5:20.0,Defensive rebound by C. Anthony,,82-77,,
5:10.0,Turnover by J. Smith (bad pass; steal by M. Carter-Williams),,82-77,,
5:06.0,,,82-79,2,M. Carter-Williams makes 2-pt shot at rim
4:38.0,C. Anthony misses 3-pt shot from 23 ft,,82-79,,
4:36.0,Offensive rebound by J. Smith,,82-79,,
4:23.0,J. Calderon makes 3-pt shot from 24 ft (assist by L. Galloway),3,85-79,,
4:09.0,,,85-79,,Shooting foul by J. Smith (drawn by H. Sims)
4:09.0,,,85-80,1,H. Sims makes free throw 1 of 2
4:09.0,,,85-81,1,H. Sims makes free throw 2 of 2
3:55.0,Shooting foul by R. Covington (drawn by C. Anthony),,85-81,,
3:55.0,C. Anthony makes free throw 1 of 2,1,86-81,,
3:55.0,,,86-81,,J. Grant enters the game for H. Sims
3:55.0,C. Anthony makes free throw 2 of 2,1,87-81,,
3:41.0,,,87-81,,M. Carter-Williams misses 2-pt shot from 18 ft
3:39.0,Defensive rebound by L. Galloway,,87-81,,
3:23.0,C. Anthony misses 2-pt shot from 2 ft,,87-81,,
3:21.0,Offensive rebound by L. Amundson,,87-81,,
3:21.0,L. Amundson makes 2-pt shot from 1 ft,2,89-81,,
3:21.0,,,89-81,,Philadelphia full timeout
3:07.0,Jump ball: C. Anthony vs. R. Covington (J. Smith gains possession),,,,Jump ball: C. Anthony vs. R. Covington (J. Smith gains possession)
3:07.0,,,89-81,,Turnover by R. Covington (lost ball; steal by C. Anthony)
3:05.0,,,89-81,,Personal foul by J. Grant (drawn by L. Amundson)
2:50.0,Turnover by J. Calderon (bad pass; steal by M. Carter-Williams),,89-81,,
2:46.0,,,89-81,,Shooting foul by J. Calderon (drawn by J. Grant)
2:46.0,New York full timeout,,89-81,,
2:46.0,,,89-81,,H. Sims enters the game for F. Aldemir
2:46.0,,,89-82,1,J. Grant makes free throw 1 of 2
2:46.0,,,89-83,1,J. Grant makes free throw 2 of 2
2:21.0,C. Anthony misses 3-pt shot from 24 ft,,89-83,,
2:20.0,,,89-83,,Defensive rebound by Team
2:08.0,,,89-83,,Shooting foul by L. Galloway (drawn by H. Sims)
2:08.0,,,89-83,,H. Sims misses free throw 1 of 2
2:08.0,,,89-83,,Offensive rebound by Team
2:08.0,,,89-84,1,H. Sims makes free throw 2 of 2
1:49.0,Shooting foul by R. Covington (drawn by C. Anthony),,89-84,,
1:49.0,C. Anthony makes free throw 1 of 2,1,90-84,,
1:49.0,,,90-84,,H. Thompson enters the game for L. Drew
1:49.0,C. Anthony makes free throw 2 of 2,1,91-84,,
1:40.0,,,91-87,3,R. Covington makes 3-pt shot from 24 ft (assist by M. Carter-Williams)
1:17.0,Shooting foul by R. Covington (drawn by C. Anthony),,91-87,,
1:17.0,C. Anthony makes free throw 1 of 2,1,92-87,,
1:17.0,C. Anthony makes free throw 2 of 2,1,93-87,,
1:06.0,Personal foul by C. Anthony (drawn by R. Covington),,93-87,,
1:06.0,,,93-88,1,R. Covington makes free throw 1 of 2
1:06.0,,,93-89,1,R. Covington makes free throw 2 of 2
0:49.0,J. Calderon misses 3-pt shot from 23 ft (block by J. Grant),,93-89,,
0:47.0,,,93-89,,Defensive rebound by H. Sims
0:44.0,,,93-89,,Turnover by R. Covington (bad pass; steal by J. Smith)
0:18.0,J. Smith misses 2-pt shot from 6 ft (block by J. Grant),,93-89,,
0:16.0,Offensive rebound by L. Galloway,,93-89,,
0:15.0,L. Galloway makes 3-pt shot from 24 ft,3,96-89,,
0:15.0,L. Thomas enters the game for L. Amundson,,96-89,,
0:11.0,,,96-89,,Shooting foul by L. Galloway (drawn by H. Thompson)
0:11.0,,,96-90,1,H. Thompson makes free throw 1 of 3
0:11.0,,,96-90,,H. Thompson misses free throw 2 of 3
0:11.0,,,96-90,,Offensive rebound by Team
0:11.0,,,96-91,1,H. Thompson makes free throw 3 of 3
0:11.0,New York full timeout,,96-91,,
0:11.0,,,96-91,,K. McDaniels enters the game for H. Sims
0:11.0,,,96-91,,J. Sampson enters the game for H. Thompson
0:07.0,,,96-91,,Personal foul by K. McDaniels (drawn by J. Calderon)
0:07.0,J. Calderon makes free throw 1 of 2,1,97-91,,
0:07.0,J. Calderon makes free throw 2 of 2,1,98-91,,
0:07.0,,,98-91,,Philadelphia full timeout
0:07.0,,,98-91,,H. Sims enters the game for K. McDaniels
0:07.0,,,98-91,,H. Thompson enters the game for J. Sampson
0:06.0,,,98-91,,Turnover by M. Carter-Williams (bad pass)
0:00.0,End of 4th quarter,,,,End of 4th quarter
