time,Milwaukee,pts.away,score,pts.home,Chicago
6:44.0,Offensive rebound by Team,,86-79,,
6:37.0,M. Carter-Williams misses 2-pt shot from 14 ft,,86-79,,
6:36.0,,,86-79,,Defensive rebound by J. Butler
6:26.0,,,86-79,,J. Butler misses 2-pt shot from 2 ft (block by G. Antetokounmpo)
6:25.0,Defensive rebound by J. Henson,,86-79,,
6:13.0,J. Dudley misses 2-pt shot from 18 ft,,86-79,,
6:13.0,,,86-79,,Defensive rebound by Team
5:59.0,,,86-79,,N. Mirotic misses 2-pt shot from 1 ft (block by J. Dudley)
5:57.0,Defensive rebound by J. Henson,,86-79,,
5:39.0,O. Mayo misses 2-pt shot from 19 ft,,86-79,,
5:38.0,,,86-79,,Defensive rebound by J. Butler
5:30.0,,,86-81,2,D. Rose makes 2-pt shot from 20 ft
5:15.0,,,86-81,,Personal foul by J. Noah (drawn by J. Henson)
5:15.0,,,86-81,,P. Gasol enters the game for J. Noah
5:06.0,,,86-81,,Personal foul by T. Snell (drawn by O. Mayo)
5:06.0,K. Middleton enters the game for J. Dudley,,86-81,,
5:02.0,Turnover by J. Henson (bad pass; steal by J. Butler),,86-81,,
4:45.0,,,86-83,2,P. Gasol makes 2-pt shot from 15 ft (assist by J. Butler)
4:25.0,M. Carter-Williams makes 2-pt shot from 5 ft (assist by O. Mayo),2,88-83,,
4:18.0,,,88-83,,J. Butler misses 2-pt shot from 5 ft (block by M. Carter-Williams)
4:18.0,,,88-83,,Offensive rebound by Team
4:11.0,,,88-83,,D. Rose misses 3-pt shot from 25 ft
4:11.0,Defensive rebound by J. Henson,,88-83,,
3:50.0,K. Middleton misses 2-pt shot from 15 ft (block by N. Mirotic),,88-83,,
3:48.0,,,88-83,,Defensive rebound by J. Butler
3:37.0,Violation by G. Antetokounmpo (kicked ball),,88-83,,
3:27.0,,,88-83,,P. Gasol misses 2-pt shot from 2 ft
3:26.0,Defensive rebound by G. Antetokounmpo,,88-83,,
3:17.0,O. Mayo misses 2-pt shot from 23 ft,,88-83,,
3:15.0,Offensive rebound by J. Henson,,88-83,,
3:15.0,J. Henson makes 2-pt shot at rim,2,90-83,,
3:15.0,,,90-83,,Chicago full timeout
3:02.0,,,90-83,,T. Snell misses 3-pt shot from 22 ft
3:02.0,,,90-83,,Offensive rebound by Team
2:55.0,,,90-83,,Shooting foul by K. Middleton (drawn by P. Gasol)
2:55.0,,,90-84,1,P. Gasol makes free throw 1 of 2
2:55.0,,,90-84,,P. Gasol misses free throw 2 of 2
2:52.0,Defensive rebound by J. Henson,,90-84,,
2:39.0,J. Henson makes 2-pt shot from 1 ft (assist by M. Carter-Williams),2,92-84,,
2:19.0,,,92-86,2,P. Gasol makes 2-pt shot from 1 ft (assist by N. Mirotic)
1:56.0,Turnover by J. Henson (step out of bounds),,92-86,,
1:39.0,,,92-86,,J. Butler misses 2-pt shot from 2 ft (block by G. Antetokounmpo)
1:37.0,Defensive rebound by M. Carter-Williams,,92-86,,
1:13.0,M. Carter-Williams misses 3-pt shot from 28 ft,,92-86,,
1:12.0,,,92-86,,Defensive rebound by T. Snell
1:04.0,,,92-86,,Shooting foul by O. Mayo (drawn by P. Gasol)
1:04.0,,,92-87,1,P. Gasol makes free throw 1 of 2
1:04.0,,,92-87,,J. Noah enters the game for N. Mirotic
1:04.0,,,92-88,1,P. Gasol makes free throw 2 of 2
0:51.0,K. Middleton misses 2-pt shot from 13 ft,,92-88,,
0:50.0,,,92-88,,Defensive rebound by J. Noah
0:39.0,,,92-88,,D. Rose misses 2-pt shot from 5 ft (block by G. Antetokounmpo)
0:37.0,Defensive rebound by M. Carter-Williams,,92-88,,
0:30.0,Milwaukee full timeout,,92-88,,
0:30.0,,,92-88,,A. Brooks enters the game for D. Rose
0:28.0,,,92-88,,Personal take foul by A. Brooks (drawn by O. Mayo)
0:27.0,,,92-88,,Personal foul by P. Gasol (drawn by K. Middleton)
0:27.0,K. Middleton makes free throw 1 of 2,1,93-88,,
0:27.0,K. Middleton makes free throw 2 of 2,1,94-88,,
0:27.0,,,94-88,,Chicago full timeout
0:27.0,J. Dudley enters the game for J. Henson,,94-88,,
0:27.0,,,94-88,,D. Rose enters the game for J. Noah
0:27.0,,,94-88,,N. Mirotic enters the game for A. Brooks
0:23.0,,,94-88,,N. Mirotic misses 2-pt shot from 8 ft
0:22.0,Defensive rebound by M. Carter-Williams,,94-88,,
0:16.0,Turnover by M. Carter-Williams (bad pass),,94-88,,
0:09.0,,,94-88,,J. Butler misses 2-pt shot from 8 ft
0:08.0,Defensive rebound by Team,,94-88,,
0:08.0,Milwaukee full timeout,,94-88,,
0:03.0,Turnover by M. Carter-Williams (bad pass),,94-88,,
0:00.0,,,94-88,,T. Snell misses 3-pt shot from 25 ft
0:00.0,,,94-88,,Offensive rebound by Team
0:00.0,End of 4th quarter,,,,End of 4th quarter
