time,Atlanta,pts.away,score,pts.home,Washington
4:33.0,,,87-86,2,B. Beal makes 2-pt shot at rim (assist by J. Wall)
4:23.0,Atlanta full timeout,,87-86,,
4:08.0,K. Korver misses 3-pt shot from 30 ft,,87-86,,
4:06.0,,,87-86,,Defensive rebound by P. Pierce
3:50.0,,,87-88,2,B. Beal makes 2-pt shot from 12 ft (assist by N. Hilario)
3:35.0,Offensive foul by J. Teague,,87-88,,
3:35.0,Turnover by J. Teague (offensive foul),,87-88,,
3:20.0,,,87-88,,O. Porter misses 2-pt shot from 1 ft
3:20.0,,,87-88,,Offensive rebound by N. Hilario
3:20.0,Personal foul by J. Teague (drawn by N. Hilario),,87-88,,
3:20.0,,,87-88,,N. Hilario misses free throw 1 of 2
3:20.0,,,87-88,,Offensive rebound by Team
3:20.0,,,87-88,,N. Hilario misses free throw 2 of 2
3:18.0,Defensive rebound by P. Millsap,,87-88,,
3:05.0,A. Horford misses 2-pt shot from 17 ft,,87-88,,
3:04.0,,,87-88,,Defensive rebound by B. Beal
3:00.0,Violation by K. Korver (kicked ball),,87-88,,
2:38.0,,,87-88,,Turnover by Team (shot clock)
2:26.0,P. Millsap misses 2-pt shot from 5 ft,,87-88,,
2:25.0,,,87-88,,Defensive rebound by P. Pierce
2:07.0,,,87-88,,P. Pierce misses 3-pt shot from 27 ft
2:06.0,Defensive rebound by A. Horford,,87-88,,
1:47.0,P. Millsap makes 2-pt shot from 16 ft,2,89-88,,
1:30.0,,,89-88,,J. Wall misses 3-pt shot from 25 ft
1:28.0,Defensive rebound by D. Carroll,,89-88,,
1:21.0,K. Korver misses 3-pt shot from 30 ft,,89-88,,
1:20.0,,,89-88,,Defensive rebound by N. Hilario
1:14.0,,,89-88,,Shooting foul by P. Millsap (drawn by J. Wall)
1:14.0,,,89-89,1,J. Wall makes free throw 1 of 2
1:14.0,,,89-89,,J. Wall misses free throw 2 of 2
1:13.0,Defensive rebound by D. Carroll,,89-89,,
0:58.0,D. Carroll makes 2-pt shot from 3 ft (assist by J. Teague),2,91-89,,
0:58.0,,,91-89,,Washington full timeout
0:58.0,K. Bazemore enters the game for J. Teague,,91-89,,
0:49.0,,,91-89,,N. Hilario misses 2-pt shot from 3 ft
0:48.0,Defensive rebound by D. Carroll,,91-89,,
0:46.0,Atlanta full timeout,,91-89,,
0:46.0,J. Teague enters the game for K. Bazemore,,91-89,,
0:31.0,D. Carroll makes 2-pt shot from 2 ft (assist by J. Teague),2,93-89,,
0:31.0,,,93-89,,Washington full timeout
0:31.0,K. Bazemore enters the game for J. Teague,,93-89,,
0:28.0,,,93-89,,B. Beal misses 2-pt shot from 2 ft (block by A. Horford)
0:26.0,,,93-89,,Offensive rebound by B. Beal
0:20.0,,,93-89,,J. Wall misses 2-pt shot from 1 ft
0:19.0,Defensive rebound by D. Carroll,,93-89,,
0:19.0,Atlanta full timeout,,93-89,,
0:19.0,J. Teague enters the game for K. Bazemore,,93-89,,
0:19.0,D. Schroder enters the game for D. Carroll,,93-89,,
0:19.0,,,93-89,,D. Gooden enters the game for N. Hilario
0:19.0,,,93-89,,G. Temple enters the game for P. Pierce
0:15.0,Turnover by K. Korver (bad pass; steal by B. Beal),,93-89,,
0:09.0,,,93-89,,J. Wall misses 2-pt shot from 3 ft
0:08.0,,,93-89,,Offensive rebound by O. Porter
0:08.0,,,93-89,,O. Porter misses 2-pt shot from 2 ft
0:08.0,,,93-89,,Offensive rebound by G. Temple
0:08.0,,,93-89,,Shooting foul by P. Millsap (drawn by G. Temple)
0:08.0,,,93-90,1,G. Temple makes free throw 1 of 2
0:08.0,,,93-90,,N. Hilario enters the game for D. Gooden
0:08.0,,,93-91,1,G. Temple makes free throw 2 of 2
0:06.0,,,93-91,,Personal take foul by N. Hilario (drawn by A. Horford)
0:06.0,A. Horford misses free throw 1 of 2,,93-91,,
0:06.0,Offensive rebound by Team,,93-91,,
0:06.0,K. Bazemore enters the game for J. Teague,,93-91,,
0:06.0,,,93-91,,K. Seraphin enters the game for G. Temple
0:06.0,D. Carroll enters the game for D. Schroder,,93-91,,
0:06.0,A. Horford makes free throw 2 of 2,1,94-91,,
0:06.0,,,94-91,,Washington full timeout
0:06.0,,,94-91,,P. Pierce enters the game for K. Seraphin
0:00.0,End of 4th quarter,,,,End of 4th quarter
