time,Charlotte,pts.away,score,pts.home,Orlando
2:25.0,,,87-75,,Offensive rebound by Team
2:25.0,,,87-76,1,T. Harris makes free throw 2 of 2
2:04.0,K. Walker makes 2-pt shot from 12 ft (assist by M. Williams),2,89-76,,
2:04.0,Shooting foul by V. Oladipo (drawn by K. Walker),,89-76,,
2:04.0,K. Walker makes free throw 1 of 1,1,90-76,,
1:52.0,,,90-79,3,E. Fournier makes 3-pt shot from 26 ft (assist by V. Oladipo)
1:31.0,M. Kidd-Gilchrist misses 2-pt shot from 1 ft,,90-79,,
1:28.0,,,90-79,,Defensive rebound by T. Harris
1:23.0,Personal foul by J. Maxiell (drawn by N. Vucevic),,90-79,,
1:23.0,,,90-80,1,N. Vucevic makes free throw 1 of 2
1:23.0,,,90-81,1,N. Vucevic makes free throw 2 of 2
1:23.0,Charlotte full timeout,,90-81,,
1:23.0,G. Neal enters the game for M. Kidd-Gilchrist,,90-81,,
1:23.0,,,90-81,,D. Marble enters the game for N. Vucevic
1:23.0,C. Zeller enters the game for J. Maxiell,,90-81,,
1:15.0,Shooting foul by T. Harris (drawn by C. Zeller),,90-81,,
1:15.0,C. Zeller misses free throw 1 of 2,,90-81,,
1:15.0,Offensive rebound by Team,,90-81,,
1:15.0,,,90-81,,N. Vucevic enters the game for D. Marble
1:15.0,M. Kidd-Gilchrist enters the game for G. Neal,,90-81,,
1:15.0,C. Zeller makes free throw 2 of 2,1,91-81,,
1:02.0,,,91-81,,N. Vucevic misses 2-pt shot from 1 ft
1:01.0,,,91-81,,Offensive rebound by E. Payton
1:01.0,,,91-83,2,E. Payton makes 2-pt shot from 1 ft
1:01.0,,,91-83,,Shooting foul by M. Kidd-Gilchrist (drawn by E. Payton)
1:01.0,G. Neal enters the game for M. Kidd-Gilchrist,,91-83,,
1:01.0,,,91-83,,D. Marble enters the game for N. Vucevic
1:01.0,,,91-84,1,E. Payton makes free throw 1 of 1
0:58.0,,,91-84,,Personal foul by V. Oladipo (drawn by K. Walker)
0:58.0,K. Walker makes free throw 1 of 2,1,92-84,,
0:58.0,M. Kidd-Gilchrist enters the game for G. Neal,,92-84,,
0:58.0,,,92-84,,N. Vucevic enters the game for D. Marble
0:58.0,K. Walker makes free throw 2 of 2,1,93-84,,
0:58.0,,,93-84,,Orlando full timeout
0:55.0,,,93-84,,V. Oladipo misses 3-pt shot from 24 ft
0:54.0,Defensive rebound by Team,,93-84,,
0:54.0,G. Neal enters the game for M. Kidd-Gilchrist,,93-84,,
0:54.0,,,93-84,,D. Marble enters the game for N. Vucevic
0:41.0,,,93-84,,Personal take foul by V. Oladipo (drawn by K. Walker)
0:41.0,K. Walker misses free throw 1 of 2,,93-84,,
0:41.0,Offensive rebound by Team,,93-84,,
0:41.0,,,93-84,,N. Vucevic enters the game for D. Marble
0:41.0,M. Kidd-Gilchrist enters the game for G. Neal,,93-84,,
0:41.0,K. Walker makes free throw 2 of 2,1,94-84,,
0:34.0,,,94-86,2,N. Vucevic makes 2-pt shot from 1 ft (assist by E. Payton)
0:27.0,,,94-86,,Personal take foul by N. Vucevic (drawn by C. Zeller)
0:27.0,C. Zeller makes free throw 1 of 2,1,95-86,,
0:27.0,C. Zeller misses free throw 2 of 2,,95-86,,
0:26.0,,,95-86,,Defensive rebound by E. Fournier
0:21.0,,,95-86,,E. Fournier misses 3-pt shot from 24 ft
0:18.0,,,95-86,,Offensive rebound by N. Vucevic
0:14.0,,,95-88,2,E. Fournier makes 2-pt shot from 1 ft (assist by N. Vucevic)
0:08.0,M. Williams makes 2-pt shot at rim (assist by K. Walker),2,97-88,,
0:08.0,Shooting foul by N. Vucevic (drawn by M. Williams),,97-88,,
0:08.0,M. Williams makes free throw 1 of 1,1,98-88,,
0:05.0,,,98-90,2,E. Payton makes 2-pt shot from 2 ft
0:00.0,End of 4th quarter,,,,End of 4th quarter
