time,Golden State,pts.away,score,pts.home,Cleveland
3:06.0,,,98-79,,Cleveland full timeout
3:06.0,,,98-79,,J. Jones enters the game for L. James
3:06.0,,,98-79,,K. Perkins enters the game for T. Mozgov
3:06.0,,,98-79,,J. Harris enters the game for I. Shumpert
3:06.0,,,98-79,,M. Miller enters the game for M. Dellavedova
3:06.0,L. Barbosa enters the game for S. Curry,,98-79,,
2:44.0,,,98-79,,J. Jones misses 3-pt shot from 24 ft
2:43.0,Defensive rebound by D. Green,,98-79,,
2:29.0,D. Green makes 2-pt shot from 15 ft (assist by L. Barbosa),2,100-79,,
2:14.0,,,100-79,,J. Smith misses 3-pt shot from 24 ft
2:13.0,Defensive rebound by A. Iguodala,,100-79,,
2:08.0,Golden State full timeout,,100-79,,
2:08.0,M. Speights enters the game for A. Iguodala,,100-79,,
2:08.0,J. Holiday enters the game for D. Green,,100-79,,
2:08.0,H. Barnes enters the game for K. Thompson,,100-79,,
1:52.0,M. Speights misses 2-pt shot from 16 ft,,100-79,,
1:51.0,,,100-79,,Defensive rebound by Team
1:35.0,,,100-79,,K. Perkins misses 2-pt shot from 6 ft
1:33.0,Defensive rebound by M. Speights,,100-79,,
1:17.0,H. Barnes makes 2-pt shot from 16 ft,2,102-79,,
1:12.0,Personal foul by S. Livingston (drawn by J. Harris),,102-79,,
1:12.0,,,102-80,1,J. Harris makes free throw 1 of 2
1:12.0,J. McAdoo enters the game for H. Barnes,,102-80,,
1:12.0,,,102-80,,J. Harris misses free throw 2 of 2
1:12.0,Defensive rebound by J. McAdoo,,102-80,,
0:50.0,L. Barbosa misses 3-pt shot from 30 ft,,102-80,,
0:48.0,Offensive rebound by M. Speights,,102-80,,
0:48.0,M. Speights misses 2-pt shot from 1 ft,,102-80,,
0:47.0,,,102-80,,Defensive rebound by K. Perkins
0:38.0,Personal foul by M. Speights (drawn by K. Perkins),,102-80,,
0:38.0,,,102-81,1,K. Perkins makes free throw 1 of 2
0:38.0,,,102-82,1,K. Perkins makes free throw 2 of 2
0:31.0,,,102-82,,Personal foul by K. Perkins (drawn by M. Speights)
0:31.0,M. Speights misses free throw 1 of 2,,102-82,,
0:31.0,Offensive rebound by Team,,102-82,,
0:31.0,M. Speights makes free throw 2 of 2,1,103-82,,
0:16.0,,,103-82,,K. Perkins misses 2-pt shot from 5 ft
0:12.0,Defensive rebound by S. Livingston,,103-82,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
