time,Washington,pts.away,score,pts.home,Atlanta
2:00.0,,,89-116,1,M. Muscala makes free throw 1 of 2
2:00.0,,,89-117,1,M. Muscala makes free throw 2 of 2
1:45.0,D. Gooden misses 3-pt shot from 25 ft,,89-117,,
1:43.0,,,89-117,,Defensive rebound by M. Muscala
1:18.0,,,89-120,3,D. Schroder makes 3-pt shot from 24 ft (assist by S. Mack)
1:11.0,D. Gooden misses 3-pt shot from 25 ft,,89-120,,
1:08.0,,,89-120,,Defensive rebound by K. Bazemore
0:45.0,,,89-120,,D. Schroder misses 2-pt shot from 20 ft
0:45.0,,,89-120,,Offensive rebound by Team
0:45.0,,,89-120,,Turnover by Team (shot clock)
0:30.0,O. Porter misses 2-pt shot from 22 ft,,89-120,,
0:29.0,,,89-120,,Defensive rebound by K. Bazemore
0:07.0,,,89-120,,S. Mack misses 2-pt shot from 18 ft
0:04.0,Defensive rebound by K. Seraphin,,89-120,,
0:02.0,G. Temple misses 2-pt shot from 5 ft,,89-120,,
0:01.0,Offensive rebound by D. Gooden,,89-120,,
0:01.0,D. Gooden misses 2-pt shot from 1 ft,,89-120,,
0:00.0,Offensive rebound by Team,,89-120,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
