time,Houston,pts.away,score,pts.home,Golden State
9:15.0,,,40-33,2,A. Iguodala makes 2-pt shot from 2 ft (assist by L. Barbosa)
9:15.0,,,40-33,,Shooting foul by T. Ariza (drawn by A. Iguodala)
9:15.0,J. Smith enters the game for T. Jones,,40-33,,
9:15.0,J. Terry enters the game for P. Prigioni,,40-33,,
9:15.0,J. Harden enters the game for C. Brewer,,40-33,,
9:15.0,,,40-33,,A. Iguodala misses free throw 1 of 1
9:14.0,Defensive rebound by D. Howard,,40-33,,
8:59.0,T. Ariza misses 2-pt shot from 2 ft,,40-33,,
8:58.0,,,40-33,,Defensive rebound by A. Iguodala
8:53.0,,,40-33,,Turnover by S. Livingston (bad pass)
8:53.0,Official timeout,,40-33,,
8:53.0,,,40-33,,A. Bogut enters the game for F. Ezeli
8:33.0,D. Howard makes 2-pt shot from 10 ft (assist by J. Smith),2,42-33,,
8:12.0,,,42-33,,L. Barbosa misses 3-pt shot from 26 ft
8:11.0,Defensive rebound by D. Howard,,42-33,,
8:02.0,,,42-33,,Personal foul by A. Bogut (drawn by J. Harden)
8:02.0,,,42-33,,K. Thompson enters the game for L. Barbosa
8:02.0,C. Brewer enters the game for T. Ariza,,42-33,,
7:58.0,,,42-33,,Personal foul by A. Bogut (drawn by J. Smith)
7:58.0,,,42-33,,F. Ezeli enters the game for A. Bogut
7:54.0,J. Smith makes 3-pt shot from 25 ft,3,45-33,,
7:35.0,,,45-33,,Turnover by F. Ezeli (lost ball; steal by J. Harden)
7:31.0,J. Smith makes 2-pt shot at rim (assist by J. Harden),2,47-33,,
7:29.0,,,47-33,,Golden State full timeout
7:29.0,,,47-33,,D. Green enters the game for H. Barnes
7:29.0,,,47-33,,S. Curry enters the game for A. Iguodala
7:17.0,Personal foul by C. Brewer (drawn by F. Ezeli),,47-33,,
7:10.0,,,47-33,,F. Ezeli misses 2-pt shot from 3 ft (block by J. Smith)
7:08.0,Defensive rebound by D. Howard,,47-33,,
7:05.0,C. Brewer makes 2-pt shot from 2 ft (assist by J. Harden),2,49-33,,
6:49.0,Personal foul by J. Smith (drawn by S. Livingston),,49-33,,
6:38.0,,,49-35,2,F. Ezeli makes 2-pt shot from 4 ft (assist by S. Curry)
6:29.0,Turnover by J. Smith (bad pass),,49-35,,
6:29.0,,,49-35,,H. Barnes enters the game for F. Ezeli
6:19.0,,,49-35,,H. Barnes misses 3-pt shot from 23 ft
6:19.0,,,49-35,,Offensive rebound by Team
6:19.0,Loose ball foul by C. Brewer (drawn by S. Livingston),,49-35,,
6:19.0,,,49-36,1,S. Livingston makes free throw 1 of 2
6:19.0,,,49-37,1,S. Livingston makes free throw 2 of 2
6:07.0,J. Harden misses 2-pt shot from 6 ft (block by K. Thompson),,49-37,,
6:06.0,Offensive rebound by Team,,49-37,,
6:02.0,J. Harden makes 2-pt shot from 19 ft (assist by J. Terry),2,51-37,,
5:55.0,Personal foul by J. Harden (drawn by S. Livingston),,51-37,,
5:55.0,,,51-38,1,S. Livingston makes free throw 1 of 2
5:55.0,,,51-39,1,S. Livingston makes free throw 2 of 2
5:39.0,Turnover by D. Howard (lost ball; steal by K. Thompson),,51-39,,
5:34.0,,,51-41,2,S. Livingston makes 2-pt shot at rim (assist by K. Thompson)
5:32.0,Houston full timeout,,51-41,,
5:17.0,J. Harden misses 2-pt shot from 11 ft,,51-41,,
5:16.0,Offensive rebound by D. Howard,,51-41,,
5:16.0,D. Howard misses 2-pt shot from 2 ft,,51-41,,
5:15.0,,,51-41,,Defensive rebound by D. Green
5:10.0,,,51-41,,K. Thompson misses 3-pt shot from 25 ft
5:08.0,,,51-41,,Offensive rebound by D. Green
4:56.0,,,51-41,,H. Barnes misses 3-pt shot from 24 ft
4:55.0,Defensive rebound by D. Howard,,51-41,,
4:35.0,J. Terry misses 3-pt shot from 23 ft,,51-41,,
4:33.0,,,51-41,,Defensive rebound by K. Thompson
4:26.0,,,51-43,2,K. Thompson makes 2-pt shot at rim
4:07.0,Turnover by D. Howard (lost ball; steal by S. Livingston),,51-43,,
4:01.0,,,51-45,2,S. Livingston makes 2-pt shot from 2 ft
3:42.0,J. Harden misses 2-pt shot from 11 ft,,51-45,,
3:41.0,,,51-45,,Defensive rebound by S. Curry
3:30.0,,,51-47,2,S. Livingston makes 2-pt shot at rim (assist by K. Thompson)
3:12.0,Offensive foul by D. Howard,,51-47,,
3:12.0,Turnover by D. Howard (offensive foul),,51-47,,
3:12.0,C. Capela enters the game for D. Howard,,51-47,,
3:12.0,T. Jones enters the game for J. Smith,,51-47,,
3:04.0,T. Ariza enters the game for C. Brewer,,51-47,,
2:56.0,,,51-47,,S. Curry misses 2-pt shot from 22 ft
2:55.0,,,51-47,,Offensive rebound by S. Livingston
2:51.0,,,51-47,,K. Thompson misses 2-pt shot from 3 ft
2:50.0,,,51-47,,Offensive rebound by D. Green
2:50.0,,,51-49,2,D. Green makes 2-pt shot from 2 ft
2:41.0,C. Capela makes 2-pt shot at rim (assist by J. Harden),2,53-49,,
2:16.0,,,53-51,2,H. Barnes makes 2-pt shot from 5 ft (assist by D. Green)
2:08.0,J. Terry misses 3-pt shot from 23 ft,,53-51,,
2:06.0,,,53-51,,Defensive rebound by S. Livingston
1:53.0,,,53-53,2,K. Thompson makes 2-pt shot from 2 ft (assist by S. Curry)
1:42.0,Turnover by J. Harden (lost ball; steal by D. Green),,53-53,,
1:36.0,,,53-53,,S. Curry misses 3-pt shot from 26 ft
1:35.0,Defensive rebound by C. Capela,,53-53,,
1:20.0,Shooting foul by K. Thompson (drawn by J. Harden),,53-53,,
1:20.0,J. Harden makes free throw 1 of 2,1,54-53,,
1:20.0,,,54-53,,A. Iguodala enters the game for K. Thompson
1:20.0,J. Harden makes free throw 2 of 2,1,55-53,,
1:00.0,,,55-56,3,H. Barnes makes 3-pt shot from 25 ft (assist by D. Green)
0:46.0,J. Harden misses 3-pt shot from 25 ft,,55-56,,
0:45.0,,,55-56,,Defensive rebound by S. Curry
0:35.0,,,55-56,,H. Barnes misses 3-pt shot from 26 ft
0:34.0,Defensive rebound by Team,,55-56,,
0:10.0,T. Jones misses 3-pt shot from 29 ft,,55-56,,
0:10.0,Offensive rebound by Team,,55-56,,
0:10.0,Turnover by Team (shot clock),,55-56,,
0:01.0,,,55-58,2,S. Curry makes 2-pt shot from 20 ft
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:44.0,,,55-58,,H. Barnes misses 2-pt shot from 11 ft
11:43.0,Defensive rebound by J. Harden,,55-58,,
11:41.0,,,55-58,,Personal foul by D. Green (drawn by J. Harden)
11:29.0,T. Ariza misses 2-pt shot from 12 ft,,55-58,,
11:28.0,Offensive rebound by Team,,55-58,,
11:20.0,J. Terry misses 3-pt shot from 24 ft,,55-58,,
11:19.0,,,55-58,,Defensive rebound by D. Green
10:59.0,,,55-58,,K. Thompson misses 3-pt shot from 28 ft
10:57.0,Defensive rebound by D. Howard,,55-58,,
10:47.0,Turnover by J. Smith (bad pass; steal by D. Green),,55-58,,
10:39.0,,,55-58,,K. Thompson misses 2-pt shot from 3 ft
10:38.0,Defensive rebound by J. Harden,,55-58,,
10:31.0,J. Smith misses 3-pt shot from 23 ft,,55-58,,
10:30.0,,,55-58,,Defensive rebound by A. Bogut
10:19.0,,,55-60,2,D. Green makes 2-pt shot from 2 ft (assist by S. Curry)
9:54.0,D. Howard misses 2-pt shot from 11 ft,,55-60,,
9:53.0,,,55-60,,Defensive rebound by A. Bogut
9:44.0,,,55-60,,K. Thompson misses 2-pt shot from 2 ft (block by J. Smith)
9:44.0,Defensive rebound by J. Smith,,55-60,,
9:29.0,J. Smith misses 2-pt shot from 10 ft,,55-60,,
9:29.0,Offensive rebound by T. Ariza,,55-60,,
9:29.0,,,55-60,,Personal foul by H. Barnes (drawn by T. Ariza)
9:22.0,J. Terry makes 2-pt shot from 9 ft (assist by D. Howard),2,57-60,,
9:03.0,,,57-62,2,S. Curry makes 2-pt shot from 16 ft
9:03.0,,,57-62,,Shooting foul by J. Terry (drawn by S. Curry)
9:03.0,,,57-62,,S. Curry misses free throw 1 of 1
9:02.0,Defensive rebound by D. Howard,,57-62,,
8:49.0,Turnover by J. Terry (bad pass; steal by H. Barnes),,57-62,,
8:46.0,,,57-62,,Turnover by K. Thompson (lost ball)
8:46.0,Houston full timeout,,57-62,,
8:29.0,J. Harden makes 2-pt shot from 2 ft (assist by J. Smith),2,59-62,,
8:08.0,,,59-62,,Turnover by H. Barnes (lost ball; steal by D. Howard)
8:03.0,J. Terry makes 3-pt shot from 25 ft (assist by T. Ariza),3,62-62,,
7:42.0,,,62-64,2,S. Curry makes 2-pt shot from 22 ft (assist by D. Green)
7:21.0,,,62-64,,Personal foul by D. Green (drawn by J. Harden)
7:18.0,J. Smith misses 3-pt shot from 24 ft,,62-64,,
7:17.0,,,62-64,,Defensive rebound by S. Curry
7:03.0,,,62-67,3,S. Curry makes 3-pt shot from 24 ft (assist by D. Green)
6:48.0,J. Terry misses 2-pt shot from 13 ft,,62-67,,
6:46.0,Offensive rebound by D. Howard,,62-67,,
6:46.0,D. Howard misses 2-pt shot from 1 ft,,62-67,,
6:46.0,,,62-67,,Defensive rebound by Team
6:36.0,,,62-67,,A. Bogut misses 2-pt shot from 1 ft
6:35.0,Defensive rebound by J. Harden,,62-67,,
6:32.0,Shooting foul by H. Barnes (drawn by T. Ariza),,62-67,,
6:32.0,T. Ariza makes free throw 1 of 2,1,63-67,,
6:32.0,,,63-67,,A. Iguodala enters the game for H. Barnes
6:32.0,T. Ariza makes free throw 2 of 2,1,64-67,,
6:20.0,,,64-69,2,D. Green makes 2-pt shot from 16 ft (assist by A. Iguodala)
5:58.0,J. Harden makes 3-pt shot from 23 ft (assist by J. Smith),3,67-69,,
5:44.0,,,67-69,,Turnover by D. Green (bad pass; steal by J. Harden)
5:38.0,J. Smith misses 2-pt shot from 4 ft,,67-69,,
5:38.0,Offensive rebound by Team,,67-69,,
5:38.0,C. Brewer enters the game for T. Ariza,,67-69,,
5:38.0,T. Jones enters the game for J. Smith,,67-69,,
5:35.0,C. Brewer misses 2-pt shot from 17 ft,,67-69,,
5:33.0,,,67-69,,Defensive rebound by S. Curry
5:23.0,,,67-71,2,K. Thompson makes 2-pt shot from 16 ft (assist by S. Curry)
5:14.0,,,67-71,,Personal foul by S. Curry (drawn by J. Terry)
5:14.0,J. Terry makes free throw 1 of 2,1,68-71,,
5:14.0,,,68-71,,Golden State full timeout
5:14.0,,,68-71,,F. Ezeli enters the game for A. Bogut
5:14.0,J. Terry makes free throw 2 of 2,1,69-71,,
4:55.0,,,69-71,,Offensive foul by F. Ezeli
4:55.0,,,69-71,,Turnover by F. Ezeli (offensive foul)
4:31.0,Shooting foul by K. Thompson (drawn by J. Harden),,69-71,,
4:31.0,J. Harden makes free throw 1 of 2,1,70-71,,
4:31.0,,,70-71,,S. Livingston enters the game for K. Thompson
4:31.0,J. Harden makes free throw 2 of 2,1,71-71,,
4:22.0,,,71-71,,Shooting foul by C. Brewer (drawn by D. Green)
4:22.0,,,71-71,,D. Green misses free throw 1 of 2
4:22.0,,,71-71,,Offensive rebound by Team
4:22.0,,,71-72,1,D. Green makes free throw 2 of 2
4:05.0,J. Terry misses 2-pt shot from 11 ft,,71-72,,
4:03.0,Offensive rebound by T. Jones,,71-72,,
4:03.0,T. Jones misses 2-pt shot from 1 ft,,71-72,,
4:02.0,Offensive rebound by T. Jones,,71-72,,
4:02.0,T. Jones misses 2-pt shot from 1 ft,,71-72,,
3:59.0,,,71-72,,Defensive rebound by D. Green
3:55.0,,,71-75,3,S. Curry makes 3-pt shot from 24 ft (assist by A. Iguodala)
3:31.0,J. Harden misses 2-pt shot from 20 ft,,71-75,,
3:30.0,,,71-75,,Defensive rebound by S. Livingston
3:25.0,,,71-75,,Turnover by S. Livingston (bad pass; steal by J. Harden)
3:05.0,Shooting foul by A. Iguodala (drawn by T. Jones),,71-75,,
3:05.0,T. Jones misses free throw 1 of 2,,71-75,,
3:05.0,Offensive rebound by Team,,71-75,,
3:05.0,T. Ariza enters the game for J. Harden,,71-75,,
3:05.0,C. Capela enters the game for D. Howard,,71-75,,
3:05.0,T. Jones misses free throw 2 of 2,,71-75,,
3:03.0,,,71-75,,Defensive rebound by F. Ezeli
2:54.0,,,71-75,,S. Curry misses 3-pt shot from 26 ft
2:52.0,,,71-75,,Offensive rebound by Team
2:52.0,Loose ball foul by J. Terry (drawn by F. Ezeli),,71-75,,
2:52.0,P. Prigioni enters the game for J. Terry,,71-75,,
2:42.0,,,71-75,,S. Curry misses 3-pt shot from 23 ft
2:41.0,,,71-75,,Offensive rebound by F. Ezeli
2:40.0,,,71-77,2,F. Ezeli makes 2-pt shot from 5 ft
2:21.0,T. Ariza makes 3-pt shot from 24 ft (assist by P. Prigioni),3,74-77,,
2:00.0,,,74-77,,S. Curry misses 3-pt shot from 29 ft
1:58.0,Defensive rebound by C. Brewer,,74-77,,
1:42.0,C. Brewer misses 2-pt shot from 4 ft,,74-77,,
1:41.0,,,74-77,,Defensive rebound by D. Green
1:39.0,Personal foul by P. Prigioni (drawn by S. Livingston),,74-77,,
1:39.0,,,74-77,,L. Barbosa enters the game for S. Curry
1:31.0,,,74-80,3,L. Barbosa makes 3-pt shot from 24 ft (assist by D. Green)
1:13.0,T. Jones misses 2-pt shot from 5 ft (block by F. Ezeli),,74-80,,
1:12.0,Offensive rebound by T. Jones,,74-80,,
1:10.0,T. Jones misses 2-pt shot from 3 ft,,74-80,,
1:09.0,,,74-80,,Defensive rebound by D. Green
1:06.0,Personal foul by C. Brewer (drawn by F. Ezeli),,74-80,,
1:06.0,,,74-80,,F. Ezeli misses free throw 1 of 2
1:06.0,,,74-80,,Offensive rebound by Team
1:06.0,J. Harden enters the game for T. Jones,,74-80,,
1:06.0,,,74-81,1,F. Ezeli makes free throw 2 of 2
1:05.0,,,74-81,,Personal foul by L. Barbosa (drawn by C. Capela)
1:05.0,C. Capela misses free throw 1 of 2,,74-81,,
1:05.0,Offensive rebound by Team,,74-81,,
1:05.0,,,74-81,,H. Barnes enters the game for D. Green
1:05.0,C. Capela makes free throw 2 of 2,1,75-81,,
0:44.0,,,75-83,2,H. Barnes makes 2-pt shot at rim (assist by F. Ezeli)
0:35.0,J. Harden makes 2-pt shot from 1 ft,2,77-83,,
0:23.0,,,77-83,,A. Iguodala misses 2-pt shot from 10 ft
0:23.0,,,77-83,,Offensive rebound by Team
0:23.0,Loose ball foul by C. Capela (drawn by F. Ezeli),,77-83,,
0:23.0,,,77-83,,F. Ezeli misses free throw 1 of 2
0:23.0,,,77-83,,Offensive rebound by Team
0:23.0,T. Jones enters the game for C. Capela,,77-83,,
0:23.0,,,77-83,,D. Green enters the game for H. Barnes
0:23.0,,,77-84,1,F. Ezeli makes free throw 2 of 2
0:01.0,J. Harden makes 2-pt shot from 3 ft,2,79-84,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:41.0,T. Jones misses 3-pt shot from 25 ft,,79-84,,
11:39.0,,,79-84,,Defensive rebound by S. Livingston
11:28.0,,,79-84,,L. Barbosa misses 2-pt shot from 2 ft (block by D. Howard)
11:27.0,,,79-84,,Offensive rebound by L. Barbosa
11:20.0,,,79-84,,L. Barbosa misses 2-pt shot from 4 ft
11:18.0,,,79-84,,Offensive rebound by A. Bogut
11:18.0,,,79-84,,A. Bogut misses 2-pt shot from 3 ft
11:17.0,Defensive rebound by J. Harden,,79-84,,
11:09.0,,,79-84,,Personal foul by A. Iguodala (drawn by J. Harden)
11:09.0,C. Capela enters the game for D. Howard,,79-84,,
11:01.0,J. Harden misses 2-pt shot from 18 ft,,79-84,,
11:00.0,Offensive rebound by J. Harden,,79-84,,
10:59.0,Turnover by J. Harden (lost ball),,79-84,,
10:40.0,,,79-84,,A. Bogut misses 2-pt shot from 12 ft
10:39.0,,,79-84,,Offensive rebound by L. Barbosa
10:39.0,,,79-84,,L. Barbosa misses 2-pt shot at rim
10:38.0,,,79-84,,Offensive rebound by S. Livingston
10:37.0,,,79-86,2,S. Livingston makes 2-pt shot from 2 ft
10:14.0,C. Brewer misses 3-pt shot from 26 ft,,79-86,,
10:12.0,Offensive rebound by J. Harden,,79-86,,
10:12.0,J. Harden misses 2-pt shot at rim,,79-86,,
10:10.0,Offensive rebound by C. Capela,,79-86,,
10:10.0,C. Capela makes 2-pt shot from 1 ft,2,81-86,,
9:56.0,,,81-86,,S. Livingston misses 2-pt shot from 1 ft
9:55.0,Defensive rebound by J. Harden,,81-86,,
9:49.0,C. Brewer makes 2-pt shot from 2 ft (assist by J. Harden),2,83-86,,
9:35.0,,,83-86,,Golden State full timeout
9:35.0,,,83-86,,H. Barnes enters the game for A. Bogut
9:35.0,,,83-86,,K. Thompson enters the game for S. Livingston
9:35.0,,,83-86,,S. Curry enters the game for L. Barbosa
9:23.0,,,83-88,2,D. Green makes 2-pt shot from 2 ft
9:07.0,J. Harden makes 2-pt shot from 16 ft,2,85-88,,
8:54.0,,,85-90,2,D. Green makes 2-pt shot from 2 ft
8:43.0,J. Harden makes 2-pt shot from 9 ft,2,87-90,,
8:29.0,,,87-90,,Shooting foul by J. Harden (drawn by A. Iguodala)
8:29.0,,,87-90,,A. Iguodala misses free throw 1 of 2
8:29.0,,,87-90,,Offensive rebound by Team
8:29.0,T. Ariza enters the game for C. Capela,,87-90,,
8:29.0,J. Smith enters the game for P. Prigioni,,87-90,,
8:29.0,,,87-90,,A. Iguodala misses free throw 2 of 2
8:28.0,Defensive rebound by T. Ariza,,87-90,,
8:09.0,J. Harden makes 2-pt shot from 16 ft,2,89-90,,
7:51.0,,,89-93,3,H. Barnes makes 3-pt shot from 25 ft (assist by A. Iguodala)
7:43.0,,,89-93,,Personal foul by K. Thompson (drawn by J. Harden)
7:43.0,,,89-93,,S. Livingston enters the game for A. Iguodala
7:29.0,J. Smith misses 2-pt shot from 8 ft,,89-93,,
7:28.0,,,89-93,,Defensive rebound by S. Livingston
7:18.0,,,89-93,,K. Thompson misses 2-pt shot from 3 ft
7:17.0,Defensive rebound by T. Jones,,89-93,,
7:09.0,Shooting foul by S. Curry (drawn by J. Smith),,89-93,,
7:09.0,J. Smith misses free throw 1 of 2,,89-93,,
7:09.0,Offensive rebound by Team,,89-93,,
7:09.0,J. Smith makes free throw 2 of 2,1,90-93,,
6:47.0,,,90-93,,H. Barnes misses 2-pt shot from 17 ft
6:46.0,Defensive rebound by J. Smith,,90-93,,
6:35.0,J. Harden makes 2-pt shot from 4 ft,2,92-93,,
