time,Houston,pts.away,score,pts.home,Dallas
5:36.0,Shooting foul by T. Chandler (drawn by T. Jones),,14-15,,
5:36.0,,,14-15,,Dallas full timeout
5:36.0,,,14-15,,A. Stoudemire enters the game for T. Chandler
5:36.0,T. Jones makes free throw 1 of 1,1,15-15,,
5:14.0,,,15-15,,M. Ellis misses 2-pt shot from 19 ft
5:14.0,Defensive rebound by T. Jones,,15-15,,
5:08.0,,,15-15,,Personal foul by C. Villanueva (drawn by D. Howard)
5:08.0,J. Smith enters the game for T. Jones,,15-15,,
5:03.0,D. Howard makes 2-pt shot at rim (assist by J. Terry),2,17-15,,
4:52.0,,,17-15,,J. Barea misses 2-pt shot from 1 ft
4:51.0,,,17-15,,Offensive rebound by A. Aminu
4:51.0,,,17-15,,A. Aminu misses 2-pt shot from 1 ft
4:49.0,,,17-15,,Offensive rebound by A. Aminu
4:49.0,,,17-17,2,A. Aminu makes 2-pt shot from 1 ft
4:33.0,J. Harden makes 2-pt shot from 2 ft,2,19-17,,
4:24.0,,,19-19,2,A. Stoudemire makes 2-pt shot at rim (assist by J. Barea)
4:09.0,D. Howard makes 2-pt shot at rim (assist by J. Smith),2,21-19,,
3:56.0,,,21-21,2,A. Stoudemire makes 2-pt shot from 19 ft (assist by J. Barea)
3:38.0,J. Terry makes 3-pt shot from 22 ft (assist by J. Smith),3,24-21,,
3:22.0,Personal foul by J. Terry (drawn by A. Stoudemire),,24-21,,
3:22.0,C. Capela enters the game for J. Terry,,24-21,,
3:22.0,,,24-21,,D. Harris enters the game for A. Stoudemire
3:22.0,,,24-21,,D. Nowitzki enters the game for J. Barea
3:22.0,C. Brewer enters the game for T. Ariza,,24-21,,
3:22.0,P. Prigioni enters the game for D. Howard,,24-21,,
3:07.0,,,24-21,,A. Aminu misses 3-pt shot from 23 ft
3:06.0,,,24-21,,Offensive rebound by C. Villanueva
3:04.0,,,24-21,,C. Villanueva misses 2-pt shot at rim (block by C. Brewer)
3:04.0,T. Jones enters the game for C. Capela,,24-21,,
3:04.0,Jump ball: C. Brewer vs. C. Villanueva (D. Nowitzki gains possession),,,,Jump ball: C. Brewer vs. C. Villanueva (D. Nowitzki gains possession)
3:04.0,,,24-21,,Offensive rebound by C. Villanueva
2:56.0,,,24-21,,C. Villanueva misses 3-pt shot from 24 ft
2:55.0,Defensive rebound by J. Harden,,24-21,,
2:45.0,Turnover by J. Smith (traveling),,24-21,,
2:45.0,Houston full timeout,,24-21,,
2:45.0,,,24-21,,A. Stoudemire enters the game for A. Aminu
2:45.0,,,24-21,,R. Jefferson enters the game for C. Villanueva
2:35.0,Personal block foul by C. Brewer (drawn by M. Ellis),,24-21,,
2:35.0,C. Capela enters the game for T. Jones,,24-21,,
2:27.0,,,24-21,,Turnover by M. Ellis (lost ball; steal by J. Smith)
2:20.0,P. Prigioni misses 3-pt shot from 23 ft,,24-21,,
2:19.0,,,24-21,,Defensive rebound by D. Nowitzki
2:16.0,,,24-23,2,M. Ellis makes 2-pt shot from 1 ft (assist by D. Nowitzki)
2:05.0,,,24-23,,Personal foul by D. Harris (drawn by J. Harden)
2:05.0,J. Harden makes free throw 1 of 2,1,25-23,,
2:05.0,J. Harden makes free throw 2 of 2,1,26-23,,
1:57.0,Personal foul by C. Capela (drawn by A. Stoudemire),,26-23,,
1:49.0,,,26-23,,Shooting foul by C. Capela (drawn by A. Stoudemire)
1:49.0,,,26-23,,A. Stoudemire misses free throw 1 of 2
1:49.0,,,26-23,,Offensive rebound by Team
1:49.0,,,26-23,,A. Stoudemire misses free throw 2 of 2
1:48.0,Defensive rebound by J. Harden,,26-23,,
1:37.0,J. Harden misses 2-pt shot from 15 ft,,26-23,,
1:37.0,,,26-23,,Defensive rebound by D. Harris
1:31.0,,,26-23,,Turnover by M. Ellis (bad pass; steal by J. Harden)
1:31.0,,,26-23,,Personal block foul by M. Ellis (drawn by J. Harden)
1:31.0,J. Harden makes free throw 1 of 2,1,27-23,,
1:31.0,,,27-23,,R. Felton enters the game for M. Ellis
1:31.0,J. Harden makes free throw 2 of 2,1,28-23,,
1:15.0,,,28-23,,A. Stoudemire misses 2-pt shot from 8 ft
1:14.0,Defensive rebound by C. Brewer,,28-23,,
1:11.0,,,28-23,,Personal take foul by R. Jefferson (drawn by C. Capela)
1:11.0,C. Capela makes free throw 1 of 2,1,29-23,,
1:11.0,C. Capela makes free throw 2 of 2,1,30-23,,
0:53.0,,,30-23,,Turnover by D. Nowitzki (bad pass; steal by J. Harden)
0:50.0,C. Brewer makes 2-pt shot at rim (assist by J. Harden),2,32-23,,
0:30.0,,,32-25,2,D. Nowitzki makes 2-pt shot from 1 ft
0:05.0,J. Harden misses 3-pt shot from 24 ft,,32-25,,
0:04.0,Offensive rebound by J. Smith,,32-25,,
0:00.0,J. Harden makes 2-pt shot from 10 ft,2,34-25,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:46.0,T. Ariza makes 2-pt shot at rim (assist by J. Smith),2,36-25,,
11:27.0,,,36-25,,D. Harris misses 2-pt shot from 6 ft (block by D. Howard)
11:26.0,Defensive rebound by T. Ariza,,36-25,,
11:22.0,Shooting foul by A. Stoudemire (drawn by J. Smith),,36-25,,
11:22.0,J. Smith makes free throw 1 of 2,1,37-25,,
11:22.0,,,37-25,,T. Chandler enters the game for A. Stoudemire
11:22.0,,,37-25,,M. Ellis enters the game for R. Felton
11:22.0,J. Smith misses free throw 2 of 2,,37-25,,
11:21.0,,,37-25,,Defensive rebound by T. Chandler
11:14.0,Violation by C. Brewer (kicked ball),,37-25,,
11:08.0,Personal foul by C. Brewer (drawn by M. Ellis),,37-25,,
10:56.0,,,37-27,2,D. Nowitzki makes 2-pt shot from 12 ft
10:31.0,J. Smith misses 2-pt shot from 11 ft,,37-27,,
10:30.0,,,37-27,,Defensive rebound by D. Nowitzki
10:27.0,,,37-29,2,D. Harris makes 2-pt shot from 3 ft (assist by D. Nowitzki)
10:08.0,P. Prigioni misses 3-pt shot from 25 ft,,37-29,,
10:07.0,Offensive rebound by J. Smith,,37-29,,
10:03.0,C. Brewer misses 3-pt shot from 23 ft,,37-29,,
10:02.0,,,37-29,,Defensive rebound by M. Ellis
9:57.0,,,37-31,2,R. Jefferson makes 2-pt shot at rim (assist by M. Ellis)
9:30.0,,,37-31,,Personal foul by D. Nowitzki (drawn by D. Howard)
9:30.0,,,37-31,,Technical foul by Team
9:30.0,T. Ariza makes technical free throw,1,38-31,,
9:18.0,P. Prigioni misses 3-pt shot from 25 ft,,38-31,,
9:15.0,,,38-31,,Defensive rebound by D. Nowitzki
9:10.0,,,38-31,,D. Harris misses 3-pt shot from 23 ft
9:09.0,Defensive rebound by C. Brewer,,38-31,,
9:04.0,Turnover by C. Brewer (bad pass; steal by D. Harris),,38-31,,
9:00.0,,,38-31,,Turnover by R. Jefferson (bad pass; steal by P. Prigioni)
8:59.0,Official timeout,,38-31,,
8:59.0,,,38-31,,J. Barea enters the game for D. Harris
8:59.0,D. Howard misses flagrant free throw 1 of 2,,38-31,,
8:59.0,Offensive rebound by Team,,38-31,,
8:59.0,D. Howard misses flagrant free throw 2 of 2,,38-31,,
8:59.0,Offensive rebound by Team,,38-31,,
8:54.0,,,38-31,,Personal foul by J. Barea (drawn by C. Brewer)
8:50.0,,,38-31,,Personal take foul by R. Jefferson (drawn by J. Smith)
8:50.0,J. Smith misses free throw 1 of 2,,38-31,,
8:50.0,Offensive rebound by Team,,38-31,,
8:50.0,J. Smith makes free throw 2 of 2,1,39-31,,
8:35.0,,,39-31,,M. Ellis misses 2-pt shot from 20 ft
8:34.0,Defensive rebound by D. Howard,,39-31,,
8:24.0,C. Brewer makes 2-pt shot from 2 ft,2,41-31,,
8:23.0,,,41-31,,Dallas full timeout
8:23.0,,,41-31,,A. Aminu enters the game for R. Jefferson
8:07.0,,,41-31,,D. Nowitzki misses 2-pt shot from 5 ft
8:06.0,,,41-31,,Offensive rebound by A. Aminu
8:02.0,,,41-34,3,M. Ellis makes 3-pt shot from 24 ft (assist by A. Aminu)
7:53.0,T. Ariza misses 2-pt shot from 21 ft,,41-34,,
7:53.0,,,41-34,,Defensive rebound by M. Ellis
7:47.0,,,41-34,,M. Ellis misses 3-pt shot from 25 ft
7:46.0,,,41-34,,Offensive rebound by M. Ellis
7:33.0,,,41-34,,D. Nowitzki misses 2-pt shot from 13 ft
7:33.0,Defensive rebound by J. Smith,,41-34,,
7:17.0,T. Ariza misses 2-pt shot from 21 ft,,41-34,,
7:16.0,,,41-34,,Defensive rebound by T. Chandler
7:11.0,,,41-36,2,M. Ellis makes 2-pt shot from 2 ft (assist by J. Barea)
7:03.0,Houston full timeout,,41-36,,
7:03.0,,,41-36,,C. Villanueva enters the game for D. Nowitzki
7:03.0,J. Harden enters the game for T. Ariza,,41-36,,
7:03.0,J. Terry enters the game for J. Smith,,41-36,,
7:03.0,T. Jones enters the game for P. Prigioni,,41-36,,
7:02.0,,,41-36,,Personal take foul by A. Aminu (drawn by D. Howard)
7:02.0,D. Howard misses free throw 1 of 2,,41-36,,
7:02.0,Offensive rebound by Team,,41-36,,
7:02.0,D. Howard makes free throw 2 of 2,1,42-36,,
6:51.0,,,42-39,3,C. Villanueva makes 3-pt shot from 24 ft (assist by J. Barea)
6:36.0,C. Brewer makes 2-pt shot from 3 ft (assist by D. Howard),2,44-39,,
6:26.0,,,44-42,3,A. Aminu makes 3-pt shot from 22 ft (assist by C. Villanueva)
6:09.0,J. Harden misses 3-pt shot from 24 ft,,44-42,,
6:07.0,,,44-42,,Defensive rebound by C. Villanueva
6:02.0,,,44-42,,C. Villanueva misses 3-pt shot from 26 ft
6:00.0,,,44-42,,Offensive rebound by J. Barea
5:50.0,,,44-42,,Offensive rebound by T. Chandler
5:50.0,,,44-44,2,T. Chandler makes 2-pt shot at rim
5:28.0,,,44-44,,Personal block foul by J. Barea (drawn by J. Harden)
5:28.0,J. Harden makes free throw 1 of 2,1,45-44,,
5:28.0,J. Harden makes free throw 2 of 2,1,46-44,,
5:18.0,,,46-46,2,M. Ellis makes 2-pt shot from 1 ft
5:03.0,T. Jones makes 2-pt shot from 5 ft,2,48-46,,
4:44.0,,,48-48,2,J. Barea makes 2-pt shot from 11 ft
4:22.0,T. Jones misses 2-pt shot from 5 ft,,48-48,,
4:21.0,,,48-48,,Defensive rebound by T. Chandler
4:14.0,,,48-48,,J. Barea misses 3-pt shot from 24 ft
4:13.0,Defensive rebound by D. Howard,,48-48,,
4:04.0,J. Terry misses 3-pt shot from 23 ft,,48-48,,
4:03.0,,,48-48,,Defensive rebound by T. Chandler
4:03.0,Loose ball foul by D. Howard (drawn by T. Chandler),,48-48,,
3:46.0,,,48-50,2,J. Barea makes 2-pt shot from 15 ft
3:37.0,C. Brewer misses 2-pt shot from 9 ft,,48-50,,
3:36.0,,,48-50,,Defensive rebound by T. Chandler
3:28.0,,,48-53,3,C. Villanueva makes 3-pt shot from 22 ft (assist by J. Barea)
3:27.0,Houston full timeout,,48-53,,
3:27.0,T. Ariza enters the game for C. Brewer,,48-53,,
3:25.0,,,48-53,,Personal take foul by C. Villanueva (drawn by D. Howard)
3:25.0,D. Howard misses free throw 1 of 2,,48-53,,
3:25.0,Offensive rebound by Team,,48-53,,
3:25.0,D. Howard misses free throw 2 of 2,,48-53,,
3:24.0,,,48-53,,Defensive rebound by C. Villanueva
3:04.0,,,48-53,,C. Villanueva misses 3-pt shot from 23 ft
3:03.0,,,48-53,,Offensive rebound by J. Barea
2:59.0,,,48-55,2,J. Barea makes 2-pt shot at rim
2:48.0,T. Jones makes 2-pt shot from 2 ft (assist by J. Harden),2,50-55,,
2:41.0,,,50-55,,Shooting foul by J. Terry (drawn by J. Barea)
2:41.0,,,50-55,,J. Barea misses free throw 1 of 2
2:41.0,,,50-55,,Offensive rebound by Team
2:41.0,J. Smith enters the game for D. Howard,,50-55,,
2:41.0,,,50-56,1,J. Barea makes free throw 2 of 2
2:18.0,T. Ariza misses 3-pt shot from 25 ft,,50-56,,
2:17.0,,,50-56,,Defensive rebound by A. Aminu
2:10.0,,,50-56,,Shooting foul by T. Ariza (drawn by T. Chandler)
2:10.0,,,50-56,,T. Chandler misses free throw 1 of 2
2:10.0,,,50-56,,Offensive rebound by Team
2:10.0,,,50-56,,T. Chandler misses free throw 2 of 2
2:09.0,Defensive rebound by J. Harden,,50-56,,
1:55.0,J. Harden makes 3-pt shot from 24 ft,3,53-56,,
1:47.0,,,53-56,,Dallas full timeout
1:47.0,,,53-56,,D. Nowitzki enters the game for C. Villanueva
1:42.0,,,53-56,,Turnover by M. Ellis (bad pass; steal by T. Jones)
1:35.0,J. Terry misses 3-pt shot from 22 ft,,53-56,,
1:34.0,,,53-56,,Defensive rebound by A. Aminu
1:22.0,,,53-59,3,J. Barea makes 3-pt shot from 25 ft (assist by D. Nowitzki)
1:08.0,T. Jones misses 3-pt shot from 25 ft,,53-59,,
1:07.0,,,53-59,,Defensive rebound by J. Barea
1:03.0,,,53-59,,Turnover by J. Barea (lost ball)
0:54.0,Offensive foul by J. Smith,,53-59,,
0:54.0,Turnover by J. Smith (offensive foul),,53-59,,
0:31.0,,,53-59,,M. Ellis misses 2-pt shot from 16 ft
0:30.0,Defensive rebound by T. Ariza,,53-59,,
0:23.0,J. Terry misses 2-pt shot from 22 ft,,53-59,,
0:21.0,Offensive rebound by T. Jones,,53-59,,
0:21.0,T. Jones misses 2-pt shot from 3 ft,,53-59,,
0:20.0,,,53-59,,Defensive rebound by D. Nowitzki
0:05.0,,,53-59,,J. Barea misses 2-pt shot from 1 ft
0:04.0,,,53-59,,Offensive rebound by T. Chandler
0:04.0,,,53-61,2,T. Chandler makes 2-pt shot at rim
0:00.0,T. Jones misses 3-pt shot from 25 ft,,53-61,,
0:00.0,Offensive rebound by Team,,53-61,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:33.0,J. Harden misses 3-pt shot from 26 ft,,53-61,,
11:33.0,Offensive rebound by Team,,53-61,,
11:33.0,,,53-61,,Personal foul by T. Chandler (drawn by D. Howard)
11:24.0,T. Jones misses 2-pt shot from 1 ft,,53-61,,
11:23.0,,,53-61,,Defensive rebound by Team
11:12.0,,,53-61,,Turnover by J. Barea (bad pass; steal by T. Ariza)
11:06.0,Shooting foul by J. Barea (drawn by T. Jones),,53-61,,
11:06.0,T. Jones makes free throw 1 of 2,1,54-61,,
11:06.0,T. Jones makes free throw 2 of 2,1,55-61,,
10:54.0,,,55-61,,Shooting foul by J. Harden (drawn by T. Chandler)
10:54.0,,,55-61,,T. Chandler misses free throw 1 of 2
10:54.0,,,55-61,,Offensive rebound by Team
10:54.0,,,55-61,,T. Chandler misses free throw 2 of 2
10:54.0,Defensive rebound by Team,,55-61,,
10:42.0,,,55-61,,Violation by A. Aminu (kicked ball)
10:31.0,T. Jones misses 2-pt shot from 2 ft (block by T. Chandler),,55-61,,
10:30.0,,,55-61,,Defensive rebound by T. Chandler
10:23.0,,,55-63,2,M. Ellis makes 2-pt shot from 4 ft (assist by J. Barea)
10:06.0,J. Harden misses 3-pt shot from 23 ft,,55-63,,
10:05.0,,,55-63,,Defensive rebound by T. Chandler
9:52.0,,,55-65,2,D. Nowitzki makes 2-pt shot from 14 ft (assist by T. Chandler)
9:31.0,,,55-65,,Personal foul by A. Aminu (drawn by J. Harden)
9:17.0,Turnover by Team (shot clock),,55-65,,
8:56.0,,,55-65,,M. Ellis misses 3-pt shot from 26 ft
8:55.0,Defensive rebound by T. Jones,,55-65,,
8:42.0,Turnover by T. Jones (bad pass),,55-65,,
8:33.0,,,55-65,,D. Nowitzki misses 3-pt shot from 23 ft
8:32.0,Defensive rebound by D. Howard,,55-65,,
8:25.0,Shooting foul by D. Nowitzki (drawn by D. Howard),,55-65,,
8:25.0,D. Howard misses free throw 1 of 2,,55-65,,
8:25.0,Offensive rebound by Team,,55-65,,
8:25.0,C. Brewer enters the game for T. Jones,,55-65,,
8:25.0,D. Howard makes free throw 2 of 2,1,56-65,,
8:02.0,,,56-65,,M. Ellis misses 2-pt shot from 19 ft
8:01.0,Defensive rebound by D. Howard,,56-65,,
7:49.0,C. Brewer misses 3-pt shot from 23 ft,,56-65,,
7:48.0,,,56-65,,Defensive rebound by D. Nowitzki
7:41.0,Shooting block foul by D. Howard (drawn by M. Ellis),,56-65,,
7:41.0,,,56-66,1,M. Ellis makes free throw 1 of 2
7:41.0,,,56-67,1,M. Ellis makes free throw 2 of 2
7:30.0,C. Brewer misses 2-pt shot from 20 ft,,56-67,,
7:29.0,,,56-67,,Defensive rebound by A. Aminu
7:12.0,,,56-69,2,M. Ellis makes 2-pt shot from 16 ft (assist by A. Aminu)
6:56.0,T. Ariza misses 3-pt shot from 25 ft,,56-69,,
6:55.0,,,56-69,,Defensive rebound by T. Chandler
6:41.0,,,56-72,3,A. Aminu makes 3-pt shot from 23 ft (assist by J. Barea)
6:39.0,Houston full timeout,,56-72,,
6:22.0,,,56-72,,Personal foul by T. Chandler (drawn by D. Howard)
6:22.0,D. Howard misses free throw 1 of 2,,56-72,,
6:22.0,Offensive rebound by Team,,56-72,,
6:22.0,,,56-72,,A. Stoudemire enters the game for T. Chandler
6:22.0,D. Howard makes free throw 2 of 2,1,57-72,,
6:12.0,,,57-74,2,J. Barea makes 2-pt shot from 10 ft
6:02.0,J. Harden misses 2-pt shot from 5 ft (block by A. Aminu),,57-74,,
6:00.0,Offensive rebound by J. Terry,,57-74,,
5:56.0,J. Terry misses 3-pt shot from 25 ft,,57-74,,
5:55.0,Offensive rebound by J. Harden,,57-74,,
5:38.0,D. Howard misses 2-pt shot from 7 ft,,57-74,,
5:37.0,,,57-74,,Defensive rebound by D. Nowitzki
5:37.0,Loose ball foul by T. Ariza (drawn by D. Nowitzki),,57-74,,
5:37.0,P. Prigioni enters the game for J. Terry,,57-74,,
5:17.0,,,57-76,2,M. Ellis makes 2-pt shot from 15 ft
5:08.0,T. Ariza misses 3-pt shot from 25 ft,,57-76,,
5:07.0,,,57-76,,Defensive rebound by M. Ellis
4:57.0,,,57-79,3,J. Barea makes 3-pt shot from 25 ft
4:40.0,C. Brewer misses 2-pt shot from 4 ft (block by A. Stoudemire),,57-79,,
4:38.0,,,57-79,,Defensive rebound by D. Nowitzki
4:35.0,,,57-81,2,M. Ellis makes 2-pt shot from 1 ft
4:34.0,Houston full timeout,,57-81,,
4:34.0,,,57-81,,C. Villanueva enters the game for D. Nowitzki
4:34.0,J. Smith enters the game for D. Howard,,57-81,,
4:24.0,,,57-81,,Personal foul by A. Aminu (drawn by J. Harden)
4:24.0,J. Harden makes free throw 1 of 2,1,58-81,,
4:24.0,J. Harden makes free throw 2 of 2,1,59-81,,
4:03.0,,,59-81,,J. Barea misses 3-pt shot from 24 ft
4:01.0,Defensive rebound by C. Brewer,,59-81,,
3:57.0,C. Brewer makes 2-pt shot from 2 ft,2,61-81,,
3:41.0,,,61-81,,Offensive foul by J. Barea
3:41.0,,,61-81,,Turnover by J. Barea (offensive foul)
3:41.0,,,61-81,,Violation by Team (delay of game)
3:41.0,,,61-81,,D. Harris enters the game for J. Barea
3:28.0,J. Harden makes 2-pt shot from 17 ft,2,63-81,,
3:21.0,,,63-83,2,M. Ellis makes 2-pt shot from 1 ft
3:13.0,,,63-83,,Shooting block foul by M. Ellis (drawn by C. Brewer)
3:13.0,C. Brewer makes free throw 1 of 2,1,64-83,,
3:13.0,C. Brewer makes free throw 2 of 2,1,65-83,,
3:02.0,Personal foul by P. Prigioni (drawn by A. Stoudemire),,65-83,,
2:54.0,,,65-85,2,A. Stoudemire makes 2-pt shot at rim
2:48.0,,,65-85,,Personal take foul by D. Harris (drawn by J. Smith)
2:48.0,Technical foul by J. Smith,,65-85,,
2:48.0,,,65-85,,Dallas full timeout
2:48.0,,,65-85,,M. Ellis misses technical free throw
2:48.0,Offensive rebound by Team,,65-85,,
2:48.0,J. Smith misses free throw 1 of 2,,65-85,,
2:48.0,Offensive rebound by Team,,65-85,,
2:48.0,J. Smith makes free throw 2 of 2,1,66-85,,
2:37.0,,,66-87,2,D. Harris makes 2-pt shot at rim (assist by A. Stoudemire)
2:26.0,,,66-87,,Personal foul by M. Ellis (drawn by T. Ariza)
2:26.0,T. Ariza makes free throw 1 of 2,1,67-87,,
2:26.0,T. Ariza makes free throw 2 of 2,1,68-87,,
2:06.0,,,68-87,,Turnover by M. Ellis (bad pass; steal by T. Ariza)
1:56.0,J. Smith misses 3-pt shot from 25 ft,,68-87,,
1:54.0,,,68-87,,Defensive rebound by C. Villanueva
1:50.0,,,68-87,,D. Harris misses 2-pt shot from 10 ft
1:49.0,,,68-87,,Offensive rebound by C. Villanueva
1:47.0,,,68-89,2,C. Villanueva makes 2-pt shot from 1 ft
1:35.0,J. Smith makes 2-pt shot from 7 ft (assist by P. Prigioni),2,70-89,,
1:21.0,,,70-89,,A. Stoudemire misses 2-pt shot from 7 ft (block by J. Smith)
1:19.0,Defensive rebound by J. Smith,,70-89,,
1:16.0,C. Brewer makes 2-pt shot from 2 ft (assist by J. Harden),2,72-89,,
1:14.0,,,72-89,,Dallas full timeout
1:14.0,,,72-89,,R. Felton enters the game for A. Aminu
1:14.0,,,72-89,,D. Nowitzki enters the game for C. Villanueva
1:14.0,N. Johnson enters the game for T. Ariza,,72-89,,
0:59.0,,,72-91,2,A. Stoudemire makes 2-pt shot at rim
0:59.0,,,72-91,,Shooting foul by J. Harden (drawn by A. Stoudemire)
0:59.0,,,72-91,,R. Jefferson enters the game for D. Nowitzki
0:59.0,,,72-91,,A. Stoudemire misses free throw 1 of 1
0:59.0,Defensive rebound by J. Harden,,72-91,,
0:55.0,,,72-91,,Shooting block foul by R. Jefferson (drawn by C. Brewer)
0:55.0,C. Brewer misses free throw 1 of 2,,72-91,,
0:55.0,Offensive rebound by Team,,72-91,,
0:55.0,,,72-91,,D. Nowitzki enters the game for M. Ellis
0:55.0,C. Brewer makes free throw 2 of 2,1,73-91,,
0:34.0,,,73-91,,A. Stoudemire misses 2-pt shot from 14 ft
0:33.0,Defensive rebound by P. Prigioni,,73-91,,
0:24.0,J. Harden makes 2-pt shot from 7 ft (assist by P. Prigioni),2,75-91,,
0:01.0,,,75-94,3,R. Jefferson makes 3-pt shot from 23 ft (assist by D. Nowitzki)
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:35.0,,,75-94,,R. Jefferson misses 3-pt shot from 24 ft
11:34.0,Defensive rebound by D. Howard,,75-94,,
11:29.0,Offensive charge foul by J. Smith,,75-94,,
11:29.0,Turnover by J. Smith (offensive foul),,75-94,,
11:21.0,,,75-94,,R. Felton misses 2-pt shot from 7 ft
11:20.0,,,75-94,,Offensive rebound by R. Felton
11:11.0,,,75-94,,D. Nowitzki misses 2-pt shot from 17 ft
11:11.0,Defensive rebound by N. Johnson,,75-94,,
11:05.0,P. Prigioni misses 3-pt shot from 25 ft,,75-94,,
11:04.0,,,75-94,,Defensive rebound by A. Stoudemire
10:58.0,Personal block foul by N. Johnson (drawn by R. Jefferson),,75-94,,
10:50.0,,,75-94,,A. Stoudemire misses 2-pt shot from 18 ft
10:48.0,Defensive rebound by D. Howard,,75-94,,
10:38.0,,,75-94,,Personal foul by A. Stoudemire (drawn by D. Howard)
10:33.0,C. Brewer makes 2-pt shot from 1 ft (assist by P. Prigioni),2,77-94,,
10:19.0,,,77-96,2,R. Felton makes 2-pt shot from 21 ft
10:12.0,C. Brewer makes 2-pt shot from 1 ft,2,79-96,,
9:53.0,,,79-96,,R. Felton misses 3-pt shot from 24 ft
9:52.0,Defensive rebound by J. Smith,,79-96,,
9:44.0,J. Smith makes 3-pt shot from 24 ft,3,82-96,,
9:44.0,,,82-96,,Dallas full timeout
9:44.0,,,82-96,,J. Barea enters the game for R. Jefferson
9:44.0,,,82-96,,A. Aminu enters the game for R. Felton
9:20.0,,,82-96,,Turnover by A. Stoudemire (bad pass; steal by D. Howard)
9:05.0,D. Howard misses 2-pt shot from 7 ft,,82-96,,
