time,Golden State,pts.away,score,pts.home,New Orleans
1:58.0,Turnover by D. Green (bad pass; steal by T. Evans),,95-96,,
1:44.0,,,95-96,,R. Anderson misses 2-pt shot from 13 ft (block by K. Thompson)
1:43.0,Defensive rebound by A. Bogut,,95-96,,
1:37.0,Turnover by S. Curry (lost ball; steal by E. Gordon),,95-96,,
1:21.0,,,95-98,2,A. Davis makes 2-pt shot from 9 ft (assist by T. Evans)
1:21.0,,,95-98,,Shooting foul by A. Bogut (drawn by A. Davis)
1:21.0,,,95-98,,O. Asik enters the game for R. Anderson
1:21.0,,,95-99,1,A. Davis makes free throw 1 of 1
1:21.0,Golden State full timeout,,95-99,,
1:21.0,,,95-99,,D. Cunningham enters the game for O. Asik
1:21.0,M. Speights enters the game for A. Bogut,,95-99,,
1:14.0,D. Green misses 3-pt shot from 25 ft,,95-99,,
1:13.0,,,95-99,,Defensive rebound by D. Cunningham
1:12.0,Personal foul by M. Speights (drawn by D. Cunningham),,95-99,,
1:12.0,,,95-100,1,D. Cunningham makes free throw 1 of 2
1:12.0,,,95-100,,D. Cunningham misses free throw 2 of 2
1:11.0,Defensive rebound by D. Green,,95-100,,
1:11.0,Golden State full timeout,,95-100,,
1:08.0,D. Green makes 2-pt shot from 1 ft (assist by S. Curry),2,97-100,,
0:51.0,,,97-100,,A. Davis misses 2-pt shot from 17 ft
0:50.0,Defensive rebound by M. Speights,,97-100,,
0:36.0,S. Curry makes 3-pt shot from 28 ft,3,100-100,,
0:36.0,,,100-100,,New Orleans full timeout
0:36.0,,,100-100,,R. Anderson enters the game for D. Cunningham
0:36.0,A. Bogut enters the game for M. Speights,,100-100,,
0:17.0,Personal foul by A. Iguodala (drawn by T. Evans),,100-100,,
0:17.0,,,100-101,1,T. Evans makes free throw 1 of 2
0:17.0,,,100-101,,D. Cunningham enters the game for R. Anderson
0:17.0,,,100-101,,T. Evans misses free throw 2 of 2
0:16.0,Defensive rebound by Team,,100-101,,
0:16.0,Golden State full timeout,,100-101,,
0:16.0,M. Speights enters the game for A. Bogut,,100-101,,
0:11.0,S. Curry misses 2-pt shot from 8 ft,,100-101,,
0:10.0,,,100-101,,Defensive rebound by A. Davis
0:09.0,Personal take foul by D. Green (drawn by A. Davis),,100-101,,
0:09.0,,,100-102,1,A. Davis makes free throw 1 of 2
0:09.0,,,100-103,1,A. Davis makes free throw 2 of 2
0:08.0,,,100-103,,Personal take foul by Q. Pondexter (drawn by S. Curry)
0:00.0,S. Curry misses 3-pt shot from 28 ft,,100-103,,
0:00.0,Offensive rebound by Team,,100-103,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
