time,Miami,pts.away,score,pts.home,Cleveland
3:27.0,,,83-106,,M. Miller enters the game for I. Shumpert
3:27.0,,,83-106,,K. Perkins misses free throw 1 of 1
3:26.0,Defensive rebound by M. Beasley,,83-106,,
3:16.0,M. Beasley misses 3-pt shot from 24 ft,,83-106,,
3:15.0,,,83-106,,Defensive rebound by K. Perkins
2:52.0,,,83-108,2,K. Perkins makes 2-pt shot from 1 ft (assist by J. Harris)
2:40.0,T. Johnson makes 2-pt shot from 11 ft,2,85-108,,
2:23.0,,,85-108,,J. Harris misses 3-pt shot from 27 ft
2:22.0,Defensive rebound by J. Ennis,,85-108,,
2:15.0,T. Johnson misses 3-pt shot from 25 ft,,85-108,,
2:14.0,,,85-108,,Defensive rebound by J. Harris
1:55.0,,,85-108,,J. Jones misses 3-pt shot from 25 ft
1:54.0,Defensive rebound by H. Walker,,85-108,,
1:42.0,J. Ennis misses 3-pt shot from 26 ft,,85-108,,
1:41.0,Offensive rebound by J. Ennis,,85-108,,
1:40.0,J. Ennis makes 2-pt shot at rim,2,87-108,,
1:40.0,Shooting foul by J. Jones (drawn by J. Ennis),,87-108,,
1:40.0,Official timeout,,87-108,,
1:40.0,J. Ennis makes free throw 1 of 1,1,88-108,,
1:28.0,,,88-108,,Turnover by M. Dellavedova (bad pass; steal by H. Walker)
1:19.0,Z. Dragic misses 2-pt shot from 16 ft,,88-108,,
1:17.0,,,88-108,,Defensive rebound by M. Miller
0:58.0,,,88-111,3,M. Dellavedova makes 3-pt shot from 27 ft (assist by M. Miller)
0:42.0,Z. Dragic misses 3-pt shot from 25 ft,,88-111,,
0:41.0,,,88-111,,Defensive rebound by K. Perkins
0:23.0,,,88-114,3,M. Dellavedova makes 3-pt shot from 25 ft
0:00.0,End of 4th quarter,,,,End of 4th quarter
