time,Memphis,pts.away,score,pts.home,San Antonio
6:07.0,,,9-14,,T. Splitter misses 2-pt shot from 5 ft
6:06.0,,,9-14,,Offensive rebound by K. Leonard
6:06.0,,,9-16,2,K. Leonard makes 2-pt shot from 1 ft
5:45.0,M. Gasol misses 2-pt shot from 9 ft,,9-16,,
5:44.0,,,9-16,,Defensive rebound by T. Splitter
5:38.0,,,9-16,,T. Parker misses 2-pt shot from 5 ft
5:37.0,Defensive rebound by C. Lee,,9-16,,
5:25.0,Shooting foul by T. Duncan (drawn by V. Carter),,9-16,,
5:25.0,V. Carter makes free throw 1 of 2,1,10-16,,
5:25.0,,,10-16,,M. Ginobili enters the game for D. Green
5:25.0,,,10-16,,B. Diaw enters the game for T. Splitter
5:25.0,,,10-16,,A. Baynes enters the game for T. Duncan
5:25.0,V. Carter makes free throw 2 of 2,1,11-16,,
5:05.0,,,11-18,2,K. Leonard makes 2-pt shot from 10 ft
4:42.0,C. Lee misses 2-pt shot from 18 ft,,11-18,,
4:41.0,,,11-18,,Defensive rebound by B. Diaw
4:35.0,,,11-18,,T. Parker misses 2-pt shot from 1 ft
4:34.0,Defensive rebound by V. Carter,,11-18,,
4:26.0,Z. Randolph misses 2-pt shot from 7 ft,,11-18,,
4:23.0,Offensive rebound by Z. Randolph,,11-18,,
4:23.0,,,11-18,,Violation by M. Ginobili (kicked ball)
4:23.0,J. Green enters the game for V. Carter,,11-18,,
4:14.0,M. Conley misses 2-pt shot from 20 ft,,11-18,,
4:13.0,,,11-18,,Defensive rebound by A. Baynes
4:09.0,,,11-18,,Offensive charge foul by T. Parker
4:09.0,,,11-18,,Turnover by T. Parker (offensive foul)
3:46.0,Z. Randolph makes 2-pt shot from 1 ft (assist by M. Gasol),2,13-18,,
3:46.0,,,13-18,,San Antonio full timeout
3:27.0,,,13-18,,B. Diaw misses 2-pt shot from 8 ft
3:25.0,Defensive rebound by Z. Randolph,,13-18,,
3:13.0,C. Lee misses 3-pt shot from 23 ft,,13-18,,
3:12.0,,,13-18,,Defensive rebound by K. Leonard
3:01.0,,,13-18,,K. Leonard misses 2-pt shot from 15 ft
3:00.0,Defensive rebound by M. Gasol,,13-18,,
2:45.0,M. Conley misses 3-pt shot from 24 ft,,13-18,,
2:44.0,,,13-18,,Defensive rebound by A. Baynes
2:35.0,,,13-21,3,B. Diaw makes 3-pt shot from 25 ft (assist by M. Ginobili)
2:18.0,J. Green misses 2-pt shot from 4 ft,,13-21,,
2:18.0,Offensive rebound by Z. Randolph,,13-21,,
2:18.0,Z. Randolph makes 2-pt shot from 1 ft,2,15-21,,
2:18.0,Shooting foul by T. Parker (drawn by Z. Randolph),,15-21,,
2:18.0,,,15-21,,P. Mills enters the game for T. Parker
2:18.0,,,15-21,,D. Green enters the game for K. Leonard
2:18.0,Z. Randolph misses free throw 1 of 1,,15-21,,
2:18.0,,,15-21,,Defensive rebound by A. Baynes
1:59.0,,,15-21,,P. Mills misses 3-pt shot from 24 ft
1:58.0,,,15-21,,Offensive rebound by B. Diaw
1:56.0,,,15-23,2,B. Diaw makes 2-pt shot from 1 ft
1:56.0,,,15-23,,Shooting foul by Z. Randolph (drawn by B. Diaw)
1:56.0,N. Calathes enters the game for Z. Randolph,,15-23,,
1:56.0,,,15-24,1,B. Diaw makes free throw 1 of 1
1:39.0,J. Green makes 2-pt shot from 22 ft (assist by M. Conley),2,17-24,,
1:23.0,,,17-26,2,M. Ginobili makes 2-pt shot from 7 ft
1:03.0,J. Green misses 2-pt shot from 2 ft,,17-26,,
1:01.0,,,17-26,,Defensive rebound by B. Diaw
1:00.0,,,17-26,,Turnover by B. Diaw (bad pass; steal by C. Lee)
0:59.0,C. Lee makes 2-pt shot from 10 ft,2,19-26,,
0:50.0,,,19-28,2,P. Mills makes 2-pt shot at rim (assist by M. Ginobili)
0:35.0,M. Gasol makes 2-pt shot from 8 ft,2,21-28,,
0:22.0,,,21-28,,A. Baynes misses 2-pt shot from 5 ft (block by M. Gasol)
0:22.0,Defensive rebound by Team,,21-28,,
0:03.0,,,21-28,,Personal foul by D. Green (drawn by M. Conley)
0:03.0,V. Carter enters the game for C. Lee,,21-28,,
0:01.0,Turnover by M. Gasol (bad pass; steal by D. Green),,21-28,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:36.0,J. Green makes 2-pt shot from 1 ft,2,23-28,,
11:16.0,,,23-28,,B. Diaw misses 3-pt shot from 25 ft
11:15.0,Defensive rebound by B. Udrih,,23-28,,
11:09.0,,,23-28,,Shooting block foul by A. Baynes (drawn by J. Green)
11:09.0,J. Green makes 2-pt shot from 2 ft (assist by B. Udrih),2,25-28,,
11:09.0,J. Green makes free throw 1 of 1,1,26-28,,
10:49.0,,,26-28,,A. Baynes misses 2-pt shot from 14 ft
10:47.0,,,26-28,,Offensive rebound by A. Baynes
10:47.0,,,26-30,2,A. Baynes makes 2-pt shot from 1 ft
10:29.0,K. Koufos makes 2-pt shot at rim (assist by B. Udrih),2,28-30,,
10:04.0,,,28-30,,M. Belinelli misses 2-pt shot from 15 ft
10:03.0,Defensive rebound by K. Koufos,,28-30,,
9:53.0,Turnover by N. Calathes (bad pass),,28-30,,
9:53.0,V. Carter enters the game for C. Lee,,28-30,,
9:35.0,,,28-30,,Turnover by Team (back court)
9:25.0,J. Green misses 2-pt shot from 7 ft,,28-30,,
9:24.0,,,28-30,,Defensive rebound by A. Baynes
9:16.0,,,28-32,2,B. Diaw makes 2-pt shot from 1 ft
9:16.0,,,28-32,,Shooting foul by J. Green (drawn by B. Diaw)
9:16.0,,,28-32,,B. Diaw misses free throw 1 of 1
9:15.0,,,28-32,,Offensive rebound by B. Diaw
9:11.0,,,28-32,,P. Mills misses 3-pt shot from 24 ft
9:10.0,Defensive rebound by V. Carter,,28-32,,
8:57.0,B. Udrih makes 2-pt shot from 11 ft,2,30-32,,
8:57.0,,,30-32,,San Antonio full timeout
8:34.0,,,30-34,2,B. Diaw makes 2-pt shot from 8 ft
8:15.0,V. Carter misses 3-pt shot from 24 ft,,30-34,,
8:14.0,,,30-34,,Defensive rebound by B. Diaw
8:00.0,,,30-37,3,D. Green makes 3-pt shot from 25 ft (assist by M. Belinelli)
7:47.0,Turnover by N. Calathes (bad pass; steal by D. Green),,30-37,,
7:41.0,,,30-37,,D. Green misses 3-pt shot from 25 ft
7:40.0,Defensive rebound by V. Carter,,30-37,,
7:32.0,B. Udrih misses 2-pt shot from 1 ft (block by A. Baynes),,30-37,,
7:31.0,,,30-37,,Defensive rebound by D. Green
7:14.0,,,30-37,,A. Baynes misses 2-pt shot from 3 ft
7:13.0,Defensive rebound by N. Calathes,,30-37,,
6:58.0,J. Green makes 2-pt shot from 7 ft,2,32-37,,
6:44.0,,,32-37,,P. Mills misses 2-pt shot from 18 ft
6:43.0,Defensive rebound by V. Carter,,32-37,,
6:35.0,V. Carter makes 3-pt shot from 24 ft (assist by N. Calathes),3,35-37,,
6:21.0,,,35-37,,Shooting foul by N. Calathes (drawn by M. Belinelli)
6:21.0,,,35-38,1,M. Belinelli makes free throw 1 of 2
6:21.0,,,35-38,,T. Splitter enters the game for A. Baynes
6:21.0,,,35-38,,T. Parker enters the game for P. Mills
6:21.0,,,35-38,,K. Leonard enters the game for B. Diaw
6:21.0,Z. Randolph enters the game for J. Green,,35-38,,
6:21.0,,,35-38,,T. Duncan enters the game for D. Green
6:21.0,,,35-39,1,M. Belinelli makes free throw 2 of 2
6:10.0,V. Carter misses 3-pt shot from 24 ft,,35-39,,
6:09.0,,,35-39,,Defensive rebound by M. Belinelli
5:56.0,,,35-39,,T. Duncan misses 2-pt shot from 11 ft
5:55.0,Defensive rebound by K. Koufos,,35-39,,
5:44.0,K. Koufos misses 2-pt shot from 8 ft,,35-39,,
5:43.0,,,35-39,,Defensive rebound by T. Duncan
5:27.0,,,35-39,,M. Belinelli misses 3-pt shot from 25 ft
5:26.0,Defensive rebound by N. Calathes,,35-39,,
5:12.0,Z. Randolph misses 2-pt shot from 6 ft,,35-39,,
5:12.0,,,35-39,,Defensive rebound by Team
5:12.0,Loose ball foul by Z. Randolph (drawn by T. Splitter),,35-39,,
5:12.0,Official timeout,,35-39,,
5:12.0,,,35-39,,M. Ginobili enters the game for M. Belinelli
5:12.0,M. Gasol enters the game for K. Koufos,,35-39,,
5:12.0,M. Conley enters the game for N. Calathes,,35-39,,
4:58.0,,,35-39,,T. Parker misses 2-pt shot from 6 ft
4:57.0,Defensive rebound by Z. Randolph,,35-39,,
4:41.0,Z. Randolph makes 2-pt shot from 6 ft,2,37-39,,
4:26.0,,,37-39,,T. Duncan misses 2-pt shot from 3 ft
4:26.0,Defensive rebound by Z. Randolph,,37-39,,
4:17.0,Turnover by M. Gasol (lost ball; steal by M. Ginobili),,37-39,,
4:11.0,Personal foul by M. Gasol (drawn by T. Splitter),,37-39,,
4:02.0,,,37-41,2,T. Splitter makes 2-pt shot from 7 ft (assist by T. Duncan)
3:46.0,Shooting foul by T. Splitter (drawn by B. Udrih),,37-41,,
3:46.0,B. Udrih makes free throw 1 of 2,1,38-41,,
3:46.0,B. Udrih makes free throw 2 of 2,1,39-41,,
3:32.0,,,39-43,2,K. Leonard makes 2-pt shot from 12 ft
3:14.0,Turnover by M. Conley (bad pass; steal by T. Parker),,39-43,,
3:14.0,Loose ball foul by M. Gasol (drawn by T. Splitter),,39-43,,
3:14.0,,,39-44,1,T. Splitter makes free throw 1 of 2
3:14.0,C. Lee enters the game for B. Udrih,,39-44,,
3:14.0,J. Green enters the game for V. Carter,,39-44,,
3:14.0,,,39-45,1,T. Splitter makes free throw 2 of 2
2:54.0,Z. Randolph misses 2-pt shot from 5 ft (block by T. Duncan),,39-45,,
2:53.0,,,39-45,,Defensive rebound by K. Leonard
2:40.0,,,39-47,2,T. Splitter makes 2-pt shot at rim (assist by T. Duncan)
2:34.0,Memphis full timeout,,39-47,,
2:23.0,M. Gasol misses 2-pt shot from 17 ft,,39-47,,
2:22.0,,,39-47,,Defensive rebound by M. Ginobili
2:13.0,,,39-49,2,T. Duncan makes 2-pt shot from 4 ft (assist by M. Ginobili)
1:54.0,,,39-49,,Personal foul by M. Ginobili (drawn by M. Conley)
1:43.0,J. Green misses 2-pt shot from 4 ft,,39-49,,
1:42.0,,,39-49,,Defensive rebound by M. Ginobili
1:33.0,,,39-49,,T. Duncan misses 2-pt shot from 15 ft
1:32.0,Defensive rebound by Z. Randolph,,39-49,,
1:18.0,M. Gasol misses 2-pt shot from 15 ft,,39-49,,
1:17.0,,,39-49,,Defensive rebound by Team
0:57.0,,,39-49,,T. Parker misses 3-pt shot from 22 ft
0:56.0,Defensive rebound by Z. Randolph,,39-49,,
0:49.0,J. Green makes 3-pt shot from 24 ft (assist by M. Conley),3,42-49,,
0:48.0,Violation by Team (delay of game),,42-49,,
0:35.0,,,42-51,2,T. Parker makes 2-pt shot from 3 ft
0:14.0,M. Conley misses 2-pt shot from 7 ft,,42-51,,
0:13.0,,,42-51,,Defensive rebound by M. Ginobili
0:01.0,,,42-51,,T. Parker misses 3-pt shot from 22 ft
0:00.0,,,42-51,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:41.0,C. Lee misses 2-pt shot from 9 ft,,42-51,,
11:40.0,,,42-51,,Defensive rebound by T. Duncan
11:29.0,,,42-51,,Shooting foul by V. Carter (drawn by T. Parker)
11:29.0,,,42-52,1,T. Parker makes free throw 1 of 2
11:29.0,,,42-53,1,T. Parker makes free throw 2 of 2
11:09.0,M. Gasol misses 2-pt shot from 11 ft,,42-53,,
11:08.0,,,42-53,,Defensive rebound by K. Leonard
10:49.0,,,42-53,,K. Leonard misses 2-pt shot from 16 ft
10:48.0,Defensive rebound by M. Conley,,42-53,,
10:43.0,Z. Randolph makes 2-pt shot from 1 ft (assist by M. Conley),2,44-53,,
10:21.0,,,44-55,2,K. Leonard makes 2-pt shot from 2 ft (assist by T. Splitter)
10:08.0,C. Lee makes 2-pt shot from 2 ft (assist by M. Conley),2,46-55,,
9:56.0,,,46-57,2,T. Parker makes 2-pt shot at rim
9:43.0,M. Conley misses 2-pt shot from 9 ft,,46-57,,
9:43.0,,,46-57,,Defensive rebound by K. Leonard
9:37.0,,,46-57,,Turnover by K. Leonard (lost ball; steal by M. Conley)
9:24.0,Z. Randolph misses 2-pt shot from 2 ft (block by T. Duncan),,46-57,,
9:22.0,,,46-57,,Defensive rebound by T. Splitter
9:12.0,,,46-59,2,T. Splitter makes 2-pt shot from 5 ft (assist by T. Parker)
8:50.0,M. Gasol makes 2-pt shot from 15 ft (assist by M. Conley),2,48-59,,
8:24.0,,,48-59,,Turnover by Team (shot clock)
8:11.0,M. Gasol makes 2-pt shot from 18 ft (assist by M. Conley),2,50-59,,
7:56.0,,,50-59,,K. Leonard misses 3-pt shot from 24 ft
7:55.0,Defensive rebound by M. Gasol,,50-59,,
7:44.0,Z. Randolph misses 2-pt shot from 20 ft,,50-59,,
7:42.0,,,50-59,,Defensive rebound by K. Leonard
7:39.0,,,50-59,,Turnover by K. Leonard (lost ball; steal by M. Conley)
7:31.0,C. Lee makes 2-pt shot from 11 ft (assist by M. Conley),2,52-59,,
7:31.0,,,52-59,,San Antonio full timeout
7:18.0,,,52-61,2,T. Parker makes 2-pt shot from 9 ft (assist by T. Duncan)
7:03.0,,,52-61,,Personal foul by T. Parker (drawn by M. Conley)
7:03.0,,,52-61,,M. Belinelli enters the game for K. Leonard
6:53.0,Turnover by C. Lee (lost ball; steal by M. Belinelli),,52-61,,
6:47.0,,,52-61,,T. Parker misses 2-pt shot from 17 ft
6:46.0,Defensive rebound by M. Gasol,,52-61,,
6:30.0,J. Green enters the game for V. Carter,,52-61,,
6:30.0,,,52-61,,M. Ginobili enters the game for M. Belinelli
6:23.0,M. Conley makes 3-pt shot from 24 ft,3,55-61,,
6:02.0,,,55-63,2,T. Splitter makes 2-pt shot from 1 ft (assist by D. Green)
5:42.0,Shooting foul by T. Duncan (drawn by M. Gasol),,55-63,,
5:42.0,M. Gasol makes free throw 1 of 2,1,56-63,,
5:42.0,,,56-63,,M. Belinelli enters the game for D. Green
5:42.0,M. Gasol makes free throw 2 of 2,1,57-63,,
5:25.0,Personal foul by C. Lee (drawn by M. Ginobili),,57-63,,
5:18.0,,,57-63,,M. Belinelli misses 3-pt shot from 24 ft
5:17.0,Defensive rebound by Z. Randolph,,57-63,,
4:58.0,,,57-63,,Personal foul by M. Belinelli (drawn by J. Green)
4:58.0,B. Udrih enters the game for M. Conley,,57-63,,
4:44.0,B. Udrih makes 3-pt shot from 28 ft (assist by C. Lee),3,60-63,,
4:36.0,,,60-63,,Shooting foul by C. Lee (drawn by M. Ginobili)
4:36.0,,,60-64,1,M. Ginobili makes free throw 1 of 2
4:36.0,,,60-64,,P. Mills enters the game for T. Parker
4:36.0,,,60-64,,B. Diaw enters the game for T. Splitter
4:36.0,,,60-65,1,M. Ginobili makes free throw 2 of 2
4:24.0,J. Green misses 2-pt shot from 4 ft,,60-65,,
4:24.0,Offensive rebound by Team,,60-65,,
4:24.0,,,60-65,,Personal foul by T. Duncan (drawn by M. Gasol)
4:24.0,,,60-65,,A. Baynes enters the game for T. Duncan
4:24.0,Memphis full timeout,,60-65,,
4:14.0,M. Gasol misses 2-pt shot from 11 ft,,60-65,,
4:13.0,,,60-65,,Defensive rebound by B. Diaw
4:00.0,,,60-65,,B. Diaw misses 2-pt shot from 22 ft
3:58.0,Defensive rebound by M. Gasol,,60-65,,
3:45.0,Z. Randolph makes 2-pt shot from 1 ft,2,62-65,,
3:28.0,,,62-68,3,M. Belinelli makes 3-pt shot from 23 ft (assist by B. Diaw)
3:07.0,C. Lee misses 3-pt shot from 24 ft,,62-68,,
3:06.0,,,62-68,,Defensive rebound by Team
2:50.0,,,62-70,2,M. Belinelli makes 2-pt shot from 11 ft (assist by P. Mills)
2:30.0,M. Conley enters the game for C. Lee,,62-70,,
2:28.0,Turnover by M. Gasol (lost ball; steal by P. Mills),,62-70,,
2:28.0,Jump ball: A. Baynes vs. M. Gasol,,,,Jump ball: A. Baynes vs. M. Gasol
2:14.0,,,62-70,,B. Diaw misses 2-pt shot from 13 ft
2:13.0,Defensive rebound by J. Green,,62-70,,
1:54.0,Shooting foul by B. Diaw (drawn by Z. Randolph),,62-70,,
1:54.0,Z. Randolph makes free throw 1 of 2,1,63-70,,
1:54.0,K. Koufos enters the game for M. Gasol,,63-70,,
1:54.0,Z. Randolph makes free throw 2 of 2,1,64-70,,
1:39.0,,,64-70,,M. Ginobili misses 3-pt shot from 24 ft
1:38.0,Defensive rebound by B. Udrih,,64-70,,
1:26.0,M. Conley misses 2-pt shot from 1 ft (block by A. Baynes),,64-70,,
1:24.0,,,64-70,,Defensive rebound by M. Belinelli
1:22.0,,,64-70,,Turnover by M. Belinelli (lost ball; steal by M. Conley)
1:10.0,Z. Randolph misses 2-pt shot from 3 ft,,64-70,,
1:09.0,Offensive rebound by Team,,64-70,,
1:09.0,N. Calathes enters the game for Z. Randolph,,64-70,,
1:09.0,,,64-70,,K. Leonard enters the game for B. Diaw
1:01.0,J. Green makes 2-pt shot from 22 ft (assist by N. Calathes),2,66-70,,
0:44.0,,,66-70,,P. Mills misses 3-pt shot from 24 ft
0:42.0,,,66-70,,Offensive rebound by M. Ginobili
0:42.0,Personal foul by B. Udrih (drawn by M. Ginobili),,66-70,,
0:31.0,,,66-70,,K. Leonard misses 3-pt shot from 23 ft
0:30.0,,,66-70,,Offensive rebound by A. Baynes
0:10.0,,,66-70,,M. Ginobili misses 2-pt shot from 1 ft
0:09.0,Defensive rebound by N. Calathes,,66-70,,
0:04.0,M. Conley misses 3-pt shot from 27 ft,,66-70,,
0:02.0,Offensive rebound by N. Calathes,,66-70,,
0:01.0,N. Calathes misses 2-pt shot from 13 ft,,66-70,,
0:00.0,,,66-70,,Defensive rebound by K. Leonard
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:43.0,,,66-70,,Shooting foul by N. Calathes (drawn by K. Leonard)
11:43.0,,,66-71,1,K. Leonard makes free throw 1 of 2
11:43.0,,,66-72,1,K. Leonard makes free throw 2 of 2
11:23.0,J. Green misses 2-pt shot from 16 ft,,66-72,,
11:22.0,,,66-72,,Defensive rebound by D. Green
11:08.0,,,66-74,2,K. Leonard makes 2-pt shot from 14 ft
10:54.0,J. Green makes 3-pt shot from 25 ft (assist by B. Udrih),3,69-74,,
10:31.0,,,69-74,,D. Green misses 2-pt shot from 18 ft
10:30.0,,,69-74,,Offensive rebound by A. Baynes
10:18.0,,,69-76,2,K. Leonard makes 2-pt shot from 13 ft (assist by D. Green)
9:50.0,N. Calathes misses 2-pt shot from 8 ft,,69-76,,
9:49.0,,,69-76,,Defensive rebound by K. Leonard
9:39.0,,,69-78,2,K. Leonard makes 2-pt shot from 14 ft (assist by T. Parker)
9:39.0,Memphis full timeout,,69-78,,
9:39.0,C. Lee enters the game for B. Udrih,,69-78,,
9:39.0,,,69-78,,T. Splitter enters the game for A. Baynes
9:25.0,Shooting foul by D. Green (drawn by C. Lee),,69-78,,
9:25.0,C. Lee makes free throw 1 of 2,1,70-78,,
9:25.0,V. Carter enters the game for N. Calathes,,70-78,,
9:25.0,C. Lee makes free throw 2 of 2,1,71-78,,
9:04.0,,,71-80,2,K. Leonard makes 2-pt shot from 15 ft (assist by D. Green)
8:51.0,K. Koufos makes 2-pt shot from 5 ft (assist by M. Conley),2,73-80,,
8:28.0,,,73-82,2,K. Leonard makes 2-pt shot from 17 ft (assist by T. Parker)
8:03.0,J. Green makes 2-pt shot from 2 ft,2,75-82,,
7:37.0,,,75-85,3,K. Leonard makes 3-pt shot from 22 ft (assist by T. Parker)
7:15.0,M. Conley misses 2-pt shot from 1 ft,,75-85,,
7:14.0,,,75-85,,Defensive rebound by T. Splitter
7:04.0,,,75-85,,Shooting foul by V. Carter (drawn by T. Parker)
7:04.0,,,75-87,2,T. Parker makes 2-pt shot from 1 ft
7:04.0,M. Gasol enters the game for K. Koufos,,75-87,,
7:04.0,B. Udrih enters the game for M. Conley,,75-87,,
7:04.0,,,75-88,1,T. Parker makes free throw 1 of 1
6:52.0,B. Udrih makes 2-pt shot at rim (assist by M. Gasol),2,77-88,,
6:39.0,Personal foul by B. Udrih (drawn by T. Parker),,77-88,,
6:39.0,Z. Randolph enters the game for V. Carter,,77-88,,
6:27.0,,,77-90,2,D. Green makes 2-pt shot from 20 ft (assist by B. Diaw)
6:06.0,B. Udrih misses 2-pt shot from 5 ft,,77-90,,
6:05.0,,,77-90,,Defensive rebound by B. Diaw
5:57.0,,,77-92,2,T. Splitter makes 2-pt shot at rim (assist by T. Parker)
5:57.0,,,77-92,,Shooting foul by M. Gasol (drawn by T. Splitter)
5:57.0,Official timeout,,77-92,,
5:57.0,,,77-93,1,T. Splitter makes free throw 1 of 1
5:42.0,M. Gasol misses 2-pt shot from 3 ft,,77-93,,
5:41.0,,,77-93,,Defensive rebound by T. Parker
5:25.0,,,77-93,,T. Parker misses 2-pt shot from 8 ft
5:24.0,Defensive rebound by Z. Randolph,,77-93,,
5:16.0,C. Lee makes 2-pt shot at rim (assist by M. Gasol),2,79-93,,
4:59.0,,,79-93,,K. Leonard misses 2-pt shot from 19 ft
4:58.0,Defensive rebound by M. Gasol,,79-93,,
4:48.0,Z. Randolph makes 2-pt shot at rim,2,81-93,,
4:40.0,,,81-93,,Offensive charge foul by B. Diaw
4:40.0,,,81-93,,Turnover by B. Diaw (offensive foul)
4:30.0,M. Gasol makes 2-pt shot at rim (assist by B. Udrih),2,83-93,,
4:30.0,,,83-93,,San Antonio full timeout
4:30.0,,,83-93,,T. Duncan enters the game for B. Diaw
4:30.0,M. Conley enters the game for B. Udrih,,83-93,,
4:04.0,,,83-95,2,T. Parker makes 2-pt shot from 4 ft
3:40.0,M. Gasol makes 2-pt shot from 19 ft (assist by C. Lee),2,85-95,,
3:21.0,,,85-95,,Turnover by T. Splitter (3 sec)
3:21.0,,,85-95,,M. Ginobili enters the game for D. Green
3:11.0,C. Lee misses 3-pt shot from 24 ft,,85-95,,
3:10.0,,,85-95,,Defensive rebound by T. Duncan
2:58.0,,,85-97,2,T. Parker makes 2-pt shot from 2 ft
2:41.0,Turnover by M. Gasol (bad pass; steal by K. Leonard),,85-97,,
2:35.0,Personal block foul by M. Conley (drawn by T. Parker),,85-97,,
2:35.0,,,85-97,,T. Parker misses free throw 1 of 2
2:35.0,,,85-97,,Offensive rebound by Team
2:35.0,,,85-97,,T. Parker misses free throw 2 of 2
2:34.0,Defensive rebound by Z. Randolph,,85-97,,
2:25.0,M. Conley misses 3-pt shot from 25 ft,,85-97,,
2:24.0,,,85-97,,Defensive rebound by T. Splitter
2:03.0,Personal foul by M. Conley (drawn by T. Duncan),,85-97,,
2:03.0,,,85-98,1,T. Duncan makes free throw 1 of 2
2:03.0,,,85-99,1,T. Duncan makes free throw 2 of 2
1:50.0,M. Gasol makes 2-pt shot from 9 ft (assist by M. Conley),2,87-99,,
1:30.0,,,87-99,,T. Parker misses 2-pt shot from 11 ft
1:29.0,,,87-99,,Offensive rebound by T. Splitter
1:29.0,,,87-99,,T. Splitter misses 2-pt shot at rim
1:28.0,Defensive rebound by Z. Randolph,,87-99,,
1:17.0,M. Gasol makes 2-pt shot from 6 ft (assist by C. Lee),2,89-99,,
1:06.0,,,89-101,2,T. Parker makes 2-pt shot from 1 ft (assist by T. Duncan)
0:51.0,J. Green misses 2-pt shot from 6 ft (block by T. Duncan),,89-101,,
0:50.0,,,89-101,,Defensive rebound by K. Leonard
0:42.0,,,89-101,,San Antonio full timeout
0:42.0,,,89-101,,M. Bonner enters the game for K. Leonard
0:42.0,,,89-101,,A. Baynes enters the game for T. Duncan
0:42.0,,,89-101,,R. Williams enters the game for T. Splitter
0:42.0,,,89-101,,C. Joseph enters the game for T. Parker
0:42.0,,,89-101,,M. Belinelli enters the game for M. Ginobili
0:42.0,J. Adams enters the game for Z. Randolph,,89-101,,
0:42.0,N. Calathes enters the game for M. Gasol,,89-101,,
0:42.0,B. Udrih enters the game for C. Lee,,89-101,,
0:42.0,J. Green enters the game for M. Conley,,89-101,,
0:29.0,,,89-103,2,A. Baynes makes 2-pt shot from 9 ft
0:17.0,J. Adams misses 2-pt shot from 21 ft,,89-103,,
0:16.0,,,89-103,,Defensive rebound by C. Joseph
0:00.0,End of 4th quarter,,,,End of 4th quarter
