time,Cleveland,pts.away,score,pts.home,Golden State
4:15.0,,,12-15,,Defensive rebound by Team
3:52.0,,,12-17,2,S. Curry makes 2-pt shot from 3 ft (assist by A. Bogut)
3:26.0,I. Shumpert misses 3-pt shot from 23 ft,,12-17,,
3:24.0,Offensive rebound by T. Thompson,,12-17,,
3:20.0,I. Shumpert misses 2-pt shot from 3 ft (block by A. Bogut),,12-17,,
3:19.0,Offensive rebound by T. Thompson,,12-17,,
3:19.0,T. Thompson misses 2-pt shot from 1 ft,,12-17,,
3:18.0,,,12-17,,Defensive rebound by A. Bogut
3:12.0,,,12-20,3,L. Barbosa makes 3-pt shot from 23 ft (assist by S. Curry)
3:12.0,Cleveland full timeout,,12-20,,
3:12.0,,,12-20,,F. Ezeli enters the game for A. Bogut
3:12.0,M. Dellavedova enters the game for I. Shumpert,,12-20,,
3:12.0,J. Jones enters the game for T. Thompson,,12-20,,
3:00.0,L. James makes 2-pt shot from 2 ft,2,14-20,,
2:43.0,,,14-20,,S. Curry misses 2-pt shot from 15 ft
2:42.0,Defensive rebound by L. James,,14-20,,
2:24.0,T. Mozgov makes 2-pt shot from 3 ft (assist by M. Dellavedova),2,16-20,,
2:03.0,,,16-20,,F. Ezeli misses 2-pt shot from 13 ft
2:02.0,Defensive rebound by L. James,,16-20,,
1:53.0,L. James makes 2-pt shot from 12 ft,2,18-20,,
1:39.0,,,18-20,,Turnover by D. Green (bad pass; steal by J. Smith)
1:30.0,,,18-20,,Personal foul by F. Ezeli (drawn by T. Mozgov)
1:30.0,,,18-20,,H. Barnes enters the game for D. Green
1:30.0,,,18-20,,S. Livingston enters the game for L. Barbosa
1:21.0,J. Smith makes 2-pt shot from 1 ft,2,20-20,,
1:10.0,,,20-20,,S. Curry misses 3-pt shot from 26 ft
1:08.0,Defensive rebound by T. Mozgov,,20-20,,
0:53.0,L. James misses 2-pt shot from 7 ft,,20-20,,
0:53.0,Offensive rebound by Team,,20-20,,
0:53.0,,,20-20,,Loose ball foul by F. Ezeli (drawn by T. Mozgov)
0:53.0,T. Mozgov misses free throw 1 of 2,,20-20,,
0:53.0,Offensive rebound by Team,,20-20,,
0:53.0,I. Shumpert enters the game for L. James,,20-20,,
0:53.0,,,20-20,,M. Speights enters the game for F. Ezeli
0:53.0,T. Mozgov misses free throw 2 of 2,,20-20,,
0:50.0,,,20-20,,Defensive rebound by Team
0:31.0,,,20-20,,S. Curry misses 2-pt shot from 2 ft
0:30.0,Defensive rebound by J. Jones,,20-20,,
0:24.0,Cleveland full timeout,,20-20,,
0:13.0,,,20-20,,Violation by M. Speights (kicked ball)
0:13.0,,,20-20,,L. Barbosa enters the game for S. Curry
0:02.0,J. Smith misses 2-pt shot from 10 ft,,20-20,,
0:00.0,Offensive rebound by Team,,20-20,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:42.0,Turnover by J. Smith (bad pass),,20-20,,
11:25.0,,,20-20,,M. Speights misses 2-pt shot from 17 ft
11:24.0,Defensive rebound by Team,,20-20,,
11:12.0,Turnover by M. Dellavedova (bad pass; steal by H. Barnes),,20-20,,
11:11.0,Personal foul by J. Jones (drawn by H. Barnes),,20-20,,
11:09.0,,,20-20,,Turnover by S. Livingston (bad pass)
10:55.0,L. James makes 2-pt shot from 3 ft,2,22-20,,
10:31.0,,,22-23,3,K. Thompson makes 3-pt shot from 26 ft
10:10.0,Turnover by L. James (bad pass; steal by M. Speights),,22-23,,
10:04.0,,,22-23,,Turnover by A. Iguodala (bad pass; steal by J. Jones)
10:02.0,,,22-23,,Personal foul by A. Iguodala (drawn by L. James)
10:02.0,,,22-23,,A. Bogut enters the game for M. Speights
9:50.0,J. Smith misses 2-pt shot from 7 ft,,22-23,,
9:49.0,,,22-23,,Defensive rebound by A. Bogut
9:43.0,,,22-23,,Turnover by A. Bogut (bad pass; steal by J. Jones)
9:39.0,M. Dellavedova misses 3-pt shot from 24 ft,,22-23,,
9:38.0,,,22-23,,Defensive rebound by A. Bogut
9:24.0,,,22-25,2,K. Thompson makes 2-pt shot from 18 ft (assist by S. Livingston)
9:09.0,Turnover by L. James (bad pass; steal by S. Livingston),,22-25,,
9:03.0,,,22-27,2,S. Livingston makes 2-pt shot at rim (assist by A. Iguodala)
8:39.0,L. James makes 3-pt shot from 26 ft,3,25-27,,
8:21.0,,,25-29,2,K. Thompson makes 2-pt shot from 13 ft (assist by A. Iguodala)
7:58.0,J. Smith misses 2-pt shot from 18 ft,,25-29,,
7:56.0,,,25-29,,Defensive rebound by K. Thompson
7:50.0,,,25-29,,K. Thompson misses 3-pt shot from 27 ft
7:49.0,Defensive rebound by T. Thompson,,25-29,,
7:27.0,M. Dellavedova misses 3-pt shot from 24 ft,,25-29,,
7:26.0,,,25-29,,Defensive rebound by S. Livingston
7:10.0,,,25-29,,Shooting foul by J. Jones (drawn by A. Bogut)
7:10.0,Official timeout,,25-29,,
7:10.0,I. Shumpert enters the game for T. Thompson,,25-29,,
7:10.0,T. Mozgov enters the game for J. Smith,,25-29,,
7:10.0,,,25-29,,D. Green enters the game for H. Barnes
7:10.0,,,25-30,1,A. Bogut makes free throw 1 of 2
7:10.0,,,25-31,1,A. Bogut makes free throw 2 of 2
7:01.0,J. Jones makes 3-pt shot from 27 ft (assist by L. James),3,28-31,,
6:34.0,,,28-31,,Turnover by Team (shot clock)
6:25.0,T. Mozgov misses 2-pt shot at rim,,28-31,,
6:24.0,Offensive rebound by L. James,,28-31,,
6:24.0,Shooting foul by A. Iguodala (drawn by L. James),,28-31,,
6:24.0,L. James makes free throw 1 of 2,1,29-31,,
6:24.0,,,29-31,,H. Barnes enters the game for A. Iguodala
6:24.0,,,29-31,,S. Curry enters the game for S. Livingston
6:24.0,L. James makes free throw 2 of 2,1,30-31,,
6:24.0,,,30-31,,Golden State full timeout
6:06.0,,,30-33,2,K. Thompson makes 2-pt shot from 22 ft (assist by D. Green)
5:47.0,J. Jones makes 2-pt shot from 13 ft (assist by L. James),2,32-33,,
5:28.0,,,32-33,,S. Curry misses 3-pt shot from 24 ft
5:27.0,Defensive rebound by T. Mozgov,,32-33,,
5:17.0,J. Jones makes 3-pt shot from 24 ft (assist by L. James),3,35-33,,
5:09.0,Personal foul by I. Shumpert (drawn by K. Thompson),,35-33,,
5:01.0,,,35-33,,K. Thompson misses 2-pt shot from 12 ft
4:58.0,Defensive rebound by T. Mozgov,,35-33,,
4:49.0,T. Mozgov makes 2-pt shot from 3 ft (assist by L. James),2,37-33,,
4:22.0,,,37-33,,S. Curry misses 3-pt shot from 24 ft
4:21.0,Defensive rebound by L. James,,37-33,,
4:14.0,Shooting foul by H. Barnes (drawn by L. James),,37-33,,
4:14.0,L. James makes free throw 1 of 2,1,38-33,,
4:14.0,,,38-33,,A. Iguodala enters the game for A. Bogut
4:14.0,L. James makes free throw 2 of 2,1,39-33,,
3:58.0,,,39-33,,A. Iguodala misses 3-pt shot from 25 ft
3:57.0,Defensive rebound by I. Shumpert,,39-33,,
3:51.0,Shooting foul by H. Barnes (drawn by T. Mozgov),,39-33,,
3:51.0,T. Mozgov misses free throw 1 of 2,,39-33,,
3:51.0,Offensive rebound by Team,,39-33,,
3:51.0,T. Mozgov makes free throw 2 of 2,1,40-33,,
3:35.0,,,40-33,,D. Green misses 2-pt shot from 2 ft
3:34.0,Defensive rebound by T. Mozgov,,40-33,,
3:28.0,J. Jones misses 3-pt shot from 26 ft,,40-33,,
3:27.0,,,40-33,,Defensive rebound by D. Green
3:22.0,,,40-35,2,A. Iguodala makes 2-pt shot at rim (assist by K. Thompson)
3:00.0,T. Mozgov makes 2-pt shot from 2 ft (assist by L. James),2,42-35,,
2:51.0,Personal foul by M. Dellavedova (drawn by D. Green),,42-35,,
2:51.0,Cleveland full timeout,,42-35,,
2:51.0,J. Smith enters the game for M. Dellavedova,,42-35,,
2:47.0,Personal foul by J. Jones (drawn by S. Curry),,42-35,,
2:47.0,,,42-35,,S. Curry misses free throw 1 of 2
2:47.0,,,42-35,,Offensive rebound by Team
2:47.0,T. Thompson enters the game for J. Jones,,42-35,,
2:47.0,,,42-36,1,S. Curry makes free throw 2 of 2
2:33.0,J. Smith misses 2-pt shot from 20 ft,,42-36,,
2:32.0,,,42-36,,Defensive rebound by D. Green
2:23.0,,,42-39,3,S. Curry makes 3-pt shot from 26 ft
2:05.0,Shooting foul by D. Green (drawn by T. Mozgov),,42-39,,
2:05.0,T. Mozgov misses free throw 1 of 2,,42-39,,
2:05.0,Offensive rebound by Team,,42-39,,
2:05.0,T. Mozgov makes free throw 2 of 2,1,43-39,,
1:54.0,,,43-39,,Shooting foul by L. James (drawn by A. Iguodala)
1:54.0,,,43-41,2,A. Iguodala makes 2-pt shot from 19 ft (assist by K. Thompson)
1:54.0,,,43-41,,A. Iguodala misses free throw 1 of 1
1:53.0,Defensive rebound by L. James,,43-41,,
1:42.0,T. Mozgov makes 2-pt shot from 4 ft (assist by L. James),2,45-41,,
1:28.0,,,45-43,2,H. Barnes makes 2-pt shot at rim (assist by A. Iguodala)
1:21.0,Shooting foul by A. Iguodala (drawn by L. James),,45-43,,
1:21.0,L. James misses free throw 1 of 2,,45-43,,
1:21.0,Offensive rebound by Team,,45-43,,
1:21.0,,,45-43,,A. Bogut enters the game for A. Iguodala
1:21.0,L. James makes free throw 2 of 2,1,46-43,,
1:09.0,,,46-45,2,K. Thompson makes 2-pt shot from 23 ft (assist by S. Curry)
0:45.0,I. Shumpert misses 2-pt shot from 14 ft,,46-45,,
0:44.0,,,46-45,,Defensive rebound by S. Curry
0:35.0,,,46-45,,Golden State full timeout
0:30.0,,,46-45,,Turnover by S. Curry (lost ball; steal by I. Shumpert)
0:10.0,L. James misses 3-pt shot from 26 ft,,46-45,,
0:07.0,Offensive rebound by Team,,46-45,,
0:07.0,,,46-45,,Loose ball foul by D. Green (drawn by T. Mozgov)
0:07.0,T. Mozgov makes free throw 1 of 2,1,47-45,,
0:07.0,,,47-45,,M. Speights enters the game for A. Bogut
0:07.0,T. Mozgov misses free throw 2 of 2,,47-45,,
0:07.0,,,47-45,,Defensive rebound by D. Green
0:01.0,,,47-45,,S. Curry misses 3-pt shot from 29 ft
0:00.0,,,47-45,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:51.0,L. James makes 2-pt shot from 10 ft,2,49-45,,
11:27.0,Personal foul by L. James (drawn by K. Thompson),,49-45,,
11:12.0,,,49-47,2,H. Barnes makes 2-pt shot from 23 ft (assist by S. Curry)
10:55.0,Turnover by M. Dellavedova (lost ball; steal by K. Thompson),,49-47,,
10:48.0,,,49-47,,S. Curry misses 3-pt shot from 26 ft
10:47.0,Defensive rebound by L. James,,49-47,,
10:29.0,L. James misses 2-pt shot from 18 ft,,49-47,,
10:29.0,,,49-47,,Defensive rebound by Team
10:29.0,Loose ball foul by T. Thompson (drawn by A. Bogut),,49-47,,
10:09.0,,,49-47,,K. Thompson misses 2-pt shot from 17 ft
10:08.0,Defensive rebound by T. Mozgov,,49-47,,
10:05.0,Turnover by T. Mozgov (lost ball; steal by D. Green),,49-47,,
10:03.0,,,49-47,,K. Thompson misses 3-pt shot from 26 ft
9:59.0,Defensive rebound by L. James,,49-47,,
9:49.0,I. Shumpert misses 2-pt shot from 19 ft,,49-47,,
9:48.0,,,49-47,,Defensive rebound by A. Bogut
9:40.0,,,49-47,,H. Barnes misses 3-pt shot from 23 ft
9:38.0,Defensive rebound by T. Mozgov,,49-47,,
9:19.0,L. James misses 2-pt shot from 12 ft,,49-47,,
9:18.0,,,49-47,,Defensive rebound by S. Curry
9:11.0,,,49-49,2,S. Curry makes 2-pt shot from 2 ft
8:54.0,Turnover by M. Dellavedova (bad pass; steal by D. Green),,49-49,,
8:50.0,Personal foul by M. Dellavedova (drawn by K. Thompson),,49-49,,
8:45.0,,,49-49,,S. Curry misses 3-pt shot from 26 ft
8:44.0,Defensive rebound by T. Mozgov,,49-49,,
8:23.0,I. Shumpert misses 3-pt shot from 27 ft,,49-49,,
8:23.0,Offensive rebound by Team,,49-49,,
8:23.0,,,49-49,,Loose ball foul by H. Barnes (drawn by T. Thompson)
8:17.0,L. James misses 2-pt shot from 20 ft,,49-49,,
8:15.0,Offensive rebound by T. Mozgov,,49-49,,
7:59.0,L. James misses 2-pt shot from 8 ft (block by A. Bogut),,49-49,,
7:57.0,Offensive rebound by L. James,,49-49,,
7:57.0,L. James misses 2-pt shot from 8 ft (block by D. Green),,49-49,,
7:57.0,Offensive rebound by Team,,49-49,,
7:53.0,T. Mozgov misses 2-pt shot from 19 ft,,49-49,,
7:52.0,,,49-49,,Defensive rebound by S. Curry
7:47.0,,,49-49,,K. Thompson misses 3-pt shot from 25 ft
7:46.0,Defensive rebound by T. Thompson,,49-49,,
7:26.0,M. Dellavedova misses 2-pt shot from 10 ft,,49-49,,
7:24.0,Offensive rebound by T. Thompson,,49-49,,
7:23.0,T. Thompson misses 2-pt shot from 7 ft,,49-49,,
7:21.0,,,49-49,,Defensive rebound by A. Bogut
7:14.0,,,49-49,,K. Thompson misses 2-pt shot from 2 ft (block by I. Shumpert)
7:12.0,Defensive rebound by L. James,,49-49,,
6:52.0,T. Mozgov makes 2-pt shot from 12 ft (assist by L. James),2,51-49,,
6:52.0,,,51-49,,Golden State full timeout
6:52.0,,,51-49,,A. Iguodala enters the game for H. Barnes
6:52.0,J. Jones enters the game for L. James,,51-49,,
6:52.0,J. Smith enters the game for T. Thompson,,51-49,,
6:30.0,,,51-49,,Shooting foul by J. Jones (drawn by A. Bogut)
6:30.0,,,51-49,,A. Bogut misses free throw 1 of 2
6:30.0,,,51-49,,Offensive rebound by Team
6:30.0,,,51-49,,A. Bogut misses free throw 2 of 2
6:28.0,Defensive rebound by J. Smith,,51-49,,
6:18.0,Shooting foul by A. Bogut (drawn by T. Mozgov),,51-49,,
6:18.0,T. Mozgov makes free throw 1 of 2,1,52-49,,
6:18.0,T. Mozgov makes free throw 2 of 2,1,53-49,,
6:05.0,,,53-49,,D. Green misses 2-pt shot from 16 ft
6:04.0,Defensive rebound by T. Mozgov,,53-49,,
5:54.0,Shooting foul by A. Bogut (drawn by T. Mozgov),,53-49,,
5:54.0,T. Mozgov makes free throw 1 of 2,1,54-49,,
5:54.0,,,54-49,,F. Ezeli enters the game for A. Bogut
5:54.0,L. James enters the game for J. Jones,,54-49,,
5:54.0,T. Mozgov makes free throw 2 of 2,1,55-49,,
5:37.0,,,55-51,2,F. Ezeli makes 2-pt shot from 7 ft
5:12.0,I. Shumpert misses 3-pt shot from 24 ft,,55-51,,
5:12.0,Offensive rebound by Team,,55-51,,
5:12.0,,,55-51,,Loose ball foul by F. Ezeli (drawn by T. Mozgov)
5:07.0,M. Dellavedova misses 3-pt shot from 27 ft,,55-51,,
5:06.0,,,55-51,,Defensive rebound by D. Green
4:59.0,,,55-51,,Turnover by S. Curry (lost ball)
4:47.0,Turnover by J. Smith (lost ball; steal by A. Iguodala),,55-51,,
4:39.0,,,55-51,,Turnover by A. Iguodala (bad pass; steal by L. James)
4:35.0,Shooting foul by K. Thompson (drawn by L. James),,55-51,,
4:35.0,L. James makes free throw 1 of 2,1,56-51,,
4:35.0,M. Miller enters the game for M. Dellavedova,,56-51,,
4:35.0,L. James makes free throw 2 of 2,1,57-51,,
4:16.0,,,57-54,3,K. Thompson makes 3-pt shot from 24 ft (assist by A. Iguodala)
3:55.0,L. James misses 2-pt shot from 17 ft,,57-54,,
3:54.0,,,57-54,,Defensive rebound by K. Thompson
3:51.0,,,57-54,,Offensive foul by D. Green
3:51.0,,,57-54,,Turnover by D. Green (offensive foul)
3:29.0,L. James makes 2-pt shot from 2 ft,2,59-54,,
3:13.0,,,59-54,,Shooting foul by J. Smith (drawn by D. Green)
3:13.0,,,59-55,1,D. Green makes free throw 1 of 2
3:13.0,,,59-55,,S. Livingston enters the game for S. Curry
3:13.0,,,59-56,1,D. Green makes free throw 2 of 2
3:13.0,,,59-56,,Technical foul by D. Green
3:13.0,Technical foul by J. Smith (drawn by D. Green),,59-56,,
2:51.0,J. Smith makes 3-pt shot from 26 ft (assist by L. James),3,62-56,,
2:37.0,,,62-56,,K. Thompson misses 2-pt shot from 12 ft
2:35.0,Defensive rebound by J. Smith,,62-56,,
2:23.0,M. Miller misses 3-pt shot from 26 ft,,62-56,,
2:22.0,,,62-56,,Defensive rebound by K. Thompson
2:14.0,,,62-56,,Turnover by S. Livingston (offensive goaltending)
2:14.0,Cleveland full timeout,,62-56,,
2:14.0,,,62-56,,M. Speights enters the game for F. Ezeli
1:55.0,J. Smith misses 3-pt shot from 28 ft,,62-56,,
1:54.0,,,62-56,,Defensive rebound by A. Iguodala
1:50.0,,,62-56,,Shooting foul by M. Miller (drawn by S. Livingston)
1:50.0,,,62-56,,S. Livingston misses free throw 1 of 2
1:50.0,,,62-56,,Offensive rebound by Team
1:50.0,T. Thompson enters the game for T. Mozgov,,62-56,,
1:50.0,,,62-57,1,S. Livingston makes free throw 2 of 2
1:28.0,L. James misses 2-pt shot from 7 ft,,62-57,,
1:27.0,Offensive rebound by T. Thompson,,62-57,,
1:26.0,Turnover by Team (shot clock),,62-57,,
1:13.0,,,62-57,,M. Speights misses 2-pt shot from 18 ft
1:12.0,Defensive rebound by M. Miller,,62-57,,
0:50.0,L. James misses 3-pt shot from 29 ft,,62-57,,
0:50.0,Offensive rebound by Team,,62-57,,
0:50.0,Turnover by Team (shot clock),,62-57,,
0:50.0,M. Dellavedova enters the game for L. James,,62-57,,
0:29.0,,,62-59,2,K. Thompson makes 2-pt shot from 14 ft
0:08.0,Turnover by M. Dellavedova (bad pass; steal by D. Green),,62-59,,
0:05.0,,,62-59,,M. Speights misses 2-pt shot at rim
0:04.0,,,62-59,,Offensive rebound by A. Iguodala
0:02.0,,,62-59,,Turnover by A. Iguodala (bad pass; steal by M. Dellavedova)
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:47.0,,,62-59,,K. Thompson misses 2-pt shot from 10 ft
11:46.0,,,62-59,,Offensive rebound by H. Barnes
11:39.0,,,62-62,3,K. Thompson makes 3-pt shot from 26 ft
11:39.0,,,62-62,,Shooting foul by J. Smith (drawn by K. Thompson)
11:39.0,,,62-62,,K. Thompson misses free throw 1 of 1
11:38.0,Defensive rebound by L. James,,62-62,,
11:23.0,M. Dellavedova makes 2-pt shot from 16 ft (assist by L. James),2,64-62,,
11:06.0,,,64-62,,Offensive foul by A. Bogut
11:06.0,,,64-62,,Turnover by A. Bogut (offensive foul)
10:45.0,M. Dellavedova makes 2-pt shot from 17 ft,2,66-62,,
10:34.0,,,66-62,,S. Livingston misses 2-pt shot from 12 ft
10:34.0,Defensive rebound by M. Dellavedova,,66-62,,
10:20.0,M. Dellavedova misses 3-pt shot from 25 ft,,66-62,,
10:19.0,,,66-62,,Defensive rebound by K. Thompson
10:18.0,Personal foul by T. Thompson (drawn by K. Thompson),,66-62,,
10:18.0,,,66-62,,S. Curry enters the game for A. Iguodala
10:18.0,J. Jones enters the game for M. Miller,,66-62,,
10:05.0,,,66-64,2,K. Thompson makes 2-pt shot from 16 ft
9:49.0,L. James misses 2-pt shot from 5 ft,,66-64,,
9:49.0,Offensive rebound by Team,,66-64,,
9:45.0,,,66-64,,Personal foul by K. Thompson (drawn by L. James)
9:29.0,L. James makes 3-pt shot from 26 ft,3,69-64,,
9:21.0,,,69-64,,K. Thompson misses 3-pt shot from 26 ft
9:19.0,Defensive rebound by L. James,,69-64,,
9:08.0,J. Jones misses 2-pt shot from 9 ft,,69-64,,
9:07.0,Offensive rebound by T. Thompson,,69-64,,
8:44.0,J. Smith misses 3-pt shot from 26 ft,,69-64,,
8:44.0,Offensive rebound by Team,,69-64,,
8:44.0,,,69-64,,Loose ball foul by A. Bogut (drawn by T. Thompson)
8:44.0,Official timeout,,69-64,,
8:44.0,,,69-64,,A. Iguodala enters the game for S. Livingston
8:44.0,,,69-64,,D. Green enters the game for A. Bogut
8:21.0,J. Smith makes 2-pt shot from 17 ft,2,71-64,,
7:57.0,Personal foul by T. Thompson (drawn by A. Iguodala),,71-64,,
7:48.0,,,71-66,2,H. Barnes makes 2-pt shot at rim (assist by S. Curry)
7:27.0,Turnover by M. Dellavedova (lost ball; steal by D. Green),,71-66,,
7:18.0,,,71-66,,S. Curry misses 3-pt shot from 26 ft
7:16.0,Defensive rebound by T. Thompson,,71-66,,
7:01.0,Shooting foul by D. Green (drawn by L. James),,71-66,,
7:01.0,L. James misses free throw 1 of 2,,71-66,,
7:01.0,Offensive rebound by Team,,71-66,,
7:01.0,L. James makes free throw 2 of 2,1,72-66,,
6:50.0,,,72-66,,K. Thompson misses 3-pt shot from 28 ft
6:49.0,Defensive rebound by L. James,,72-66,,
6:39.0,,,72-66,,Personal foul by A. Iguodala (drawn by L. James)
6:26.0,J. Jones misses 2-pt shot from 16 ft,,72-66,,
6:25.0,Offensive rebound by Team,,72-66,,
6:25.0,Turnover by Team (shot clock),,72-66,,
6:09.0,,,72-66,,S. Curry misses 2-pt shot from 13 ft
6:08.0,,,72-66,,Offensive rebound by H. Barnes
6:02.0,,,72-66,,S. Curry misses 3-pt shot from 23 ft
6:00.0,Defensive rebound by T. Thompson,,72-66,,
5:47.0,,,72-66,,Personal foul by S. Curry (drawn by J. Smith)
5:47.0,,,72-66,,Golden State full timeout
5:47.0,J. Smith makes free throw 1 of 2,1,73-66,,
5:47.0,J. Smith misses free throw 2 of 2,,73-66,,
5:47.0,Offensive rebound by Team,,73-66,,
5:29.0,J. Smith makes 3-pt shot from 26 ft (assist by J. Jones),3,76-66,,
5:17.0,,,76-66,,Shooting foul by L. James (drawn by K. Thompson)
5:17.0,,,76-67,1,K. Thompson makes free throw 1 of 2
5:17.0,,,76-68,1,K. Thompson makes free throw 2 of 2
5:00.0,M. Dellavedova makes 3-pt shot from 26 ft (assist by L. James),3,79-68,,
4:40.0,,,79-68,,K. Thompson misses 2-pt shot from 8 ft
4:38.0,,,79-68,,Offensive rebound by H. Barnes
4:37.0,,,79-70,2,H. Barnes makes 2-pt shot from 2 ft
4:13.0,L. James misses 2-pt shot from 5 ft,,79-70,,
4:12.0,Offensive rebound by L. James,,79-70,,
4:12.0,L. James misses 2-pt shot from 5 ft,,79-70,,
4:12.0,,,79-70,,Defensive rebound by Team
4:12.0,Loose ball foul by T. Thompson (drawn by D. Green),,79-70,,
4:12.0,,,79-71,1,D. Green makes free throw 1 of 2
4:12.0,,,79-72,1,D. Green makes free throw 2 of 2
3:50.0,,,79-72,,Personal foul by A. Iguodala (drawn by L. James)
3:50.0,L. James makes free throw 1 of 2,1,80-72,,
3:50.0,L. James misses free throw 2 of 2,,80-72,,
3:49.0,,,80-72,,Defensive rebound by H. Barnes
3:36.0,,,80-72,,H. Barnes misses 3-pt shot from 23 ft
3:35.0,Defensive rebound by T. Thompson,,80-72,,
3:14.0,L. James makes 3-pt shot from 28 ft,3,83-72,,
