time,Oklahoma City,pts.away,score,pts.home,Golden State
7:46.0,Shooting foul by D. Green (drawn by R. Westbrook),,7-17,,
7:46.0,R. Westbrook makes free throw 1 of 2,1,8-17,,
7:46.0,,,8-17,,D. Lee enters the game for D. Green
7:46.0,R. Westbrook makes free throw 2 of 2,1,9-17,,
7:30.0,,,9-17,,Shooting foul by S. Ibaka (drawn by H. Barnes)
7:30.0,,,9-18,1,H. Barnes makes free throw 1 of 2
7:30.0,,,9-19,1,H. Barnes makes free throw 2 of 2
7:18.0,K. Durant misses 2-pt shot from 19 ft,,9-19,,
7:17.0,Offensive rebound by S. Adams,,9-19,,
7:17.0,S. Adams makes 2-pt shot at rim,2,11-19,,
7:11.0,,,11-19,,Shooting foul by S. Adams (drawn by M. Speights)
7:11.0,,,11-20,1,M. Speights makes free throw 1 of 2
7:11.0,,,11-20,,M. Speights misses free throw 2 of 2
7:10.0,Defensive rebound by K. Durant,,11-20,,
7:02.0,,,11-20,,Personal foul by K. Thompson (drawn by K. Durant)
6:50.0,K. Durant misses 2-pt shot from 12 ft,,11-20,,
6:48.0,,,11-20,,Defensive rebound by D. Lee
6:38.0,,,11-20,,D. Lee misses 2-pt shot at rim
6:37.0,,,11-20,,Offensive rebound by D. Lee
6:37.0,,,11-22,2,D. Lee makes 2-pt shot at rim
6:25.0,,,11-22,,Violation by D. Lee (kicked ball)
6:17.0,R. Westbrook misses 2-pt shot from 8 ft,,11-22,,
6:16.0,,,11-22,,Defensive rebound by M. Speights
6:09.0,,,11-22,,M. Speights misses 2-pt shot from 2 ft (block by S. Adams)
6:08.0,Defensive rebound by S. Adams,,11-22,,
6:04.0,Shooting foul by D. Lee (drawn by S. Adams),,11-22,,
6:04.0,S. Adams makes free throw 1 of 2,1,12-22,,
6:04.0,S. Adams makes free throw 2 of 2,1,13-22,,
5:46.0,,,13-22,,D. Lee misses 2-pt shot from 4 ft
5:45.0,,,13-22,,Offensive rebound by M. Speights
5:45.0,,,13-22,,M. Speights misses 2-pt shot from 1 ft
5:44.0,,,13-22,,Offensive rebound by Team
5:41.0,,,13-22,,K. Thompson misses 3-pt shot from 26 ft
5:40.0,Defensive rebound by K. Durant,,13-22,,
5:33.0,K. Durant misses 2-pt shot from 2 ft,,13-22,,
5:31.0,,,13-22,,Defensive rebound by D. Lee
5:28.0,,,13-22,,Turnover by D. Lee (bad pass; steal by R. Westbrook)
5:25.0,Shooting foul by M. Speights (drawn by K. Durant),,13-22,,
5:25.0,K. Durant makes free throw 1 of 2,1,14-22,,
5:25.0,K. Durant makes free throw 2 of 2,1,15-22,,
5:21.0,,,15-22,,Golden State full timeout
5:21.0,,,15-22,,A. Iguodala enters the game for H. Barnes
5:13.0,,,15-22,,K. Thompson misses 2-pt shot from 3 ft
5:12.0,Defensive rebound by S. Adams,,15-22,,
5:07.0,K. Durant misses 3-pt shot from 26 ft,,15-22,,
5:06.0,Offensive rebound by R. Westbrook,,15-22,,
5:05.0,R. Westbrook misses 2-pt shot from 2 ft,,15-22,,
5:02.0,,,15-22,,Defensive rebound by M. Speights
4:53.0,,,15-22,,M. Speights misses 2-pt shot from 16 ft
4:52.0,Defensive rebound by P. Jones,,15-22,,
4:43.0,Turnover by K. Durant (bad pass; steal by S. Curry),,15-22,,
4:34.0,,,15-22,,Shooting foul by P. Jones (drawn by S. Curry)
4:34.0,,,15-23,1,S. Curry makes free throw 1 of 2
4:34.0,,,15-23,,H. Barnes enters the game for M. Speights
4:34.0,K. Perkins enters the game for S. Adams,,15-23,,
4:34.0,,,15-24,1,S. Curry makes free throw 2 of 2
4:21.0,,,15-24,,Personal foul by K. Thompson (drawn by K. Durant)
4:21.0,K. Durant misses free throw 1 of 2,,15-24,,
4:21.0,Offensive rebound by Team,,15-24,,
4:21.0,,,15-24,,J. Holiday enters the game for K. Thompson
4:21.0,K. Durant makes free throw 2 of 2,1,16-24,,
4:10.0,,,16-24,,J. Holiday misses 2-pt shot from 20 ft
4:09.0,,,16-24,,Offensive rebound by Team
4:09.0,A. Morrow enters the game for S. Ibaka,,16-24,,
4:08.0,Violation by K. Perkins (def goaltending),,16-24,,
4:08.0,,,16-26,2,S. Curry makes 2-pt shot from 1 ft (assist by A. Iguodala)
3:58.0,R. Westbrook makes 2-pt shot from 18 ft,2,18-26,,
3:42.0,,,18-26,,S. Curry misses 2-pt shot from 22 ft
3:41.0,Defensive rebound by K. Perkins,,18-26,,
3:33.0,R. Westbrook makes 2-pt shot from 2 ft (assist by K. Durant),2,20-26,,
3:25.0,,,20-26,,S. Curry misses 2-pt shot from 16 ft
3:24.0,Defensive rebound by K. Durant,,20-26,,
3:09.0,K. Perkins makes 2-pt shot from 7 ft (assist by A. Morrow),2,22-26,,
2:50.0,,,22-28,2,S. Curry makes 2-pt shot from 2 ft
2:40.0,Turnover by R. Westbrook (bad pass; steal by S. Curry),,22-28,,
2:34.0,,,22-30,2,A. Iguodala makes 2-pt shot at rim (assist by J. Holiday)
2:10.0,K. Perkins misses 2-pt shot from 8 ft,,22-30,,
2:09.0,Offensive rebound by R. Westbrook,,22-30,,
2:09.0,R. Westbrook misses 2-pt shot from 1 ft,,22-30,,
2:07.0,,,22-30,,Defensive rebound by H. Barnes
1:59.0,,,22-33,3,J. Holiday makes 3-pt shot from 28 ft
1:42.0,,,22-33,,Personal foul by S. Curry (drawn by R. Westbrook)
1:42.0,R. Westbrook misses free throw 1 of 2,,22-33,,
1:42.0,Offensive rebound by Team,,22-33,,
1:42.0,,,22-33,,S. Livingston enters the game for S. Curry
1:42.0,R. Jackson enters the game for K. Durant,,22-33,,
1:42.0,R. Westbrook misses free throw 2 of 2,,22-33,,
1:40.0,,,22-33,,Defensive rebound by H. Barnes
1:17.0,,,22-33,,S. Livingston misses 2-pt shot from 12 ft
1:16.0,Defensive rebound by P. Jones,,22-33,,
1:02.0,R. Westbrook misses 2-pt shot from 1 ft,,22-33,,
1:01.0,Offensive rebound by K. Perkins,,22-33,,
1:00.0,K. Perkins makes 2-pt shot at rim,2,24-33,,
1:00.0,Shooting foul by S. Livingston (drawn by K. Perkins),,24-33,,
1:00.0,I. Smith enters the game for R. Westbrook,,24-33,,
1:00.0,K. Perkins makes free throw 1 of 1,1,25-33,,
0:43.0,,,25-33,,D. Lee misses 2-pt shot from 5 ft
0:42.0,Defensive rebound by A. Morrow,,25-33,,
0:30.0,R. Jackson misses 3-pt shot from 27 ft,,25-33,,
0:29.0,,,25-33,,Defensive rebound by H. Barnes
0:10.0,,,25-33,,S. Livingston misses 2-pt shot from 3 ft (block by K. Perkins)
0:09.0,Defensive rebound by A. Morrow,,25-33,,
0:01.0,A. Morrow misses 2-pt shot from 14 ft,,25-33,,
0:01.0,,,25-33,,Defensive rebound by Team
0:01.0,Loose ball foul by I. Smith (drawn by J. Holiday),,25-33,,
0:01.0,,,25-34,1,J. Holiday makes free throw 1 of 2
0:01.0,,,25-34,,J. Holiday misses free throw 2 of 2
0:01.0,Defensive rebound by K. Perkins,,25-34,,
0:00.0,K. Perkins misses 3-pt shot from 75 ft,,25-34,,
0:00.0,Offensive rebound by Team,,25-34,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:39.0,,,25-34,,Shooting foul by R. Jackson (drawn by S. Livingston)
11:39.0,,,25-34,,S. Livingston misses free throw 1 of 2
11:39.0,,,25-34,,Offensive rebound by Team
11:39.0,,,25-35,1,S. Livingston makes free throw 2 of 2
11:34.0,,,25-37,2,J. Holiday makes 2-pt shot from 18 ft (assist by S. Livingston)
11:20.0,I. Smith misses 2-pt shot from 8 ft,,25-37,,
11:19.0,,,25-37,,Defensive rebound by D. Green
10:59.0,,,25-37,,A. Iguodala misses 3-pt shot from 25 ft
10:58.0,Defensive rebound by K. Perkins,,25-37,,
10:53.0,Turnover by I. Smith (bad pass; steal by J. Holiday),,25-37,,
10:48.0,,,25-39,2,A. Iguodala makes 2-pt shot at rim
10:47.0,Oklahoma City full timeout,,25-39,,
10:47.0,K. Durant enters the game for R. Jackson,,25-39,,
10:24.0,Shooting foul by S. Livingston (drawn by A. Morrow),,25-39,,
10:24.0,A. Morrow makes free throw 1 of 2,1,26-39,,
10:24.0,A. Morrow makes free throw 2 of 2,1,27-39,,
10:13.0,,,27-39,,Turnover by J. Holiday (lost ball; steal by I. Smith)
10:03.0,K. Durant misses 2-pt shot from 9 ft,,27-39,,
10:02.0,Offensive rebound by K. Perkins,,27-39,,
10:01.0,K. Perkins misses 2-pt shot from 3 ft,,27-39,,
10:00.0,Offensive rebound by K. Perkins,,27-39,,
10:00.0,Shooting foul by J. Holiday (drawn by K. Perkins),,27-39,,
10:00.0,K. Perkins makes free throw 1 of 2,1,28-39,,
10:00.0,K. Perkins misses free throw 2 of 2,,28-39,,
9:59.0,,,28-39,,Defensive rebound by D. Green
9:49.0,,,28-39,,Turnover by D. Green (bad pass; steal by P. Jones)
9:43.0,I. Smith misses 2-pt shot from 9 ft,,28-39,,
9:42.0,,,28-39,,Defensive rebound by D. Green
9:30.0,,,28-42,3,D. Green makes 3-pt shot from 25 ft (assist by A. Iguodala)
9:07.0,I. Smith misses 2-pt shot from 5 ft,,28-42,,
9:05.0,Offensive rebound by P. Jones,,28-42,,
9:02.0,P. Jones misses 2-pt shot from 15 ft,,28-42,,
9:01.0,Offensive rebound by A. Morrow,,28-42,,
9:00.0,A. Morrow makes 2-pt shot from 1 ft,2,30-42,,
8:47.0,,,30-45,3,D. Green makes 3-pt shot from 25 ft (assist by A. Iguodala)
8:33.0,K. Durant misses 2-pt shot from 11 ft,,30-45,,
8:32.0,,,30-45,,Defensive rebound by Team
8:30.0,R. Westbrook enters the game for I. Smith,,30-45,,
8:30.0,S. Ibaka enters the game for K. Perkins,,30-45,,
8:17.0,,,30-45,,A. Iguodala misses 3-pt shot from 25 ft
8:16.0,,,30-45,,Offensive rebound by H. Barnes
8:12.0,,,30-48,3,H. Barnes makes 3-pt shot from 25 ft (assist by S. Livingston)
8:10.0,Oklahoma City full timeout,,30-48,,
8:10.0,R. Jackson enters the game for P. Jones,,30-48,,
7:52.0,Shooting foul by H. Barnes (drawn by K. Durant),,30-48,,
7:52.0,K. Durant misses free throw 1 of 2,,30-48,,
7:52.0,Offensive rebound by Team,,30-48,,
7:52.0,K. Durant makes free throw 2 of 2,1,31-48,,
7:41.0,,,31-48,,Turnover by S. Livingston (bad pass; steal by S. Ibaka)
7:34.0,K. Durant makes 2-pt shot from 12 ft (assist by A. Morrow),2,33-48,,
7:13.0,,,33-48,,H. Barnes misses 2-pt shot from 1 ft (block by S. Ibaka)
7:12.0,Defensive rebound by R. Westbrook,,33-48,,
7:07.0,K. Durant makes 2-pt shot from 1 ft (assist by R. Westbrook),2,35-48,,
6:50.0,,,35-48,,D. Green misses 3-pt shot from 27 ft
6:49.0,Defensive rebound by R. Westbrook,,35-48,,
6:41.0,S. Ibaka misses 3-pt shot from 24 ft,,35-48,,
6:40.0,,,35-48,,Defensive rebound by A. Iguodala
6:34.0,,,35-50,2,D. Green makes 2-pt shot at rim (assist by A. Iguodala)
6:12.0,,,35-50,,S. Curry enters the game for J. Holiday
6:12.0,,,35-50,,K. Thompson enters the game for S. Livingston
6:07.0,K. Durant misses 2-pt shot from 21 ft,,35-50,,
6:06.0,,,35-50,,Defensive rebound by A. Iguodala
5:57.0,,,35-50,,K. Thompson misses 3-pt shot from 25 ft
5:55.0,Defensive rebound by R. Jackson,,35-50,,
5:49.0,S. Ibaka makes 2-pt shot from 2 ft (assist by R. Jackson),2,37-50,,
5:39.0,Personal foul by A. Morrow (drawn by A. Iguodala),,37-50,,
5:34.0,,,37-52,2,H. Barnes makes 2-pt shot at rim (assist by S. Curry)
5:17.0,S. Ibaka misses 2-pt shot at rim,,37-52,,
5:16.0,Offensive rebound by S. Ibaka,,37-52,,
5:16.0,S. Ibaka misses 2-pt shot at rim,,37-52,,
5:14.0,,,37-52,,Defensive rebound by H. Barnes
5:04.0,,,37-52,,K. Thompson misses 2-pt shot from 11 ft
5:03.0,Defensive rebound by K. Durant,,37-52,,
4:54.0,Shooting foul by K. Thompson (drawn by R. Westbrook),,37-52,,
4:54.0,R. Westbrook misses free throw 1 of 2,,37-52,,
4:54.0,Offensive rebound by Team,,37-52,,
4:54.0,,,37-52,,J. Holiday enters the game for K. Thompson
4:54.0,R. Westbrook makes free throw 2 of 2,1,38-52,,
4:32.0,,,38-54,2,H. Barnes makes 2-pt shot from 2 ft
4:18.0,R. Westbrook misses 2-pt shot from 2 ft (block by D. Green),,38-54,,
4:17.0,,,38-54,,Defensive rebound by A. Iguodala
4:12.0,,,38-57,3,H. Barnes makes 3-pt shot from 23 ft (assist by J. Holiday)
3:53.0,S. Ibaka makes 2-pt shot at rim (assist by R. Westbrook),2,40-57,,
3:38.0,,,40-59,2,S. Curry makes 2-pt shot at rim (assist by D. Green)
3:23.0,Turnover by R. Westbrook (bad pass; steal by S. Curry),,40-59,,
3:19.0,,,40-59,,H. Barnes misses 2-pt shot from 1 ft
3:18.0,,,40-59,,Offensive rebound by Team
3:18.0,,,40-59,,Golden State full timeout
3:18.0,S. Adams enters the game for A. Morrow,,40-59,,
3:07.0,,,40-59,,D. Green misses 3-pt shot from 27 ft
3:06.0,Defensive rebound by K. Durant,,40-59,,
2:46.0,R. Westbrook misses 3-pt shot from 24 ft,,40-59,,
2:45.0,,,40-59,,Defensive rebound by J. Holiday
2:39.0,,,40-62,3,J. Holiday makes 3-pt shot from 26 ft (assist by S. Curry)
2:24.0,K. Durant misses 2-pt shot from 18 ft,,40-62,,
2:23.0,,,40-62,,Defensive rebound by S. Curry
2:17.0,,,40-62,,J. Holiday misses 3-pt shot from 25 ft
2:16.0,Defensive rebound by R. Jackson,,40-62,,
2:08.0,R. Jackson misses 2-pt shot from 1 ft,,40-62,,
2:07.0,,,40-62,,Defensive rebound by S. Curry
2:06.0,Personal take foul by R. Westbrook (drawn by S. Curry),,40-62,,
2:06.0,,,40-62,,M. Speights enters the game for D. Green
2:06.0,A. Roberson enters the game for K. Durant,,40-62,,
1:51.0,,,40-62,,S. Curry misses 2-pt shot from 1 ft
1:50.0,,,40-62,,Offensive rebound by M. Speights
1:50.0,,,40-62,,M. Speights misses 2-pt shot at rim (block by S. Ibaka)
1:47.0,Defensive rebound by R. Jackson,,40-62,,
1:39.0,S. Ibaka misses 2-pt shot from 18 ft,,40-62,,
1:38.0,,,40-62,,Defensive rebound by Team
1:27.0,,,40-62,,Turnover by S. Curry (bad pass; steal by A. Roberson)
1:23.0,R. Westbrook makes 2-pt shot from 1 ft (assist by A. Roberson),2,42-62,,
1:02.0,,,42-62,,A. Iguodala misses 2-pt shot from 11 ft
1:01.0,Defensive rebound by S. Adams,,42-62,,
0:52.0,R. Westbrook makes 3-pt shot from 25 ft,3,45-62,,
0:50.0,,,45-62,,Golden State full timeout
0:35.0,,,45-62,,Turnover by M. Speights (lost ball; steal by R. Jackson)
0:27.0,A. Roberson misses 3-pt shot from 23 ft,,45-62,,
0:26.0,,,45-62,,Defensive rebound by S. Curry
0:17.0,,,45-65,3,H. Barnes makes 3-pt shot from 25 ft (assist by J. Holiday)
0:03.0,R. Westbrook misses 3-pt shot from 26 ft,,45-65,,
0:01.0,,,45-65,,Defensive rebound by A. Iguodala
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:50.0,,,45-65,,Turnover by K. Thompson (lost ball; steal by K. Durant)
11:42.0,R. Westbrook makes 2-pt shot at rim (assist by K. Durant),2,47-65,,
11:22.0,,,47-67,2,M. Speights makes 2-pt shot from 18 ft (assist by D. Green)
11:08.0,K. Durant misses 3-pt shot from 26 ft,,47-67,,
11:05.0,,,47-67,,Defensive rebound by S. Curry
10:59.0,,,47-67,,Shooting foul by S. Ibaka (drawn by M. Speights)
10:59.0,,,47-67,,M. Speights misses free throw 1 of 2
10:59.0,,,47-67,,Offensive rebound by Team
10:59.0,,,47-68,1,M. Speights makes free throw 2 of 2
10:44.0,R. Westbrook misses 2-pt shot from 6 ft,,47-68,,
10:42.0,Offensive rebound by A. Roberson,,47-68,,
10:39.0,A. Roberson misses 3-pt shot from 22 ft,,47-68,,
10:38.0,,,47-68,,Defensive rebound by K. Thompson
10:22.0,,,47-68,,K. Thompson misses 2-pt shot at rim
10:21.0,Defensive rebound by S. Ibaka,,47-68,,
10:16.0,Shooting foul by H. Barnes (drawn by K. Durant),,47-68,,
10:16.0,K. Durant makes free throw 1 of 2,1,48-68,,
10:16.0,K. Durant makes free throw 2 of 2,1,49-68,,
9:56.0,,,49-70,2,K. Thompson makes 2-pt shot at rim
9:47.0,,,49-70,,Personal foul by H. Barnes (drawn by K. Durant)
9:37.0,R. Westbrook misses 2-pt shot from 1 ft,,49-70,,
9:36.0,,,49-70,,Defensive rebound by D. Green
9:30.0,,,49-70,,S. Curry misses 3-pt shot from 26 ft
9:28.0,Defensive rebound by S. Adams,,49-70,,
9:17.0,R. Westbrook misses 2-pt shot from 9 ft,,49-70,,
9:17.0,,,49-70,,Defensive rebound by Team
9:17.0,Loose ball foul by S. Adams (drawn by S. Curry),,49-70,,
9:10.0,,,49-70,,M. Speights misses 2-pt shot from 17 ft
9:09.0,Defensive rebound by K. Durant,,49-70,,
8:55.0,R. Westbrook misses 3-pt shot from 24 ft,,49-70,,
8:54.0,,,49-70,,Defensive rebound by D. Green
8:51.0,,,49-70,,Shooting foul by K. Durant (drawn by K. Thompson)
8:51.0,,,49-70,,K. Thompson misses free throw 1 of 2
8:51.0,,,49-70,,Offensive rebound by Team
8:51.0,,,49-71,1,K. Thompson makes free throw 2 of 2
8:32.0,Turnover by A. Roberson (offensive goaltending),,49-71,,
8:19.0,,,49-71,,K. Thompson misses 2-pt shot from 20 ft
8:18.0,Defensive rebound by K. Durant,,49-71,,
8:11.0,K. Durant misses 2-pt shot from 12 ft,,49-71,,
8:10.0,Offensive rebound by Team,,49-71,,
8:03.0,K. Durant makes 3-pt shot from 24 ft (assist by S. Adams),3,52-71,,
8:02.0,,,52-71,,Golden State full timeout
8:02.0,,,52-71,,A. Iguodala enters the game for H. Barnes
7:46.0,,,52-71,,Turnover by K. Thompson (lost ball; steal by S. Adams)
7:42.0,Shooting foul by M. Speights (drawn by R. Westbrook),,52-71,,
7:42.0,R. Westbrook makes free throw 1 of 2,1,53-71,,
7:42.0,R. Westbrook makes free throw 2 of 2,1,54-71,,
7:31.0,,,54-71,,Shooting foul by R. Westbrook (drawn by M. Speights)
7:31.0,,,54-72,1,M. Speights makes free throw 1 of 2
7:31.0,,,54-73,1,M. Speights makes free throw 2 of 2
7:17.0,S. Ibaka misses 3-pt shot from 25 ft (block by D. Green),,54-73,,
7:15.0,,,54-73,,Defensive rebound by M. Speights
7:00.0,,,54-73,,Offensive foul by K. Thompson
7:00.0,,,54-73,,Turnover by K. Thompson (offensive foul)
7:00.0,,,54-73,,J. Holiday enters the game for K. Thompson
6:46.0,K. Durant misses 2-pt shot from 12 ft,,54-73,,
6:44.0,Offensive rebound by R. Westbrook,,54-73,,
6:38.0,R. Westbrook misses 2-pt shot from 1 ft (block by D. Green),,54-73,,
6:36.0,,,54-73,,Defensive rebound by D. Green
6:17.0,,,54-73,,M. Speights misses 2-pt shot from 18 ft
6:15.0,Defensive rebound by R. Westbrook,,54-73,,
6:12.0,,,54-73,,Personal foul by M. Speights (drawn by S. Adams)
5:57.0,S. Adams makes 2-pt shot from 2 ft (assist by A. Roberson),2,56-73,,
5:45.0,,,56-73,,S. Curry misses 3-pt shot from 27 ft
5:45.0,Defensive rebound by A. Roberson,,56-73,,
5:37.0,K. Durant misses 3-pt shot from 27 ft,,56-73,,
5:36.0,,,56-73,,Defensive rebound by S. Curry
5:29.0,,,56-73,,S. Curry misses 2-pt shot from 12 ft
5:27.0,Defensive rebound by S. Ibaka,,56-73,,
5:20.0,S. Adams makes 2-pt shot at rim (assist by R. Westbrook),2,58-73,,
5:05.0,,,58-76,3,D. Green makes 3-pt shot from 25 ft (assist by S. Curry)
4:43.0,Shooting foul by J. Holiday (drawn by R. Westbrook),,58-76,,
4:43.0,R. Westbrook makes free throw 1 of 2,1,59-76,,
4:43.0,P. Jones enters the game for S. Ibaka,,59-76,,
4:43.0,,,59-76,,D. Lee enters the game for M. Speights
4:43.0,,,59-76,,S. Livingston enters the game for S. Curry
4:43.0,R. Westbrook makes free throw 2 of 2,1,60-76,,
4:34.0,Personal foul by A. Roberson (drawn by D. Green),,60-76,,
4:34.0,,,60-76,,D. Green misses free throw 1 of 2
4:34.0,,,60-76,,Offensive rebound by Team
4:34.0,R. Jackson enters the game for A. Roberson,,60-76,,
4:34.0,,,60-76,,D. Green misses free throw 2 of 2
4:32.0,Defensive rebound by S. Adams,,60-76,,
4:20.0,Shooting foul by D. Green (drawn by R. Westbrook),,60-76,,
4:20.0,R. Westbrook makes free throw 1 of 2,1,61-76,,
4:20.0,A. Morrow enters the game for K. Durant,,61-76,,
4:20.0,R. Westbrook makes free throw 2 of 2,1,62-76,,
4:06.0,,,62-76,,D. Lee misses 2-pt shot from 8 ft
4:04.0,,,62-76,,Offensive rebound by D. Green
4:04.0,,,62-76,,D. Green misses 2-pt shot from 1 ft
4:03.0,,,62-76,,Offensive rebound by D. Green
3:51.0,,,62-76,,Turnover by S. Livingston (bad pass; steal by A. Morrow)
3:45.0,A. Morrow misses 3-pt shot from 27 ft,,62-76,,
3:43.0,,,62-76,,Defensive rebound by J. Holiday
3:28.0,,,62-78,2,J. Holiday makes 2-pt shot from 21 ft (assist by S. Livingston)
3:05.0,R. Jackson misses 2-pt shot from 19 ft,,62-78,,
3:04.0,Offensive rebound by S. Adams,,62-78,,
2:48.0,P. Jones misses 3-pt shot from 24 ft,,62-78,,
2:47.0,,,62-78,,Defensive rebound by D. Green
2:34.0,,,62-78,,D. Green misses 3-pt shot from 25 ft
2:32.0,Defensive rebound by S. Adams,,62-78,,
2:25.0,R. Westbrook misses 3-pt shot from 25 ft,,62-78,,
2:23.0,,,62-78,,Defensive rebound by D. Lee
2:03.0,,,62-81,3,A. Iguodala makes 3-pt shot from 26 ft (assist by D. Lee)
2:03.0,,,62-81,,Shooting foul by R. Jackson (drawn by A. Iguodala)
2:03.0,Oklahoma City full timeout,,62-81,,
2:03.0,S. Ibaka enters the game for S. Adams,,62-81,,
2:03.0,A. Roberson enters the game for R. Westbrook,,62-81,,
2:03.0,,,62-82,1,A. Iguodala makes free throw 1 of 1
1:41.0,P. Jones misses 3-pt shot from 25 ft,,62-82,,
1:39.0,Offensive rebound by S. Ibaka,,62-82,,
1:29.0,R. Jackson misses 3-pt shot from 25 ft,,62-82,,
1:27.0,Offensive rebound by A. Morrow,,62-82,,
1:26.0,Turnover by A. Morrow (lost ball; steal by D. Green),,62-82,,
1:07.0,,,62-82,,A. Iguodala misses 3-pt shot from 26 ft
1:06.0,Defensive rebound by A. Morrow,,62-82,,
0:49.0,A. Morrow makes 3-pt shot from 26 ft (assist by S. Ibaka),3,65-82,,
0:26.0,,,65-84,2,S. Livingston makes 2-pt shot from 3 ft
0:04.0,R. Jackson misses 2-pt shot from 9 ft,,65-84,,
0:02.0,,,65-84,,Defensive rebound by S. Livingston
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:46.0,A. Morrow misses 2-pt shot from 16 ft,,65-84,,
11:45.0,,,65-84,,Defensive rebound by S. Curry
11:34.0,Personal foul by K. Durant (drawn by S. Curry),,65-84,,
11:18.0,,,65-84,,H. Barnes misses 2-pt shot from 15 ft
11:16.0,,,65-84,,Offensive rebound by D. Lee
11:16.0,Personal foul by A. Roberson (drawn by D. Lee),,65-84,,
11:03.0,,,65-84,,H. Barnes misses 2-pt shot from 3 ft
11:02.0,,,65-84,,Offensive rebound by D. Lee
11:02.0,,,65-84,,D. Lee misses 2-pt shot at rim
11:01.0,Defensive rebound by K. Durant,,65-84,,
10:51.0,R. Jackson makes 2-pt shot from 1 ft,2,67-84,,
10:32.0,,,67-84,,Turnover by J. Holiday (bad pass; steal by K. Durant)
10:28.0,A. Roberson makes 2-pt shot at rim (assist by K. Durant),2,69-84,,
10:06.0,,,69-84,,S. Curry misses 3-pt shot from 26 ft
10:05.0,Defensive rebound by K. Durant,,69-84,,
10:02.0,Offensive foul by S. Ibaka,,69-84,,
10:02.0,Turnover by S. Ibaka (offensive foul),,69-84,,
