time,Golden State,pts.away,score,pts.home,Houston
6:27.0,,,11-8,,Shooting foul by A. Bogut (drawn by J. Harden)
6:27.0,,,11-9,1,J. Harden makes free throw 1 of 2
6:27.0,,,11-10,1,J. Harden makes free throw 2 of 2
6:22.0,Turnover by D. Green (lost ball),,11-10,,
6:00.0,,,11-13,3,I. Canaan makes 3-pt shot from 24 ft (assist by T. Ariza)
5:44.0,D. Green makes 2-pt shot at rim (assist by L. Barbosa),2,13-13,,
5:36.0,,,13-15,2,I. Canaan makes 2-pt shot at rim (assist by J. Harden)
5:26.0,Turnover by L. Barbosa (lost ball; steal by J. Harden),,13-15,,
5:20.0,,,13-15,,K. Papanikolaou misses 3-pt shot from 24 ft
5:19.0,Defensive rebound by D. Green,,13-15,,
5:11.0,L. Barbosa makes 2-pt shot at rim (assist by S. Curry),2,15-15,,
5:03.0,,,15-15,,Houston full timeout
5:03.0,,,15-15,,D. Motiejunas enters the game for T. Black
5:03.0,A. Iguodala enters the game for H. Barnes,,15-15,,
4:44.0,,,15-15,,K. Papanikolaou misses 2-pt shot from 10 ft (block by A. Bogut)
4:42.0,Defensive rebound by A. Bogut,,15-15,,
4:22.0,D. Green misses 3-pt shot from 23 ft,,15-15,,
4:20.0,Offensive rebound by A. Bogut,,15-15,,
4:19.0,A. Bogut misses 2-pt shot at rim,,15-15,,
4:18.0,,,15-15,,Defensive rebound by J. Harden
4:08.0,,,15-15,,J. Harden misses 3-pt shot from 26 ft
4:07.0,Defensive rebound by L. Barbosa,,15-15,,
3:51.0,L. Barbosa misses 3-pt shot from 22 ft,,15-15,,
3:50.0,,,15-15,,Defensive rebound by T. Ariza
3:35.0,Violation by D. Green (kicked ball),,15-15,,
3:35.0,,,15-15,,J. Terry enters the game for I. Canaan
3:35.0,M. Speights enters the game for A. Bogut,,15-15,,
3:28.0,,,15-17,2,D. Motiejunas makes 2-pt shot from 1 ft (assist by J. Harden)
3:19.0,Turnover by L. Barbosa (lost ball; steal by K. Papanikolaou),,15-17,,
3:16.0,Personal foul by D. Green (drawn by J. Harden),,15-17,,
3:16.0,,,15-17,,T. Daniels enters the game for K. Papanikolaou
3:09.0,,,15-17,,T. Ariza misses 3-pt shot from 22 ft
3:08.0,Defensive rebound by S. Curry,,15-17,,
3:00.0,D. Green makes 3-pt shot from 24 ft (assist by L. Barbosa),3,18-17,,
2:38.0,,,18-17,,D. Motiejunas misses 2-pt shot from 6 ft
2:37.0,,,18-17,,Offensive rebound by D. Motiejunas
2:33.0,,,18-20,3,T. Daniels makes 3-pt shot from 24 ft (assist by D. Motiejunas)
2:20.0,S. Curry makes 2-pt shot from 22 ft,2,20-20,,
2:11.0,,,20-22,2,J. Harden makes 2-pt shot from 1 ft
2:05.0,Golden State full timeout,,20-22,,
2:05.0,,,20-22,,F. Garcia enters the game for T. Ariza
1:57.0,Shooting foul by T. Daniels (drawn by D. Green),,20-22,,
1:57.0,D. Green makes free throw 1 of 2,1,21-22,,
1:57.0,D. Green misses free throw 2 of 2,,21-22,,
1:57.0,,,21-22,,Defensive rebound by D. Motiejunas
1:33.0,,,21-22,,J. Harden misses 3-pt shot from 23 ft
1:31.0,Defensive rebound by L. Barbosa,,21-22,,
1:23.0,A. Iguodala misses 2-pt shot from 4 ft,,21-22,,
1:22.0,Offensive rebound by M. Speights,,21-22,,
1:21.0,M. Speights makes 2-pt shot from 1 ft,2,23-22,,
1:12.0,H. Barnes enters the game for D. Green,,23-22,,
1:07.0,,,23-22,,Shooting foul by S. Curry (drawn by J. Terry)
1:07.0,,,23-23,1,J. Terry makes free throw 1 of 3
1:07.0,,,23-24,1,J. Terry makes free throw 2 of 3
1:07.0,S. Livingston enters the game for S. Curry,,23-24,,
1:07.0,,,23-25,1,J. Terry makes free throw 3 of 3
0:50.0,Turnover by H. Barnes (traveling),,23-25,,
0:50.0,,,23-25,,I. Canaan enters the game for J. Harden
0:35.0,,,23-25,,T. Daniels misses 3-pt shot from 23 ft
0:34.0,,,23-25,,Offensive rebound by D. Motiejunas
0:34.0,,,23-25,,Shooting foul by H. Barnes (drawn by D. Motiejunas)
0:34.0,,,23-26,1,D. Motiejunas makes free throw 1 of 2
0:34.0,,,23-27,1,D. Motiejunas makes free throw 2 of 2
0:09.0,L. Barbosa misses 3-pt shot from 24 ft,,23-27,,
0:08.0,Offensive rebound by H. Barnes,,23-27,,
0:08.0,,,23-27,,Loose ball foul by T. Daniels (drawn by H. Barnes)
0:08.0,H. Barnes makes free throw 1 of 2,1,24-27,,
0:08.0,H. Barnes makes free throw 2 of 2,1,25-27,,
0:02.0,,,25-27,,Shooting foul by A. Iguodala (drawn by I. Canaan)
0:02.0,,,25-28,1,I. Canaan makes free throw 1 of 2
0:02.0,,,25-29,1,I. Canaan makes free throw 2 of 2
0:00.0,L. Barbosa misses 3-pt shot from 45 ft,,25-29,,
0:00.0,Offensive rebound by Team,,25-29,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:40.0,M. Speights makes 2-pt shot from 7 ft (assist by A. Iguodala),2,27-29,,
11:24.0,,,27-32,3,F. Garcia makes 3-pt shot from 25 ft (assist by T. Daniels)
11:12.0,H. Barnes makes 2-pt shot at rim (assist by S. Livingston),2,29-32,,
10:55.0,,,29-32,,D. Motiejunas misses 2-pt shot from 6 ft
10:53.0,Defensive rebound by A. Iguodala,,29-32,,
10:47.0,S. Livingston misses 2-pt shot at rim,,29-32,,
10:46.0,Offensive rebound by A. Iguodala,,29-32,,
10:46.0,A. Iguodala makes 2-pt shot at rim,2,31-32,,
10:34.0,,,31-32,,Turnover by F. Garcia (lost ball; steal by S. Livingston)
10:26.0,Turnover by A. Iguodala (bad pass),,31-32,,
10:19.0,,,31-32,,Turnover by I. Canaan (lost ball; steal by S. Livingston)
10:14.0,Shooting foul by F. Garcia (drawn by K. Thompson),,31-32,,
10:14.0,K. Thompson makes free throw 1 of 2,1,32-32,,
10:14.0,,,32-32,,T. Ariza enters the game for F. Garcia
10:14.0,,,32-32,,K. Papanikolaou enters the game for T. Daniels
10:14.0,K. Thompson makes free throw 2 of 2,1,33-32,,
10:00.0,,,33-32,,Turnover by D. Motiejunas (3 sec)
9:39.0,S. Livingston misses 2-pt shot from 12 ft,,33-32,,
9:39.0,,,33-32,,Defensive rebound by J. Terry
9:17.0,,,33-35,3,D. Motiejunas makes 3-pt shot from 23 ft (assist by I. Canaan)
9:10.0,Offensive foul by M. Speights,,33-35,,
9:10.0,Turnover by M. Speights (offensive foul),,33-35,,
9:10.0,,,33-35,,T. Black enters the game for D. Motiejunas
8:55.0,,,33-35,,Turnover by J. Terry (bad pass; steal by S. Livingston)
8:54.0,Turnover by S. Livingston (bad pass; steal by T. Ariza),,33-35,,
8:53.0,,,33-35,,Shooting foul by A. Iguodala (drawn by T. Black)
8:53.0,Official timeout,,33-35,,
8:53.0,A. Bogut enters the game for H. Barnes,,33-35,,
8:53.0,D. Green enters the game for A. Iguodala,,33-35,,
8:53.0,S. Curry enters the game for M. Speights,,33-35,,
8:53.0,,,33-35,,T. Black misses free throw 1 of 2
8:53.0,,,33-35,,Offensive rebound by Team
8:53.0,,,33-35,,T. Black misses free throw 2 of 2
8:53.0,,,33-35,,Offensive rebound by K. Papanikolaou
8:41.0,,,33-35,,J. Terry misses 3-pt shot from 25 ft
8:39.0,Defensive rebound by K. Thompson,,33-35,,
8:30.0,K. Thompson misses 2-pt shot from 14 ft,,33-35,,
8:29.0,,,33-35,,Defensive rebound by T. Ariza
8:16.0,,,33-35,,Turnover by J. Terry (bad pass)
8:16.0,,,33-35,,J. Harden enters the game for J. Terry
8:08.0,,,33-35,,Personal foul by K. Papanikolaou (drawn by D. Green)
7:53.0,K. Thompson misses 2-pt shot from 2 ft,,33-35,,
7:51.0,Offensive rebound by A. Bogut,,33-35,,
7:51.0,A. Bogut makes 2-pt shot from 1 ft,2,35-35,,
7:35.0,Personal foul by D. Green (drawn by J. Harden),,35-35,,
7:29.0,,,35-35,,J. Harden misses 3-pt shot from 24 ft
7:28.0,,,35-35,,Offensive rebound by K. Papanikolaou
7:23.0,,,35-35,,T. Ariza misses 2-pt shot at rim
7:22.0,Defensive rebound by A. Bogut,,35-35,,
7:19.0,Turnover by A. Bogut (bad pass),,35-35,,
7:09.0,,,35-37,2,I. Canaan makes 2-pt shot from 16 ft
6:52.0,D. Green misses 3-pt shot from 24 ft,,35-37,,
6:51.0,,,35-37,,Defensive rebound by I. Canaan
6:48.0,,,35-37,,Turnover by I. Canaan (bad pass)
6:39.0,S. Curry makes 2-pt shot from 1 ft,2,37-37,,
6:24.0,,,37-37,,T. Ariza misses 2-pt shot from 3 ft
6:23.0,,,37-37,,Offensive rebound by T. Ariza
6:21.0,,,37-37,,T. Ariza misses 2-pt shot at rim
6:21.0,,,37-37,,Offensive rebound by T. Ariza
6:20.0,,,37-37,,Shooting foul by K. Thompson (drawn by T. Ariza)
6:20.0,,,37-38,1,T. Ariza makes free throw 1 of 2
6:20.0,A. Iguodala enters the game for K. Thompson,,37-38,,
6:20.0,,,37-38,,T. Ariza misses free throw 2 of 2
6:20.0,Defensive rebound by D. Green,,37-38,,
5:57.0,A. Iguodala misses 2-pt shot from 16 ft,,37-38,,
5:56.0,,,37-38,,Defensive rebound by T. Ariza
5:50.0,,,37-40,2,J. Harden makes 2-pt shot at rim
5:39.0,S. Curry misses 3-pt shot from 26 ft,,37-40,,
5:37.0,,,37-40,,Defensive rebound by T. Ariza
5:27.0,,,37-42,2,J. Harden makes 2-pt shot from 9 ft
5:26.0,Golden State full timeout,,37-42,,
5:26.0,,,37-42,,D. Motiejunas enters the game for T. Black
5:26.0,L. Barbosa enters the game for S. Livingston,,37-42,,
5:17.0,,,37-42,,Personal foul by I. Canaan (drawn by S. Curry)
5:03.0,A. Iguodala makes 3-pt shot from 23 ft (assist by D. Green),3,40-42,,
4:49.0,Violation by A. Bogut (kicked ball),,40-42,,
4:43.0,,,40-45,3,J. Harden makes 3-pt shot from 24 ft
4:28.0,Shooting foul by K. Papanikolaou (drawn by A. Iguodala),,40-45,,
4:28.0,A. Iguodala misses free throw 1 of 2,,40-45,,
4:28.0,Offensive rebound by Team,,40-45,,
4:28.0,A. Iguodala makes free throw 2 of 2,1,41-45,,
4:13.0,,,41-47,2,K. Papanikolaou makes 2-pt shot at rim (assist by J. Harden)
4:06.0,S. Curry misses 2-pt shot at rim,,41-47,,
4:05.0,Offensive rebound by Team,,41-47,,
3:56.0,A. Bogut makes 2-pt shot from 8 ft (assist by S. Curry),2,43-47,,
3:38.0,,,43-47,,Turnover by T. Ariza (bad pass)
3:38.0,,,43-47,,J. Terry enters the game for I. Canaan
3:19.0,A. Bogut misses 2-pt shot from 9 ft,,43-47,,
3:17.0,Offensive rebound by S. Curry,,43-47,,
3:15.0,D. Green misses 2-pt shot from 1 ft,,43-47,,
3:13.0,Offensive rebound by A. Bogut,,43-47,,
3:11.0,A. Bogut misses 2-pt shot at rim,,43-47,,
3:11.0,,,43-47,,Defensive rebound by K. Papanikolaou
3:10.0,,,43-47,,J. Harden misses 2-pt shot at rim (block by A. Iguodala)
3:09.0,Defensive rebound by Team,,43-47,,
2:58.0,A. Iguodala misses 2-pt shot from 1 ft,,43-47,,
2:57.0,,,43-47,,Defensive rebound by K. Papanikolaou
2:57.0,Personal foul by A. Bogut (drawn by K. Papanikolaou),,43-47,,
2:57.0,,,43-47,,Houston full timeout
2:44.0,,,43-47,,Turnover by K. Papanikolaou (bad pass; steal by S. Curry)
2:37.0,A. Iguodala misses 3-pt shot from 23 ft,,43-47,,
2:36.0,,,43-47,,Defensive rebound by T. Ariza
2:29.0,,,43-47,,T. Ariza misses 3-pt shot from 25 ft
2:28.0,Defensive rebound by A. Bogut,,43-47,,
2:27.0,Turnover by A. Bogut (lost ball; steal by K. Papanikolaou),,43-47,,
2:11.0,,,43-47,,T. Ariza misses 2-pt shot from 1 ft (block by A. Bogut)
2:10.0,Defensive rebound by Team,,43-47,,
1:56.0,S. Curry misses 2-pt shot from 19 ft,,43-47,,
1:55.0,,,43-47,,Defensive rebound by J. Harden
1:49.0,,,43-47,,K. Papanikolaou misses 2-pt shot at rim (block by D. Green)
1:47.0,Defensive rebound by D. Green,,43-47,,
1:41.0,L. Barbosa makes 2-pt shot from 1 ft (assist by A. Iguodala),2,45-47,,
1:28.0,,,45-47,,J. Harden misses 3-pt shot from 24 ft
1:27.0,Defensive rebound by L. Barbosa,,45-47,,
1:19.0,Turnover by L. Barbosa (lost ball; steal by K. Papanikolaou),,45-47,,
1:10.0,,,45-49,2,T. Ariza makes 2-pt shot at rim (assist by J. Terry)
0:53.0,L. Barbosa misses 2-pt shot from 6 ft,,45-49,,
0:52.0,,,45-49,,Defensive rebound by Team
0:52.0,Loose ball foul by D. Green (drawn by D. Motiejunas),,45-49,,
0:52.0,,,45-49,,F. Garcia enters the game for K. Papanikolaou
0:52.0,,,45-49,,Houston full timeout
0:52.0,H. Barnes enters the game for D. Green,,45-49,,
0:52.0,,,45-50,1,D. Motiejunas makes free throw 1 of 2
0:52.0,,,45-51,1,D. Motiejunas makes free throw 2 of 2
0:39.0,A. Iguodala makes 3-pt shot from 24 ft (assist by H. Barnes),3,48-51,,
0:31.0,,,48-53,2,J. Harden makes 2-pt shot at rim
0:12.0,A. Bogut misses 2-pt shot from 6 ft,,48-53,,
0:11.0,,,48-53,,Defensive rebound by T. Ariza
0:00.0,,,48-56,3,D. Motiejunas makes 3-pt shot from 24 ft (assist by J. Harden)
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:48.0,A. Bogut misses 2-pt shot from 6 ft,,48-56,,
11:47.0,Offensive rebound by A. Bogut,,48-56,,
11:42.0,K. Thompson misses 3-pt shot from 23 ft,,48-56,,
11:41.0,,,48-56,,Defensive rebound by I. Canaan
11:34.0,,,48-56,,J. Harden misses 2-pt shot from 7 ft
11:33.0,Defensive rebound by A. Bogut,,48-56,,
11:26.0,K. Thompson makes 2-pt shot at rim (assist by S. Curry),2,50-56,,
11:04.0,,,50-56,,T. Black misses 2-pt shot from 6 ft
11:03.0,Defensive rebound by S. Curry,,50-56,,
10:56.0,K. Thompson misses 3-pt shot from 24 ft,,50-56,,
10:55.0,Offensive rebound by H. Barnes,,50-56,,
10:54.0,Shooting foul by K. Papanikolaou (drawn by K. Thompson),,50-56,,
10:54.0,K. Thompson makes free throw 1 of 2,1,51-56,,
10:54.0,K. Thompson misses free throw 2 of 2,,51-56,,
10:54.0,,,51-56,,Defensive rebound by T. Ariza
10:40.0,,,51-56,,J. Harden misses 2-pt shot from 12 ft
10:38.0,,,51-56,,Offensive rebound by T. Black
10:37.0,Jump ball: H. Barnes vs. T. Black,,,,Jump ball: H. Barnes vs. T. Black
10:21.0,,,51-58,2,T. Ariza makes 2-pt shot at rim
10:02.0,S. Curry makes 3-pt shot from 24 ft (assist by D. Green),3,54-58,,
9:47.0,,,54-58,,T. Black misses 2-pt shot from 1 ft (block by D. Green)
9:46.0,,,54-58,,Offensive rebound by Team
9:42.0,,,54-58,,I. Canaan misses 3-pt shot from 24 ft
9:41.0,Defensive rebound by A. Bogut,,54-58,,
9:31.0,K. Thompson makes 2-pt shot at rim,2,56-58,,
9:16.0,,,56-58,,Turnover by K. Papanikolaou (discontinued dribble)
9:08.0,Offensive foul by D. Green,,56-58,,
9:08.0,Turnover by D. Green (offensive foul),,56-58,,
9:08.0,Violation by Team (delay of game),,56-58,,
8:51.0,,,56-60,2,I. Canaan makes 2-pt shot at rim
8:40.0,,,56-60,,Personal foul by T. Black (drawn by A. Bogut)
8:40.0,A. Iguodala enters the game for D. Green,,56-60,,
8:35.0,S. Curry misses 3-pt shot from 24 ft,,56-60,,
8:34.0,,,56-60,,Defensive rebound by T. Black
8:25.0,,,56-60,,J. Harden misses 3-pt shot from 24 ft
8:23.0,,,56-60,,Offensive rebound by Team
8:19.0,,,56-60,,K. Papanikolaou misses 3-pt shot from 24 ft
8:18.0,Defensive rebound by S. Curry,,56-60,,
8:03.0,A. Iguodala makes 2-pt shot at rim (assist by K. Thompson),2,58-60,,
7:46.0,,,58-60,,Turnover by T. Ariza (bad pass; steal by A. Iguodala)
7:43.0,Turnover by K. Thompson (bad pass; steal by T. Ariza),,58-60,,
7:40.0,,,58-60,,Turnover by J. Harden (lost ball)
7:40.0,,,58-60,,Houston full timeout
7:40.0,,,58-60,,D. Motiejunas enters the game for T. Black
7:33.0,Turnover by S. Curry (bad pass; steal by D. Motiejunas),,58-60,,
7:28.0,,,58-60,,I. Canaan misses 3-pt shot from 25 ft
7:26.0,,,58-60,,Offensive rebound by D. Motiejunas
7:21.0,,,58-60,,J. Harden misses 2-pt shot from 8 ft
7:20.0,Defensive rebound by K. Thompson,,58-60,,
7:13.0,S. Curry makes 3-pt shot from 22 ft (assist by K. Thompson),3,61-60,,
7:01.0,,,61-60,,D. Motiejunas misses 2-pt shot from 4 ft
6:59.0,,,61-60,,Offensive rebound by K. Papanikolaou
6:46.0,,,61-60,,I. Canaan misses 2-pt shot from 1 ft
6:45.0,Defensive rebound by A. Bogut,,61-60,,
6:39.0,Jump ball: J. Harden vs. A. Iguodala (A. Bogut gains possession),,,,Jump ball: J. Harden vs. A. Iguodala (A. Bogut gains possession)
6:30.0,K. Thompson makes 2-pt shot at rim,2,63-60,,
6:25.0,,,63-60,,Turnover by K. Papanikolaou (bad pass; steal by S. Curry)
6:22.0,S. Curry makes 3-pt shot from 24 ft,3,66-60,,
6:22.0,,,66-60,,Houston full timeout
6:22.0,,,66-60,,J. Terry enters the game for I. Canaan
6:00.0,,,66-60,,J. Terry misses 2-pt shot from 14 ft
5:59.0,Defensive rebound by K. Thompson,,66-60,,
5:53.0,A. Iguodala makes 2-pt shot at rim (assist by K. Thompson),2,68-60,,
5:35.0,,,68-60,,T. Ariza misses 2-pt shot from 2 ft
5:34.0,Defensive rebound by A. Iguodala,,68-60,,
5:29.0,S. Curry misses 3-pt shot from 24 ft,,68-60,,
5:27.0,,,68-60,,Defensive rebound by J. Harden
5:22.0,,,68-60,,T. Ariza misses 3-pt shot from 25 ft
5:20.0,Defensive rebound by S. Curry,,68-60,,
5:20.0,,,68-60,,Personal foul by D. Motiejunas (drawn by S. Curry)
5:07.0,A. Bogut makes 2-pt shot at rim (assist by K. Thompson),2,70-60,,
4:40.0,,,70-60,,J. Harden misses 3-pt shot from 24 ft
4:39.0,Defensive rebound by A. Bogut,,70-60,,
4:21.0,A. Iguodala misses 3-pt shot from 24 ft,,70-60,,
4:20.0,,,70-60,,Defensive rebound by D. Motiejunas
4:01.0,,,70-60,,J. Terry misses 3-pt shot from 23 ft
4:00.0,Defensive rebound by A. Bogut,,70-60,,
3:52.0,K. Thompson misses 2-pt shot at rim,,70-60,,
3:51.0,,,70-60,,Defensive rebound by J. Harden
3:44.0,,,70-60,,T. Ariza misses 3-pt shot from 24 ft
3:42.0,,,70-60,,Offensive rebound by K. Papanikolaou
3:37.0,,,70-63,3,J. Terry makes 3-pt shot from 24 ft (assist by J. Harden)
3:35.0,Golden State full timeout,,70-63,,
3:35.0,,,70-63,,F. Garcia enters the game for T. Ariza
3:35.0,,,70-63,,I. Canaan enters the game for K. Papanikolaou
3:19.0,Turnover by H. Barnes (lost ball; steal by F. Garcia),,70-63,,
3:05.0,,,70-65,2,J. Harden makes 2-pt shot from 16 ft
2:50.0,K. Thompson misses 2-pt shot from 20 ft,,70-65,,
2:49.0,,,70-65,,Defensive rebound by I. Canaan
2:40.0,,,70-65,,D. Motiejunas misses 3-pt shot from 24 ft
2:38.0,Defensive rebound by H. Barnes,,70-65,,
2:21.0,Shooting foul by J. Terry (drawn by K. Thompson),,70-65,,
2:21.0,K. Thompson makes free throw 1 of 2,1,71-65,,
2:21.0,S. Livingston enters the game for S. Curry,,71-65,,
2:21.0,L. Barbosa enters the game for H. Barnes,,71-65,,
2:21.0,K. Thompson makes free throw 2 of 2,1,72-65,,
2:09.0,,,72-65,,D. Motiejunas misses 2-pt shot from 1 ft (block by A. Bogut)
2:07.0,Defensive rebound by A. Bogut,,72-65,,
2:03.0,L. Barbosa makes 2-pt shot at rim (assist by K. Thompson),2,74-65,,
1:49.0,,,74-67,2,I. Canaan makes 2-pt shot at rim
1:38.0,Turnover by K. Thompson (lost ball; steal by D. Motiejunas),,74-67,,
1:29.0,,,74-67,,J. Terry misses 3-pt shot from 23 ft
1:28.0,,,74-67,,Offensive rebound by D. Motiejunas
1:21.0,,,74-67,,F. Garcia misses 3-pt shot from 25 ft
1:20.0,Defensive rebound by A. Bogut,,74-67,,
1:06.0,K. Thompson misses 2-pt shot from 17 ft,,74-67,,
1:05.0,,,74-67,,Defensive rebound by J. Harden
0:56.0,,,74-67,,Turnover by J. Terry (lost ball; steal by L. Barbosa)
0:50.0,Turnover by S. Livingston (lost ball; steal by F. Garcia),,74-67,,
0:49.0,Personal foul by S. Livingston (drawn by F. Garcia),,74-67,,
0:49.0,F. Ezeli enters the game for A. Bogut,,74-67,,
0:49.0,,,74-67,,K. Papanikolaou enters the game for D. Motiejunas
0:36.0,,,74-67,,K. Papanikolaou misses 2-pt shot from 1 ft (block by F. Ezeli)
0:34.0,Defensive rebound by K. Thompson,,74-67,,
0:30.0,Turnover by K. Thompson (lost ball; steal by J. Terry),,74-67,,
0:28.0,Personal foul by L. Barbosa (drawn by J. Harden),,74-67,,
0:28.0,,,74-68,1,J. Harden makes free throw 1 of 2
0:28.0,M. Speights enters the game for F. Ezeli,,74-68,,
0:28.0,,,74-69,1,J. Harden makes free throw 2 of 2
0:08.0,S. Livingston misses 2-pt shot from 13 ft,,74-69,,
0:06.0,Offensive rebound by M. Speights,,74-69,,
0:06.0,M. Speights makes 2-pt shot at rim,2,76-69,,
0:02.0,,,76-69,,Offensive charge foul by K. Papanikolaou
0:02.0,,,76-69,,Turnover by K. Papanikolaou (offensive foul)
0:00.0,K. Thompson misses 3-pt shot from 48 ft,,76-69,,
0:00.0,Offensive rebound by Team,,76-69,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:40.0,,,76-71,2,D. Motiejunas makes 2-pt shot from 3 ft
11:15.0,D. Green misses 2-pt shot from 16 ft,,76-71,,
11:15.0,Offensive rebound by Team,,76-71,,
11:15.0,,,76-71,,Loose ball foul by D. Motiejunas (drawn by F. Ezeli)
11:05.0,F. Ezeli misses 2-pt shot from 7 ft,,76-71,,
11:04.0,Offensive rebound by F. Ezeli,,76-71,,
10:59.0,D. Green misses 2-pt shot from 8 ft,,76-71,,
10:58.0,Offensive rebound by Team,,76-71,,
10:42.0,D. Green makes 2-pt shot from 1 ft (assist by S. Livingston),2,78-71,,
10:33.0,,,78-71,,Shooting foul by F. Ezeli (drawn by I. Canaan)
10:33.0,,,78-72,1,I. Canaan makes free throw 1 of 2
10:33.0,,,78-72,,T. Ariza enters the game for F. Garcia
10:33.0,S. Curry enters the game for A. Iguodala,,78-72,,
10:33.0,,,78-73,1,I. Canaan makes free throw 2 of 2
10:12.0,D. Green misses 3-pt shot from 24 ft,,78-73,,
10:09.0,Offensive rebound by Team,,78-73,,
9:58.0,Turnover by S. Curry (bad pass; steal by J. Terry),,78-73,,
9:55.0,Violation by L. Barbosa (def goaltending),,78-73,,
9:55.0,,,78-75,2,J. Terry makes 2-pt shot at rim
9:40.0,Turnover by S. Livingston (lost ball),,78-75,,
9:35.0,,,78-75,,J. Harden misses 3-pt shot from 25 ft
9:32.0,Defensive rebound by D. Green,,78-75,,
9:32.0,,,78-75,,Personal foul by D. Motiejunas (drawn by D. Green)
9:32.0,A. Bogut enters the game for F. Ezeli,,78-75,,
9:25.0,,,78-75,,Personal foul by T. Ariza (drawn by S. Livingston)
9:14.0,L. Barbosa misses 2-pt shot at rim,,78-75,,
9:13.0,,,78-75,,Defensive rebound by D. Motiejunas
9:00.0,,,78-77,2,D. Motiejunas makes 2-pt shot at rim (assist by J. Harden)
8:49.0,Shooting foul by I. Canaan (drawn by S. Curry),,78-77,,
8:49.0,Official timeout,,78-77,,
8:49.0,S. Curry makes free throw 1 of 2,1,79-77,,
8:49.0,K. Thompson enters the game for L. Barbosa,,79-77,,
8:49.0,S. Curry makes free throw 2 of 2,1,80-77,,
8:28.0,,,80-80,3,I. Canaan makes 3-pt shot from 25 ft
8:09.0,A. Bogut misses 2-pt shot from 7 ft,,80-80,,
8:07.0,Offensive rebound by S. Livingston,,80-80,,
8:07.0,S. Livingston misses 2-pt shot from 1 ft,,80-80,,
8:07.0,Offensive rebound by D. Green,,80-80,,
8:07.0,D. Green makes 2-pt shot at rim,2,82-80,,
7:44.0,,,82-80,,Turnover by I. Canaan (bad pass; steal by S. Livingston)
