time,Dallas,pts.away,score,pts.home,Houston
7:15.0,J. Barea makes 2-pt shot from 9 ft,2,87-95,,
7:03.0,,,87-95,,Offensive foul by D. Howard
7:03.0,,,87-95,,Turnover by D. Howard (offensive foul)
7:03.0,,,87-95,,J. Smith enters the game for D. Howard
7:03.0,,,87-95,,J. Harden enters the game for T. Ariza
6:52.0,R. Rondo makes 2-pt shot from 2 ft,2,89-95,,
6:38.0,,,89-95,,Shooting foul by R. Rondo (drawn by T. Jones)
6:38.0,,,89-96,1,T. Jones makes free throw 1 of 2
6:38.0,,,89-97,1,T. Jones makes free throw 2 of 2
6:20.0,R. Rondo misses 2-pt shot from 18 ft,,89-97,,
6:19.0,,,89-97,,Defensive rebound by T. Jones
6:07.0,,,89-100,3,C. Brewer makes 3-pt shot from 24 ft (assist by J. Harden)
6:07.0,Dallas full timeout,,89-100,,
6:07.0,,,89-100,,J. Terry enters the game for P. Prigioni
6:07.0,M. Ellis enters the game for D. Nowitzki,,89-100,,
5:48.0,C. Parsons makes 2-pt shot from 2 ft (assist by J. Barea),2,91-100,,
5:34.0,,,91-100,,T. Jones misses 2-pt shot from 1 ft
5:33.0,Defensive rebound by C. Parsons,,91-100,,
5:25.0,J. Barea misses 2-pt shot from 5 ft,,91-100,,
5:24.0,Offensive rebound by T. Chandler,,91-100,,
5:24.0,T. Chandler makes 2-pt shot at rim,2,93-100,,
4:54.0,,,93-103,3,C. Brewer makes 3-pt shot from 23 ft (assist by J. Harden)
4:34.0,C. Parsons misses 2-pt shot from 6 ft,,93-103,,
4:33.0,,,93-103,,Defensive rebound by T. Jones
4:28.0,,,93-103,,J. Terry misses 3-pt shot from 26 ft
4:27.0,,,93-103,,Offensive rebound by T. Jones
4:27.0,,,93-103,,Shooting foul by R. Rondo (drawn by T. Jones)
4:27.0,,,93-104,1,T. Jones makes free throw 1 of 2
4:27.0,D. Nowitzki enters the game for J. Barea,,93-104,,
4:27.0,,,93-105,1,T. Jones makes free throw 2 of 2
4:12.0,C. Parsons makes 2-pt shot at rim,2,95-105,,
4:09.0,Personal take foul by T. Chandler (drawn by J. Smith),,95-105,,
4:09.0,,,95-105,,J. Smith misses free throw 1 of 2
4:09.0,,,95-105,,Offensive rebound by Team
4:09.0,,,95-106,1,J. Smith makes free throw 2 of 2
4:08.0,,,95-106,,Personal take foul by C. Brewer (drawn by R. Rondo)
4:08.0,,,95-106,,T. Ariza enters the game for J. Smith
3:51.0,Turnover by D. Nowitzki (bad pass),,95-106,,
3:36.0,,,95-106,,J. Terry misses 2-pt shot from 16 ft
3:35.0,Defensive rebound by T. Chandler,,95-106,,
3:25.0,C. Parsons misses 3-pt shot from 24 ft,,95-106,,
3:24.0,,,95-106,,Defensive rebound by T. Ariza
3:20.0,,,95-108,2,C. Brewer makes 2-pt shot from 2 ft
3:20.0,,,95-108,,Shooting foul by M. Ellis (drawn by C. Brewer)
3:20.0,J. Barea enters the game for R. Rondo,,95-108,,
3:20.0,,,95-109,1,C. Brewer makes free throw 1 of 1
3:08.0,D. Nowitzki misses 2-pt shot from 9 ft,,95-109,,
3:07.0,,,95-109,,Defensive rebound by T. Ariza
3:03.0,,,95-109,,Shooting foul by J. Barea (drawn by J. Harden)
3:03.0,,,95-110,1,J. Harden makes free throw 1 of 2
3:03.0,,,95-110,,J. Harden misses free throw 2 of 2
3:03.0,Defensive rebound by D. Nowitzki,,95-110,,
2:49.0,Turnover by M. Ellis (bad pass; steal by T. Ariza),,95-110,,
2:43.0,,,95-110,,T. Jones misses 2-pt shot from 2 ft
2:43.0,Defensive rebound by T. Chandler,,95-110,,
2:37.0,J. Barea makes 2-pt shot from 1 ft (assist by M. Ellis),2,97-110,,
2:15.0,,,97-110,,Shooting foul by D. Nowitzki (drawn by T. Jones)
2:15.0,,,97-110,,Houston full timeout
2:15.0,,,97-110,,D. Howard enters the game for J. Terry
2:15.0,,,97-110,,T. Jones misses free throw 1 of 2
2:15.0,,,97-110,,Offensive rebound by Team
2:15.0,,,97-111,1,T. Jones makes free throw 2 of 2
2:11.0,,,97-111,,Personal foul by C. Brewer (drawn by M. Ellis)
2:11.0,M. Ellis makes free throw 1 of 2,1,98-111,,
2:11.0,,,98-111,,J. Terry enters the game for D. Howard
2:11.0,M. Ellis misses free throw 2 of 2,,98-111,,
2:11.0,,,98-111,,Defensive rebound by T. Ariza
1:49.0,,,98-111,,T. Jones misses 2-pt shot from 3 ft
1:48.0,Defensive rebound by T. Chandler,,98-111,,
1:41.0,J. Barea misses 2-pt shot from 3 ft,,98-111,,
1:40.0,Offensive rebound by D. Nowitzki,,98-111,,
1:40.0,D. Nowitzki makes 2-pt shot from 1 ft,2,100-111,,
1:18.0,,,100-111,,C. Brewer misses 3-pt shot from 23 ft
1:17.0,,,100-111,,Offensive rebound by T. Ariza
1:05.0,Personal foul by D. Nowitzki (drawn by T. Jones),,100-111,,
1:05.0,,,100-111,,T. Jones misses free throw 1 of 2
1:05.0,,,100-111,,Offensive rebound by Team
1:05.0,,,100-111,,D. Howard enters the game for J. Terry
1:05.0,,,100-111,,T. Jones misses free throw 2 of 2
1:05.0,Defensive rebound by T. Chandler,,100-111,,
1:04.0,Dallas full timeout,,100-111,,
1:04.0,C. Villanueva enters the game for T. Chandler,,100-111,,
1:04.0,,,100-111,,J. Smith enters the game for D. Howard
0:59.0,D. Nowitzki misses 2-pt shot from 5 ft,,100-111,,
0:58.0,,,100-111,,Defensive rebound by T. Ariza
0:51.0,Personal take foul by M. Ellis (drawn by T. Jones),,100-111,,
0:51.0,,,100-112,1,T. Jones makes free throw 1 of 2
0:51.0,,,100-113,1,T. Jones makes free throw 2 of 2
0:46.0,C. Villanueva makes 3-pt shot from 26 ft (assist by J. Barea),3,103-113,,
0:44.0,Personal take foul by M. Ellis (drawn by C. Brewer),,103-113,,
0:44.0,,,103-113,,C. Brewer misses free throw 1 of 2
0:44.0,,,103-113,,Offensive rebound by Team
0:44.0,,,103-114,1,C. Brewer makes free throw 2 of 2
0:34.0,C. Villanueva makes 3-pt shot from 24 ft (assist by J. Barea),3,106-114,,
0:28.0,Personal take foul by M. Ellis (drawn by J. Harden),,106-114,,
0:28.0,,,106-115,1,J. Harden makes free throw 1 of 2
0:28.0,,,106-115,,J. Terry enters the game for T. Jones
0:28.0,,,106-116,1,J. Harden makes free throw 2 of 2
0:20.0,J. Barea makes 2-pt shot from 1 ft,2,108-116,,
0:17.0,Personal take foul by C. Villanueva (drawn by J. Harden),,108-116,,
0:17.0,,,108-117,1,J. Harden makes free throw 1 of 2
0:17.0,A. Aminu enters the game for D. Nowitzki,,108-117,,
0:17.0,R. Jefferson enters the game for C. Parsons,,108-117,,
0:17.0,,,108-118,1,J. Harden makes free throw 2 of 2
0:08.0,M. Ellis misses 3-pt shot from 28 ft,,108-118,,
0:07.0,,,108-118,,Defensive rebound by J. Harden
0:00.0,End of 4th quarter,,,,End of 4th quarter
