time,Washington,pts.away,score,pts.home,Atlanta
2:58.0,,,90-100,,Turnover by K. Bazemore (lost ball; steal by P. Pierce)
2:52.0,N. Hilario misses 2-pt shot from 1 ft,,90-100,,
2:50.0,Offensive rebound by B. Beal,,90-100,,
2:47.0,B. Beal misses 3-pt shot from 22 ft,,90-100,,
2:46.0,Offensive rebound by M. Gortat,,90-100,,
2:40.0,J. Wall makes 2-pt shot from 1 ft,2,92-100,,
2:39.0,,,92-100,,Atlanta full timeout
2:39.0,,,92-100,,D. Carroll enters the game for K. Bazemore
2:23.0,,,92-100,,P. Millsap misses 3-pt shot from 23 ft
2:21.0,Defensive rebound by J. Wall,,92-100,,
2:09.0,P. Pierce misses 2-pt shot from 1 ft,,92-100,,
2:08.0,,,92-100,,Defensive rebound by P. Millsap
1:54.0,,,92-102,2,J. Teague makes 2-pt shot from 1 ft
1:54.0,,,92-102,,Shooting foul by M. Gortat (drawn by J. Teague)
1:54.0,M. Webster enters the game for M. Gortat,,92-102,,
1:54.0,,,92-103,1,J. Teague makes free throw 1 of 1
1:44.0,J. Wall misses 2-pt shot from 12 ft,,92-103,,
1:41.0,,,92-103,,Defensive rebound by A. Horford
1:29.0,,,92-103,,Turnover by J. Teague (bad pass; steal by M. Webster)
1:26.0,Turnover by M. Webster (bad pass; steal by J. Teague),,92-103,,
1:01.0,,,92-103,,A. Horford misses 2-pt shot from 1 ft
1:01.0,,,92-103,,Offensive rebound by A. Horford
1:01.0,,,92-105,2,A. Horford makes 2-pt shot from 1 ft
0:48.0,B. Beal misses 3-pt shot from 25 ft,,92-105,,
0:46.0,Offensive rebound by P. Pierce,,92-105,,
0:44.0,P. Pierce misses 2-pt shot at rim,,92-105,,
0:44.0,Offensive rebound by Team,,92-105,,
0:44.0,G. Temple enters the game for P. Pierce,,92-105,,
0:44.0,K. Seraphin enters the game for N. Hilario,,92-105,,
0:44.0,O. Porter enters the game for B. Beal,,92-105,,
0:44.0,J. Wall enters the game for,,92-105,,
0:44.0,,,92-105,,D. Carroll enters the game for
0:44.0,,,92-105,,K. Bazemore enters the game for P. Millsap
0:44.0,,,92-105,,P. Antic enters the game for A. Horford
0:44.0,,,92-105,,D. Schroder enters the game for K. Korver
0:44.0,,,92-105,,M. Scott enters the game for J. Teague
0:33.0,G. Temple makes 2-pt shot from 1 ft (assist by M. Webster),2,94-105,,
0:09.0,,,94-105,,D. Schroder misses 2-pt shot from 3 ft
0:05.0,Defensive rebound by K. Seraphin,,94-105,,
0:04.0,G. Temple makes 2-pt shot from 1 ft,2,96-105,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
