time,Boston,pts.away,score,pts.home,Philadelphia
10:23.0,K. Olynyk makes 2-pt shot from 15 ft,2,92-66,,
10:09.0,,,92-68,2,N. Noel makes 2-pt shot from 2 ft (assist by M. Carter-Williams)
9:43.0,B. Bass makes 2-pt shot from 15 ft (assist by P. Pressey),2,94-68,,
9:36.0,,,94-68,,Philadelphia full timeout
9:36.0,J. Sullinger enters the game for K. Olynyk,,94-68,,
9:36.0,,,94-68,,F. Aldemir enters the game for L. Mbah a Moute
9:32.0,,,94-68,,Shooting foul by G. Wallace (drawn by M. Carter-Williams)
9:32.0,,,94-68,,M. Carter-Williams misses free throw 1 of 2
9:32.0,,,94-68,,Offensive rebound by Team
9:32.0,,,94-69,1,M. Carter-Williams makes free throw 2 of 2
9:15.0,Turnover by J. Sullinger (3 sec),,94-69,,
8:59.0,,,94-69,,M. Carter-Williams misses 3-pt shot from 25 ft
8:59.0,,,94-69,,Offensive rebound by Team
8:59.0,Loose ball foul by B. Bass (drawn by F. Aldemir),,94-69,,
8:59.0,A. Bradley enters the game for G. Wallace,,94-69,,
8:53.0,Personal foul by P. Pressey (drawn by M. Carter-Williams),,94-69,,
8:48.0,,,94-71,2,M. Carter-Williams makes 2-pt shot from 7 ft (assist by R. Covington)
8:33.0,A. Bradley misses 3-pt shot from 25 ft,,94-71,,
8:30.0,Offensive rebound by J. Sullinger,,94-71,,
8:28.0,J. Sullinger misses 2-pt shot from 4 ft,,94-71,,
8:28.0,Offensive rebound by J. Sullinger,,94-71,,
8:24.0,,,94-71,,Personal foul by M. Carter-Williams
8:19.0,E. Turner misses 2-pt shot from 18 ft,,94-71,,
8:17.0,,,94-71,,Defensive rebound by M. Carter-Williams
8:11.0,,,94-71,,R. Covington misses 3-pt shot from 26 ft
8:07.0,Defensive rebound by A. Bradley,,94-71,,
8:03.0,,,94-71,,Personal foul by T. Wroten (drawn by P. Pressey)
7:54.0,Shooting foul by F. Aldemir (drawn by P. Pressey),,94-71,,
7:54.0,P. Pressey makes free throw 1 of 2,1,95-71,,
7:54.0,P. Pressey makes free throw 2 of 2,1,96-71,,
7:41.0,,,96-71,,M. Carter-Williams misses 3-pt shot from 24 ft
7:39.0,,,96-71,,Offensive rebound by Team
7:29.0,,,96-71,,R. Covington misses 2-pt shot from 4 ft
7:27.0,,,96-71,,Offensive rebound by R. Covington
7:22.0,T. Zeller enters the game for B. Bass,,96-71,,
7:06.0,,,96-71,,M. Carter-Williams misses 2-pt shot from 20 ft
7:05.0,Defensive rebound by T. Zeller,,96-71,,
6:52.0,J. Sullinger misses 2-pt shot from 1 ft (block by N. Noel),,96-71,,
6:51.0,,,96-71,,Defensive rebound by R. Covington
6:49.0,Personal foul by P. Pressey (drawn by R. Covington),,96-71,,
6:39.0,,,96-71,,Shooting foul by E. Turner (drawn by R. Covington)
6:39.0,,,96-71,,J. Sampson enters the game for M. Carter-Williams
6:39.0,,,96-72,1,R. Covington makes free throw 1 of 2
6:39.0,,,96-72,,J. Grant enters the game for F. Aldemir
6:39.0,,,96-73,1,R. Covington makes free throw 2 of 2
6:17.0,A. Bradley misses 2-pt shot from 5 ft (block by N. Noel),,96-73,,
6:15.0,,,96-73,,Defensive rebound by N. Noel
5:58.0,,,96-73,,J. Sampson misses 3-pt shot from 24 ft
5:57.0,,,96-73,,Offensive rebound by Team
5:57.0,Official timeout,,96-73,,
5:46.0,,,96-73,,Shooting foul by A. Bradley (drawn by J. Sampson)
5:46.0,,,96-74,1,J. Sampson makes free throw 1 of 2
5:46.0,,,96-75,1,J. Sampson makes free throw 2 of 2
5:23.0,E. Turner misses 3-pt shot from 25 ft,,96-75,,
5:23.0,,,96-75,,Defensive rebound by Team
5:23.0,,,96-75,,K. McDaniels enters the game for R. Covington
5:04.0,,,96-77,2,J. Sampson makes 2-pt shot from 7 ft (assist by N. Noel)
4:52.0,T. Zeller misses 2-pt shot from 5 ft,,96-77,,
4:50.0,,,96-77,,Defensive rebound by N. Noel
4:42.0,,,96-77,,N. Noel misses 2-pt shot from 14 ft
4:41.0,Defensive rebound by P. Pressey,,96-77,,
4:41.0,,,96-77,,Personal foul by J. Grant (drawn by P. Pressey)
4:41.0,K. Olynyk enters the game for J. Sullinger,,96-77,,
4:25.0,T. Zeller makes 2-pt shot at rim (assist by E. Turner),2,98-77,,
4:19.0,,,98-77,,J. Grant misses 2-pt shot from 1 ft
4:16.0,Defensive rebound by E. Turner,,98-77,,
4:09.0,T. Zeller misses 2-pt shot from 2 ft (block by K. McDaniels),,98-77,,
4:07.0,,,98-77,,Defensive rebound by J. Sampson
4:05.0,,,98-77,,Offensive charge foul by J. Sampson
4:05.0,,,98-77,,Turnover by J. Sampson (offensive foul)
4:05.0,,,98-77,,F. Aldemir enters the game for N. Noel
3:54.0,A. Bradley makes 2-pt shot from 16 ft (assist by T. Zeller),2,100-77,,
3:45.0,,,100-79,2,K. McDaniels makes 2-pt shot from 1 ft
3:32.0,E. Turner misses 2-pt shot from 3 ft,,100-79,,
3:31.0,Offensive rebound by T. Zeller,,100-79,,
3:31.0,Shooting foul by K. McDaniels (drawn by T. Zeller),,100-79,,
3:31.0,T. Zeller makes free throw 1 of 2,1,101-79,,
3:31.0,T. Zeller makes free throw 2 of 2,1,102-79,,
3:18.0,,,102-79,,Shooting foul by T. Zeller (drawn by K. McDaniels)
3:18.0,,,102-80,1,K. McDaniels makes free throw 1 of 2
3:18.0,,,102-81,1,K. McDaniels makes free throw 2 of 2
3:02.0,T. Zeller misses 2-pt shot from 7 ft,,102-81,,
3:01.0,Offensive rebound by T. Zeller,,102-81,,
2:59.0,T. Zeller misses 2-pt shot from 3 ft (block by K. McDaniels),,102-81,,
2:57.0,Offensive rebound by K. Olynyk,,102-81,,
2:54.0,A. Bradley misses 3-pt shot from 24 ft,,102-81,,
2:52.0,Offensive rebound by K. Olynyk,,102-81,,
2:34.0,A. Bradley misses 2-pt shot from 18 ft,,102-81,,
2:33.0,,,102-81,,Defensive rebound by T. Wroten
2:22.0,,,102-81,,K. McDaniels misses 2-pt shot from 2 ft
2:21.0,,,102-81,,Offensive rebound by Team
2:21.0,Boston full timeout,,102-81,,
2:21.0,D. Powell enters the game for A. Bradley,,102-81,,
2:19.0,,,102-81,,Turnover by T. Wroten (bad pass; steal by D. Powell)
2:04.0,,,102-81,,Personal foul by K. McDaniels (drawn by D. Powell)
2:04.0,D. Powell misses free throw 1 of 2,,102-81,,
2:04.0,Offensive rebound by Team,,102-81,,
2:04.0,D. Powell makes free throw 2 of 2,1,103-81,,
1:51.0,,,103-83,2,J. Grant makes 2-pt shot from 1 ft (assist by J. Sampson)
1:38.0,K. Olynyk misses 2-pt shot from 1 ft (block by J. Sampson),,103-83,,
1:36.0,,,103-83,,Defensive rebound by J. Sampson
1:18.0,,,103-83,,J. Grant misses 3-pt shot from 25 ft
1:16.0,Defensive rebound by P. Pressey,,103-83,,
1:05.0,Turnover by E. Turner (bad pass; steal by J. Grant),,103-83,,
0:57.0,,,103-85,2,J. Sampson makes 2-pt shot from 16 ft (assist by F. Aldemir)
0:44.0,Turnover by K. Olynyk (bad pass),,103-85,,
0:36.0,,,103-85,,F. Aldemir misses 2-pt shot from 2 ft
0:34.0,Defensive rebound by T. Zeller,,103-85,,
0:28.0,E. Turner makes 2-pt shot from 17 ft (assist by P. Pressey),2,105-85,,
0:20.0,,,105-85,,J. Grant misses 2-pt shot from 16 ft
0:18.0,,,105-85,,Offensive rebound by F. Aldemir
0:12.0,,,105-85,,F. Aldemir misses 2-pt shot from 8 ft (block by T. Zeller)
0:12.0,,,105-85,,Offensive rebound by F. Aldemir
0:11.0,,,105-87,2,F. Aldemir makes 2-pt shot from 17 ft
0:00.0,End of 4th quarter,,,,End of 4th quarter
