time,LA Clippers,pts.away,score,pts.home,Houston
11:44.0,Personal foul by M. Barnes (drawn by J. Harden),,85-83,,
11:30.0,,,85-83,,J. Harden misses 3-pt shot from 26 ft
11:28.0,,,85-83,,Offensive rebound by T. Ariza
11:27.0,,,85-85,2,T. Ariza makes 2-pt shot from 3 ft
11:00.0,J. Crawford makes 3-pt shot from 25 ft,3,88-85,,
10:46.0,,,88-85,,Shooting foul by A. Rivers (drawn by J. Harden)
10:46.0,,,88-86,1,J. Harden makes free throw 1 of 2
10:46.0,J. Redick enters the game for A. Rivers,,88-86,,
10:46.0,,,88-87,1,J. Harden makes free throw 2 of 2
10:33.0,Turnover by J. Redick (bad pass; steal by J. Harden),,88-87,,
10:26.0,,,88-90,3,T. Ariza makes 3-pt shot from 25 ft (assist by P. Prigioni)
10:04.0,Jump ball: C. Brewer vs. B. Griffin,,,,Jump ball: C. Brewer vs. B. Griffin
9:56.0,J. Crawford misses 2-pt shot from 7 ft,,88-90,,
9:55.0,,,88-90,,Defensive rebound by J. Harden
9:45.0,,,88-93,3,J. Harden makes 3-pt shot from 24 ft (assist by P. Prigioni)
9:45.0,LA Clippers full timeout,,88-93,,
9:32.0,Shooting foul by T. Ariza (drawn by B. Griffin),,88-93,,
9:32.0,B. Griffin makes free throw 1 of 2,1,89-93,,
9:32.0,B. Griffin misses free throw 2 of 2,,89-93,,
9:32.0,,,89-93,,Defensive rebound by T. Ariza
9:22.0,,,89-93,,Turnover by P. Prigioni (bad pass; steal by B. Griffin)
9:18.0,Offensive charge foul by J. Redick,,89-93,,
9:18.0,Turnover by J. Redick (offensive foul),,89-93,,
8:56.0,,,89-95,2,T. Ariza makes 2-pt shot from 2 ft (assist by J. Harden)
8:36.0,B. Griffin misses 2-pt shot from 13 ft,,89-95,,
8:35.0,,,89-95,,Defensive rebound by D. Howard
8:27.0,,,89-98,3,J. Harden makes 3-pt shot from 25 ft
8:10.0,J. Crawford makes 2-pt shot from 19 ft,2,91-98,,
7:55.0,,,91-98,,T. Ariza misses 3-pt shot from 25 ft
7:54.0,Defensive rebound by J. Crawford,,91-98,,
7:40.0,B. Griffin misses 2-pt shot at rim (block by D. Howard),,91-98,,
7:38.0,,,91-98,,Defensive rebound by D. Howard
7:36.0,Shooting block foul by J. Redick (drawn by C. Brewer),,91-98,,
7:36.0,,,91-99,1,C. Brewer makes free throw 1 of 2
7:36.0,A. Rivers enters the game for D. Jordan,,91-99,,
7:36.0,,,91-100,1,C. Brewer makes free throw 2 of 2
7:24.0,J. Crawford misses 2-pt shot from 15 ft,,91-100,,
7:23.0,,,91-100,,Defensive rebound by D. Howard
7:15.0,Jump ball: B. Griffin vs. J. Harden (T. Ariza gains possession),,,,Jump ball: B. Griffin vs. J. Harden (T. Ariza gains possession)
6:58.0,,,91-100,,J. Harden misses 2-pt shot from 2 ft
6:57.0,Defensive rebound by B. Griffin,,91-100,,
6:51.0,A. Rivers makes 3-pt shot from 25 ft (assist by B. Griffin),3,94-100,,
6:45.0,Personal take foul by J. Crawford (drawn by D. Howard),,94-100,,
6:45.0,,,94-101,1,D. Howard makes free throw 1 of 2
6:45.0,,,94-101,,D. Howard misses free throw 2 of 2
6:45.0,Defensive rebound by B. Griffin,,94-101,,
6:28.0,A. Rivers makes 2-pt shot from 3 ft (assist by M. Barnes),2,96-101,,
6:20.0,Personal take foul by J. Crawford (drawn by D. Howard),,96-101,,
6:20.0,,,96-102,1,D. Howard makes free throw 1 of 2
6:20.0,,,96-103,1,D. Howard makes free throw 2 of 2
6:18.0,,,96-103,,Personal foul by P. Prigioni (drawn by A. Rivers)
6:18.0,,,96-103,,T. Jones enters the game for D. Howard
6:09.0,M. Barnes misses 3-pt shot from 25 ft,,96-103,,
6:07.0,,,96-103,,Defensive rebound by T. Jones
5:53.0,,,96-103,,Turnover by T. Jones (lost ball; steal by J. Crawford)
5:49.0,Turnover by B. Griffin (lost ball),,96-103,,
5:49.0,Official timeout,,96-103,,
5:31.0,Jump ball: C. Brewer vs. B. Griffin (T. Jones gains possession),,,,Jump ball: C. Brewer vs. B. Griffin (T. Jones gains possession)
5:27.0,,,96-105,2,T. Jones makes 2-pt shot at rim
5:00.0,M. Barnes misses 3-pt shot from 25 ft,,96-105,,
4:59.0,,,96-105,,Defensive rebound by T. Ariza
4:47.0,,,96-105,,C. Brewer misses 3-pt shot from 23 ft
4:46.0,,,96-105,,Offensive rebound by J. Harden
4:45.0,,,96-105,,Shooting foul by A. Rivers (drawn by J. Harden)
4:45.0,,,96-106,1,J. Harden makes free throw 1 of 2
4:45.0,,,96-107,1,J. Harden makes free throw 2 of 2
4:33.0,,,96-107,,Personal foul by P. Prigioni (drawn by B. Griffin)
4:31.0,Shooting foul by T. Jones (drawn by B. Griffin),,96-107,,
4:31.0,B. Griffin misses free throw 1 of 2,,96-107,,
4:31.0,Offensive rebound by Team,,96-107,,
4:31.0,B. Griffin makes free throw 2 of 2,1,97-107,,
4:09.0,,,97-107,,J. Harden misses 2-pt shot from 20 ft
4:08.0,,,97-107,,Offensive rebound by T. Jones
3:57.0,,,97-109,2,J. Harden makes 2-pt shot from 1 ft
3:47.0,A. Rivers makes 2-pt shot from 2 ft,2,99-109,,
3:26.0,,,99-109,,T. Ariza misses 2-pt shot from 9 ft
3:23.0,Defensive rebound by B. Griffin,,99-109,,
3:17.0,,,99-109,,Personal foul by P. Prigioni (drawn by M. Barnes)
3:17.0,M. Barnes makes free throw 1 of 2,1,100-109,,
3:17.0,D. Jordan enters the game for B. Griffin,,100-109,,
3:17.0,M. Barnes makes free throw 2 of 2,1,101-109,,
3:17.0,,,101-109,,Houston full timeout
2:54.0,,,101-109,,J. Harden misses 3-pt shot from 26 ft
2:53.0,Defensive rebound by D. Jordan,,101-109,,
2:52.0,,,101-109,,Personal take foul by C. Brewer (drawn by D. Jordan)
2:52.0,D. Jordan misses free throw 1 of 2,,101-109,,
2:52.0,Offensive rebound by Team,,101-109,,
2:52.0,D. Jordan misses free throw 2 of 2,,101-109,,
2:52.0,,,101-109,,Defensive rebound by T. Ariza
2:30.0,,,101-109,,P. Prigioni misses 3-pt shot from 26 ft
2:29.0,Defensive rebound by M. Barnes,,101-109,,
2:28.0,LA Clippers full timeout,,101-109,,
2:28.0,,,101-109,,J. Terry enters the game for T. Jones
2:28.0,,,101-109,,D. Howard enters the game for P. Prigioni
2:28.0,B. Griffin enters the game for D. Jordan,,101-109,,
2:16.0,B. Griffin makes 2-pt shot from 11 ft,2,103-109,,
2:11.0,Personal take foul by J. Crawford (drawn by D. Howard),,103-109,,
2:11.0,,,103-109,,D. Howard misses free throw 1 of 2
2:11.0,,,103-109,,Offensive rebound by Team
2:11.0,,,103-109,,D. Howard misses free throw 2 of 2
2:11.0,Defensive rebound by B. Griffin,,103-109,,
1:57.0,B. Griffin misses 2-pt shot from 7 ft,,103-109,,
1:57.0,,,103-109,,Defensive rebound by Team
1:36.0,,,103-109,,J. Terry misses 3-pt shot from 25 ft
1:34.0,Defensive rebound by M. Barnes,,103-109,,
1:27.0,M. Barnes makes 2-pt shot from 22 ft (assist by A. Rivers),2,105-109,,
1:11.0,,,105-111,2,J. Harden makes 2-pt shot from 1 ft
1:11.0,LA Clippers full timeout,,105-111,,
1:00.0,Shooting foul by J. Terry (drawn by J. Crawford),,105-111,,
1:00.0,J. Crawford makes free throw 1 of 2,1,106-111,,
1:00.0,J. Crawford makes free throw 2 of 2,1,107-111,,
0:43.0,,,107-111,,C. Brewer misses 2-pt shot from 11 ft
0:42.0,Defensive rebound by M. Barnes,,107-111,,
0:37.0,Turnover by A. Rivers (lost ball),,107-111,,
0:16.0,Personal foul by B. Griffin (drawn by D. Howard),,107-111,,
0:16.0,,,107-112,1,D. Howard makes free throw 1 of 2
0:16.0,D. Jordan enters the game for A. Rivers,,107-112,,
0:16.0,,,107-113,1,D. Howard makes free throw 2 of 2
0:16.0,LA Clippers full timeout,,107-113,,
0:16.0,,,107-113,,T. Jones enters the game for J. Terry
0:16.0,D. Jordan makes 2-pt shot at rim (assist by M. Barnes),2,109-113,,
0:13.0,Personal take foul by M. Barnes (drawn by J. Harden),,109-113,,
0:13.0,,,109-114,1,J. Harden makes free throw 1 of 2
0:13.0,A. Rivers enters the game for D. Jordan,,109-114,,
0:13.0,,,109-114,,P. Prigioni enters the game for T. Jones
0:13.0,,,109-115,1,J. Harden makes free throw 2 of 2
0:08.0,J. Crawford misses 2-pt shot at rim (block by D. Howard),,109-115,,
0:06.0,,,109-115,,Defensive rebound by D. Howard
0:06.0,Personal foul by M. Barnes (drawn by D. Howard),,109-115,,
0:06.0,H. Turkoglu enters the game for M. Barnes,,109-115,,
0:06.0,,,109-115,,D. Howard misses free throw 1 of 2
0:06.0,,,109-115,,Offensive rebound by Team
0:06.0,,,109-115,,D. Howard misses free throw 2 of 2
0:06.0,Defensive rebound by B. Griffin,,109-115,,
0:00.0,B. Griffin misses 3-pt shot from 26 ft,,109-115,,
0:00.0,Offensive rebound by Team,,109-115,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
