time,Golden State,pts.away,score,pts.home,Memphis
7:22.0,,,10-9,,Turnover by M. Gasol (lost ball; steal by K. Thompson)
7:15.0,H. Barnes misses 3-pt shot from 23 ft,,10-9,,
7:12.0,Offensive rebound by S. Curry,,10-9,,
7:10.0,H. Barnes misses 3-pt shot from 23 ft,,10-9,,
7:08.0,,,10-9,,Defensive rebound by Z. Randolph
6:51.0,,,10-9,,M. Conley misses 2-pt shot from 5 ft
6:49.0,Defensive rebound by A. Bogut,,10-9,,
6:48.0,Turnover by A. Bogut (lost ball; steal by T. Allen),,10-9,,
6:43.0,,,10-9,,C. Lee misses 3-pt shot from 26 ft
6:43.0,Defensive rebound by A. Bogut,,10-9,,
6:34.0,H. Barnes makes 2-pt shot from 2 ft (assist by S. Curry),2,12-9,,
6:32.0,Personal foul by S. Curry (drawn by M. Conley),,12-9,,
6:15.0,Jump ball: S. Curry vs. M. Gasol (T. Allen gains possession),,,,Jump ball: S. Curry vs. M. Gasol (T. Allen gains possession)
6:05.0,,,12-9,,T. Allen misses 3-pt shot from 25 ft
6:04.0,Defensive rebound by H. Barnes,,12-9,,
5:52.0,K. Thompson misses 3-pt shot from 25 ft,,12-9,,
5:51.0,,,12-9,,Defensive rebound by Z. Randolph
5:40.0,,,12-9,,Turnover by M. Conley (bad pass; steal by H. Barnes)
5:36.0,H. Barnes makes 2-pt shot at rim,2,14-9,,
5:27.0,,,14-9,,Memphis full timeout
5:27.0,,,14-9,,J. Green enters the game for T. Allen
5:24.0,,,14-9,,Offensive foul by Z. Randolph
5:24.0,,,14-9,,Turnover by Z. Randolph (offensive foul)
5:05.0,Turnover by A. Bogut (lost ball; steal by J. Green),,14-9,,
4:51.0,,,14-11,2,Z. Randolph makes 2-pt shot from 19 ft (assist by M. Conley)
4:40.0,Turnover by D. Green (bad pass; steal by M. Conley),,14-11,,
4:29.0,,,14-13,2,M. Gasol makes 2-pt shot from 5 ft (assist by C. Lee)
4:11.0,H. Barnes makes 2-pt shot at rim (assist by A. Bogut),2,16-13,,
3:43.0,,,16-16,3,M. Conley makes 3-pt shot from 24 ft (assist by J. Green)
3:30.0,S. Curry makes 2-pt shot from 16 ft (assist by A. Bogut),2,18-16,,
3:01.0,,,18-16,,M. Gasol misses 2-pt shot from 16 ft
3:01.0,Defensive rebound by Team,,18-16,,
2:59.0,Golden State full timeout,,18-16,,
2:59.0,A. Iguodala enters the game for H. Barnes,,18-16,,
2:59.0,D. Lee enters the game for A. Bogut,,18-16,,
2:59.0,S. Livingston enters the game for K. Thompson,,18-16,,
2:59.0,,,18-16,,K. Koufos enters the game for M. Gasol
2:59.0,,,18-16,,B. Udrih enters the game for M. Conley
2:45.0,S. Curry misses 3-pt shot from 24 ft,,18-16,,
2:44.0,,,18-16,,Defensive rebound by Z. Randolph
2:24.0,,,18-18,2,Z. Randolph makes 2-pt shot from 13 ft (assist by B. Udrih)
2:14.0,D. Green makes 3-pt shot from 24 ft (assist by S. Curry),3,21-18,,
2:00.0,Violation by D. Lee (kicked ball),,21-18,,
1:53.0,,,21-18,,K. Koufos misses 2-pt shot from 10 ft
1:51.0,Defensive rebound by A. Iguodala,,21-18,,
1:42.0,Turnover by S. Curry (bad pass),,21-18,,
1:28.0,,,21-18,,B. Udrih misses 3-pt shot from 25 ft
1:27.0,Defensive rebound by S. Curry,,21-18,,
1:21.0,S. Curry misses 2-pt shot from 5 ft,,21-18,,
1:19.0,,,21-18,,Defensive rebound by J. Green
1:13.0,,,21-18,,C. Lee misses 3-pt shot from 23 ft
1:12.0,,,21-18,,Offensive rebound by K. Koufos
1:12.0,,,21-20,2,K. Koufos makes 2-pt shot from 1 ft
0:56.0,Shooting foul by B. Udrih (drawn by S. Livingston),,21-20,,
0:56.0,S. Livingston makes free throw 1 of 2,1,22-20,,
0:56.0,,,22-20,,V. Carter enters the game for C. Lee
0:56.0,S. Livingston makes free throw 2 of 2,1,23-20,,
0:47.0,,,23-20,,Turnover by B. Udrih (bad pass; steal by A. Iguodala)
0:43.0,S. Curry makes 2-pt shot at rim (assist by A. Iguodala),2,25-20,,
0:34.0,,,25-20,,K. Koufos misses 2-pt shot from 2 ft (block by D. Lee)
0:32.0,Defensive rebound by S. Livingston,,25-20,,
0:29.0,S. Curry misses 3-pt shot from 26 ft,,25-20,,
0:27.0,Offensive rebound by D. Green,,25-20,,
0:26.0,D. Green misses 2-pt shot from 2 ft,,25-20,,
0:25.0,Offensive rebound by Team,,25-20,,
0:15.0,D. Green misses 3-pt shot from 26 ft,,25-20,,
0:14.0,Offensive rebound by A. Iguodala,,25-20,,
0:01.0,S. Curry makes 3-pt shot from 27 ft,3,28-20,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:43.0,,,28-20,,M. Gasol misses 2-pt shot from 7 ft
11:41.0,,,28-20,,Offensive rebound by K. Koufos
11:37.0,,,28-20,,V. Carter misses 2-pt shot from 3 ft
11:33.0,Defensive rebound by H. Barnes,,28-20,,
11:14.0,K. Thompson makes 2-pt shot from 15 ft,2,30-20,,
10:55.0,,,30-22,2,V. Carter makes 2-pt shot from 16 ft
10:36.0,H. Barnes makes 2-pt shot from 3 ft,2,32-22,,
10:36.0,Shooting foul by V. Carter (drawn by H. Barnes),,32-22,,
10:36.0,H. Barnes misses free throw 1 of 1,,32-22,,
10:35.0,,,32-22,,Defensive rebound by M. Gasol
10:22.0,Personal foul by S. Livingston (drawn by V. Carter),,32-22,,
10:16.0,Personal foul by A. Iguodala (drawn by M. Gasol),,32-22,,
10:02.0,,,32-24,2,B. Udrih makes 2-pt shot from 2 ft (assist by M. Gasol)
9:51.0,K. Thompson makes 2-pt shot from 2 ft (assist by A. Iguodala),2,34-24,,
9:34.0,Personal foul by K. Thompson (drawn by M. Gasol),,34-24,,
9:34.0,,,34-24,,T. Allen enters the game for K. Koufos
9:29.0,,,34-24,,Shooting foul by D. Lee (drawn by J. Green)
9:29.0,,,34-25,1,J. Green makes free throw 1 of 2
9:29.0,,,34-26,1,J. Green makes free throw 2 of 2
9:18.0,A. Iguodala makes 3-pt shot from 25 ft (assist by S. Livingston),3,37-26,,
9:02.0,,,37-28,2,T. Allen makes 2-pt shot from 2 ft (assist by M. Gasol)
8:52.0,Shooting foul by T. Allen (drawn by D. Lee),,37-28,,
8:52.0,Golden State full timeout,,37-28,,
8:52.0,D. Lee makes free throw 1 of 2,1,38-28,,
8:52.0,D. Lee misses free throw 2 of 2,,38-28,,
8:51.0,,,38-28,,Defensive rebound by T. Allen
8:35.0,,,38-30,2,J. Green makes 2-pt shot from 3 ft
8:16.0,S. Livingston misses 2-pt shot from 13 ft,,38-30,,
8:15.0,,,38-30,,Defensive rebound by J. Green
8:10.0,,,38-30,,J. Green misses 2-pt shot from 3 ft (block by K. Thompson)
8:08.0,,,38-30,,Offensive rebound by M. Gasol
8:08.0,,,38-32,2,M. Gasol makes 2-pt shot from 1 ft
8:00.0,Golden State full timeout,,38-32,,
8:00.0,A. Bogut enters the game for H. Barnes,,38-32,,
8:00.0,D. Green enters the game for D. Lee,,38-32,,
8:00.0,S. Curry enters the game for S. Livingston,,38-32,,
7:50.0,A. Iguodala makes 3-pt shot from 25 ft (assist by S. Curry),3,41-32,,
7:32.0,,,41-32,,M. Gasol misses 2-pt shot from 9 ft
7:31.0,Defensive rebound by D. Green,,41-32,,
7:18.0,A. Iguodala misses 3-pt shot from 23 ft,,41-32,,
7:18.0,,,41-32,,Defensive rebound by M. Gasol
7:12.0,,,41-32,,Shooting foul by D. Green (drawn by J. Green)
7:12.0,,,41-32,,J. Green misses free throw 1 of 2
7:12.0,,,41-32,,Offensive rebound by Team
7:12.0,,,41-32,,M. Conley enters the game for B. Udrih
7:12.0,,,41-33,1,J. Green makes free throw 2 of 2
6:58.0,Shooting foul by M. Conley (drawn by S. Curry),,41-33,,
6:58.0,S. Curry makes free throw 1 of 2,1,42-33,,
6:58.0,S. Curry makes free throw 2 of 2,1,43-33,,
6:41.0,,,43-33,,Turnover by J. Green (bad pass)
6:23.0,S. Curry misses 2-pt shot from 11 ft,,43-33,,
6:23.0,,,43-33,,Defensive rebound by M. Conley
6:13.0,,,43-33,,M. Gasol misses 2-pt shot from 2 ft
6:12.0,Defensive rebound by D. Green,,43-33,,
5:58.0,S. Curry makes 2-pt shot from 9 ft,2,45-33,,
5:50.0,,,45-33,,Memphis full timeout
5:50.0,,,45-33,,Z. Randolph enters the game for J. Green
5:50.0,H. Barnes enters the game for A. Iguodala,,45-33,,
5:42.0,,,45-33,,Turnover by T. Allen (bad pass; steal by S. Curry)
5:38.0,S. Curry makes 2-pt shot at rim,2,47-33,,
5:22.0,,,47-33,,M. Conley misses 2-pt shot from 2 ft
5:21.0,,,47-33,,Offensive rebound by T. Allen
5:21.0,,,47-33,,T. Allen misses 2-pt shot at rim
5:19.0,Defensive rebound by K. Thompson,,47-33,,
5:15.0,K. Thompson misses 3-pt shot from 25 ft,,47-33,,
5:15.0,Offensive rebound by Team,,47-33,,
5:15.0,,,47-33,,Loose ball foul by Z. Randolph (drawn by H. Barnes)
5:08.0,S. Curry misses 3-pt shot from 24 ft,,47-33,,
5:07.0,,,47-33,,Defensive rebound by V. Carter
5:02.0,,,47-33,,Personal foul by M. Gasol (drawn by A. Bogut)
5:02.0,Personal foul by A. Bogut,,47-33,,
5:02.0,,,47-33,,C. Lee enters the game for T. Allen
4:51.0,,,47-33,,M. Gasol misses 2-pt shot from 2 ft
4:50.0,,,47-33,,Offensive rebound by M. Gasol
4:50.0,,,47-35,2,M. Gasol makes 2-pt shot from 2 ft
4:38.0,D. Green misses 3-pt shot from 25 ft,,47-35,,
4:35.0,,,47-35,,Defensive rebound by Z. Randolph
4:26.0,,,47-37,2,M. Gasol makes 2-pt shot from 2 ft (assist by M. Conley)
4:18.0,Offensive foul by D. Green,,47-37,,
4:18.0,Turnover by D. Green (offensive foul),,47-37,,
4:18.0,D. Lee enters the game for D. Green,,47-37,,
4:07.0,,,47-37,,M. Conley misses 2-pt shot from 2 ft (block by A. Bogut)
4:06.0,Defensive rebound by S. Curry,,47-37,,
4:01.0,S. Curry makes 3-pt shot from 24 ft,3,50-37,,
3:36.0,,,50-37,,V. Carter misses 2-pt shot from 2 ft
3:36.0,,,50-37,,Offensive rebound by Z. Randolph
3:33.0,,,50-37,,Z. Randolph misses 2-pt shot from 2 ft (block by H. Barnes)
3:31.0,,,50-37,,Offensive rebound by Z. Randolph
3:31.0,,,50-37,,Z. Randolph misses 2-pt shot from 1 ft
3:31.0,,,50-37,,Offensive rebound by M. Gasol
3:31.0,,,50-37,,M. Gasol misses 2-pt shot from 2 ft
3:31.0,Defensive rebound by Team,,50-37,,
3:21.0,K. Thompson misses 2-pt shot from 18 ft,,50-37,,
3:21.0,Offensive rebound by Team,,50-37,,
3:20.0,Golden State full timeout,,50-37,,
3:12.0,A. Bogut makes 2-pt shot at rim (assist by K. Thompson),2,52-37,,
2:52.0,,,52-37,,Turnover by V. Carter (bad pass; steal by A. Bogut)
2:49.0,Turnover by A. Bogut (bad pass; steal by M. Conley),,52-37,,
2:44.0,,,52-39,2,Z. Randolph makes 2-pt shot from 1 ft (assist by M. Gasol)
2:44.0,,,52-39,,Shooting foul by D. Lee (drawn by Z. Randolph)
2:44.0,,,52-39,,J. Green enters the game for V. Carter
2:44.0,,,52-40,1,Z. Randolph makes free throw 1 of 1
2:27.0,K. Thompson misses 2-pt shot from 15 ft,,52-40,,
2:26.0,Offensive rebound by A. Bogut,,52-40,,
2:16.0,S. Curry makes 2-pt shot from 13 ft,2,54-40,,
2:00.0,,,54-40,,M. Conley misses 2-pt shot from 2 ft
1:59.0,Defensive rebound by A. Bogut,,54-40,,
1:49.0,D. Lee makes 2-pt shot from 1 ft (assist by S. Curry),2,56-40,,
1:39.0,,,56-42,2,M. Conley makes 2-pt shot from 1 ft
1:26.0,Turnover by S. Curry (lost ball; steal by C. Lee),,56-42,,
1:21.0,,,56-44,2,Z. Randolph makes 2-pt shot from 2 ft (assist by C. Lee)
1:04.0,S. Curry makes 2-pt shot from 18 ft,2,58-44,,
1:04.0,Shooting foul by J. Green (drawn by S. Curry),,58-44,,
1:04.0,S. Curry makes free throw 1 of 1,1,59-44,,
0:56.0,,,59-44,,M. Gasol misses 2-pt shot from 1 ft
0:54.0,,,59-44,,Offensive rebound by C. Lee
0:48.0,,,59-44,,Turnover by C. Lee (bad pass; steal by A. Bogut)
0:38.0,S. Curry misses 2-pt shot from 3 ft (block by M. Gasol),,59-44,,
0:35.0,Offensive rebound by D. Lee,,59-44,,
0:35.0,D. Lee makes 2-pt shot from 1 ft,2,61-44,,
0:29.0,,,61-44,,M. Conley misses 3-pt shot from 25 ft
0:28.0,Defensive rebound by S. Curry,,61-44,,
0:07.0,Turnover by H. Barnes (traveling),,61-44,,
0:07.0,F. Ezeli enters the game for D. Lee,,61-44,,
0:02.0,,,61-44,,J. Green misses 3-pt shot from 26 ft
0:00.0,Defensive rebound by F. Ezeli,,61-44,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:44.0,,,61-44,,Shooting foul by S. Curry (drawn by Z. Randolph)
11:44.0,,,61-44,,Z. Randolph misses free throw 1 of 2
11:44.0,,,61-44,,Offensive rebound by Team
11:44.0,,,61-45,1,Z. Randolph makes free throw 2 of 2
11:29.0,K. Thompson misses 2-pt shot from 9 ft,,61-45,,
11:26.0,Offensive rebound by A. Bogut,,61-45,,
11:26.0,A. Bogut makes 2-pt shot from 1 ft,2,63-45,,
11:07.0,,,63-45,,Shooting foul by A. Bogut (drawn by M. Gasol)
11:07.0,,,63-46,1,M. Gasol makes free throw 1 of 2
11:07.0,,,63-47,1,M. Gasol makes free throw 2 of 2
10:54.0,D. Green misses 3-pt shot from 24 ft,,63-47,,
10:53.0,,,63-47,,Defensive rebound by M. Gasol
10:45.0,,,63-47,,T. Allen misses 2-pt shot from 2 ft
10:43.0,,,63-47,,Offensive rebound by T. Allen
10:39.0,,,63-47,,M. Conley misses 3-pt shot from 24 ft
10:39.0,Defensive rebound by D. Green,,63-47,,
10:33.0,,,63-47,,Personal foul by M. Conley (drawn by S. Curry)
10:25.0,Turnover by A. Bogut (bad pass),,63-47,,
10:01.0,,,63-47,,M. Conley misses 2-pt shot from 20 ft
10:01.0,Defensive rebound by Team,,63-47,,
9:53.0,K. Thompson misses 3-pt shot from 26 ft,,63-47,,
9:53.0,,,63-47,,Defensive rebound by C. Lee
9:45.0,,,63-47,,C. Lee misses 2-pt shot from 16 ft
9:43.0,Defensive rebound by K. Thompson,,63-47,,
9:33.0,K. Thompson makes 3-pt shot from 22 ft (assist by S. Curry),3,66-47,,
9:09.0,,,66-47,,Turnover by C. Lee (bad pass; steal by K. Thompson)
8:59.0,S. Curry misses 2-pt shot from 17 ft,,66-47,,
8:57.0,,,66-47,,Defensive rebound by M. Gasol
8:51.0,,,66-49,2,C. Lee makes 2-pt shot from 8 ft
8:50.0,Golden State full timeout,,66-49,,
8:33.0,Offensive foul by K. Thompson,,66-49,,
8:33.0,Turnover by K. Thompson (offensive foul),,66-49,,
8:10.0,,,66-49,,Turnover by Z. Randolph (bad pass; steal by A. Bogut)
8:04.0,D. Green makes 2-pt shot from 1 ft,2,68-49,,
7:40.0,,,68-49,,T. Allen misses 2-pt shot from 14 ft
7:38.0,,,68-49,,Offensive rebound by T. Allen
7:37.0,,,68-49,,T. Allen misses 2-pt shot from 2 ft (block by A. Bogut)
7:34.0,Defensive rebound by A. Bogut,,68-49,,
7:24.0,Turnover by D. Green (lost ball),,68-49,,
7:24.0,Loose ball foul by A. Bogut (drawn by M. Gasol),,68-49,,
7:24.0,,,68-49,,J. Green enters the game for T. Allen
7:01.0,,,68-49,,J. Green misses 2-pt shot from 5 ft (block by D. Green)
6:59.0,Defensive rebound by D. Green,,68-49,,
6:55.0,S. Curry misses 3-pt shot from 25 ft,,68-49,,
6:54.0,Offensive rebound by H. Barnes,,68-49,,
6:41.0,Turnover by K. Thompson (lost ball),,68-49,,
6:25.0,,,68-49,,M. Gasol misses 2-pt shot from 4 ft
6:25.0,Defensive rebound by S. Curry,,68-49,,
6:04.0,S. Curry makes 3-pt shot from 24 ft (assist by D. Green),3,71-49,,
5:36.0,,,71-49,,M. Conley misses 2-pt shot from 2 ft
5:34.0,,,71-49,,Offensive rebound by Z. Randolph
5:34.0,,,71-49,,Z. Randolph misses 2-pt shot from 2 ft
5:32.0,Defensive rebound by S. Curry,,71-49,,
5:12.0,K. Thompson makes 3-pt shot from 23 ft (assist by A. Bogut),3,74-49,,
5:03.0,,,74-49,,Memphis full timeout
5:03.0,,,74-49,,V. Carter enters the game for Z. Randolph
5:03.0,A. Iguodala enters the game for H. Barnes,,74-49,,
5:03.0,D. Lee enters the game for A. Bogut,,74-49,,
4:48.0,,,74-51,2,J. Green makes 2-pt shot from 1 ft (assist by M. Conley)
4:34.0,A. Iguodala makes 3-pt shot from 23 ft (assist by D. Lee),3,77-51,,
4:03.0,,,77-51,,J. Green misses 2-pt shot from 2 ft
4:02.0,Defensive rebound by D. Green,,77-51,,
3:52.0,K. Thompson misses 2-pt shot from 1 ft,,77-51,,
3:51.0,,,77-51,,Defensive rebound by M. Conley
3:42.0,,,77-54,3,J. Green makes 3-pt shot from 23 ft (assist by M. Conley)
3:27.0,D. Lee misses 2-pt shot from 2 ft,,77-54,,
3:27.0,,,77-54,,Defensive rebound by V. Carter
3:16.0,,,77-54,,C. Lee misses 3-pt shot from 23 ft
3:15.0,Defensive rebound by A. Iguodala,,77-54,,
3:01.0,Turnover by D. Green (lost ball),,77-54,,
3:01.0,H. Barnes enters the game for D. Green,,77-54,,
2:46.0,,,77-54,,V. Carter misses 2-pt shot from 7 ft
2:44.0,,,77-54,,Offensive rebound by M. Gasol
2:37.0,,,77-56,2,C. Lee makes 2-pt shot from 6 ft (assist by M. Gasol)
2:16.0,D. Lee misses 2-pt shot from 4 ft (block by J. Green),,77-56,,
2:15.0,,,77-56,,Defensive rebound by Team
2:15.0,S. Livingston enters the game for K. Thompson,,77-56,,
2:15.0,,,77-56,,B. Udrih enters the game for M. Conley
2:00.0,,,77-58,2,M. Gasol makes 2-pt shot from 1 ft (assist by C. Lee)
1:48.0,D. Lee misses 2-pt shot from 17 ft,,77-58,,
1:47.0,,,77-58,,Defensive rebound by V. Carter
1:36.0,,,77-58,,Shooting foul by D. Lee (drawn by M. Gasol)
1:36.0,,,77-59,1,M. Gasol makes free throw 1 of 2
1:36.0,F. Ezeli enters the game for D. Lee,,77-59,,
1:36.0,,,77-59,,M. Gasol misses free throw 2 of 2
1:34.0,Defensive rebound by H. Barnes,,77-59,,
1:16.0,H. Barnes makes 2-pt shot from 12 ft,2,79-59,,
0:58.0,,,79-59,,B. Udrih misses 3-pt shot from 24 ft
0:57.0,Defensive rebound by F. Ezeli,,79-59,,
0:48.0,Turnover by S. Curry (lost ball; steal by M. Gasol),,79-59,,
0:39.0,,,79-61,2,M. Gasol makes 2-pt shot at rim (assist by J. Green)
0:30.0,S. Curry makes 3-pt shot from 25 ft,3,82-61,,
0:10.0,,,82-63,2,V. Carter makes 2-pt shot from 1 ft (assist by M. Gasol)
0:10.0,,,82-63,,Shooting foul by H. Barnes (drawn by V. Carter)
0:10.0,,,82-63,,T. Allen enters the game for B. Udrih
0:10.0,K. Thompson enters the game for S. Livingston,,82-63,,
0:10.0,D. Green enters the game for F. Ezeli,,82-63,,
0:10.0,,,82-64,1,V. Carter makes free throw 1 of 1
0:01.0,Turnover by K. Thompson (bad pass),,82-64,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:36.0,H. Barnes misses 2-pt shot from 8 ft,,82-64,,
11:35.0,,,82-64,,Defensive rebound by J. Green
11:31.0,,,82-64,,Offensive charge foul by J. Green
11:31.0,,,82-64,,Turnover by J. Green (offensive foul)
11:11.0,D. Green makes 3-pt shot from 25 ft (assist by K. Thompson),3,85-64,,
10:54.0,,,85-67,3,V. Carter makes 3-pt shot from 25 ft (assist by B. Udrih)
10:30.0,H. Barnes makes 2-pt shot from 22 ft (assist by A. Iguodala),2,87-67,,
10:05.0,,,87-67,,V. Carter misses 3-pt shot from 24 ft
10:04.0,Defensive rebound by H. Barnes,,87-67,,
9:55.0,H. Barnes misses 2-pt shot from 3 ft,,87-67,,
9:53.0,,,87-67,,Defensive rebound by V. Carter
9:49.0,,,87-67,,Turnover by J. Green (lost ball)
9:49.0,,,87-67,,M. Conley enters the game for C. Lee
9:35.0,H. Barnes misses 3-pt shot from 25 ft,,87-67,,
9:34.0,,,87-67,,Defensive rebound by V. Carter
9:18.0,Personal foul by A. Iguodala (drawn by M. Gasol),,87-67,,
9:18.0,,,87-67,,Z. Randolph enters the game for M. Gasol
9:18.0,A. Bogut enters the game for H. Barnes,,87-67,,
9:05.0,,,87-69,2,M. Conley makes 2-pt shot from 11 ft
8:51.0,A. Iguodala misses 3-pt shot from 23 ft,,87-69,,
8:50.0,,,87-69,,Defensive rebound by M. Conley
8:35.0,,,87-69,,Turnover by Z. Randolph (lost ball; steal by D. Green)
8:31.0,A. Iguodala makes 2-pt shot at rim (assist by D. Green),2,89-69,,
8:31.0,,,89-69,,Memphis full timeout
8:31.0,S. Curry enters the game for S. Livingston,,89-69,,
8:20.0,,,89-71,2,V. Carter makes 2-pt shot from 13 ft (assist by B. Udrih)
8:03.0,S. Curry misses 2-pt shot from 18 ft,,89-71,,
8:02.0,,,89-71,,Defensive rebound by B. Udrih
7:50.0,,,89-73,2,Z. Randolph makes 2-pt shot from 3 ft (assist by J. Green)
7:28.0,Shooting foul by V. Carter (drawn by S. Curry),,89-73,,
7:28.0,S. Curry makes free throw 1 of 2,1,90-73,,
7:28.0,S. Curry makes free throw 2 of 2,1,91-73,,
7:14.0,,,91-73,,M. Conley misses 2-pt shot from 10 ft
7:14.0,,,91-73,,Offensive rebound by Team
7:04.0,,,91-73,,M. Conley misses 2-pt shot from 9 ft (block by A. Bogut)
7:03.0,Defensive rebound by S. Curry,,91-73,,
7:01.0,Shooting foul by B. Udrih (drawn by S. Curry),,91-73,,
7:01.0,S. Curry makes free throw 1 of 2,1,92-73,,
7:01.0,S. Curry misses free throw 2 of 2,,92-73,,
7:00.0,,,92-73,,Defensive rebound by V. Carter
6:42.0,,,92-73,,V. Carter misses 3-pt shot from 25 ft
6:41.0,Defensive rebound by A. Bogut,,92-73,,
6:27.0,,,92-73,,Personal foul by V. Carter (drawn by A. Iguodala)
6:17.0,S. Curry misses 2-pt shot from 8 ft,,92-73,,
6:16.0,,,92-73,,Defensive rebound by Z. Randolph
6:10.0,,,92-75,2,B. Udrih makes 2-pt shot from 9 ft (assist by M. Conley)
5:47.0,D. Green misses 3-pt shot from 24 ft,,92-75,,
5:46.0,Offensive rebound by S. Curry,,92-75,,
5:40.0,Golden State full timeout,,92-75,,
5:40.0,,,92-75,,M. Gasol enters the game for B. Udrih
5:30.0,Turnover by S. Curry (lost ball; steal by M. Conley),,92-75,,
5:29.0,Personal foul by S. Curry (drawn by V. Carter),,92-75,,
5:10.0,,,92-75,,Z. Randolph misses 2-pt shot from 3 ft
5:08.0,Defensive rebound by A. Bogut,,92-75,,
4:55.0,K. Thompson makes 3-pt shot from 24 ft (assist by D. Green),3,95-75,,
4:43.0,,,95-75,,M. Gasol misses 2-pt shot from 2 ft (block by D. Green)
4:41.0,Defensive rebound by A. Iguodala,,95-75,,
4:32.0,S. Curry misses 3-pt shot from 25 ft,,95-75,,
4:31.0,,,95-75,,Defensive rebound by V. Carter
4:16.0,,,95-75,,M. Conley misses 3-pt shot from 26 ft
4:16.0,,,95-75,,Offensive rebound by Z. Randolph
4:16.0,Personal foul by A. Bogut (drawn by Z. Randolph),,95-75,,
4:10.0,Personal foul by A. Bogut (drawn by M. Gasol),,95-75,,
4:05.0,,,95-75,,Shooting foul by S. Curry (drawn by M. Gasol)
4:05.0,,,95-76,1,M. Gasol makes free throw 1 of 2
4:05.0,,,95-77,1,M. Gasol makes free throw 2 of 2
3:43.0,S. Curry makes 2-pt shot from 23 ft (assist by D. Green),2,97-77,,
3:26.0,,,97-77,,M. Gasol misses 2-pt shot from 3 ft
3:24.0,Defensive rebound by A. Bogut,,97-77,,
3:16.0,,,97-77,,Personal foul by V. Carter (drawn by S. Curry)
3:16.0,H. Barnes enters the game for A. Bogut,,97-77,,
3:16.0,,,97-77,,J. Green enters the game for Z. Randolph
3:10.0,D. Green misses 3-pt shot from 25 ft,,97-77,,
3:10.0,,,97-77,,Defensive rebound by M. Gasol
3:01.0,,,97-77,,Turnover by M. Conley (bad pass; steal by S. Curry)
3:00.0,,,97-77,,Personal take foul by J. Green (drawn by S. Curry)
3:00.0,S. Curry makes free throw 1 of 2,1,98-77,,
3:00.0,,,98-77,,N. Calathes enters the game for M. Gasol
3:00.0,,,98-77,,B. Udrih enters the game for M. Conley
