time,Atlanta,pts.away,score,pts.home,Boston
4:26.0,,,82-75,,Turnover by M. Thornton (bad pass; steal by D. Carroll)
4:24.0,,,82-75,,Personal foul by M. Thornton (drawn by D. Carroll)
4:12.0,A. Horford makes 2-pt shot from 17 ft (assist by J. Teague),2,84-75,,
3:55.0,Personal block foul by P. Millsap (drawn by T. Prince),,84-75,,
3:55.0,,,84-76,1,T. Prince makes free throw 1 of 2
3:55.0,,,84-76,,M. Smart enters the game for M. Thornton
3:55.0,,,84-77,1,T. Prince makes free throw 2 of 2
3:28.0,J. Teague misses 3-pt shot from 26 ft,,84-77,,
3:28.0,,,84-77,,Defensive rebound by E. Turner
3:22.0,,,84-79,2,M. Smart makes 2-pt shot at rim (assist by E. Turner)
3:00.0,P. Millsap misses 2-pt shot from 5 ft,,84-79,,
2:59.0,,,84-79,,Defensive rebound by J. Sullinger
2:51.0,,,84-79,,E. Turner misses 2-pt shot from 1 ft (block by A. Horford)
2:50.0,Defensive rebound by P. Millsap,,84-79,,
2:39.0,Turnover by A. Horford (bad pass),,84-79,,
2:39.0,,,84-79,,Boston full timeout
2:18.0,,,84-82,3,M. Smart makes 3-pt shot from 25 ft (assist by E. Turner)
2:02.0,Shooting foul by M. Smart (drawn by K. Korver),,84-82,,
2:02.0,K. Korver misses free throw 1 of 2,,84-82,,
2:02.0,Offensive rebound by Team,,84-82,,
2:02.0,K. Korver makes free throw 2 of 2,1,85-82,,
1:52.0,,,85-82,,A. Bradley misses 2-pt shot from 22 ft
1:52.0,Defensive rebound by Team,,85-82,,
1:52.0,,,85-82,,Loose ball foul by T. Prince (drawn by P. Millsap)
1:52.0,P. Millsap makes free throw 1 of 2,1,86-82,,
1:52.0,P. Millsap misses free throw 2 of 2,,86-82,,
1:52.0,,,86-82,,Defensive rebound by E. Turner
1:39.0,,,86-85,3,A. Bradley makes 3-pt shot from 25 ft (assist by J. Sullinger)
1:24.0,A. Horford makes 2-pt shot from 19 ft (assist by J. Teague),2,88-85,,
1:13.0,,,88-87,2,J. Sullinger makes 2-pt shot from 1 ft (assist by E. Turner)
0:54.0,D. Carroll misses 3-pt shot from 23 ft,,88-87,,
0:51.0,,,88-87,,Defensive rebound by J. Sullinger
0:38.0,,,88-87,,Boston full timeout
0:36.0,,,88-87,,J. Sullinger misses 2-pt shot from 1 ft
0:35.0,Defensive rebound by D. Carroll,,88-87,,
0:15.0,J. Teague misses 2-pt shot from 10 ft,,88-87,,
0:14.0,,,88-87,,Defensive rebound by T. Prince
0:06.0,,,88-87,,Boston full timeout
0:06.0,,,88-87,,M. Thornton enters the game for M. Smart
0:06.0,K. Bazemore enters the game for K. Korver,,88-87,,
0:00.0,,,88-89,2,E. Turner makes 2-pt shot from 7 ft
0:00.0,Atlanta full timeout,,88-89,,
0:00.0,,,88-89,,B. Bass enters the game for J. Sullinger
0:00.0,,,88-89,,T. Zeller enters the game for A. Bradley
0:00.0,,,88-89,,J. Crowder enters the game for M. Thornton
0:00.0,M. Scott enters the game for D. Carroll,,88-89,,
0:00.0,P. Antic enters the game for J. Teague,,88-89,,
0:00.0,K. Korver enters the game for K. Bazemore,,88-89,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
