time,Golden State,pts.away,score,pts.home,Houston
7:15.0,,,96-71,1,C. Brewer makes free throw 1 of 2
7:15.0,,,96-71,,C. Brewer misses free throw 2 of 2
7:15.0,Defensive rebound by A. Bogut,,96-71,,
6:57.0,S. Curry misses 2-pt shot from 4 ft,,96-71,,
6:55.0,Offensive rebound by D. Green,,96-71,,
6:55.0,D. Green makes 2-pt shot from 1 ft,2,98-71,,
6:50.0,,,98-71,,Turnover by N. Johnson (bad pass; steal by S. Livingston)
6:29.0,D. Green makes 2-pt shot from 8 ft (assist by S. Curry),2,100-71,,
6:06.0,,,100-73,2,C. Brewer makes 2-pt shot from 3 ft (assist by J. Smith)
5:49.0,D. Green misses 3-pt shot from 26 ft,,100-73,,
5:48.0,,,100-73,,Defensive rebound by J. Smith
5:42.0,Personal foul by A. Bogut (drawn by D. Howard),,100-73,,
5:42.0,Official timeout,,100-73,,
5:42.0,A. Iguodala enters the game for A. Bogut,,100-73,,
5:42.0,F. Ezeli enters the game for S. Livingston,,100-73,,
5:39.0,,,100-73,,Offensive charge foul by N. Johnson
5:39.0,,,100-73,,Turnover by N. Johnson (offensive foul)
5:34.0,S. Curry makes 3-pt shot from 24 ft,3,103-73,,
5:22.0,,,103-73,,Turnover by J. Smith (bad pass; steal by A. Iguodala)
5:15.0,A. Iguodala makes 2-pt shot from 1 ft,2,105-73,,
5:05.0,,,105-73,,C. Brewer misses 3-pt shot from 24 ft
5:04.0,,,105-73,,Offensive rebound by T. Ariza
5:04.0,,,105-73,,T. Ariza misses 2-pt shot from 1 ft
5:01.0,,,105-73,,Offensive rebound by T. Ariza
4:55.0,,,105-75,2,N. Johnson makes 2-pt shot from 2 ft (assist by T. Ariza)
4:44.0,,,105-75,,Personal block foul by N. Johnson (drawn by S. Curry)
4:44.0,,,105-75,,T. Jones enters the game for J. Smith
4:44.0,,,105-75,,C. Capela enters the game for D. Howard
4:44.0,L. Barbosa enters the game for S. Curry,,105-75,,
4:32.0,D. Green misses 2-pt shot from 4 ft,,105-75,,
4:30.0,Offensive rebound by D. Green,,105-75,,
4:29.0,D. Green makes 2-pt shot from 1 ft,2,107-75,,
4:12.0,,,107-75,,C. Brewer misses 2-pt shot from 7 ft
4:11.0,Defensive rebound by F. Ezeli,,107-75,,
3:57.0,K. Thompson makes 3-pt shot from 25 ft (assist by L. Barbosa),3,110-75,,
3:45.0,,,110-77,2,T. Jones makes 2-pt shot from 19 ft
3:31.0,Turnover by F. Ezeli (offensive foul),,110-77,,
3:31.0,Offensive foul by F. Ezeli,,110-77,,
3:31.0,D. Lee enters the game for D. Green,,110-77,,
3:31.0,J. McAdoo enters the game for K. Thompson,,110-77,,
3:31.0,B. Rush enters the game for A. Iguodala,,110-77,,
3:31.0,J. Holiday enters the game for F. Ezeli,,110-77,,
3:31.0,,,110-77,,K. Papanikolaou enters the game for T. Ariza
3:22.0,,,110-77,,T. Jones misses 2-pt shot from 2 ft
3:19.0,Defensive rebound by B. Rush,,110-77,,
3:04.0,B. Rush misses 3-pt shot from 26 ft,,110-77,,
3:03.0,,,110-77,,Defensive rebound by T. Jones
2:57.0,,,110-79,2,T. Jones makes 2-pt shot from 19 ft
2:37.0,L. Barbosa misses 3-pt shot from 25 ft,,110-79,,
2:36.0,Offensive rebound by J. McAdoo,,110-79,,
2:34.0,Turnover by J. Holiday (step out of bounds),,110-79,,
2:34.0,,,110-79,,Houston full timeout
2:24.0,,,110-79,,Turnover by K. Papanikolaou (bad pass; steal by L. Barbosa)
2:04.0,D. Lee misses 2-pt shot from 9 ft,,110-79,,
2:03.0,Offensive rebound by B. Rush,,110-79,,
2:03.0,B. Rush misses 2-pt shot from 1 ft,,110-79,,
2:02.0,,,110-79,,Defensive rebound by C. Capela
1:52.0,,,110-79,,T. Jones misses 2-pt shot from 5 ft
1:51.0,Defensive rebound by L. Barbosa,,110-79,,
1:34.0,Turnover by J. Holiday (bad pass; steal by C. Capela),,110-79,,
1:26.0,,,110-79,,N. Johnson misses 3-pt shot from 25 ft
1:25.0,Defensive rebound by D. Lee,,110-79,,
1:17.0,B. Rush misses 2-pt shot from 21 ft,,110-79,,
1:16.0,Offensive rebound by D. Lee,,110-79,,
1:07.0,B. Rush misses 2-pt shot from 2 ft,,110-79,,
1:07.0,Offensive rebound by Team,,110-79,,
0:57.0,B. Rush makes 3-pt shot from 23 ft (assist by J. Holiday),3,113-79,,
0:47.0,Shooting block foul by B. Rush (drawn by C. Capela),,113-79,,
0:47.0,,,113-79,,C. Capela misses free throw 1 of 2
0:47.0,,,113-79,,Offensive rebound by Team
0:47.0,,,113-80,1,C. Capela makes free throw 2 of 2
0:31.0,L. Barbosa makes 2-pt shot from 2 ft,2,115-80,,
0:24.0,,,115-80,,N. Johnson misses 2-pt shot from 14 ft
0:23.0,Defensive rebound by J. Holiday,,115-80,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
