time,Golden State,pts.away,score,pts.home,Houston
4:31.0,Offensive rebound by H. Barnes,,13-29,,
4:28.0,S. Curry makes 3-pt shot from 25 ft (assist by H. Barnes),3,16-29,,
4:22.0,Violation by H. Barnes (kicked ball),,16-29,,
4:22.0,,,16-29,,C. Brewer enters the game for T. Ariza
4:07.0,,,16-31,2,T. Jones makes 2-pt shot from 1 ft (assist by P. Prigioni)
3:47.0,D. Green misses 2-pt shot from 6 ft (block by J. Harden),,16-31,,
3:46.0,,,16-31,,Defensive rebound by J. Harden
3:25.0,,,16-34,3,J. Harden makes 3-pt shot from 25 ft
3:08.0,L. Barbosa makes 2-pt shot at rim,2,18-34,,
2:58.0,,,18-34,,C. Brewer misses 2-pt shot from 1 ft
2:57.0,Defensive rebound by A. Iguodala,,18-34,,
2:50.0,L. Barbosa makes 2-pt shot from 5 ft,2,20-34,,
2:30.0,,,20-37,3,P. Prigioni makes 3-pt shot from 26 ft
2:12.0,S. Curry misses 3-pt shot from 26 ft,,20-37,,
2:11.0,,,20-37,,Defensive rebound by C. Brewer
1:57.0,,,20-37,,C. Brewer misses 2-pt shot from 5 ft (block by A. Iguodala)
1:55.0,Defensive rebound by D. Green,,20-37,,
1:53.0,A. Iguodala makes 2-pt shot from 1 ft (assist by D. Green),2,22-37,,
1:53.0,Shooting foul by J. Harden (drawn by A. Iguodala),,22-37,,
1:53.0,,,22-37,,Houston full timeout
1:53.0,,,22-37,,D. Howard enters the game for J. Smith
1:53.0,F. Ezeli enters the game for D. Green,,22-37,,
1:53.0,A. Iguodala misses free throw 1 of 1,,22-37,,
1:53.0,,,22-37,,Defensive rebound by T. Jones
1:33.0,,,22-37,,Turnover by J. Harden (bad pass; steal by A. Iguodala)
1:28.0,L. Barbosa misses 2-pt shot from 1 ft (block by C. Brewer),,22-37,,
1:26.0,Offensive rebound by A. Iguodala,,22-37,,
1:23.0,S. Curry misses 3-pt shot from 25 ft,,22-37,,
1:22.0,,,22-37,,Defensive rebound by D. Howard
1:16.0,,,22-39,2,T. Jones makes 2-pt shot from 4 ft (assist by C. Brewer)
1:04.0,A. Iguodala misses 3-pt shot from 23 ft,,22-39,,
1:03.0,,,22-39,,Defensive rebound by T. Jones
0:59.0,,,22-42,3,J. Harden makes 3-pt shot from 24 ft (assist by T. Jones)
0:49.0,H. Barnes misses 2-pt shot from 18 ft,,22-42,,
0:48.0,,,22-42,,Defensive rebound by D. Howard
0:44.0,Shooting block foul by S. Curry (drawn by C. Brewer),,22-42,,
0:44.0,,,22-42,,C. Brewer misses free throw 1 of 2
0:44.0,,,22-42,,Offensive rebound by Team
0:44.0,,,22-42,,T. Ariza enters the game for J. Harden
0:44.0,,,22-43,1,C. Brewer makes free throw 2 of 2
0:24.0,L. Barbosa misses 3-pt shot from 23 ft,,22-43,,
0:22.0,,,22-43,,Defensive rebound by Team
0:22.0,,,22-43,,J. Harden enters the game for T. Jones
0:22.0,S. Livingston enters the game for S. Curry,,22-43,,
0:01.0,,,22-45,2,J. Harden makes 2-pt shot from 19 ft
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:46.0,,,22-47,2,D. Howard makes 2-pt shot from 6 ft (assist by T. Jones)
11:31.0,Shooting foul by T. Ariza (drawn by A. Iguodala),,22-47,,
11:31.0,A. Iguodala makes free throw 1 of 2,1,23-47,,
11:31.0,A. Iguodala misses free throw 2 of 2,,23-47,,
11:30.0,Offensive rebound by D. Green,,23-47,,
11:30.0,D. Green makes 2-pt shot from 1 ft,2,25-47,,
11:18.0,Personal foul by S. Livingston (drawn by P. Prigioni),,25-47,,
11:09.0,Personal foul by A. Bogut (drawn by D. Howard),,25-47,,
10:56.0,,,25-47,,T. Jones misses 2-pt shot from 18 ft
10:55.0,Defensive rebound by A. Bogut,,25-47,,
10:39.0,Turnover by A. Bogut (bad pass; steal by T. Ariza),,25-47,,
10:25.0,,,25-47,,D. Howard misses 2-pt shot from 1 ft (block by A. Bogut)
10:24.0,Defensive rebound by A. Bogut,,25-47,,
10:02.0,D. Green makes 2-pt shot from 4 ft (assist by A. Iguodala),2,27-47,,
9:41.0,,,27-47,,T. Ariza misses 3-pt shot from 23 ft
9:40.0,Defensive rebound by A. Bogut,,27-47,,
9:26.0,Turnover by A. Iguodala (bad pass),,27-47,,
9:16.0,,,27-47,,Turnover by P. Prigioni (bad pass; steal by A. Iguodala)
9:10.0,D. Green makes 2-pt shot from 1 ft (assist by S. Livingston),2,29-47,,
9:10.0,Technical foul by S. Livingston,,29-47,,
9:10.0,,,29-48,1,T. Ariza makes technical free throw
9:10.0,,,29-48,,J. Terry enters the game for P. Prigioni
9:10.0,,,29-48,,J. Smith enters the game for T. Jones
8:55.0,,,29-48,,Turnover by D. Howard (3 sec)
8:55.0,Official timeout,,29-48,,
8:41.0,K. Thompson misses 2-pt shot from 17 ft,,29-48,,
8:40.0,,,29-48,,Defensive rebound by J. Smith
8:32.0,,,29-50,2,J. Smith makes 2-pt shot from 19 ft
8:16.0,Turnover by S. Livingston (bad pass; steal by T. Ariza),,29-50,,
8:10.0,,,29-52,2,J. Terry makes 2-pt shot from 1 ft (assist by T. Ariza)
8:00.0,D. Green makes 3-pt shot from 26 ft (assist by A. Bogut),3,32-52,,
7:45.0,,,32-52,,C. Brewer misses 2-pt shot at rim
7:45.0,,,32-52,,Offensive rebound by D. Howard
7:45.0,,,32-52,,Shooting foul by A. Bogut (drawn by D. Howard)
7:45.0,,,32-53,1,D. Howard makes free throw 1 of 2
7:45.0,F. Ezeli enters the game for A. Bogut,,32-53,,
7:45.0,,,32-53,,D. Howard misses free throw 2 of 2
7:45.0,Defensive rebound by D. Green,,32-53,,
7:24.0,S. Livingston misses 2-pt shot from 6 ft,,32-53,,
7:23.0,Offensive rebound by F. Ezeli,,32-53,,
7:23.0,F. Ezeli misses 2-pt shot from 1 ft,,32-53,,
7:22.0,,,32-53,,Defensive rebound by J. Terry
7:15.0,,,32-55,2,D. Howard makes 2-pt shot from 1 ft (assist by C. Brewer)
7:15.0,,,32-55,,Shooting foul by F. Ezeli (drawn by D. Howard)
7:15.0,,,32-55,,J. Harden enters the game for C. Brewer
7:15.0,S. Curry enters the game for A. Iguodala,,32-55,,
7:15.0,,,32-55,,D. Howard misses free throw 1 of 1
7:15.0,Defensive rebound by D. Green,,32-55,,
6:56.0,Turnover by K. Thompson (bad pass),,32-55,,
6:45.0,,,32-55,,T. Ariza misses 3-pt shot from 25 ft
6:44.0,Defensive rebound by D. Green,,32-55,,
6:35.0,K. Thompson makes 2-pt shot from 16 ft,2,34-55,,
6:28.0,,,34-55,,J. Terry misses 2-pt shot from 1 ft (block by D. Green)
6:26.0,Defensive rebound by D. Green,,34-55,,
6:20.0,Turnover by S. Livingston (bad pass; steal by D. Howard),,34-55,,
6:14.0,,,34-55,,Turnover by J. Smith (bad pass)
5:58.0,K. Thompson makes 2-pt shot from 2 ft (assist by F. Ezeli),2,36-55,,
5:52.0,,,36-55,,Shooting foul by S. Curry (drawn by T. Ariza)
5:52.0,,,36-55,,Houston full timeout
5:52.0,L. Barbosa enters the game for S. Curry,,36-55,,
5:52.0,,,36-56,1,T. Ariza makes free throw 1 of 2
5:52.0,,,36-57,1,T. Ariza makes free throw 2 of 2
5:42.0,Golden State full timeout,,36-57,,
5:30.0,F. Ezeli misses 2-pt shot from 2 ft (block by D. Howard),,36-57,,
5:27.0,Offensive rebound by F. Ezeli,,36-57,,
5:26.0,F. Ezeli makes 2-pt shot at rim,2,38-57,,
4:58.0,,,38-59,2,D. Howard makes 2-pt shot from 7 ft
4:51.0,S. Livingston makes 2-pt shot from 2 ft,2,40-59,,
4:41.0,,,40-59,,T. Ariza misses 2-pt shot from 21 ft
4:40.0,Defensive rebound by F. Ezeli,,40-59,,
4:26.0,K. Thompson makes 3-pt shot from 25 ft,3,43-59,,
4:15.0,,,43-59,,Turnover by J. Smith (bad pass; steal by S. Livingston)
4:08.0,K. Thompson makes 3-pt shot from 23 ft (assist by S. Livingston),3,46-59,,
4:07.0,,,46-59,,Houston full timeout
3:53.0,Personal foul by K. Thompson (drawn by J. Harden),,46-59,,
3:53.0,,,46-60,1,J. Harden makes free throw 1 of 2
3:53.0,,,46-61,1,J. Harden makes free throw 2 of 2
3:40.0,S. Livingston makes 2-pt shot at rim (assist by F. Ezeli),2,48-61,,
3:30.0,,,48-61,,Offensive foul by D. Howard
3:30.0,,,48-61,,Turnover by D. Howard (offensive foul)
3:17.0,L. Barbosa makes 3-pt shot from 25 ft (assist by S. Livingston),3,51-61,,
2:58.0,,,51-61,,D. Howard misses 2-pt shot from 4 ft
2:57.0,Defensive rebound by F. Ezeli,,51-61,,
2:51.0,S. Livingston misses 2-pt shot from 2 ft,,51-61,,
2:51.0,,,51-61,,Defensive rebound by D. Howard
2:45.0,,,51-64,3,T. Ariza makes 3-pt shot from 23 ft (assist by J. Smith)
2:45.0,,,51-64,,Shooting foul by S. Livingston (drawn by T. Ariza)
2:45.0,,,51-64,,T. Jones enters the game for J. Smith
2:45.0,,,51-65,1,T. Ariza makes free throw 1 of 1
2:30.0,F. Ezeli misses 2-pt shot from 7 ft,,51-65,,
2:29.0,,,51-65,,Defensive rebound by D. Howard
2:19.0,Personal foul by F. Ezeli (drawn by D. Howard),,51-65,,
2:19.0,,,51-65,,D. Howard misses free throw 1 of 2
2:19.0,,,51-65,,Offensive rebound by Team
2:19.0,Golden State full timeout,,51-65,,
2:19.0,,,51-66,1,D. Howard makes free throw 2 of 2
2:08.0,K. Thompson makes 3-pt shot from 25 ft (assist by L. Barbosa),3,54-66,,
2:05.0,Personal take foul by L. Barbosa (drawn by D. Howard),,54-66,,
2:05.0,,,54-66,,D. Howard misses free throw 1 of 2
2:05.0,,,54-66,,Offensive rebound by Team
2:05.0,,,54-66,,D. Howard misses free throw 2 of 2
2:05.0,Defensive rebound by F. Ezeli,,54-66,,
2:03.0,,,54-66,,Personal foul by T. Jones (drawn by F. Ezeli)
2:03.0,,,54-66,,C. Brewer enters the game for D. Howard
2:03.0,H. Barnes enters the game for F. Ezeli,,54-66,,
1:54.0,Offensive charge foul by K. Thompson,,54-66,,
1:54.0,Turnover by K. Thompson (offensive foul),,54-66,,
1:48.0,,,54-66,,J. Harden misses 2-pt shot from 2 ft (block by D. Green)
1:46.0,Defensive rebound by D. Green,,54-66,,
1:33.0,S. Livingston misses 2-pt shot from 11 ft,,54-66,,
1:32.0,,,54-66,,Defensive rebound by T. Ariza
1:25.0,,,54-66,,J. Terry misses 3-pt shot from 23 ft
1:23.0,Defensive rebound by H. Barnes,,54-66,,
1:19.0,K. Thompson makes 3-pt shot from 25 ft (assist by H. Barnes),3,57-66,,
1:05.0,,,57-66,,J. Harden misses 3-pt shot from 25 ft
1:04.0,Defensive rebound by K. Thompson,,57-66,,
0:57.0,K. Thompson misses 3-pt shot from 25 ft,,57-66,,
0:54.0,Offensive rebound by K. Thompson,,57-66,,
0:33.0,D. Green makes 2-pt shot from 1 ft,2,59-66,,
0:08.0,,,59-69,3,J. Terry makes 3-pt shot from 23 ft (assist by J. Harden)
0:01.0,H. Barnes misses 2-pt shot from 5 ft (block by J. Harden),,59-69,,
0:00.0,,,59-69,,Defensive rebound by J. Harden
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:39.0,,,59-69,,D. Howard misses 2-pt shot from 6 ft
11:38.0,Defensive rebound by D. Green,,59-69,,
11:32.0,H. Barnes makes 2-pt shot at rim (assist by D. Green),2,61-69,,
11:10.0,,,61-71,2,J. Smith makes 2-pt shot from 5 ft
10:49.0,S. Livingston misses 2-pt shot from 10 ft,,61-71,,
10:48.0,,,61-71,,Defensive rebound by D. Howard
10:26.0,,,61-73,2,J. Harden makes 2-pt shot from 2 ft (assist by J. Terry)
10:16.0,K. Thompson misses 3-pt shot from 25 ft,,61-73,,
10:15.0,,,61-73,,Defensive rebound by J. Terry
10:03.0,,,61-73,,Turnover by J. Smith (bad pass)
9:40.0,K. Thompson misses 3-pt shot from 23 ft,,61-73,,
9:39.0,,,61-73,,Defensive rebound by T. Ariza
9:28.0,,,61-73,,D. Howard misses 2-pt shot from 9 ft
9:27.0,Defensive rebound by A. Bogut,,61-73,,
9:14.0,D. Green makes 2-pt shot from 5 ft,2,63-73,,
9:14.0,Shooting foul by J. Smith (drawn by D. Green),,63-73,,
9:14.0,D. Green makes free throw 1 of 1,1,64-73,,
8:58.0,,,64-75,2,J. Harden makes 2-pt shot at rim
8:34.0,Turnover by D. Green (lost ball; steal by J. Terry),,64-75,,
8:28.0,,,64-75,,J. Terry misses 3-pt shot from 25 ft
8:27.0,Defensive rebound by A. Bogut,,64-75,,
8:19.0,H. Barnes misses 2-pt shot from 21 ft,,64-75,,
8:18.0,,,64-75,,Defensive rebound by T. Ariza
8:07.0,,,64-75,,Turnover by J. Smith (lost ball; steal by H. Barnes)
8:07.0,A. Iguodala enters the game for S. Livingston,,64-75,,
8:07.0,A. Bogut misses flagrant free throw 1 of 2,,64-75,,
8:07.0,Offensive rebound by Team,,64-75,,
8:07.0,A. Bogut misses flagrant free throw 2 of 2,,64-75,,
8:07.0,Offensive rebound by Team,,64-75,,
7:41.0,A. Iguodala misses 3-pt shot from 25 ft,,64-75,,
7:40.0,,,64-75,,Defensive rebound by J. Smith
7:22.0,,,64-75,,J. Harden misses 3-pt shot from 25 ft
7:21.0,Defensive rebound by A. Bogut,,64-75,,
7:16.0,H. Barnes makes 2-pt shot at rim (assist by A. Bogut),2,66-75,,
7:06.0,Personal foul by A. Iguodala (drawn by J. Terry),,66-75,,
6:46.0,,,66-78,3,T. Ariza makes 3-pt shot from 25 ft (assist by J. Harden)
6:35.0,,,66-78,,Personal foul by J. Terry (drawn by A. Iguodala)
6:26.0,D. Green makes 3-pt shot from 26 ft (assist by A. Bogut),3,69-78,,
6:17.0,,,69-78,,Turnover by J. Smith (bad pass; steal by A. Iguodala)
6:14.0,,,69-78,,Personal take foul by J. Terry (drawn by A. Iguodala)
6:14.0,,,69-78,,T. Jones enters the game for J. Smith
6:14.0,,,69-78,,P. Prigioni enters the game for J. Terry
6:05.0,K. Thompson misses 2-pt shot from 14 ft (block by D. Howard),,69-78,,
6:04.0,,,69-78,,Defensive rebound by D. Howard
5:58.0,,,69-78,,Shooting foul by D. Green (drawn by J. Harden)
5:58.0,,,69-78,,Houston full timeout
5:58.0,Technical foul by Team,,69-78,,
5:58.0,F. Ezeli enters the game for H. Barnes,,69-78,,
5:58.0,S. Curry enters the game for A. Bogut,,69-78,,
5:58.0,,,69-79,1,J. Harden makes technical free throw
5:58.0,,,69-80,1,J. Harden makes free throw 1 of 2
5:58.0,,,69-81,1,J. Harden makes free throw 2 of 2
5:42.0,D. Green misses 3-pt shot from 25 ft,,69-81,,
5:40.0,,,69-81,,Defensive rebound by T. Jones
5:28.0,,,69-84,3,J. Harden makes 3-pt shot from 25 ft
5:14.0,Turnover by A. Iguodala (bad pass),,69-84,,
5:03.0,,,69-84,,Turnover by J. Harden (lost ball; steal by F. Ezeli)
4:56.0,F. Ezeli makes 2-pt shot at rim (assist by D. Green),2,71-84,,
4:38.0,,,71-87,3,T. Jones makes 3-pt shot from 24 ft
4:27.0,S. Curry misses 2-pt shot from 22 ft,,71-87,,
4:25.0,,,71-87,,Defensive rebound by Team
4:25.0,,,71-87,,C. Brewer enters the game for T. Ariza
4:08.0,,,71-90,3,J. Harden makes 3-pt shot from 25 ft
4:07.0,Golden State full timeout,,71-90,,
4:07.0,,,71-90,,C. Capela enters the game for D. Howard
3:56.0,,,71-90,,Personal foul by T. Jones (drawn by F. Ezeli)
3:56.0,F. Ezeli misses free throw 1 of 2,,71-90,,
3:56.0,Offensive rebound by Team,,71-90,,
3:56.0,F. Ezeli misses free throw 2 of 2,,71-90,,
3:56.0,,,71-90,,Defensive rebound by J. Harden
3:40.0,,,71-90,,J. Harden misses 2-pt shot from 15 ft
3:39.0,Defensive rebound by D. Green,,71-90,,
3:32.0,S. Curry misses 3-pt shot from 25 ft (block by T. Jones),,71-90,,
3:30.0,,,71-90,,Defensive rebound by J. Harden
3:23.0,,,71-90,,J. Harden misses 3-pt shot from 25 ft
3:21.0,,,71-90,,Offensive rebound by Team
3:21.0,D. Lee enters the game for F. Ezeli,,71-90,,
3:14.0,Shooting block foul by D. Green (drawn by C. Capela),,71-90,,
3:14.0,,,71-90,,C. Capela misses free throw 1 of 2
3:14.0,,,71-90,,Offensive rebound by Team
3:14.0,L. Barbosa enters the game for K. Thompson,,71-90,,
3:14.0,,,71-91,1,C. Capela makes free throw 2 of 2
3:06.0,Turnover by D. Lee (lost ball),,71-91,,
3:00.0,,,71-93,2,C. Capela makes 2-pt shot at rim (assist by J. Harden)
2:43.0,A. Iguodala misses 2-pt shot from 3 ft,,71-93,,
2:41.0,Offensive rebound by D. Green,,71-93,,
2:41.0,D. Green makes 2-pt shot at rim,2,73-93,,
2:29.0,,,73-93,,T. Jones misses 2-pt shot from 9 ft (block by D. Green)
2:28.0,Defensive rebound by D. Lee,,73-93,,
2:25.0,Shooting foul by J. Harden (drawn by A. Iguodala),,73-93,,
2:25.0,A. Iguodala makes free throw 1 of 2,1,74-93,,
2:25.0,A. Iguodala makes free throw 2 of 2,1,75-93,,
2:25.0,,,75-93,,Technical foul by T. Jones
2:25.0,S. Curry makes technical free throw,1,76-93,,
2:01.0,,,76-93,,T. Jones misses 3-pt shot from 25 ft (block by D. Green)
2:00.0,,,76-93,,Offensive rebound by Team
2:00.0,,,76-93,,Turnover by Team (shot clock)
1:48.0,D. Green misses 3-pt shot from 24 ft,,76-93,,
1:46.0,,,76-93,,Defensive rebound by C. Capela
1:42.0,,,76-93,,Shooting foul by L. Barbosa (drawn by J. Harden)
1:42.0,,,76-93,,J. Harden misses free throw 1 of 2
1:42.0,,,76-93,,Offensive rebound by Team
1:42.0,,,76-94,1,J. Harden makes free throw 2 of 2
1:30.0,A. Iguodala makes 3-pt shot from 24 ft (assist by S. Curry),3,79-94,,
1:13.0,,,79-94,,Turnover by T. Jones (bad pass; steal by D. Lee)
0:56.0,D. Green makes 2-pt shot from 6 ft,2,81-94,,
0:45.0,,,81-96,2,J. Harden makes 2-pt shot from 1 ft
0:37.0,S. Curry misses 2-pt shot from 11 ft (block by T. Jones),,81-96,,
0:36.0,,,81-96,,Defensive rebound by J. Harden
0:32.0,Personal take foul by D. Lee (drawn by C. Capela),,81-96,,
0:32.0,,,81-97,1,C. Capela makes free throw 1 of 2
0:32.0,,,81-97,,T. Ariza enters the game for P. Prigioni
0:32.0,,,81-97,,C. Capela misses free throw 2 of 2
0:32.0,Defensive rebound by A. Iguodala,,81-97,,
0:09.0,L. Barbosa makes 3-pt shot from 25 ft (assist by S. Curry),3,84-97,,
0:02.0,,,84-97,,J. Harden misses 3-pt shot from 26 ft (block by A. Iguodala)
0:01.0,,,84-97,,Offensive rebound by T. Jones
0:00.0,,,84-99,2,T. Jones makes 2-pt shot at rim
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:40.0,Turnover by K. Thompson (bad pass; steal by P. Prigioni),,84-99,,
11:34.0,,,84-99,,T. Ariza misses 3-pt shot from 26 ft
11:34.0,Defensive rebound by A. Bogut,,84-99,,
11:28.0,L. Barbosa makes 2-pt shot from 2 ft (assist by K. Thompson),2,86-99,,
11:14.0,,,86-99,,Turnover by P. Prigioni (back court)
11:06.0,H. Barnes makes 3-pt shot from 25 ft (assist by S. Curry),3,89-99,,
10:49.0,Personal foul by K. Thompson (drawn by P. Prigioni),,89-99,,
10:40.0,,,89-99,,Shooting foul by A. Bogut (drawn by T. Jones)
10:40.0,,,89-101,2,T. Jones makes 2-pt shot from 1 ft
10:40.0,,,89-102,1,T. Jones makes free throw 1 of 1
10:29.0,K. Thompson makes 3-pt shot from 25 ft (assist by A. Bogut),3,92-102,,
10:04.0,,,92-102,,C. Brewer misses 3-pt shot from 27 ft
10:03.0,Defensive rebound by L. Barbosa,,92-102,,
9:54.0,L. Barbosa misses 2-pt shot from 3 ft,,92-102,,
9:52.0,,,92-102,,Defensive rebound by T. Jones
9:39.0,,,92-102,,T. Jones misses 2-pt shot from 7 ft
9:38.0,Defensive rebound by H. Barnes,,92-102,,
9:28.0,K. Thompson makes 3-pt shot from 25 ft,3,95-102,,
9:27.0,,,95-102,,Houston full timeout
9:27.0,,,95-102,,J. Smith enters the game for P. Prigioni
9:27.0,,,95-102,,J. Harden enters the game for T. Jones
9:27.0,,,95-102,,J. Terry enters the game for C. Brewer
9:09.0,,,95-104,2,J. Harden makes 2-pt shot from 16 ft
8:55.0,Turnover by K. Thompson (lost ball; steal by D. Howard),,95-104,,
8:54.0,Personal foul by K. Thompson (drawn by D. Howard),,95-104,,
8:54.0,D. Green enters the game for A. Bogut,,95-104,,
8:36.0,,,95-104,,J. Harden misses 2-pt shot from 6 ft (block by D. Green)
8:35.0,,,95-104,,Offensive rebound by J. Harden
8:33.0,,,95-104,,Turnover by J. Harden (bad pass)
8:24.0,S. Curry makes 3-pt shot from 26 ft,3,98-104,,
8:08.0,,,98-104,,J. Terry misses 3-pt shot from 25 ft
8:07.0,Defensive rebound by L. Barbosa,,98-104,,
7:52.0,L. Barbosa misses 3-pt shot from 24 ft,,98-104,,
7:51.0,,,98-104,,Defensive rebound by D. Howard
7:31.0,,,98-104,,Shooting foul by D. Green (drawn by J. Harden)
7:31.0,,,98-105,1,J. Harden makes free throw 1 of 2
7:31.0,A. Iguodala enters the game for L. Barbosa,,98-105,,
7:31.0,,,98-106,1,J. Harden makes free throw 2 of 2
7:18.0,S. Curry misses 2-pt shot from 1 ft,,98-106,,
7:17.0,Offensive rebound by S. Curry,,98-106,,
7:17.0,,,98-106,,Loose ball foul by T. Ariza (drawn by S. Curry)
7:08.0,A. Iguodala misses 3-pt shot from 26 ft,,98-106,,
7:07.0,,,98-106,,Defensive rebound by J. Harden
7:00.0,,,98-109,3,J. Harden makes 3-pt shot from 26 ft
6:43.0,Turnover by D. Green (lost ball; steal by J. Harden),,98-109,,
6:39.0,,,98-111,2,J. Harden makes 2-pt shot from 1 ft (assist by J. Smith)
6:37.0,Golden State full timeout,,98-111,,
6:20.0,D. Green misses 2-pt shot from 6 ft (block by J. Smith),,98-111,,
6:18.0,Offensive rebound by H. Barnes,,98-111,,
6:14.0,K. Thompson misses 2-pt shot from 15 ft,,98-111,,
6:14.0,,,98-111,,Defensive rebound by Team
6:14.0,Loose ball foul by D. Green (drawn by J. Smith),,98-111,,
6:14.0,,,98-111,,J. Smith misses free throw 1 of 2
6:14.0,,,98-111,,Offensive rebound by Team
6:14.0,,,98-111,,J. Smith misses free throw 2 of 2
6:14.0,Defensive rebound by D. Green,,98-111,,
5:53.0,H. Barnes misses 2-pt shot from 11 ft,,98-111,,
5:52.0,,,98-111,,Defensive rebound by D. Howard
5:46.0,Personal take foul by H. Barnes (drawn by J. Smith),,98-111,,
5:46.0,,,98-112,1,J. Smith makes free throw 1 of 2
5:46.0,,,98-112,,J. Smith misses free throw 2 of 2
5:46.0,Defensive rebound by A. Iguodala,,98-112,,
5:30.0,K. Thompson misses 2-pt shot from 1 ft (block by J. Smith),,98-112,,
5:29.0,,,98-112,,Defensive rebound by J. Harden
5:22.0,,,98-112,,J. Smith misses 3-pt shot from 25 ft
5:21.0,Defensive rebound by A. Iguodala,,98-112,,
5:15.0,S. Curry misses 3-pt shot from 26 ft,,98-112,,
