time,Phoenix,pts.away,score,pts.home,LA Lakers
1:10.0,Offensive rebound by M. Morris,,108-105,,
0:49.0,M. Morris makes 2-pt shot from 6 ft,2,110-105,,
0:49.0,,,110-105,,LA Lakers full timeout
0:41.0,,,110-105,,W. Johnson misses 3-pt shot from 23 ft
0:40.0,Defensive rebound by I. Thomas,,110-105,,
0:39.0,,,110-105,,Personal take foul by N. Young (drawn by I. Thomas)
0:39.0,I. Thomas makes free throw 1 of 2,1,111-105,,
0:39.0,I. Thomas makes free throw 2 of 2,1,112-105,,
0:33.0,,,112-105,,Turnover by K. Bryant (lost ball; steal by E. Bledsoe)
0:29.0,,,112-105,,Personal take foul by W. Johnson (drawn by E. Bledsoe)
0:29.0,E. Bledsoe makes free throw 1 of 2,1,113-105,,
0:29.0,E. Bledsoe makes free throw 2 of 2,1,114-105,,
0:25.0,,,114-107,2,J. Lin makes 2-pt shot from 1 ft
0:25.0,Violation by E. Bledsoe (def goaltending),,114-107,,
0:21.0,,,114-107,,Personal take foul by J. Lin (drawn by E. Bledsoe)
0:21.0,E. Bledsoe makes free throw 1 of 2,1,115-107,,
0:21.0,E. Bledsoe makes free throw 2 of 2,1,116-107,,
0:17.0,,,116-107,,Shooting foul by I. Thomas (drawn by J. Lin)
0:17.0,,,116-107,,J. Lin misses free throw 1 of 2
0:17.0,,,116-107,,Offensive rebound by Team
0:17.0,,,116-107,,J. Lin misses free throw 2 of 2
0:16.0,Defensive rebound by M. Morris,,116-107,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
