time,Golden State,pts.away,score,pts.home,Oklahoma City
9:05.0,,,32-28,,A. Morrow misses 3-pt shot from 24 ft
9:04.0,Defensive rebound by K. Thompson,,32-28,,
8:45.0,K. Thompson makes 3-pt shot from 24 ft (assist by F. Ezeli),3,35-28,,
8:41.0,,,35-28,,Oklahoma City full timeout
8:41.0,,,35-28,,R. Jackson enters the game for J. Lamb
8:36.0,,,35-28,,Offensive foul by K. Perkins
8:36.0,,,35-28,,Turnover by K. Perkins (offensive foul)
8:36.0,,,35-28,,S. Ibaka enters the game for K. Perkins
8:20.0,S. Livingston misses 2-pt shot from 7 ft,,35-28,,
8:19.0,Offensive rebound by S. Livingston,,35-28,,
8:17.0,S. Livingston misses 2-pt shot from 6 ft,,35-28,,
8:15.0,Offensive rebound by D. Green,,35-28,,
8:13.0,D. Green misses 3-pt shot from 24 ft,,35-28,,
8:11.0,,,35-28,,Defensive rebound by R. Jackson
8:00.0,,,35-28,,S. Telfair misses 3-pt shot from 22 ft
8:00.0,,,35-28,,Offensive rebound by N. Collison
7:59.0,,,35-28,,Shooting foul by F. Ezeli (drawn by N. Collison)
7:59.0,,,35-28,,N. Collison misses free throw 1 of 2
7:59.0,,,35-28,,Offensive rebound by Team
7:59.0,,,35-28,,N. Collison misses free throw 2 of 2
7:58.0,Defensive rebound by D. Green,,35-28,,
7:43.0,F. Ezeli misses 2-pt shot at rim (block by S. Ibaka),,35-28,,
7:41.0,,,35-28,,Defensive rebound by N. Collison
7:34.0,,,35-28,,R. Jackson misses 2-pt shot from 19 ft
7:33.0,Defensive rebound by S. Livingston,,35-28,,
7:24.0,A. Iguodala misses 2-pt shot from 19 ft,,35-28,,
7:23.0,,,35-28,,Defensive rebound by A. Morrow
7:08.0,,,35-30,2,S. Telfair makes 2-pt shot from 14 ft
7:01.0,Golden State full timeout,,35-30,,
7:01.0,S. Curry enters the game for S. Livingston,,35-30,,
7:01.0,H. Barnes enters the game for F. Ezeli,,35-30,,
6:52.0,K. Thompson makes 3-pt shot from 24 ft (assist by A. Iguodala),3,38-30,,
6:27.0,,,38-30,,N. Collison misses 2-pt shot from 17 ft
6:26.0,Defensive rebound by Team,,38-30,,
6:14.0,K. Thompson misses 3-pt shot from 25 ft,,38-30,,
6:13.0,Offensive rebound by H. Barnes,,38-30,,
6:01.0,Shooting foul by S. Ibaka (drawn by D. Green),,38-30,,
6:01.0,D. Green makes free throw 1 of 2,1,39-30,,
6:01.0,,,39-30,,S. Adams enters the game for N. Collison
6:01.0,,,39-30,,A. Roberson enters the game for S. Telfair
6:01.0,M. Speights enters the game for A. Iguodala,,39-30,,
6:01.0,D. Green makes free throw 2 of 2,1,40-30,,
5:47.0,,,40-30,,S. Ibaka misses 3-pt shot from 22 ft
5:46.0,Defensive rebound by H. Barnes,,40-30,,
5:38.0,M. Speights misses 2-pt shot from 3 ft,,40-30,,
5:37.0,,,40-30,,Defensive rebound by S. Ibaka
5:35.0,,,40-30,,Turnover by R. Jackson (bad pass; steal by H. Barnes)
5:29.0,D. Green misses 2-pt shot at rim (block by S. Ibaka),,40-30,,
5:26.0,,,40-30,,Defensive rebound by R. Jackson
5:20.0,,,40-32,2,R. Jackson makes 2-pt shot from 5 ft
5:09.0,,,40-32,,Personal foul by A. Roberson (drawn by M. Speights)
4:59.0,K. Thompson misses 2-pt shot from 3 ft,,40-32,,
4:57.0,Offensive rebound by D. Green,,40-32,,
4:57.0,D. Green misses 2-pt shot from 2 ft,,40-32,,
4:56.0,,,40-32,,Defensive rebound by A. Morrow
4:51.0,,,40-34,2,S. Ibaka makes 2-pt shot from 1 ft (assist by R. Jackson)
4:50.0,Technical foul by D. Green,,40-34,,
4:50.0,,,40-35,1,A. Morrow makes technical free throw
4:47.0,Golden State full timeout,,40-35,,
4:32.0,H. Barnes misses 3-pt shot from 23 ft,,40-35,,
4:29.0,Offensive rebound by M. Speights,,40-35,,
4:28.0,M. Speights misses 2-pt shot from 3 ft (block by S. Adams),,40-35,,
4:25.0,Offensive rebound by M. Speights,,40-35,,
4:25.0,M. Speights makes 2-pt shot from 1 ft,2,42-35,,
3:57.0,,,42-35,,R. Jackson misses 2-pt shot from 19 ft
3:56.0,,,42-35,,Offensive rebound by S. Ibaka
3:56.0,,,42-37,2,S. Ibaka makes 2-pt shot at rim
3:37.0,S. Curry makes 2-pt shot from 3 ft (assist by K. Thompson),2,44-37,,
3:25.0,,,44-39,2,A. Morrow makes 2-pt shot from 14 ft (assist by R. Jackson)
3:13.0,M. Speights makes 2-pt shot from 18 ft (assist by S. Curry),2,46-39,,
2:50.0,Shooting block foul by D. Green (drawn by S. Ibaka),,46-39,,
2:50.0,Official timeout,,46-39,,
2:50.0,F. Ezeli enters the game for D. Green,,46-39,,
2:50.0,,,46-40,1,S. Ibaka makes free throw 1 of 2
2:50.0,,,46-41,1,S. Ibaka makes free throw 2 of 2
2:30.0,Turnover by F. Ezeli (lost ball; steal by A. Morrow),,46-41,,
2:11.0,,,46-44,3,R. Jackson makes 3-pt shot from 24 ft
1:45.0,F. Ezeli misses 2-pt shot from 5 ft (block by S. Ibaka),,46-44,,
1:44.0,,,46-44,,Defensive rebound by A. Morrow
1:33.0,,,46-44,,S. Ibaka misses 2-pt shot from 9 ft
1:32.0,Defensive rebound by S. Curry,,46-44,,
1:22.0,K. Thompson makes 3-pt shot from 24 ft (assist by H. Barnes),3,49-44,,
1:19.0,,,49-44,,Oklahoma City full timeout
1:19.0,A. Iguodala enters the game for H. Barnes,,49-44,,
1:08.0,,,49-46,2,R. Jackson makes 2-pt shot at rim
1:08.0,,,49-46,,Shooting foul by F. Ezeli (drawn by R. Jackson)
1:08.0,,,49-47,1,R. Jackson makes free throw 1 of 1
0:52.0,K. Thompson misses 3-pt shot from 22 ft,,49-47,,
0:51.0,,,49-47,,Defensive rebound by A. Roberson
0:51.0,,,49-47,,Personal foul by S. Ibaka (drawn by F. Ezeli)
0:51.0,Personal foul by F. Ezeli,,49-47,,
0:37.0,,,49-47,,R. Jackson misses 2-pt shot from 1 ft
0:36.0,,,49-47,,Offensive rebound by S. Adams
0:36.0,,,49-47,,S. Adams misses 2-pt shot at rim
0:35.0,Defensive rebound by A. Iguodala,,49-47,,
0:25.0,K. Thompson makes 3-pt shot from 22 ft (assist by S. Curry),3,52-47,,
0:02.0,,,52-47,,R. Jackson misses 2-pt shot from 1 ft (block by F. Ezeli)
0:00.0,Defensive rebound by M. Speights,,52-47,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:44.0,,,52-47,,S. Adams misses 2-pt shot from 5 ft
11:43.0,Defensive rebound by D. Green,,52-47,,
11:30.0,Turnover by S. Curry (lost ball; steal by R. Jackson),,52-47,,
11:17.0,,,52-47,,S. Ibaka misses 2-pt shot from 18 ft
11:16.0,Defensive rebound by Team,,52-47,,
11:06.0,K. Thompson misses 2-pt shot from 12 ft,,52-47,,
11:04.0,,,52-47,,Defensive rebound by R. Jackson
10:54.0,,,52-47,,R. Jackson misses 2-pt shot from 6 ft
10:53.0,Defensive rebound by D. Green,,52-47,,
10:48.0,S. Curry misses 2-pt shot at rim (block by A. Roberson),,52-47,,
10:46.0,,,52-47,,Defensive rebound by L. Thomas
10:39.0,,,52-47,,L. Thomas misses 2-pt shot at rim (block by F. Ezeli)
10:38.0,Defensive rebound by H. Barnes,,52-47,,
10:28.0,S. Curry misses 2-pt shot from 14 ft,,52-47,,
10:27.0,,,52-47,,Defensive rebound by Team
10:03.0,,,52-47,,R. Jackson misses 2-pt shot from 17 ft
10:02.0,Defensive rebound by K. Thompson,,52-47,,
9:53.0,K. Thompson misses 2-pt shot from 4 ft,,52-47,,
9:52.0,,,52-47,,Defensive rebound by R. Jackson
9:47.0,,,52-47,,Oklahoma City full timeout
9:39.0,,,52-47,,R. Jackson misses 2-pt shot from 16 ft
9:33.0,,,52-47,,Offensive rebound by S. Ibaka
9:22.0,,,52-47,,Turnover by S. Ibaka (bad pass; steal by F. Ezeli)
9:18.0,D. Green misses 2-pt shot at rim,,52-47,,
9:16.0,,,52-47,,Defensive rebound by R. Jackson
9:12.0,,,52-47,,Shooting foul by D. Green (drawn by S. Ibaka)
9:12.0,,,52-48,1,S. Ibaka makes free throw 1 of 2
9:12.0,,,52-49,1,S. Ibaka makes free throw 2 of 2
8:56.0,Turnover by D. Green (bad pass),,52-49,,
8:43.0,,,52-51,2,S. Adams makes 2-pt shot from 4 ft
8:32.0,K. Thompson misses 3-pt shot from 23 ft,,52-51,,
8:31.0,Offensive rebound by H. Barnes,,52-51,,
8:20.0,D. Green misses 3-pt shot from 24 ft,,52-51,,
8:19.0,Offensive rebound by H. Barnes,,52-51,,
8:06.0,A. Iguodala enters the game for H. Barnes,,52-51,,
7:54.0,A. Iguodala misses 2-pt shot from 13 ft,,52-51,,
7:53.0,,,52-51,,Defensive rebound by R. Jackson
7:44.0,,,52-51,,L. Thomas misses 2-pt shot from 16 ft
7:44.0,Defensive rebound by S. Curry,,52-51,,
7:33.0,S. Curry misses 2-pt shot from 2 ft,,52-51,,
7:32.0,Offensive rebound by F. Ezeli,,52-51,,
7:30.0,F. Ezeli makes 2-pt shot at rim,2,54-51,,
7:20.0,,,54-53,2,R. Jackson makes 2-pt shot at rim
7:06.0,A. Iguodala makes 2-pt shot from 17 ft (assist by D. Green),2,56-53,,
6:47.0,,,56-53,,S. Ibaka misses 2-pt shot from 17 ft
6:47.0,Defensive rebound by Team,,56-53,,
6:47.0,,,56-53,,Loose ball foul by S. Adams (drawn by F. Ezeli)
6:25.0,F. Ezeli makes 2-pt shot at rim (assist by D. Green),2,58-53,,
6:05.0,,,58-55,2,S. Adams makes 2-pt shot from 8 ft (assist by R. Jackson)
5:49.0,A. Iguodala misses 2-pt shot from 9 ft,,58-55,,
5:48.0,Offensive rebound by F. Ezeli,,58-55,,
5:46.0,F. Ezeli misses 2-pt shot from 3 ft,,58-55,,
5:45.0,,,58-55,,Defensive rebound by S. Adams
5:39.0,,,58-55,,A. Roberson misses 3-pt shot from 23 ft
5:38.0,Defensive rebound by K. Thompson,,58-55,,
5:32.0,K. Thompson misses 3-pt shot from 25 ft,,58-55,,
5:29.0,,,58-55,,Defensive rebound by S. Adams
5:08.0,,,58-55,,S. Adams misses 2-pt shot from 6 ft
5:07.0,,,58-55,,Offensive rebound by S. Adams
5:06.0,,,58-55,,Shooting foul by F. Ezeli (drawn by S. Adams)
5:06.0,,,58-56,1,S. Adams makes free throw 1 of 2
5:06.0,M. Speights enters the game for F. Ezeli,,58-56,,
5:06.0,,,58-57,1,S. Adams makes free throw 2 of 2
4:53.0,D. Green makes 2-pt shot from 1 ft (assist by M. Speights),2,60-57,,
4:53.0,Shooting foul by R. Jackson (drawn by D. Green),,60-57,,
4:53.0,D. Green makes free throw 1 of 1,1,61-57,,
4:37.0,,,61-57,,Turnover by L. Thomas (lost ball; steal by D. Green)
4:28.0,M. Speights makes 2-pt shot from 1 ft (assist by K. Thompson),2,63-57,,
4:06.0,B. Rush enters the game for K. Thompson,,63-57,,
4:06.0,,,63-57,,A. Morrow enters the game for L. Thomas
4:06.0,,,63-57,,K. Perkins enters the game for S. Adams
4:00.0,,,63-59,2,R. Jackson makes 2-pt shot at rim
3:49.0,M. Speights misses 2-pt shot from 1 ft (block by A. Roberson),,63-59,,
3:47.0,,,63-59,,Defensive rebound by A. Morrow
3:43.0,,,63-61,2,A. Roberson makes 2-pt shot at rim (assist by R. Jackson)
3:42.0,Golden State full timeout,,63-61,,
3:28.0,M. Speights makes 2-pt shot from 18 ft (assist by D. Green),2,65-61,,
3:08.0,,,65-61,,S. Ibaka misses 2-pt shot from 16 ft
3:06.0,Defensive rebound by B. Rush,,65-61,,
2:56.0,B. Rush misses 3-pt shot from 24 ft,,65-61,,
2:55.0,,,65-61,,Defensive rebound by K. Perkins
2:46.0,,,65-63,2,R. Jackson makes 2-pt shot from 2 ft
2:37.0,M. Speights misses 2-pt shot from 19 ft,,65-63,,
2:36.0,,,65-63,,Defensive rebound by K. Perkins
2:26.0,,,65-65,2,R. Jackson makes 2-pt shot from 7 ft
2:08.0,Turnover by A. Iguodala (bad pass; steal by A. Morrow),,65-65,,
1:59.0,,,65-65,,S. Telfair enters the game for A. Roberson
1:55.0,,,65-65,,S. Ibaka misses 2-pt shot from 2 ft
1:54.0,Defensive rebound by M. Speights,,65-65,,
1:34.0,Turnover by B. Rush (discontinued dribble),,65-65,,
1:34.0,Technical foul by Team,,65-65,,
1:34.0,,,65-66,1,A. Morrow makes technical free throw
1:34.0,,,65-66,,J. Lamb enters the game for R. Jackson
1:34.0,S. Livingston enters the game for S. Curry,,65-66,,
1:16.0,,,65-66,,K. Perkins misses 2-pt shot from 4 ft
1:15.0,Defensive rebound by D. Green,,65-66,,
0:58.0,Shooting foul by S. Ibaka (drawn by M. Speights),,65-66,,
0:58.0,M. Speights makes free throw 1 of 2,1,66-66,,
0:58.0,,,66-66,,N. Collison enters the game for S. Ibaka
0:58.0,H. Barnes enters the game for D. Green,,66-66,,
0:58.0,M. Speights makes free throw 2 of 2,1,67-66,,
0:43.0,,,67-66,,A. Morrow misses 2-pt shot from 17 ft
0:42.0,Defensive rebound by B. Rush,,67-66,,
0:31.0,M. Speights misses 2-pt shot from 10 ft,,67-66,,
0:30.0,,,67-66,,Defensive rebound by A. Morrow
0:19.0,,,67-66,,A. Morrow misses 2-pt shot from 12 ft
0:18.0,Defensive rebound by S. Livingston,,67-66,,
0:03.0,M. Speights makes 2-pt shot from 2 ft (assist by S. Livingston),2,69-66,,
0:03.0,Shooting foul by N. Collison (drawn by M. Speights),,69-66,,
0:03.0,M. Speights makes free throw 1 of 1,1,70-66,,
0:00.0,,,70-66,,S. Telfair misses 3-pt shot from 33 ft
0:00.0,Defensive rebound by Team,,70-66,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:49.0,H. Barnes misses 2-pt shot from 2 ft (block by K. Perkins),,70-66,,
11:48.0,,,70-66,,Defensive rebound by S. Telfair
11:28.0,,,70-66,,Shooting foul by H. Barnes (drawn by S. Telfair)
11:28.0,,,70-67,1,S. Telfair makes free throw 1 of 2
11:28.0,,,70-67,,S. Telfair misses free throw 2 of 2
11:28.0,Defensive rebound by H. Barnes,,70-67,,
11:13.0,H. Barnes misses 2-pt shot from 7 ft,,70-67,,
11:12.0,,,70-67,,Defensive rebound by J. Lamb
11:08.0,,,70-67,,S. Telfair misses 2-pt shot from 2 ft (block by B. Rush)
11:07.0,Defensive rebound by K. Thompson,,70-67,,
11:01.0,Offensive charge foul by H. Barnes,,70-67,,
11:01.0,Turnover by H. Barnes (offensive foul),,70-67,,
10:49.0,,,70-67,,Shooting foul by B. Rush (drawn by A. Morrow)
10:49.0,,,70-68,1,A. Morrow makes free throw 1 of 2
10:49.0,D. Green enters the game for H. Barnes,,70-68,,
10:49.0,,,70-68,,A. Morrow misses free throw 2 of 2
10:48.0,Defensive rebound by B. Rush,,70-68,,
10:33.0,M. Speights makes 2-pt shot at rim (assist by D. Green),2,72-68,,
10:33.0,Shooting foul by N. Collison (drawn by M. Speights),,72-68,,
10:33.0,M. Speights makes free throw 1 of 1,1,73-68,,
10:17.0,,,73-70,2,A. Morrow makes 2-pt shot from 17 ft
9:59.0,K. Thompson misses 3-pt shot from 24 ft,,73-70,,
9:58.0,,,73-70,,Defensive rebound by A. Morrow
9:49.0,,,73-70,,S. Telfair misses 2-pt shot at rim
9:48.0,,,73-70,,Offensive rebound by K. Perkins
9:48.0,,,73-70,,Shooting foul by M. Speights (drawn by K. Perkins)
9:48.0,,,73-70,,K. Perkins misses free throw 1 of 2
9:48.0,,,73-70,,Offensive rebound by Team
9:48.0,,,73-70,,K. Perkins misses free throw 2 of 2
9:47.0,Defensive rebound by M. Speights,,73-70,,
9:29.0,M. Speights makes 2-pt shot from 19 ft (assist by D. Green),2,75-70,,
9:07.0,,,75-70,,Turnover by A. Morrow (bad pass)
8:50.0,S. Livingston misses 2-pt shot from 6 ft,,75-70,,
8:49.0,,,75-70,,Defensive rebound by K. Perkins
8:43.0,,,75-70,,Oklahoma City full timeout
8:43.0,S. Curry enters the game for B. Rush,,75-70,,
8:43.0,,,75-70,,R. Jackson enters the game for S. Telfair
8:31.0,,,75-72,2,K. Perkins makes 2-pt shot at rim (assist by N. Collison)
8:17.0,K. Thompson makes 2-pt shot from 15 ft (assist by S. Livingston),2,77-72,,
8:01.0,,,77-72,,J. Lamb misses 2-pt shot from 5 ft (block by D. Green)
7:59.0,Defensive rebound by S. Curry,,77-72,,
7:54.0,,,77-72,,A. Roberson enters the game for J. Lamb
7:48.0,M. Speights makes 2-pt shot from 17 ft (assist by S. Curry),2,79-72,,
7:27.0,,,79-75,3,A. Morrow makes 3-pt shot from 24 ft (assist by K. Perkins)
7:07.0,S. Livingston makes 2-pt shot at rim (assist by M. Speights),2,81-75,,
6:52.0,,,81-75,,R. Jackson misses 2-pt shot from 16 ft
6:48.0,,,81-75,,Offensive rebound by A. Morrow
6:46.0,,,81-75,,Turnover by A. Morrow (bad pass; steal by S. Livingston)
6:43.0,S. Curry misses 3-pt shot from 24 ft,,81-75,,
6:42.0,Offensive rebound by K. Thompson,,81-75,,
6:40.0,K. Thompson misses 2-pt shot from 15 ft,,81-75,,
6:38.0,Offensive rebound by M. Speights,,81-75,,
6:35.0,K. Thompson misses 3-pt shot from 25 ft,,81-75,,
6:34.0,,,81-75,,Defensive rebound by K. Perkins
