time,LA Clippers,pts.away,score,pts.home,San Antonio
5:58.0,,,95-88,,Turnover by P. Mills (bad pass; steal by J. Redick)
5:58.0,C. Paul enters the game for A. Rivers,,95-88,,
5:58.0,,,95-88,,B. Diaw enters the game for M. Bonner
5:34.0,G. Davis misses 2-pt shot from 6 ft,,95-88,,
5:33.0,Offensive rebound by M. Barnes,,95-88,,
5:33.0,M. Barnes makes 2-pt shot from 1 ft,2,97-88,,
5:10.0,,,97-90,2,T. Duncan makes 2-pt shot from 8 ft
4:59.0,,,97-90,,Personal foul by D. Green (drawn by C. Paul)
4:59.0,C. Paul makes free throw 1 of 2,1,98-90,,
4:59.0,J. Crawford enters the game for M. Barnes,,98-90,,
4:59.0,C. Paul makes free throw 2 of 2,1,99-90,,
4:39.0,,,99-90,,D. Green misses 3-pt shot from 25 ft
4:38.0,Defensive rebound by B. Griffin,,99-90,,
4:26.0,C. Paul makes 2-pt shot from 20 ft,2,101-90,,
4:13.0,,,101-90,,Shooting foul by G. Davis (drawn by T. Duncan)
4:13.0,,,101-91,1,T. Duncan makes free throw 1 of 2
4:13.0,,,101-91,,M. Belinelli enters the game for D. Green
4:13.0,,,101-92,1,T. Duncan makes free throw 2 of 2
3:55.0,C. Paul makes 2-pt shot from 16 ft,2,103-92,,
3:41.0,,,103-92,,P. Mills misses 3-pt shot from 27 ft
3:40.0,Defensive rebound by B. Griffin,,103-92,,
3:29.0,J. Redick makes 3-pt shot from 26 ft (assist by C. Paul),3,106-92,,
3:13.0,,,106-92,,B. Diaw misses 2-pt shot from 9 ft
3:12.0,,,106-92,,Offensive rebound by B. Diaw
3:08.0,,,106-92,,M. Belinelli misses 3-pt shot from 25 ft
3:08.0,Defensive rebound by B. Griffin,,106-92,,
3:08.0,,,106-92,,Personal foul by T. Duncan (drawn by B. Griffin)
3:08.0,B. Griffin misses free throw 1 of 2,,106-92,,
3:08.0,Offensive rebound by Team,,106-92,,
3:08.0,,,106-92,,T. Parker enters the game for M. Belinelli
3:08.0,,,106-92,,M. Bonner enters the game for B. Diaw
3:08.0,B. Griffin misses free throw 2 of 2,,106-92,,
3:07.0,,,106-92,,Defensive rebound by K. Leonard
2:59.0,,,106-95,3,K. Leonard makes 3-pt shot from 26 ft
2:41.0,B. Griffin misses 2-pt shot from 4 ft,,106-95,,
2:40.0,Offensive rebound by B. Griffin,,106-95,,
2:39.0,B. Griffin misses 2-pt shot from 5 ft,,106-95,,
2:37.0,,,106-95,,Defensive rebound by T. Duncan
2:29.0,,,106-98,3,K. Leonard makes 3-pt shot from 25 ft (assist by P. Mills)
2:06.0,C. Paul misses 2-pt shot from 17 ft,,106-98,,
2:05.0,,,106-98,,Defensive rebound by T. Duncan
1:54.0,,,106-98,,K. Leonard misses 2-pt shot from 21 ft
1:53.0,Defensive rebound by B. Griffin,,106-98,,
1:46.0,,,106-98,,Personal foul by K. Leonard (drawn by C. Paul)
1:46.0,Official timeout,,106-98,,
1:46.0,D. Jordan enters the game for G. Davis,,106-98,,
1:46.0,,,106-98,,M. Belinelli enters the game for M. Bonner
1:46.0,,,106-98,,D. Green enters the game for T. Parker
1:46.0,C. Paul makes free throw 1 of 2,1,107-98,,
1:46.0,C. Paul makes free throw 2 of 2,1,108-98,,
1:33.0,,,108-98,,K. Leonard misses 3-pt shot from 25 ft
1:32.0,Defensive rebound by J. Redick,,108-98,,
1:29.0,Turnover by J. Redick (bad pass; steal by T. Duncan),,108-98,,
1:28.0,,,108-100,2,T. Duncan makes 2-pt shot from 4 ft
1:11.0,D. Jordan makes 2-pt shot at rim (assist by B. Griffin),2,110-100,,
0:57.0,,,110-100,,D. Green misses 3-pt shot from 25 ft
0:56.0,Defensive rebound by D. Jordan,,110-100,,
0:49.0,,,110-100,,Personal take foul by T. Duncan (drawn by J. Crawford)
0:49.0,,,110-100,,M. Bonner enters the game for T. Duncan
0:49.0,J. Crawford makes free throw 1 of 2,1,111-100,,
0:49.0,,,111-100,,J. Ayres enters the game for K. Leonard
0:49.0,,,111-100,,A. Baynes enters the game for D. Green
0:49.0,,,111-100,,C. Joseph enters the game for P. Mills
0:49.0,J. Crawford makes free throw 2 of 2,1,112-100,,
0:43.0,,,112-100,,Shooting foul by J. Redick (drawn by M. Belinelli)
0:43.0,,,112-101,1,M. Belinelli makes free throw 1 of 3
0:43.0,,,112-102,1,M. Belinelli makes free throw 2 of 3
0:43.0,,,112-103,1,M. Belinelli makes free throw 3 of 3
0:21.0,C. Paul makes 2-pt shot from 17 ft,2,114-103,,
0:12.0,,,114-105,2,C. Joseph makes 2-pt shot from 2 ft
0:00.0,End of 4th quarter,,,,End of 4th quarter
