time,LA Lakers,pts.away,score,pts.home,LA Clippers
1:43.0,Defensive rebound by T. Black,,85-114,,
1:30.0,T. Black misses 2-pt shot from 2 ft,,85-114,,
1:29.0,,,85-114,,Defensive rebound by Team
1:14.0,,,85-114,,C. Wilcox misses 2-pt shot from 19 ft
1:12.0,Defensive rebound by R. Kelly,,85-114,,
1:04.0,N. Young misses 2-pt shot from 9 ft,,85-114,,
1:03.0,,,85-114,,Defensive rebound by R. Bullock
0:48.0,,,85-114,,G. Davis misses 3-pt shot from 25 ft
0:47.0,Defensive rebound by R. Kelly,,85-114,,
0:42.0,J. Lin makes 2-pt shot from 1 ft,2,87-114,,
0:22.0,,,87-114,,R. Bullock misses 3-pt shot from 26 ft
0:20.0,Defensive rebound by R. Kelly,,87-114,,
0:10.0,J. Clarkson makes 2-pt shot from 2 ft (assist by J. Lin),2,89-114,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
