time,Cleveland,pts.away,score,pts.home,Atlanta
7:05.0,Defensive rebound by T. Mozgov,,59-63,,
7:00.0,Shooting foul by J. Teague (drawn by K. Irving),,59-63,,
7:00.0,K. Irving makes free throw 1 of 2,1,60-63,,
7:00.0,K. Irving makes free throw 2 of 2,1,61-63,,
6:54.0,Violation by T. Mozgov (def goaltending),,61-63,,
6:54.0,,,61-65,2,J. Teague makes 2-pt shot from 1 ft
6:46.0,Shooting foul by A. Horford (drawn by K. Irving),,61-65,,
6:46.0,K. Irving makes 2-pt shot at rim,2,63-65,,
6:46.0,,,63-65,,K. Bazemore enters the game for D. Carroll
6:46.0,K. Irving makes free throw 1 of 1,1,64-65,,
6:36.0,Violation by J. Smith (kicked ball),,64-65,,
6:22.0,,,64-65,,J. Teague misses 2-pt shot from 4 ft (block by L. James)
6:20.0,Defensive rebound by J. Smith,,64-65,,
6:15.0,,,64-65,,Personal foul by P. Millsap (drawn by T. Mozgov)
6:15.0,T. Mozgov makes free throw 1 of 2,1,65-65,,
6:15.0,T. Mozgov makes free throw 2 of 2,1,66-65,,
6:08.0,,,66-65,,Shooting foul by L. James (drawn by A. Horford)
6:08.0,Technical foul by L. James (drawn by A. Horford),,66-65,,
6:08.0,,,66-66,1,K. Korver makes technical free throw
6:08.0,,,66-67,1,A. Horford makes free throw 1 of 2
6:08.0,,,66-68,1,A. Horford makes free throw 2 of 2
5:53.0,K. Irving makes 2-pt shot from 15 ft (assist by J. Smith),2,68-68,,
5:38.0,,,68-71,3,K. Bazemore makes 3-pt shot from 23 ft (assist by A. Horford)
5:22.0,K. Love misses 3-pt shot from 24 ft,,68-71,,
5:22.0,,,68-71,,Defensive rebound by Team
5:22.0,,,68-71,,D. Carroll enters the game for K. Korver
5:05.0,,,68-71,,Turnover by P. Millsap (lost ball)
4:50.0,J. Smith misses 3-pt shot from 23 ft,,68-71,,
4:48.0,,,68-71,,Defensive rebound by K. Bazemore
4:34.0,,,68-71,,Shooting foul by T. Mozgov (drawn by P. Millsap)
4:34.0,,,68-71,,P. Millsap misses free throw 1 of 2
4:34.0,,,68-71,,Offensive rebound by Team
4:34.0,T. Thompson enters the game for T. Mozgov,,68-71,,
4:34.0,,,68-71,,E. Brand enters the game for A. Horford
4:34.0,,,68-71,,P. Millsap misses free throw 2 of 2
4:33.0,Defensive rebound by K. Love,,68-71,,
4:11.0,J. Smith makes 3-pt shot from 25 ft (assist by L. James),3,71-71,,
4:01.0,,,71-73,2,J. Teague makes 2-pt shot at rim
3:50.0,Shooting foul by J. Teague (drawn by K. Irving),,71-73,,
3:50.0,K. Irving makes free throw 1 of 2,1,72-73,,
3:50.0,,,72-73,,D. Schroder enters the game for J. Teague
3:50.0,K. Irving misses free throw 2 of 2,,72-73,,
3:49.0,,,72-73,,Defensive rebound by D. Carroll
3:32.0,,,72-73,,P. Millsap misses 3-pt shot from 25 ft
3:30.0,Defensive rebound by T. Thompson,,72-73,,
3:24.0,K. Irving misses 3-pt shot from 24 ft,,72-73,,
3:23.0,Offensive rebound by Team,,72-73,,
3:23.0,,,72-73,,Loose ball foul by D. Schroder (drawn by K. Love)
3:23.0,K. Love misses free throw 1 of 2,,72-73,,
3:23.0,Offensive rebound by Team,,72-73,,
3:23.0,M. Dellavedova enters the game for K. Irving,,72-73,,
3:23.0,K. Love makes free throw 2 of 2,1,73-73,,
3:12.0,,,73-73,,Shooting foul by T. Thompson (drawn by P. Millsap)
3:12.0,,,73-74,1,P. Millsap makes free throw 1 of 2
3:12.0,,,73-75,1,P. Millsap makes free throw 2 of 2
3:01.0,,,73-75,,Personal foul by D. Schroder (drawn by M. Dellavedova)
3:01.0,M. Dellavedova makes free throw 1 of 2,1,74-75,,
3:01.0,M. Dellavedova makes free throw 2 of 2,1,75-75,,
2:37.0,,,75-75,,D. Schroder misses 2-pt shot at rim
2:36.0,Defensive rebound by K. Love,,75-75,,
2:22.0,Cleveland full timeout,,75-75,,
2:22.0,,,75-75,,K. Korver enters the game for D. Carroll
2:15.0,K. Love misses 3-pt shot from 24 ft,,75-75,,
2:13.0,Offensive rebound by T. Thompson,,75-75,,
2:13.0,,,75-75,,Personal foul by K. Korver (drawn by T. Thompson)
2:13.0,T. Thompson makes free throw 1 of 2,1,76-75,,
2:13.0,T. Thompson makes free throw 2 of 2,1,77-75,,
1:54.0,,,77-77,2,D. Schroder makes 2-pt shot at rim
1:35.0,M. Dellavedova misses 3-pt shot from 24 ft,,77-77,,
1:33.0,Offensive rebound by M. Dellavedova,,77-77,,
1:16.0,M. Dellavedova misses 3-pt shot from 24 ft,,77-77,,
1:15.0,Offensive rebound by M. Dellavedova,,77-77,,
1:10.0,Offensive charge foul by K. Love,,77-77,,
1:10.0,Turnover by K. Love (offensive foul),,77-77,,
1:10.0,J. Jones enters the game for K. Love,,77-77,,
1:10.0,,,77-77,,M. Scott enters the game for P. Millsap
0:59.0,,,77-79,2,E. Brand makes 2-pt shot from 17 ft (assist by K. Korver)
0:38.0,L. James makes 2-pt shot from 14 ft,2,79-79,,
0:30.0,,,79-81,2,D. Schroder makes 2-pt shot from 3 ft
0:12.0,L. James misses 3-pt shot from 25 ft,,79-81,,
0:10.0,,,79-81,,Defensive rebound by D. Schroder
0:03.0,,,79-81,,D. Schroder misses 2-pt shot from 3 ft (block by J. Jones)
0:03.0,,,79-81,,Offensive rebound by Team
0:01.0,,,79-81,,D. Schroder misses 2-pt shot from 17 ft
0:00.0,Defensive rebound by T. Thompson,,79-81,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:47.0,,,79-81,,K. Korver misses 3-pt shot from 24 ft (block by J. Smith)
11:45.0,,,79-81,,Offensive rebound by K. Korver
11:36.0,,,79-81,,K. Korver misses 3-pt shot from 25 ft
11:35.0,Defensive rebound by M. Dellavedova,,79-81,,
11:19.0,K. Irving misses 2-pt shot from 2 ft (block by E. Brand),,79-81,,
11:19.0,Offensive rebound by Team,,79-81,,
11:15.0,J. Jones misses 2-pt shot from 19 ft,,79-81,,
11:13.0,,,79-81,,Defensive rebound by M. Scott
11:06.0,,,79-84,3,K. Korver makes 3-pt shot from 24 ft (assist by D. Schroder)
10:48.0,K. Irving makes 2-pt shot from 4 ft,2,81-84,,
10:37.0,,,81-84,,K. Korver misses 3-pt shot from 24 ft
10:35.0,,,81-84,,Offensive rebound by M. Scott
10:34.0,,,81-86,2,M. Scott makes 2-pt shot at rim
10:18.0,Turnover by K. Irving (back court),,81-86,,
10:18.0,,,81-86,,A. Horford enters the game for E. Brand
10:03.0,,,81-86,,D. Schroder misses 2-pt shot from 2 ft
10:01.0,Defensive rebound by J. Smith,,81-86,,
9:50.0,J. Jones misses 3-pt shot from 22 ft,,81-86,,
9:49.0,,,81-86,,Defensive rebound by K. Bazemore
9:20.0,,,81-88,2,M. Scott makes 2-pt shot from 8 ft (assist by D. Schroder)
8:58.0,J. Smith misses 2-pt shot from 10 ft,,81-88,,
8:57.0,,,81-88,,Defensive rebound by A. Horford
8:47.0,,,81-91,3,K. Korver makes 3-pt shot from 23 ft (assist by D. Schroder)
8:46.0,Cleveland full timeout,,81-91,,
8:46.0,I. Shumpert enters the game for J. Jones,,81-91,,
8:46.0,K. Love enters the game for M. Dellavedova,,81-91,,
8:46.0,L. James enters the game for J. Smith,,81-91,,
8:34.0,,,81-91,,Violation by D. Schroder (kicked ball)
8:29.0,Shooting foul by K. Bazemore (drawn by L. James),,81-91,,
8:29.0,L. James makes free throw 1 of 2,1,82-91,,
8:29.0,L. James makes free throw 2 of 2,1,83-91,,
8:08.0,,,83-93,2,A. Horford makes 2-pt shot from 9 ft (assist by D. Schroder)
7:42.0,K. Irving misses 3-pt shot from 24 ft,,83-93,,
7:41.0,Offensive rebound by T. Thompson,,83-93,,
7:35.0,Turnover by K. Irving (bad pass; steal by K. Bazemore),,83-93,,
7:29.0,,,83-96,3,D. Schroder makes 3-pt shot from 24 ft (assist by K. Bazemore)
7:09.0,Shooting foul by M. Scott (drawn by T. Thompson),,83-96,,
7:09.0,T. Thompson misses free throw 1 of 2,,83-96,,
7:09.0,Offensive rebound by Team,,83-96,,
7:09.0,,,83-96,,D. Carroll enters the game for K. Bazemore
7:09.0,,,83-96,,J. Teague enters the game for D. Schroder
7:09.0,T. Thompson misses free throw 2 of 2,,83-96,,
7:07.0,,,83-96,,Defensive rebound by A. Horford
6:50.0,,,83-98,2,M. Scott makes 2-pt shot from 21 ft (assist by A. Horford)
6:34.0,I. Shumpert misses 3-pt shot from 23 ft,,83-98,,
6:33.0,,,83-98,,Defensive rebound by M. Scott
6:27.0,,,83-98,,D. Carroll misses 3-pt shot from 24 ft
6:24.0,Defensive rebound by T. Thompson,,83-98,,
6:16.0,I. Shumpert makes 3-pt shot from 22 ft (assist by K. Love),3,86-98,,
6:02.0,,,86-98,,Turnover by J. Teague (bad pass; steal by K. Love)
5:59.0,Shooting foul by J. Teague (drawn by L. James),,86-98,,
5:59.0,Official timeout,,86-98,,
5:59.0,J. Smith enters the game for T. Thompson,,86-98,,
5:59.0,,,86-98,,P. Millsap enters the game for A. Horford
5:59.0,,,86-98,,D. Schroder enters the game for K. Korver
5:59.0,L. James makes free throw 1 of 2,1,87-98,,
5:59.0,L. James makes free throw 2 of 2,1,88-98,,
5:37.0,,,88-98,,P. Millsap misses 2-pt shot from 11 ft (block by K. Love)
5:34.0,,,88-98,,Offensive rebound by P. Millsap
5:34.0,,,88-98,,P. Millsap misses 2-pt shot from 10 ft
5:34.0,,,88-98,,Offensive rebound by Team
5:34.0,,,88-98,,Turnover by Team (shot clock)
5:20.0,L. James misses 3-pt shot from 24 ft,,88-98,,
5:18.0,Offensive rebound by I. Shumpert,,88-98,,
5:06.0,Turnover by L. James (lost ball; steal by P. Millsap),,88-98,,
5:00.0,,,88-100,2,M. Scott makes 2-pt shot at rim (assist by P. Millsap)
4:38.0,K. Love misses 2-pt shot from 1 ft,,88-100,,
4:37.0,,,88-100,,Defensive rebound by D. Carroll
4:19.0,,,88-100,,M. Scott misses 2-pt shot from 19 ft
4:18.0,,,88-100,,Offensive rebound by P. Millsap
4:17.0,,,88-102,2,P. Millsap makes 2-pt shot at rim
4:00.0,J. Smith makes 3-pt shot from 24 ft (assist by L. James),3,91-102,,
3:36.0,,,91-104,2,M. Scott makes 2-pt shot from 5 ft (assist by P. Millsap)
3:18.0,L. James makes 3-pt shot from 24 ft (assist by K. Irving),3,94-104,,
3:16.0,,,94-104,,Atlanta full timeout
3:16.0,,,94-104,,K. Korver enters the game for D. Schroder
3:16.0,,,94-104,,A. Horford enters the game for M. Scott
2:55.0,,,94-104,,P. Millsap misses 2-pt shot from 12 ft
2:54.0,Defensive rebound by L. James,,94-104,,
2:41.0,Shooting foul by P. Millsap (drawn by J. Smith),,94-104,,
2:41.0,J. Smith misses free throw 1 of 2,,94-104,,
2:41.0,Offensive rebound by Team,,94-104,,
2:41.0,J. Smith makes free throw 2 of 2,1,95-104,,
2:27.0,,,95-104,,A. Horford misses 2-pt shot from 10 ft
2:27.0,Defensive rebound by Team,,95-104,,
2:15.0,Turnover by L. James (bad pass; steal by D. Carroll),,95-104,,
2:09.0,,,95-104,,D. Carroll misses 3-pt shot from 24 ft
2:07.0,Defensive rebound by K. Love,,95-104,,
1:59.0,Turnover by L. James (lost ball),,95-104,,
1:41.0,,,95-104,,J. Teague misses 3-pt shot from 24 ft
1:39.0,Defensive rebound by L. James,,95-104,,
1:37.0,K. Irving misses 2-pt shot from 1 ft (block by J. Teague),,95-104,,
1:34.0,,,95-104,,Defensive rebound by K. Korver
1:32.0,,,95-104,,Turnover by K. Korver (lost ball; steal by I. Shumpert)
1:28.0,J. Smith misses 3-pt shot from 25 ft,,95-104,,
1:27.0,Offensive rebound by K. Love,,95-104,,
1:24.0,K. Irving misses 3-pt shot from 25 ft,,95-104,,
1:24.0,,,95-104,,Defensive rebound by A. Horford
1:06.0,,,95-104,,J. Teague misses 2-pt shot from 1 ft
1:05.0,Defensive rebound by L. James,,95-104,,
