time,Cleveland,pts.away,score,pts.home,Toronto
4:27.0,,,93-85,,K. Lowry misses 3-pt shot from 26 ft
4:26.0,Defensive rebound by L. James,,93-85,,
4:08.0,T. Thompson makes 2-pt shot at rim (assist by L. James),2,95-85,,
3:50.0,Personal foul by T. Thompson (drawn by K. Lowry),,95-85,,
3:50.0,,,95-86,1,K. Lowry makes free throw 1 of 2
3:50.0,,,95-87,1,K. Lowry makes free throw 2 of 2
3:29.0,L. James makes 2-pt shot from 20 ft,2,97-87,,
3:17.0,,,97-87,,A. Johnson misses 2-pt shot from 3 ft
3:16.0,Defensive rebound by T. Thompson,,97-87,,
2:56.0,L. James misses 2-pt shot from 3 ft,,97-87,,
2:55.0,,,97-87,,Defensive rebound by C. Hayes
2:49.0,,,97-89,2,J. Johnson makes 2-pt shot from 2 ft (assist by K. Lowry)
2:23.0,,,97-89,,Personal foul by C. Hayes (drawn by T. Thompson)
2:23.0,,,97-89,,Toronto full timeout
2:23.0,,,97-89,,P. Patterson enters the game for C. Hayes
2:16.0,,,97-89,,Violation by T. Ross (kicked ball)
2:03.0,K. Irving misses 2-pt shot from 4 ft,,97-89,,
2:02.0,,,97-89,,Defensive rebound by P. Patterson
1:53.0,,,97-91,2,A. Johnson makes 2-pt shot at rim (assist by K. Lowry)
1:35.0,,,97-91,,Shooting block foul by K. Lowry (drawn by T. Thompson)
1:35.0,T. Thompson makes free throw 1 of 2,1,98-91,,
1:35.0,T. Thompson makes free throw 2 of 2,1,99-91,,
1:28.0,,,99-91,,Turnover by K. Lowry (traveling)
1:12.0,S. Marion misses 2-pt shot from 2 ft,,99-91,,
1:10.0,Offensive rebound by T. Thompson,,99-91,,
1:08.0,T. Thompson makes 2-pt shot from 2 ft,2,101-91,,
1:08.0,,,101-91,,Toronto full timeout
1:05.0,,,101-91,,K. Lowry misses 2-pt shot from 4 ft (block by K. Irving)
1:03.0,Defensive rebound by T. Thompson,,101-91,,
0:44.0,S. Marion makes 2-pt shot from 13 ft (assist by L. James),2,103-91,,
0:39.0,,,103-91,,K. Lowry misses 3-pt shot from 25 ft
0:38.0,Defensive rebound by K. Love,,103-91,,
0:19.0,T. Thompson makes 2-pt shot at rim (assist by L. James),2,105-91,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
