time,Houston,pts.away,score,pts.home,Portland
4:38.0,Offensive rebound by T. Jones,,83-94,,
4:31.0,T. Jones misses 2-pt shot from 19 ft,,83-94,,
4:30.0,,,83-94,,Defensive rebound by Team
4:30.0,C. Brewer enters the game for D. Motiejunas,,83-94,,
4:19.0,,,83-94,,N. Batum misses 2-pt shot from 2 ft
4:17.0,Defensive rebound by T. Ariza,,83-94,,
4:09.0,C. Brewer misses 3-pt shot from 23 ft,,83-94,,
4:08.0,,,83-94,,Defensive rebound by L. Aldridge
3:58.0,,,83-94,,Turnover by L. Aldridge (bad pass; steal by T. Ariza)
3:53.0,C. Brewer makes 2-pt shot from 1 ft (assist by T. Ariza),2,85-94,,
3:35.0,,,85-96,2,L. Aldridge makes 2-pt shot from 9 ft
3:07.0,C. Brewer makes 3-pt shot from 24 ft (assist by T. Ariza),3,88-96,,
2:42.0,,,88-99,3,A. Afflalo makes 3-pt shot from 23 ft (assist by D. Lillard)
2:35.0,Shooting foul by R. Lopez (drawn by C. Brewer),,88-99,,
2:35.0,Houston full timeout,,88-99,,
2:35.0,C. Brewer makes free throw 1 of 2,1,89-99,,
2:35.0,C. Brewer makes free throw 2 of 2,1,90-99,,
2:23.0,,,90-99,,R. Lopez misses 2-pt shot from 13 ft
2:22.0,Defensive rebound by J. Harden,,90-99,,
2:13.0,C. Brewer makes 3-pt shot from 24 ft (assist by T. Ariza),3,93-99,,
1:53.0,,,93-99,,D. Lillard misses 3-pt shot from 26 ft
1:52.0,,,93-99,,Offensive rebound by L. Aldridge
1:49.0,,,93-99,,S. Blake enters the game for R. Lopez
1:35.0,,,93-99,,Turnover by A. Afflalo (lost ball; steal by C. Brewer)
1:32.0,C. Brewer makes 2-pt shot from 1 ft,2,95-99,,
1:13.0,,,95-99,,D. Lillard misses 3-pt shot from 25 ft
1:11.0,,,95-99,,Offensive rebound by L. Aldridge
1:11.0,,,95-99,,L. Aldridge misses 2-pt shot from 1 ft
1:09.0,Defensive rebound by C. Brewer,,95-99,,
1:03.0,T. Ariza misses 3-pt shot from 24 ft,,95-99,,
1:03.0,,,95-99,,Defensive rebound by D. Lillard
0:52.0,Personal foul by P. Beverley (drawn by A. Afflalo),,95-99,,
0:52.0,,,95-100,1,A. Afflalo makes free throw 1 of 2
0:52.0,,,95-101,1,A. Afflalo makes free throw 2 of 2
0:52.0,Houston full timeout,,95-101,,
0:52.0,,,95-101,,R. Lopez enters the game for S. Blake
0:50.0,C. Brewer makes 3-pt shot from 24 ft (assist by T. Ariza),3,98-101,,
0:24.0,,,98-101,,A. Afflalo misses 3-pt shot from 23 ft
0:24.0,,,98-101,,Offensive rebound by Team
0:24.0,,,98-101,,S. Blake enters the game for R. Lopez
0:17.0,,,98-101,,Turnover by D. Lillard (lost ball; steal by C. Brewer)
0:15.0,C. Brewer makes 2-pt shot at rim,2,100-101,,
0:15.0,,,100-101,,Portland full timeout
0:13.0,Personal foul by T. Jones (drawn by A. Afflalo),,100-101,,
0:13.0,,,100-102,1,A. Afflalo makes free throw 1 of 2
0:13.0,,,100-102,,R. Lopez enters the game for S. Blake
0:13.0,J. Smith enters the game for C. Brewer,,100-102,,
0:13.0,,,100-103,1,A. Afflalo makes free throw 2 of 2
0:13.0,Houston full timeout,,100-103,,
0:13.0,C. Brewer enters the game for J. Smith,,100-103,,
0:13.0,,,100-103,,S. Blake enters the game for L. Aldridge
0:08.0,C. Brewer misses 3-pt shot from 24 ft,,100-103,,
0:07.0,,,100-103,,Defensive rebound by S. Blake
0:03.0,Personal take foul by C. Brewer (drawn by D. Lillard),,100-103,,
0:03.0,,,100-104,1,D. Lillard makes free throw 1 of 2
0:03.0,,,100-105,1,D. Lillard makes free throw 2 of 2
0:03.0,Houston full timeout,,100-105,,
0:00.0,P. Beverley misses 3-pt shot from 24 ft,,100-105,,
0:00.0,Offensive rebound by Team,,100-105,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
