time,New Orleans,pts.away,score,pts.home,Sacramento
8:02.0,,,11-11,2,C. Landry makes 2-pt shot from 19 ft (assist by D. Cousins)
7:44.0,A. Davis misses 2-pt shot from 19 ft,,11-11,,
7:41.0,Offensive rebound by T. Evans,,11-11,,
7:33.0,A. Davis makes 2-pt shot from 2 ft (assist by T. Evans),2,13-11,,
7:17.0,,,13-11,,R. McCallum misses 2-pt shot from 9 ft
7:15.0,Defensive rebound by T. Evans,,13-11,,
7:08.0,Q. Pondexter makes 3-pt shot from 23 ft (assist by T. Evans),3,16-11,,
6:56.0,,,16-11,,D. Cousins misses 2-pt shot from 8 ft
6:56.0,Defensive rebound by A. Davis,,16-11,,
6:51.0,,,16-11,,Personal foul by B. McLemore (drawn by E. Gordon)
6:51.0,,,16-11,,N. Stauskas enters the game for B. McLemore
6:41.0,Q. Pondexter makes 3-pt shot from 23 ft (assist by A. Davis),3,19-11,,
6:23.0,,,19-13,2,R. McCallum makes 2-pt shot from 11 ft
6:07.0,Q. Pondexter misses 3-pt shot from 23 ft,,19-13,,
6:07.0,,,19-13,,Defensive rebound by D. Cousins
6:01.0,,,19-15,2,O. Casspi makes 2-pt shot from 2 ft (assist by D. Cousins)
6:01.0,New Orleans full timeout,,19-15,,
5:49.0,E. Gordon misses 3-pt shot from 24 ft,,19-15,,
5:48.0,Offensive rebound by O. Asik,,19-15,,
5:40.0,Q. Pondexter makes 3-pt shot from 22 ft (assist by T. Evans),3,22-15,,
5:23.0,,,22-15,,C. Landry misses 2-pt shot from 19 ft
5:22.0,Defensive rebound by Q. Pondexter,,22-15,,
5:07.0,Turnover by T. Evans (lost ball),,22-15,,
4:47.0,,,22-15,,R. McCallum misses 2-pt shot from 18 ft
4:46.0,Defensive rebound by A. Davis,,22-15,,
4:39.0,T. Evans makes 2-pt shot from 3 ft,2,24-15,,
4:20.0,,,24-15,,Turnover by D. Cousins (lost ball)
4:20.0,,,24-15,,D. Williams enters the game for O. Casspi
4:07.0,T. Evans makes 2-pt shot from 14 ft,2,26-15,,
4:07.0,Shooting foul by R. McCallum (drawn by T. Evans),,26-15,,
4:07.0,D. Cunningham enters the game for Q. Pondexter,,26-15,,
4:07.0,T. Evans makes free throw 1 of 1,1,27-15,,
3:52.0,,,27-15,,Turnover by D. Cousins (bad pass; steal by D. Cunningham)
3:48.0,E. Gordon makes 2-pt shot from 1 ft (assist by T. Evans),2,29-15,,
3:31.0,Personal foul by O. Asik (drawn by D. Cousins),,29-15,,
3:31.0,,,29-15,,A. Miller enters the game for C. Landry
3:31.0,,,29-15,,B. McLemore enters the game for R. McCallum
3:31.0,A. Ajinca enters the game for O. Asik,,29-15,,
3:24.0,,,29-15,,Shooting foul by A. Davis (drawn by D. Williams)
3:24.0,,,29-16,1,D. Williams makes free throw 1 of 2
3:24.0,,,29-17,1,D. Williams makes free throw 2 of 2
3:13.0,A. Davis makes 2-pt shot at rim (assist by T. Evans),2,31-17,,
2:52.0,,,31-19,2,B. McLemore makes 2-pt shot from 3 ft (assist by A. Miller)
2:29.0,E. Gordon misses 2-pt shot from 8 ft,,31-19,,
2:27.0,Offensive rebound by A. Davis,,31-19,,
2:25.0,,,31-19,,Personal foul by D. Cousins (drawn by A. Davis)
2:25.0,,,31-19,,Sacramento full timeout
2:13.0,A. Davis misses 2-pt shot from 13 ft,,31-19,,
2:12.0,,,31-19,,Defensive rebound by D. Cousins
2:06.0,N. Cole enters the game for A. Davis,,31-19,,
2:06.0,R. Anderson enters the game for T. Evans,,31-19,,
1:53.0,,,31-21,2,D. Cousins makes 2-pt shot from 4 ft (assist by N. Stauskas)
1:39.0,Turnover by A. Ajinca (traveling),,31-21,,
1:39.0,T. Douglas enters the game for E. Gordon,,31-21,,
1:19.0,,,31-23,2,D. Cousins makes 2-pt shot from 18 ft (assist by N. Stauskas)
0:54.0,R. Anderson misses 2-pt shot from 19 ft,,31-23,,
0:54.0,Offensive rebound by D. Cunningham,,31-23,,
0:31.0,T. Douglas misses 2-pt shot from 7 ft,,31-23,,
0:30.0,,,31-23,,Defensive rebound by N. Stauskas
0:05.0,,,31-23,,D. Cousins misses 3-pt shot from 24 ft
0:04.0,Defensive rebound by D. Cunningham,,31-23,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:39.0,Shooting foul by N. Stauskas (drawn by R. Anderson),,31-23,,
11:39.0,R. Anderson makes free throw 1 of 2,1,32-23,,
11:39.0,R. Anderson makes free throw 2 of 2,1,33-23,,
11:31.0,Personal foul by T. Douglas (drawn by A. Miller),,33-23,,
11:22.0,,,33-23,,J. Thompson misses 2-pt shot from 5 ft
11:22.0,Defensive rebound by A. Ajinca,,33-23,,
11:10.0,Turnover by N. Cole (bad pass),,33-23,,
11:04.0,Personal foul by N. Cole (drawn by N. Stauskas),,33-23,,
11:04.0,,,33-23,,O. Casspi enters the game for D. Williams
10:53.0,,,33-23,,O. Casspi misses 2-pt shot from 4 ft
10:51.0,Defensive rebound by A. Ajinca,,33-23,,
10:44.0,N. Cole makes 2-pt shot from 19 ft,2,35-23,,
10:27.0,,,35-23,,J. Thompson misses 2-pt shot from 8 ft
10:27.0,Defensive rebound by Team,,35-23,,
10:27.0,,,35-23,,D. Williams enters the game for N. Stauskas
10:14.0,Shooting foul by A. Miller (drawn by R. Anderson),,35-23,,
10:14.0,R. Anderson misses free throw 1 of 2,,35-23,,
10:14.0,Offensive rebound by Team,,35-23,,
10:14.0,R. Anderson makes free throw 2 of 2,1,36-23,,
9:53.0,,,36-23,,D. Williams misses 3-pt shot from 24 ft
9:53.0,,,36-23,,Offensive rebound by B. McLemore
9:51.0,,,36-25,2,D. Williams makes 2-pt shot at rim (assist by B. McLemore)
9:30.0,R. Anderson misses 2-pt shot from 15 ft,,36-25,,
9:30.0,Offensive rebound by Team,,36-25,,
9:18.0,N. Cole misses 3-pt shot from 25 ft,,36-25,,
9:18.0,,,36-25,,Defensive rebound by B. McLemore
9:10.0,,,36-25,,Shooting foul by D. Cunningham (drawn by O. Casspi)
9:10.0,,,36-26,1,O. Casspi makes free throw 1 of 2
9:10.0,,,36-27,1,O. Casspi makes free throw 2 of 2
8:58.0,,,36-27,,Personal foul by D. Williams (drawn by T. Douglas)
8:58.0,Official timeout,,36-27,,
8:51.0,R. Anderson misses 3-pt shot from 24 ft,,36-27,,
8:50.0,,,36-27,,Defensive rebound by J. Thompson
8:41.0,,,36-27,,B. McLemore misses 3-pt shot from 25 ft
8:40.0,Defensive rebound by T. Douglas,,36-27,,
8:22.0,R. Anderson makes 2-pt shot from 2 ft,2,38-27,,
8:22.0,Shooting foul by O. Casspi (drawn by R. Anderson),,38-27,,
8:22.0,T. Evans enters the game for A. Ajinca,,38-27,,
8:22.0,A. Davis enters the game for T. Douglas,,38-27,,
8:22.0,R. Anderson makes free throw 1 of 1,1,39-27,,
7:58.0,,,39-27,,J. Thompson misses 2-pt shot from 16 ft
7:58.0,Defensive rebound by T. Evans,,39-27,,
7:52.0,,,39-27,,Personal foul by B. McLemore (drawn by A. Davis)
7:52.0,A. Davis makes free throw 1 of 2,1,40-27,,
7:52.0,,,40-27,,D. Cousins enters the game for D. Williams
7:52.0,A. Davis makes free throw 2 of 2,1,41-27,,
7:34.0,,,41-29,2,D. Cousins makes 2-pt shot from 1 ft
7:34.0,,,41-29,,Shooting foul by A. Davis (drawn by D. Cousins)
7:34.0,,,41-30,1,D. Cousins makes free throw 1 of 1
7:18.0,Offensive charge foul by D. Cunningham,,41-30,,
7:18.0,Turnover by D. Cunningham (offensive foul),,41-30,,
7:18.0,Q. Pondexter enters the game for D. Cunningham,,41-30,,
7:06.0,,,41-32,2,A. Miller makes 2-pt shot from 2 ft
6:46.0,R. Anderson misses 3-pt shot from 27 ft,,41-32,,
6:45.0,Offensive rebound by T. Evans,,41-32,,
6:41.0,T. Evans misses 2-pt shot from 2 ft (block by J. Thompson),,41-32,,
6:39.0,,,41-32,,Defensive rebound by J. Thompson
6:35.0,,,41-32,,Offensive charge foul by D. Cousins
6:35.0,,,41-32,,Turnover by D. Cousins (offensive foul)
6:35.0,O. Asik enters the game for R. Anderson,,41-32,,
6:24.0,Turnover by T. Evans (traveling),,41-32,,
6:07.0,,,41-32,,D. Cousins misses 2-pt shot from 19 ft
6:06.0,Defensive rebound by O. Asik,,41-32,,
5:48.0,Offensive charge foul by A. Davis,,41-32,,
5:48.0,Turnover by A. Davis (offensive foul),,41-32,,
5:48.0,,,41-32,,Sacramento full timeout
5:48.0,,,41-32,,R. McCallum enters the game for A. Miller
5:48.0,E. Gordon enters the game for A. Davis,,41-32,,
5:48.0,R. Anderson enters the game for N. Cole,,41-32,,
5:27.0,,,41-32,,O. Casspi misses 2-pt shot from 6 ft
5:27.0,Defensive rebound by O. Asik,,41-32,,
5:20.0,E. Gordon makes 3-pt shot from 24 ft (assist by T. Evans),3,44-32,,
5:00.0,,,44-35,3,B. McLemore makes 3-pt shot from 24 ft (assist by D. Cousins)
4:36.0,Q. Pondexter misses 2-pt shot from 9 ft,,44-35,,
4:35.0,,,44-35,,Defensive rebound by D. Cousins
4:31.0,,,44-35,,Shooting foul by E. Gordon (drawn by O. Casspi)
4:31.0,,,44-35,,O. Casspi misses free throw 1 of 2
4:31.0,,,44-35,,Offensive rebound by Team
4:31.0,,,44-35,,O. Casspi misses free throw 2 of 2
4:31.0,Defensive rebound by R. Anderson,,44-35,,
4:14.0,R. Anderson misses 3-pt shot from 25 ft,,44-35,,
4:13.0,,,44-35,,Defensive rebound by R. McCallum
4:09.0,,,44-35,,Shooting foul by R. Anderson (drawn by D. Cousins)
4:09.0,,,44-36,1,D. Cousins makes free throw 1 of 2
4:09.0,,,44-36,,D. Cousins misses free throw 2 of 2
4:08.0,Defensive rebound by R. Anderson,,44-36,,
3:50.0,Shooting foul by B. McLemore (drawn by E. Gordon),,44-36,,
3:50.0,E. Gordon misses free throw 1 of 2,,44-36,,
3:50.0,Offensive rebound by Team,,44-36,,
3:50.0,,,44-36,,N. Stauskas enters the game for B. McLemore
3:50.0,E. Gordon makes free throw 2 of 2,1,45-36,,
3:36.0,,,45-38,2,O. Casspi makes 2-pt shot from 1 ft (assist by D. Cousins)
3:16.0,O. Asik misses 2-pt shot from 3 ft,,45-38,,
3:15.0,,,45-38,,Defensive rebound by J. Thompson
3:10.0,,,45-40,2,R. McCallum makes 2-pt shot from 1 ft
3:10.0,New Orleans full timeout,,45-40,,
3:10.0,,,45-40,,D. Williams enters the game for J. Thompson
2:56.0,T. Evans makes 2-pt shot from 1 ft,2,47-40,,
2:42.0,,,47-40,,D. Cousins misses 2-pt shot from 6 ft
2:41.0,Defensive rebound by O. Asik,,47-40,,
2:17.0,Q. Pondexter misses 2-pt shot from 9 ft,,47-40,,
2:17.0,Offensive rebound by O. Asik,,47-40,,
2:17.0,O. Asik makes 2-pt shot from 2 ft,2,49-40,,
2:06.0,,,49-40,,Shooting foul by Q. Pondexter (drawn by O. Casspi)
2:06.0,,,49-41,1,O. Casspi makes free throw 1 of 2
2:06.0,,,49-41,,O. Casspi misses free throw 2 of 2
2:05.0,,,49-41,,Offensive rebound by Team
1:57.0,,,49-41,,Turnover by D. Cousins (lost ball; steal by T. Evans)
1:53.0,Q. Pondexter misses 2-pt shot from 1 ft,,49-41,,
1:50.0,Offensive rebound by R. Anderson,,49-41,,
1:39.0,,,49-41,,Violation by D. Cousins (def goaltending)
1:39.0,T. Evans makes 2-pt shot from 3 ft,2,51-41,,
1:30.0,Personal foul by T. Evans (drawn by D. Cousins),,51-41,,
1:30.0,,,51-42,1,D. Cousins makes free throw 1 of 2
1:30.0,,,51-42,,D. Cousins misses free throw 2 of 2
1:27.0,Defensive rebound by E. Gordon,,51-42,,
1:09.0,T. Evans makes 2-pt shot from 17 ft,2,53-42,,
0:49.0,,,53-42,,R. McCallum misses 2-pt shot from 17 ft
0:48.0,Defensive rebound by T. Evans,,53-42,,
0:29.0,T. Evans misses 2-pt shot from 19 ft,,53-42,,
0:29.0,,,53-42,,Defensive rebound by D. Cousins
0:05.0,,,53-42,,D. Cousins misses 2-pt shot from 12 ft
0:05.0,,,53-42,,Offensive rebound by Team
0:05.0,,,53-42,,Turnover by Team (shot clock)
0:00.0,Q. Pondexter makes 3-pt shot from 32 ft (assist by O. Asik),3,56-42,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:37.0,A. Davis misses 2-pt shot from 16 ft,,56-42,,
11:36.0,,,56-42,,Defensive rebound by D. Cousins
11:27.0,,,56-45,3,R. McCallum makes 3-pt shot from 25 ft (assist by D. Cousins)
11:06.0,E. Gordon misses 3-pt shot from 24 ft,,56-45,,
11:06.0,,,56-45,,Defensive rebound by D. Cousins
10:49.0,,,56-47,2,B. McLemore makes 2-pt shot from 18 ft
10:32.0,O. Asik misses 2-pt shot from 2 ft,,56-47,,
10:31.0,,,56-47,,Defensive rebound by D. Cousins
10:15.0,,,56-47,,D. Cousins misses 2-pt shot from 6 ft
10:14.0,Defensive rebound by A. Davis,,56-47,,
10:06.0,Turnover by T. Evans (lost ball; steal by B. McLemore),,56-47,,
10:00.0,,,56-49,2,O. Casspi makes 2-pt shot from 1 ft
9:53.0,New Orleans full timeout,,56-49,,
9:38.0,E. Gordon makes 2-pt shot from 14 ft (assist by A. Davis),2,58-49,,
9:24.0,,,58-49,,D. Cousins misses 2-pt shot from 5 ft
9:23.0,Defensive rebound by T. Evans,,58-49,,
9:16.0,Q. Pondexter makes 3-pt shot from 23 ft (assist by E. Gordon),3,61-49,,
9:00.0,,,61-49,,R. McCallum misses 3-pt shot from 22 ft
8:59.0,,,61-49,,Offensive rebound by C. Landry
8:59.0,,,61-49,,Shooting foul by Q. Pondexter (drawn by C. Landry)
8:59.0,,,61-49,,C. Landry misses free throw 1 of 2
8:59.0,,,61-49,,Offensive rebound by Team
8:59.0,,,61-50,1,C. Landry makes free throw 2 of 2
8:43.0,Q. Pondexter misses 3-pt shot from 23 ft,,61-50,,
8:43.0,,,61-50,,Defensive rebound by D. Cousins
8:38.0,,,61-50,,Shooting foul by Q. Pondexter (drawn by C. Landry)
8:38.0,,,61-50,,C. Landry misses free throw 1 of 2
8:38.0,,,61-50,,Offensive rebound by Team
8:38.0,,,61-51,1,C. Landry makes free throw 2 of 2
8:23.0,O. Asik makes 2-pt shot at rim (assist by T. Evans),2,63-51,,
8:10.0,,,63-51,,B. McLemore misses 3-pt shot from 24 ft
8:09.0,Defensive rebound by Q. Pondexter,,63-51,,
8:02.0,E. Gordon makes 3-pt shot from 23 ft (assist by A. Davis),3,66-51,,
7:41.0,,,66-53,2,D. Cousins makes 2-pt shot from 5 ft
7:18.0,T. Evans makes 3-pt shot from 25 ft,3,69-53,,
7:04.0,,,69-53,,R. McCallum misses 2-pt shot from 2 ft (block by A. Davis)
7:02.0,,,69-53,,Offensive rebound by R. McCallum
6:58.0,,,69-53,,B. McLemore misses 3-pt shot from 23 ft
6:58.0,Defensive rebound by Team,,69-53,,
6:58.0,,,69-53,,Loose ball foul by C. Landry (drawn by A. Davis)
6:58.0,,,69-53,,N. Stauskas enters the game for B. McLemore
6:42.0,E. Gordon misses 3-pt shot from 24 ft,,69-53,,
6:41.0,,,69-53,,Defensive rebound by Team
6:25.0,,,69-53,,R. McCallum misses 2-pt shot from 4 ft (block by T. Evans)
6:23.0,Defensive rebound by O. Asik,,69-53,,
6:21.0,A. Davis makes 2-pt shot at rim (assist by Q. Pondexter),2,71-53,,
6:19.0,,,71-53,,Sacramento full timeout
5:53.0,,,71-56,3,N. Stauskas makes 3-pt shot from 23 ft (assist by D. Cousins)
5:35.0,A. Davis misses 2-pt shot from 19 ft,,71-56,,
5:35.0,,,71-56,,Defensive rebound by D. Cousins
5:23.0,,,71-58,2,R. McCallum makes 2-pt shot from 13 ft (assist by D. Cousins)
5:07.0,T. Evans misses 2-pt shot from 4 ft (block by R. McCallum),,71-58,,
5:07.0,Offensive rebound by Team,,71-58,,
5:06.0,Turnover by E. Gordon (traveling),,71-58,,
4:42.0,,,71-60,2,D. Cousins makes 2-pt shot from 3 ft
4:17.0,T. Evans misses 3-pt shot from 24 ft,,71-60,,
4:17.0,,,71-60,,Defensive rebound by D. Cousins
4:07.0,,,71-60,,D. Cousins misses 2-pt shot from 19 ft
4:07.0,Defensive rebound by Team,,71-60,,
4:07.0,,,71-60,,Loose ball foul by C. Landry (drawn by A. Davis)
4:07.0,,,71-60,,J. Thompson enters the game for C. Landry
3:50.0,A. Davis misses 2-pt shot from 5 ft,,71-60,,
3:48.0,,,71-60,,Defensive rebound by O. Casspi
3:44.0,,,71-60,,N. Stauskas misses 2-pt shot from 2 ft
3:43.0,,,71-60,,Offensive rebound by J. Thompson
3:41.0,,,71-60,,J. Thompson misses 2-pt shot from 3 ft (block by Q. Pondexter)
3:39.0,,,71-60,,Offensive rebound by O. Casspi
3:38.0,,,71-62,2,O. Casspi makes 2-pt shot from 4 ft
3:22.0,,,71-62,,Personal foul by R. McCallum (drawn by T. Evans)
3:22.0,N. Cole enters the game for E. Gordon,,71-62,,
3:22.0,D. Cunningham enters the game for Q. Pondexter,,71-62,,
3:22.0,,,71-62,,D. Williams enters the game for O. Casspi
3:22.0,,,71-62,,Technical foul by D. Cousins
3:22.0,Technical foul by A. Davis,,71-62,,
3:09.0,D. Cunningham misses 2-pt shot from 19 ft,,71-62,,
3:08.0,Offensive rebound by A. Davis,,71-62,,
3:00.0,,,71-62,,Personal foul by R. McCallum (drawn by T. Evans)
2:50.0,N. Cole misses 3-pt shot from 23 ft,,71-62,,
2:49.0,,,71-62,,Defensive rebound by D. Cousins
2:39.0,,,71-64,2,R. McCallum makes 2-pt shot from 17 ft
2:16.0,A. Davis misses 2-pt shot from 19 ft,,71-64,,
2:16.0,,,71-64,,Defensive rebound by Team
1:57.0,,,71-66,2,D. Cousins makes 2-pt shot from 19 ft
1:40.0,Turnover by T. Evans (lost ball),,71-66,,
1:40.0,R. Anderson enters the game for O. Asik,,71-66,,
1:40.0,T. Douglas enters the game for T. Evans,,71-66,,
1:27.0,,,71-69,3,R. McCallum makes 3-pt shot from 24 ft (assist by D. Cousins)
1:04.0,Turnover by R. Anderson (bad pass; steal by D. Cousins),,71-69,,
0:57.0,,,71-69,,N. Stauskas misses 3-pt shot from 25 ft
0:57.0,Defensive rebound by Team,,71-69,,
0:45.0,Shooting foul by J. Thompson (drawn by A. Davis),,71-69,,
0:45.0,A. Davis misses free throw 1 of 2,,71-69,,
0:45.0,Offensive rebound by Team,,71-69,,
0:45.0,A. Davis makes free throw 2 of 2,1,72-69,,
0:29.0,,,72-69,,D. Cousins misses 2-pt shot from 4 ft
0:29.0,Defensive rebound by A. Davis,,72-69,,
0:29.0,,,72-69,,Loose ball foul by D. Cousins (drawn by A. Davis)
0:29.0,A. Davis makes free throw 1 of 2,1,73-69,,
0:29.0,,,73-69,,B. McLemore enters the game for J. Thompson
0:29.0,Q. Pondexter enters the game for R. Anderson,,73-69,,
0:29.0,A. Davis makes free throw 2 of 2,1,74-69,,
0:08.0,,,74-71,2,D. Cousins makes 2-pt shot from 2 ft (assist by R. McCallum)
0:03.0,N. Cole misses 2-pt shot from 3 ft (block by D. Cousins),,74-71,,
0:03.0,Offensive rebound by Team,,74-71,,
0:03.0,R. Anderson enters the game for D. Cunningham,,74-71,,
0:00.0,R. Anderson misses 3-pt shot from 23 ft,,74-71,,
0:00.0,Offensive rebound by Team,,74-71,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:46.0,,,74-71,,D. Williams misses 2-pt shot from 4 ft (block by A. Davis)
11:45.0,Defensive rebound by T. Douglas,,74-71,,
11:25.0,R. Anderson makes 3-pt shot from 24 ft (assist by A. Ajinca),3,77-71,,
11:06.0,,,77-71,,B. McLemore misses 3-pt shot from 23 ft
11:05.0,,,77-71,,Offensive rebound by J. Thompson
11:02.0,,,77-71,,A. Miller misses 2-pt shot from 4 ft (block by T. Douglas)
11:00.0,Defensive rebound by A. Davis,,77-71,,
10:47.0,N. Cole makes 2-pt shot at rim,2,79-71,,
10:37.0,,,79-71,,Turnover by A. Miller (lost ball; steal by N. Cole)
10:29.0,T. Douglas misses 2-pt shot from 7 ft,,79-71,,
10:28.0,,,79-71,,Defensive rebound by B. McLemore
10:14.0,,,79-71,,B. McLemore misses 2-pt shot at rim
10:13.0,Defensive rebound by A. Ajinca,,79-71,,
10:13.0,,,79-71,,Personal foul by J. Thompson (drawn by A. Ajinca)
10:03.0,A. Davis makes 2-pt shot at rim (assist by N. Cole),2,81-71,,
10:02.0,,,81-71,,Violation by Team (delay of game)
10:02.0,,,81-71,,Sacramento full timeout
10:02.0,,,81-71,,D. Cousins enters the game for N. Stauskas
10:02.0,,,81-71,,O. Casspi enters the game for J. Thompson
9:46.0,,,81-74,3,B. McLemore makes 3-pt shot from 24 ft (assist by D. Cousins)
9:30.0,N. Cole makes 3-pt shot from 23 ft,3,84-74,,
9:17.0,,,84-74,,Shooting foul by A. Ajinca (drawn by D. Williams)
9:17.0,,,84-75,1,D. Williams makes free throw 1 of 2
9:17.0,,,84-76,1,D. Williams makes free throw 2 of 2
9:01.0,Turnover by A. Ajinca (lost ball; steal by A. Miller),,84-76,,
8:58.0,,,84-78,2,D. Williams makes 2-pt shot from 2 ft
8:58.0,,,84-78,,Shooting foul by T. Douglas (drawn by D. Williams)
8:58.0,T. Evans enters the game for A. Ajinca,,84-78,,
8:58.0,O. Asik enters the game for T. Douglas,,84-78,,
8:58.0,,,84-78,,D. Williams misses free throw 1 of 1
8:57.0,Defensive rebound by Team,,84-78,,
8:57.0,,,84-78,,Personal foul by D. Cousins (drawn by O. Asik)
8:57.0,Personal foul by O. Asik,,84-78,,
8:45.0,N. Cole makes 3-pt shot from 23 ft (assist by T. Evans),3,87-78,,
8:31.0,,,87-78,,Shooting foul by O. Asik (drawn by D. Cousins)
8:31.0,,,87-78,,D. Cousins misses free throw 1 of 2
8:31.0,,,87-78,,Offensive rebound by Team
8:31.0,,,87-78,,R. McCallum enters the game for A. Miller
8:31.0,Q. Pondexter enters the game for A. Davis,,87-78,,
8:31.0,,,87-78,,D. Cousins misses free throw 2 of 2
8:30.0,Defensive rebound by R. Anderson,,87-78,,
8:06.0,R. Anderson misses 2-pt shot from 15 ft,,87-78,,
8:04.0,,,87-78,,Defensive rebound by D. Cousins
7:58.0,,,87-80,2,B. McLemore makes 2-pt shot from 2 ft
7:37.0,Q. Pondexter misses 3-pt shot from 24 ft,,87-80,,
7:37.0,,,87-80,,Defensive rebound by D. Cousins
7:27.0,,,87-80,,D. Cousins misses 2-pt shot from 3 ft
7:27.0,Defensive rebound by T. Evans,,87-80,,
7:21.0,T. Evans misses 2-pt shot from 4 ft,,87-80,,
7:19.0,Offensive rebound by T. Evans,,87-80,,
7:19.0,T. Evans makes 2-pt shot at rim,2,89-80,,
7:13.0,,,89-82,2,B. McLemore makes 2-pt shot from 2 ft (assist by R. McCallum)
7:12.0,New Orleans full timeout,,89-82,,
6:57.0,T. Evans misses 2-pt shot from 4 ft (block by D. Cousins),,89-82,,
6:56.0,Offensive rebound by R. Anderson,,89-82,,
6:46.0,T. Evans misses 3-pt shot from 22 ft,,89-82,,
6:46.0,,,89-82,,Defensive rebound by D. Cousins
6:35.0,,,89-84,2,D. Cousins makes 2-pt shot from 5 ft
6:35.0,,,89-84,,Shooting foul by Q. Pondexter (drawn by D. Cousins)
6:35.0,E. Gordon enters the game for N. Cole,,89-84,,
6:35.0,A. Davis enters the game for R. Anderson,,89-84,,
6:35.0,,,89-85,1,D. Cousins makes free throw 1 of 1
6:11.0,E. Gordon misses 3-pt shot from 25 ft,,89-85,,
6:10.0,,,89-85,,Defensive rebound by D. Williams
6:00.0,,,89-85,,B. McLemore misses 3-pt shot from 22 ft
5:59.0,Defensive rebound by T. Evans,,89-85,,
5:47.0,Shooting foul by D. Williams (drawn by A. Davis),,89-85,,
5:47.0,A. Davis makes free throw 1 of 2,1,90-85,,
5:47.0,A. Davis makes free throw 2 of 2,1,91-85,,
5:38.0,,,91-85,,Turnover by D. Cousins (traveling)
5:20.0,A. Davis misses 2-pt shot from 11 ft,,91-85,,
5:18.0,,,91-85,,Defensive rebound by R. McCallum
5:11.0,,,91-85,,B. McLemore misses 3-pt shot from 25 ft
5:11.0,Defensive rebound by O. Asik,,91-85,,
4:50.0,E. Gordon misses 2-pt shot from 12 ft,,91-85,,
4:49.0,Offensive rebound by A. Davis,,91-85,,
4:49.0,A. Davis misses 2-pt shot at rim,,91-85,,
4:48.0,,,91-85,,Defensive rebound by R. McCallum
4:43.0,,,91-87,2,O. Casspi makes 2-pt shot from 7 ft (assist by R. McCallum)
4:17.0,E. Gordon misses 2-pt shot from 19 ft,,91-87,,
4:17.0,,,91-87,,Defensive rebound by D. Cousins
4:14.0,,,91-89,2,O. Casspi makes 2-pt shot at rim (assist by D. Cousins)
4:13.0,New Orleans full timeout,,91-89,,
3:59.0,Shooting foul by B. McLemore (drawn by E. Gordon),,91-89,,
3:59.0,E. Gordon makes free throw 1 of 2,1,92-89,,
3:59.0,D. Cunningham enters the game for Q. Pondexter,,92-89,,
3:59.0,E. Gordon makes free throw 2 of 2,1,93-89,,
3:46.0,,,93-89,,D. Cousins misses 2-pt shot from 19 ft
3:45.0,Defensive rebound by T. Evans,,93-89,,
3:25.0,A. Davis makes 2-pt shot from 11 ft,2,95-89,,
3:08.0,,,95-89,,D. Williams misses 3-pt shot from 25 ft
3:06.0,Defensive rebound by T. Evans,,95-89,,
2:45.0,E. Gordon misses 2-pt shot from 15 ft,,95-89,,
