time,Cleveland,pts.away,score,pts.home,Indiana
0:12.0,Personal foul by J. Smith (drawn by G. Hill),,96-99,,
0:12.0,,,96-100,1,G. Hill makes free throw 1 of 2
0:12.0,,,96-100,,R. Hibbert enters the game for L. Scola
0:12.0,,,96-100,,S. Hill enters the game for C. Watson
0:12.0,,,96-101,1,G. Hill makes free throw 2 of 2
0:12.0,Cleveland full timeout,,96-101,,
0:12.0,M. Dellavedova enters the game for L. James,,96-101,,
0:09.0,K. Irving misses 3-pt shot from 22 ft,,96-101,,
0:08.0,Offensive rebound by J. Smith,,96-101,,
0:05.0,J. Smith makes 3-pt shot from 26 ft,3,99-101,,
0:04.0,Personal foul by K. Irving (drawn by G. Hill),,99-101,,
0:04.0,,,99-102,1,G. Hill makes free throw 1 of 2
0:04.0,,,99-102,,R. Stuckey enters the game for R. Hibbert
0:04.0,,,99-103,1,G. Hill makes free throw 2 of 2
0:00.0,J. Smith misses 3-pt shot from 38 ft,,99-103,,
0:00.0,Offensive rebound by Team,,99-103,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
