time,Houston,pts.away,score,pts.home,Denver
9:07.0,,,94-73,,J. Nelson misses 3-pt shot from 24 ft
9:05.0,Defensive rebound by J. Smith,,94-73,,
8:56.0,T. Jones misses 2-pt shot from 3 ft,,94-73,,
8:55.0,,,94-73,,Defensive rebound by D. Gallinari
8:46.0,,,94-75,2,D. Gallinari makes 2-pt shot from 21 ft
8:30.0,Offensive charge foul by J. Smith,,94-75,,
8:30.0,Turnover by J. Smith (offensive foul),,94-75,,
8:30.0,Official timeout,,94-75,,
8:30.0,P. Beverley enters the game for T. Jones,,94-75,,
8:30.0,D. Motiejunas enters the game for J. Terry,,94-75,,
8:30.0,,,94-75,,W. Chandler enters the game for J. Nelson
8:19.0,,,94-77,2,T. Lawson makes 2-pt shot from 16 ft (assist by R. Foye)
7:57.0,J. Harden misses 3-pt shot from 23 ft,,94-77,,
7:56.0,Offensive rebound by J. Smith,,94-77,,
7:54.0,J. Smith makes 2-pt shot from 2 ft,2,96-77,,
7:34.0,,,96-79,2,W. Chandler makes 2-pt shot from 20 ft
7:13.0,J. Harden makes 2-pt shot from 19 ft,2,98-79,,
7:02.0,,,98-79,,D. Gallinari misses 3-pt shot from 24 ft
7:00.0,Defensive rebound by C. Brewer,,98-79,,
6:52.0,J. Harden makes 2-pt shot from 20 ft,2,100-79,,
6:52.0,,,100-79,,Denver full timeout
6:44.0,Personal foul by D. Motiejunas (drawn by K. Faried),,100-79,,
6:34.0,,,100-82,3,W. Chandler makes 3-pt shot from 26 ft (assist by T. Lawson)
6:11.0,J. Harden misses 2-pt shot at rim (block by K. Faried),,100-82,,
6:09.0,,,100-82,,Defensive rebound by K. Faried
6:05.0,,,100-82,,R. Foye misses 3-pt shot from 25 ft
6:03.0,Defensive rebound by Team,,100-82,,
5:47.0,Shooting foul by K. Faried (drawn by J. Harden),,100-82,,
5:47.0,Technical foul by J. Harden,,100-82,,
5:47.0,Technical foul by J. Smith,,100-82,,
5:47.0,,,100-83,1,D. Gallinari makes technical free throw
5:47.0,,,100-84,1,D. Gallinari makes technical free throw
5:47.0,J. Harden makes free throw 1 of 2,1,101-84,,
5:47.0,J. Harden makes free throw 2 of 2,1,102-84,,
5:31.0,,,102-84,,D. Gallinari misses 2-pt shot from 22 ft
5:31.0,Defensive rebound by Team,,102-84,,
5:31.0,,,102-84,,Loose ball foul by K. Faried (drawn by D. Motiejunas)
5:05.0,C. Brewer misses 3-pt shot from 24 ft,,102-84,,
5:04.0,,,102-84,,Defensive rebound by R. Foye
4:59.0,,,102-86,2,K. Faried makes 2-pt shot at rim (assist by R. Foye)
4:42.0,J. Harden misses 2-pt shot from 4 ft,,102-86,,
4:41.0,,,102-86,,Defensive rebound by Team
4:41.0,Loose ball foul by J. Harden (drawn by K. Faried),,102-86,,
4:20.0,,,102-86,,D. Gallinari misses 2-pt shot from 1 ft
4:19.0,Defensive rebound by J. Smith,,102-86,,
4:16.0,Turnover by P. Beverley (bad pass; steal by W. Chandler),,102-86,,
4:10.0,,,102-88,2,W. Chandler makes 2-pt shot at rim
3:52.0,Turnover by D. Motiejunas (bad pass; steal by R. Foye),,102-88,,
3:45.0,,,102-88,,D. Gallinari misses 3-pt shot from 25 ft
3:44.0,Defensive rebound by J. Harden,,102-88,,
3:40.0,C. Brewer misses 2-pt shot from 2 ft,,102-88,,
3:38.0,,,102-88,,Defensive rebound by R. Foye
3:27.0,,,102-90,2,R. Foye makes 2-pt shot from 2 ft
3:27.0,,,102-90,,Shooting foul by J. Smith (drawn by R. Foye)
3:27.0,,,102-91,1,R. Foye makes free throw 1 of 1
3:08.0,D. Motiejunas makes 2-pt shot from 6 ft,2,104-91,,
2:57.0,,,104-91,,T. Lawson misses 2-pt shot from 14 ft
2:55.0,Defensive rebound by P. Beverley,,104-91,,
2:51.0,Offensive foul by P. Beverley,,104-91,,
2:51.0,Turnover by P. Beverley (offensive foul),,104-91,,
2:51.0,Houston full timeout,,104-91,,
2:31.0,,,104-91,,Turnover by R. Foye (bad pass; steal by J. Harden)
2:29.0,Shooting foul by T. Lawson (drawn by J. Harden),,104-91,,
2:29.0,J. Harden makes free throw 1 of 2,1,105-91,,
2:29.0,J. Harden makes free throw 2 of 2,1,106-91,,
2:19.0,,,106-91,,R. Foye misses 3-pt shot from 24 ft
2:17.0,Defensive rebound by P. Beverley,,106-91,,
2:07.0,Turnover by J. Smith (bad pass; steal by R. Foye),,106-91,,
2:01.0,,,106-94,3,W. Chandler makes 3-pt shot from 25 ft (assist by R. Foye)
1:42.0,D. Motiejunas makes 3-pt shot from 23 ft (assist by P. Beverley),3,109-94,,
1:26.0,,,109-96,2,W. Chandler makes 2-pt shot from 1 ft
1:11.0,Turnover by P. Beverley (bad pass; steal by T. Lawson),,109-96,,
1:05.0,,,109-99,3,T. Lawson makes 3-pt shot from 24 ft (assist by R. Foye)
0:56.0,C. Brewer makes 2-pt shot at rim (assist by D. Motiejunas),2,111-99,,
0:56.0,Shooting foul by D. Gallinari (drawn by C. Brewer),,111-99,,
0:56.0,C. Brewer misses free throw 1 of 1,,111-99,,
0:52.0,,,111-99,,Defensive rebound by K. Faried
0:45.0,,,111-99,,T. Lawson misses 3-pt shot from 25 ft
0:44.0,Defensive rebound by D. Motiejunas,,111-99,,
0:34.0,P. Beverley makes 3-pt shot from 25 ft (assist by J. Harden),3,114-99,,
0:34.0,,,114-99,,Denver full timeout
0:34.0,K. McDaniels enters the game for J. Harden,,114-99,,
0:27.0,Personal foul by K. McDaniels (drawn by D. Gallinari),,114-99,,
0:21.0,,,114-99,,Shooting foul by K. McDaniels (drawn by R. Foye)
0:21.0,,,114-99,,R. Foye misses free throw 1 of 2
0:21.0,,,114-99,,Offensive rebound by Team
0:21.0,,,114-100,1,R. Foye makes free throw 2 of 2
0:00.0,End of 4th quarter,,,,End of 4th quarter
